http://movie.douban.com/subject/2153527/	新白娘子传奇 新白娘子傳奇
(5星)	 我喜欢看新白娘子传奇            
(4星)	 童年时代奉为的经典。。。            
(5星)	 连许仙都听信法海背弃了白素贞            
(NA)	 童年最爱连续剧~~~~很多人和我一样吧            
(NA)	 小时候的暑假            
(5星)	 这可是大经典，百看不厌。            
(5星)	 千年等一回            
(5星)	 就是喜欢白娘娘            
(5星)	 看了至少30遍。            
(5星)	 看多少遍都喜歡，曾經做夢還夢到過            
(5星)	 童年时代的回忆            
(4星)	 百合美……如果可能的话我希望忽略许仙，虽然叶童的男装要强过女装百倍。            
(5星)	 本已淡忘，偶然再次看见，却发现原来一直认为难听的唱段竟如此贴切、沁人肺腑，原认为长相怪怪的许仙竟变成了翩翩少年。            
(NA)	 童年最美的记忆。            
(4星)	 童年的美好            
(4星)	 前几天还有电视在播            
(5星)	 童年的回忆            
(NA)	 重看了一下，发现这部片子里竟然卧虎藏龙！            
(NA)	 奇怪？怎么看都觉得不是老片            
(5星)	 现在也觉得很经典啊            
(4星)	 回忆！！！！！            
(5星)	 最近一调到电视里有在播的还是忍不住看，看不厌，也是小时候的美好回忆啊            
(5星)	 看了无数次，还是想看。            
(4星)	 囧            
(5星)	 阿ha阿阿阿阿~千年等一回等一回阿阿~~~(小时候真的不知道许仙是女的.....)很喜欢里面唱的段落!!            
(5星)	 少年时的最爱。白素贞就是梦中情人。            
(5星)	 太好看了            
(NA)	 太雷人了 哈哈哈哈            
(5星)	 太经典了            
(4星)	 一直到现在还在重播            
(5星)	 我爱小青的            
(5星)	 最爱            
(5星)	 我那時候覺得白娘子好好好好漂亮            
(NA)	 好看            
(5星)	 经典无可替代！            
(5星)	 没办法遗忘            
(5星)	 什么时候看，都是口角含笑，那是不止是一部电视剧，而是成长的痕迹            
(5星)	 今年14遍呀，时隔15年，回头看还是觉得拍的真好，演员、情节、演技、表现手法。现在的古装戏，特技玩得眼花缭乱买就是没有看的欲望。            
(5星)	 永远的经典啊            
(5星)	 多说无益，看了十五年。            
(5星)	 浙江卫视热播中嗷嗷！            
(5星)	 挚爱~追溯起来，我的倾向应该是从那时候就开始了。。。。            
(5星)	 每次KTV必唱 怎么哼怎么舒坦呢            
(NA)	 奶奶爱1。            
(5星)	 每年暑假电视台必放的电视剧之一，看不厌啊，不过现在只能用来回忆，再让我看，估计要被雷到            
(5星)	 经典中的经典~            
(4星)	 哈哈哈            
(5星)	 雅芝还是美的让人沉醉。            
(4星)	 又看了一遍 嘿嘿            
(5星)	 太经典了，童年时期第一部科幻片儿，还有一部《小龙人》，俗称启蒙科幻片            
(5星)	 对小时候的东西总是很宽恕            
(5星)	 喜欢白娘子            
(5星)	 经典中的经典。            
(5星)	 现在看还是一样经典            
(5星)	 童年的最爱啊，            
(4星)	 到现在我都觉得叶童是个男人            
(4星)	 赵雅芝，那是我小学时候的偶像……            
(5星)	 可以看的为数不多的台剧            
(4星)	 童年的经典            
(5星)	 赞赞大爱！            
(5星)	 少看了好多遍啊            
(5星)	 天呐 不知道被迫看了多少回            
(5星)	 历史的经典 假期的百看不厌            
(NA)	 小时候爱看的            
(3星)	 小学每年暑假必备电视剧。            
(5星)	 至爱            
(5星)	 經典            
(5星)	 小学迷它迷得狂热许仙的台湾配音员长得漂亮类            
(5星)	 即使现在看，都觉得好...            
(4星)	 我所记得的,是断桥重逢时的那根电线杆。            
(5星)	 百看不厌            
(4星)	 到现在还能看见电视在播...            
(4星)	 阿~美女~~            
(4星)	 经典制作啊            
(4星)	 不太喜欢许仙            
(4星)	 长大后觉得许仙太做作了            
(5星)	 经典，无可超越。戏曲化的演绎方式有着东方的淳朴美感。所有的插曲都很经典。赵雅芝一袭白衣，惊为天人！            
(4星)	 当时好喜欢            
(3星)	 小时候的东西都没什么印象了，只觉得你让我再看一遍我肯定不会了，而且不喜欢叶童，更看不惯他演男人。。            
(5星)	 我愛你.            
(4星)	 暑假里看完的            
(NA)	 小时候看过，很有感触！            
(4星)	 看完这个再不喜欢叶童了~~            
(4星)	 儿时的爱            
(5星)	 好久没再看电视剧了，这部绝对是经典，剧情，音乐好的无话可说。            
(5星)	 梦里不知身是客，一晌贪欢            
(3星)	 千年等一回            
(4星)	 话说前几天还特地下来重温一下。            
(5星)	 一辈子也不会忘            
(5星)	 经典！            
(4星)	 经典老片            
(4星)	 童年的记忆小时候偷偷的学白娘子那样唱歌囧。。。            
(5星)	 放弃出去玩的机会也要赶回去看……            
(4星)	 经典，当年红得一塌糊涂            
(4星)	 童年就靠这个来支撑幻想。            
(4星)	 ms我们都是看这个长大的.....小时候没想到叶童是女的.....千年等一回~            
(5星)	 the best!            
(5星)	 100遍都不厌倦            
(5星)	 千年等一回            
(5星)	 害我到现在都想去挖雷峰塔然后讨厌和尚。            
(5星)	 我三岁就开始看了~一年一次            
(5星)	 寒假？暑假？忘了。只记着骑着车子往家赶            
(4星)	 想当年~ 我是那么那么喜欢白素贞呀~            
(5星)	 再看N遍都OK            
(NA)	 伴着成长的~            
(5星)	 小時候的記憶~~            
(5星)	 女人            
(5星)	 童年回忆啊...            
(NA)	 老片经典！            
(5星)	 beloved            
(5星)	 这个~当然是看过的^^            
(5星)	 小时候超级喜欢看的...简直是迷恋...            
(4星)	 每次都期待白素贞变成蛇...小时候思想很奇怪...呵呵...            
(4星)	 陪我度过了多少个寒暑假            
(5星)	 怎么可以美成这样！            
(3星)	 那时候只觉得：赵雅芝不是人类，就是仙女            
(NA)	 呵呵 这个 一种情节            
(5星)	 谢谢你。陪我走过的孤单岁月。            
(5星)	 小时后最喜欢看的电视剧之一。            
(NA)	 童年记忆            
(4星)	 我记得的是~我小学二年纪开学第1天~就是播最后一集~然后我就哀怨没有看到~~好像10年了~都还没看到！            
(5星)	 哈哈 这个            
(5星)	 我小的时候，做梦时，仙女的模样就是白娘子的样子~~~~~~~~~            
(5星)	 绝对经典            
(5星)	 神啊。。怎么老片都这么经典啊？            
(5星)	 经典            
(5星)	 童年。            
(5星)	 好吧，或许其实并没有那么好。anyway，很多东西只在回忆里加分。            
(5星)	 超级经典啊,小时候每家电视都放这个            
(5星)	 经典~            
(4星)	 其实ost歌词很有味道的            
(5星)	 千年等一回            
(4星)	 当时就觉得动不动就唱几句很神奇！            
(5星)	 它是童年记忆里最耀眼的一抹亮色            
(5星)	 估计80后每个人都看过不止一次。。那个经典吖~            
(5星)	 经典            
(4星)	 她明明就是男的            
(3星)	 小时候的经典，但是唱戏过多            
(5星)	 趙雅芝太美了~            
(NA)	 万人空巷看新白娘子            
(5星)	 同样也是这个一猜就灵            
(5星)	 回顾..            
(3星)	 小时候看的。当时眼拙，后来看叶童的戏多了才承认许仙原来是由她反串的。。。            
(NA)	 千年等一会，等一回啊啊。。            
(4星)	 怀旧下。            
(4星)	 是个人都看过            
(3星)	 小时候喜欢 赵雅芝 ，现在喜欢陈美琪            
(5星)	 小时候一直在想，是白娘子好看还是媚娘好看……囧            
(4星)	 自从这个之后10几年我都内心深处觉得叶童是男的-_-            
(5星)	 雷峰塔倒的那一瞬,我们都是心内窃喜的吧,为着那可能从不曾有的白蛇娘娘和许仙            
(5星)	 初中看的 看的不是很全 最喜欢的是音乐            
(5星)	 小时候的回忆~            
(4星)	 其实我一直想了解一下，为啥找个女的演许仙啊？害得人家叶童动不动就演个反串或者傻大姐之类的角色~            
(5星)	 千年等一回。赵雅芝婀娜啊婀娜。            
(4星)	 开玩笑，小时候最喜欢这个，            
(5星)	 每看到白素贞，总能想起被ps了的憨豆。。            
