http://movie.douban.com/subject/1856299/	宫 궁
(3星)	 喜欢女主角ps:爱情催人老啊            
(4星)	 金正勋啊~~男配无敌            
(4星)	 恩恩，我承认，当初追这部戏的时候，还是被信王子的温暖笑容征服了的...            
(4星)	 场景很华丽啊~            
(NA)	 当时可迷律王子呢            
(3星)	 典型的灰姑娘情节            
(5星)	 看第四遍了。OTZ            
(2星)	 说实在的，剧情真的不怎样。。。看了前面几集就看不下去了。。。            
(5星)	 喜欢律··            
(4星)	 2007            
(5星)	 真的很好看!!~            
(4星)	 马不停蹄看完了。喜欢看他俩在一起玩。结尾不过瘾啊，忽然就结束了。还有，忽然就干呕了，到底什么时候圆的房！？            
(NA)	 悲催地在中考前看了这个讲述男二悲剧情史的韩剧。            
(4星)	 我16岁的时候真的很喜欢律王子            
(5星)	 好喜欢里面的衣服啊。。            
(5星)	 高考的回忆 考前一周基本都是在看这部            
(3星)	 觉得缺点在于剧情进展的太满了- -但鉴于整体的服装，演员什么的，还不错。            
(3星)	 朱智勋 ~            
(5星)	 百看不厌.            
(4星)	 当初迷过……            
(5星)	 很难得的韩剧如此好看~            
(4星)	 很多回忆            
(5星)	 姐看的第一部完整韩剧好么            
(4星)	 感觉结局不是很激情，其他都蛮灵的蛮好笑也蛮感人！            
(NA)	 真是个珍珠般的姑娘。            
(NA)	 喜欢男二=3=            
(4星)	 应该早点看的            
(5星)	 尽管发展各有不同，可是不得不说，爱，如此深刻            
(5星)	 超喜欢朱智勋的……            
(3星)	 真的有点佩服PC编剧的想象力 或者PC编剧们自己也厌倦了灰姑娘嫁豪门故事俗套 继而YY出大韩民国当今还是君主立宪制 这回更刺激了 灰姑娘嫁皇室了 于是灰姑娘的升级版本诞生了 荒诞 搞笑 不过剧中那些经典对白还是很有看头的            
(5星)	 这是我最喜欢的韩剧，怎么看都看不厌。            
(4星)	 尹恩惠 ！！            
(4星)	 很老的片子了，但才刚看，2个男主角现在去哪了？            
(4星)	 好久之前看得一部韩剧，喜欢尹恩惠！            
(5星)	 看完了...这是第一部让我喜欢上男二的戏！律王子真的好忧郁...不过服完兵役的正勋有新戏在拍了《需要浪漫》，很，咳咳，激情...            
(5星)	 律王子！            
(NA)	 当初看这片的时候整晚都是通宵，那迷恋的劲现在想想都佩服自己            
(5星)	 大爱恩惠。            
(4星)	 尹恩惠啊 后面很虐 嗯 最喜欢他们在一起啦            
(3星)	 大家都喜欢律，我却喜欢信。            
(5星)	 就是爱童话故事。。。            
(NA)	 试了很多次 实在看不下去            
(4星)	 最喜欢的一部韩剧了把因为画面很美 服装很美             
(4星)	 一直都喜欢尹恩惠，这部和咖啡王子里最美，现代童话当年很吸引我，华美的服装现在看也不过时            
(5星)	 经典的韩剧啊            
(3星)	 当年买的碟是有声音没图像，以至于失去了兴趣。故事大抵这般，感觉也就大抵这般。            
(5星)	 韩剧的巅峰            
(4星)	 唯一的看点只能是李律这个角色。            
(NA)	 因为这部电视剧喜欢上恩惠，到现在。            
(3星)	 一般般，当年太火，反而当我看的时候，觉得有点失望。 每一集里面出来的泰迪还是蛮可爱的。            
(4星)	 王子殿下申最爱            
(3星)	 看了第一集.弃            
(3星)	 作为颜控的我当年迷过金正勋。            
(4星)	 昨天和同事去k歌时有同事点了主题曲，小回味了下，甚至产生了再看一遍的冲动。            
(3星)	 大背景很好，剧情有点骨肉分离             
(5星)	 喜欢尹恩惠            
(3星)	 有点拖沓。。            
(3星)	 就看了个结婚仪式。            
(NA)	 最耐的韩剧=3=            
(5星)	 最爱~            
(5星)	 感触挺多            
(4星)	 我喜欢律啊~~            
(5星)	 把这五颗星给当年的自己，当年最爱的一部戏了吧。总记得申彩静即将嫁入宫的时候，对家人说的那句话：这是我自己选的路，我的人生我自己负责。  每次想到这句话就特别感动            
(5星)	 看过的算式还好的            
(4星)	 虽然一干演员的演技还有很大的成长空间，但是，大爱男一号......8过，其后期的魔王就。。。。。            
(4星)	 攻还是很经典的            
(5星)	 当初看到最后那个哭得淅沥哗啦的！最爱太子爷了，信君~            
(3星)	 前面很不错，后面情节好拖沓，但是，信的感情坚定以后又好看了！            
(4星)	 优秀韩剧三剑客之一（目前啊~~~~）            
(3星)	 没看完，无感。            
(NA)	 金正勋就是现实版的江直树            
(4星)	 第一部韩剧             
(5星)	 第一这么喜爱的韩剧            
(5星)	 高一看的。两个王子和彩京都很让人心疼……            
(5星)	 我起码看过7、8遍了，百看不厌啊~~~            
(4星)	 不错的            
(NA)	 非常非常喜欢，呐呐，帅男主帅男二...肿么办~~~反正就是很好看啦！！！            
(5星)	 一部把尹恩惠推向巅峰的作品！            
(2星)	 哪里？哪里？哪里可爱？            
(4星)	 很喜欢，特别是金正勋,剧中是扮演律，当时很稀饭啦。所有的演员多不错啦。            
(5星)	 算是经典么。反正很红。尹恩惠塑造得人物很成功。金正勋成功迷倒一票热爱忧郁美男子的少女。至于更多，我记不住了。            
(NA)	 曾经的最爱            
(5星)	 大爱男主和女主。。            
(4星)	 - -我小时候小时候            
(4星)	 很唯美的剧，律王子笑的好阳光。信王子有时忧郁的单纯啊。            
(NA)	 这部剧容易让我想起一个人，场景依稀，过去吧            
(4星)	 大一和寝室和丹田南方窝在钱艳从林健那里拿来的电脑前看的，好像是校运会时~            
(NA)	 依然是喜欢男2号。。。o(╯□╰)o。。。            
(5星)	 怀念。            
(3星)	 初二。            
(4星)	 唯一一个看过好几遍的韩剧~~~律王子呦，看见你哭，我的心就跟着流泪。对温油滴人真的木有抵抗力。。。            
(3星)	 信君~            
(5星)	 当时超喜欢里面的俩男阿 !!!            
(5星)	 貌似是我高中时候看的第一部韩剧，飙了不少的泪，喜欢上了韩剧，不过还没到“控”的地步……            
(4星)	 布景够华丽。            
(3星)	 用来娱乐，比较精致。            
(5星)	 我最喜欢的韩剧之一            
(4星)	 信君~~~            
(4星)	 恩惠啊~你忍心不要信么……            
(5星)	 好看，我的第一部李准基的剧！！            
(5星)	 星星有星星的时间，人也有人的周期---2500万年。2500万年后，说不定我们这些人会重逢，所以我们也会重新相见。            
(5星)	 哭死了~            
(5星)	 这部剧让我堕落了....            
(5星)	 本小姐少年时期的最爱            
(4星)	 消磨时间 韩剧的确是得力的            
(5星)	 启蒙韩剧。            
(5星)	 尼玛吻戏不够多！            
(4星)	 喜欢头几集。喜欢明亮的色调。后来抻得无聊了。喜欢当年的尹恩惠，朱智勋。            
(4星)	 尹恩惠，我的爱~！！            
(3星)	 第二部也是目前最后一部完整看完的韩剧。这个呼声太高了，于是连我这不看电视剧的人也看了。有趣的部分也挺有趣，就是觉得太闹腾，演的有点过了。而且我杯具地又被男二拐了。。。            
(4星)	 最开始真的很控男二……虽然现在也挺喜欢金正勋的~但后来觉得男一也很好……我这个主角控！！            
(NA)	 那个时候还在上高中，同桌不断在耳旁嘀咕，多年以后，终于完整地看完，还是很喜欢。            
(4星)	 金正勋是完美男子?韩国是君主立宪国家?            
(5星)	 爱上尹恩惠跟金正勋            
(4星)	 当代贵族            
(5星)	 经典中的经典            
(NA)	 听那个太后讲话，我都要先关静音，那个声音听起来太可怕了。。。            
(NA)	 信  和  律君  你会选哪一个呢            
(5星)	 我觉得这个时候的尹恩惠最美            
(5星)	 挺喜欢的一部韩剧，会看后再看的那种，喜欢啊。。。            
(5星)	 经典            
(5星)	 曾经这是我最喜欢的一个剧，最喜欢尹恩惠在这里面的造型，最喜欢律            
(5星)	 我最喜欢的韩剧，算是美梦一个吧～音乐服饰演员都很爱～高三寒假看的＝＝            
(5星)	 最爱的韩剧之一            
(4星)	 画面颜色太过华丽了，可是意外的非常喜欢。            
(NA)	 喜欢配乐            
(5星)	 五年前看这个片子的时候就很喜欢，但不会问自己为什么喜欢。现在我突然想到爸爸妈妈，我有了答案。因为彩京的爸爸妈妈和我的爸爸妈妈一样爱我。我的爸爸妈妈跟彩京的爸爸妈妈一样可爱。而我曾经也像彩京一样快乐。现在我重拾起了爸爸妈妈的爱，不再愁容满面，我还是那个快乐的燕子~            
(NA)	 就是因为这部戏认识她的。            
(3星)	 挺搞笑的，记得用了三天时间，一个人在五河的家里熬夜看的~~            
(4星)	 律！~~            
(2星)	 后面让人无法观看 拖拉的剧情 流不完的眼泪 纠结的关系             
