http://movie.douban.com/subject/4904661/	绯闻女孩  Gossip Girl  Season 4
(4星)	 开始S04            
(NA)	 xoxo            
(4星)	 人和衣服一如即往的迷人.剧情偶有亮点,不过,已经是第四季了,编剧确实累了.有几集看的我也累了            
(4星)	 最爱的QUEEN B~！            
(4星)	 看到无法自拔，期待下一季！~            
(5星)	 大爱！就等第五季了！            
(5星)	 一下子没了重心            
(NA)	 不敢相信我坚持到了这里- -^            
(5星)	 如果C&amp;B真的结束了，还有谁会看这个？            
(4星)	 前几集真是把人虐惨了            
(NA)	 BD组合接受无能            
(NA)	 small snack after meals            
(5星)	 绯闻女孩里 让我唯一欣慰的爱情是 chuck 和 blair 的爱情 if two people are meant to be together, enventually they`ll find their way back.            
(3星)	 最后一集蛮好看（喂）            
(5星)	 B 和 D 最后的那个吻让人无语啊！一定要把所有人都排列组合一下么？            
(4星)	 看的我好欢乐啊 哈哈 追了这么久实在不忍心给低分            
(NA)	 看到倒数第二集的时候拼命希望B和王子走，生怕C从中阻挠，到最后看见BC终于无缘的时候却也没有窃喜。大结局的时候，谁和谁在一起，who cares?            
(4星)	 Chuck&amp;Blair那段很是悲情            
(3星)	 江郎才尽么……            
(4星)	 别的不吐槽了 可是Jenny你化妆越来越诡异越来越像蜘蛛了！！！！！！！！别走不归路的小姑娘！！！            
(4星)	 最后一集的时候，竟然看到寂寞男孩在写一本叫《围城》的小说，顿时觉得很滑稽，不过回过头细想，不正是如此么。            
(4星)	 接着看是种感情。            
(3星)	 海报上三男四女成功尝试了11种组合！！！！除了一对亲兄妹！！！！！！！你们圆满了！！！！！！！            
(3星)	 这些人应该是在玩排练组合  都睡一遍是不是就终结了呢？！            
(4星)	 bc            
(5星)	 4年看下来，希望第五季是THE END            
(3星)	 第二次弃剧，第二次捡起。无聊的时候总想再看看~时尚和帅哥还是蛮养眼的。            
(4星)	 ╮(╯▽╰)╭，很乱，但赤果果的爱很high。            
(3星)	 怎么觉得B跟谁都挺好的...            
(4星)	 我已经不去想什么逻辑剧情线索了，单纯为了看好看的衣服好看的人~            
(3星)	 我完全是冲着王子来的。            
(4星)	 一直跟一直跟。。都成习惯了。。看着他们成长，伴随我的成长            
(5星)	 虽然乱了点,但人心还是表现的蛮真实的不错蛮好看的            
(4星)	 结尾终于不再狗血，可是虐心啊……T T            
(4星)	 蛋痛，看完这季最喜欢的角色是Georgina和Ben。。下一季C和S该搞到一起了吧，都四季了最没节操的两个人还没搞上也真是不容易。。。。            
(3星)	 最后两集其实还可以，Blair是越来越找人喜欢，可是一直验孕棒的特写又把这个剧拖下去啦...            
(3星)	 越来越混乱了            
(3星)	 越来越纠结。。            
(4星)	 我全部看完了。。我还准备再看一遍。。因为我跟不上编剧啊，跟不上啊。我现在还是觉得BC BC BC~！！！            
(4星)	 各種陰謀啊……我怎麼還能保持看下去呢，我又不腹黑。            
(3星)	 越来越稀饭B了~~S有时傻的可以~~            
(2星)	None
(NA)	 gossip girl 一直追,现在等第五季啦.支持B&amp;C!!            
(4星)	 最适合还是最爱？这永远是最难的选择            
(3星)	 越來越狗血　我追得很累很无耐　但是一想　都四年了　還是堅持吧　不要像越獄那樣　功虧一潰阿            
(4星)	 我已经没耐心看下去了。。。            
(4星)	 感觉越来越没新意了，剧情不断重复，阴谋不断而已。            
(5星)	 一直很混乱，但是还是比较期待第五季的，想看看还要混乱到什么程度，哈哈            
(3星)	 这就是个大混乱剧！！！            
(5星)	 高潮啊高潮！各种爆料啊！但是我还是好想念TM！            
(5星)	 中途断了又追了            
(3星)	 比第三季好看一点,不过还是很拖沓,几乎都是快进.BTW,还是为了c&amp;b而看.拜托不要再互虐了好吗..编剧你能人性化一点吗？快在一起吧!            
(4星)	 只要BC依旧，其他都是浮云            
(4星)	 他们俩人肿么还没有债一起。伤不起。            
(3星)	 最后一季B和C得对白很感人            
(5星)	 陪着我从帅哥走向衰老的一部电视剧            
(5星)	 大家看也都是为了BC吧。            
(4星)	 我就是喜欢看这个 从第一部开始追到现在。 以后也会一直追。 一个星期一集很郁闷，还总停播。不过依然喜欢GG ，敢爱敢恨！            
(3星)	 太尼玛屌乱了            
(4星)	 好吧 我终于空降纽约看了这部片子的第四季 于是很多背景真实了起来            
(4星)	 这个故事告诉我们 1 女人是守不住秘密的 男人 一样 2 羡慕他们那种很深的羁绊 无论如何 友情不逝            
(3星)	 这种纠结似麻花的剧情已经让我抓狂啦！！！！！！！！！            
(1星)	 越看越扯淡，看到这季就没继续了。            
(NA)	 一直不更新 都忘了前面放到哪里了            
(4星)	 B＆C            
(NA)	 從看1就愛上s但不喜歡b,s的美麗大方樂於助人更加凸顯b的自私無知嫉妒心報復心.看到第三季覺得真是看不下去了,關係亂到不行,幾乎裏面的男女每個之間都有過一段,不過到看完第四季更加期待第五季.            
(3星)	 鸡肋...            
(NA)	 混乱。            
(3星)	 这季出现的ben&amp;louis都真心好啊！！B赶紧和chuck散了吧！！            
(4星)	 第四季总算又开始比较吸引人了。看来C和B还是分开比较精彩。S已沦为花瓶，D和N更是没什么精彩的戏了。            
(4星)	 太混乱了            
(4星)	 C也太伟大了吧，感动死了，S5会有更大的阴谋在酝酿吧，期待ing~~~             
(4星)	 thr&#39;s a huge differce betwn a great love and the right love, but happily never after.            
(4星)	 最后一集哭死了 T.T            
(5星)	 哎~~事实总是事与愿违。            
(4星)	 终于看完了。突然觉得心有余而力不足。            
(3星)	 我弃剧了- -            
(3星)	 美剧也日益肥皂了。            
(NA)	 想弃剧了。。。            
(5星)	 第四季真心不错 ~            
(4星)	 B和C还是要在一起 多一颗星星给C            
(NA)	 看了前两集，弃，突然发现我该毕业了。            
(4星)	 看到18集了，我想说，这几里面。我莫名的非常讨厌V了。以前觉得V没什么，不过这几我觉得V真的非常讨厌！            
(5星)	 每个女孩都懂B的心机和脆弱，每个女孩在闺蜜旁边都奉献S的真诚和爽朗，当然，每个女孩中都有一个Chuck，可以肆无忌惮的任性，展现邪恶……            
(4星)	 拥护BC。。。。            
(4星)	 为了路易王子加一颗星。。。            
(4星)	 只有chuck越来越帅            
(3星)	 虽然看到第二季我已经出现了不耐烦：简直就是富家子的无聊游戏！！！但仍然追到现在。但时不时仍会嘀咕：有没有完啊，一帮人爱来爱去！            
(3星)	 最后B和C还是没能在一起TT            
(NA)	 结局的悬念啊……            
(3星)	 真的可以结尾了。            
(3星)	 乱            
(4星)	 B和C还是没有在一起啊。太相爱而不能结合。编剧好过分。            
(5星)	 one thing is certain, this is not the end between us. &#39;cuz try as u might to fight it, u know u love me.            
(5星)	 B&amp;C FOREVER~~~ QueenB 和PrinceL 要幸福哦~~~永远祝福他们~~~            
(5星)	 时尚与梦            
(4星)	 真没有前三部好看了。看来大家都老了=            
(5星)	 =。=表示很好看            
(3星)	 S1喜欢B&amp;D，S2喜欢J&amp;C，S3疲劳了迷茫了，S4重新开始喜欢B但不知该喜欢哪个小伙，N越来越有跑龙套的潜质，为什么我从来没喜欢过S？S多好啊……            
(4星)	 比第一、第二季感觉要好   介于三星和四星之间   给个四星吧            
(NA)	 尼玛....把第四季看完以后我突然觉得我空虚了！            
(NA)	 终于追完了。不得不说，我还是喜欢它的。期待续集哦~XOXO~            
(NA)	   very   good            
(3星)	 各种行为越来越莫名其妙了 除了B&amp;C的煽情桥段几乎没什么看点            
(4星)	 想把那些贱人都拖出来鞭尸！！BC一定要在一起啊！！别虐我了，求你们了！！            
(5星)	 超精彩好看。            
(3星)	 恭喜瓦内啥终于走了！            
(4星)	 第四季一般般了。            
(NA)	 永远不变的BC            
(3星)	 intrigue again            
(3星)	 尼玛BC还能在虐一点么！            
(4星)	 期待下一季~~            
(4星)	 情节发展的很诡异，感觉有点乱            
(4星)	 U deserve it.             
(3星)	 The Bitches are on fire......             
(3星)	 这季喜欢Blair和chuck~~            
(NA)	 尼玛啊！！！！！！！！！！！！！我看它究竟是为了神马！！！我苦逼的假期还能再苦逼些吗！！！！！！！！！great love？我艹 心酸得大姨妈都来了 你们还不在一起！！！！！！！            
(3星)	 最后一集B和C一起跳舞那儿。。。。。             
(NA)	 GG            
(3星)	 开始高端深度。。            
