http://movie.douban.com/subject/1477894/	我叫金三顺 내 이름은 김삼순
(NA)	大三那个十一和小娜窝宿舍一起看的。。。
(5星)	做真的自己。是最喜欢的韩剧 喜欢 不是因为你最后遇到了王子 而是 你自己就能很好。
(5星)	hahahahaha
(5星)	朋友说我有点像三顺，一样的不拘小节，一样的毛手毛脚，还有，一样的粗鲁~~~oh 上帝，对，只就是我......
(3星)	我叫金三顺 / 我叫金三顺 / 我的名字叫金三顺
(5星)	像三顺一样
(5星)	最爱的电视剧……完美！！！！！！！
(5星)	超爱玄彬。
(4星)	阿三~~
(NA)	很逗! 女一號很痴情噢!
(4星)	看得满开心的
(3星)	这一对也实在……爱情的力量还真是伟大诶～～
(5星)	我爱三顺的性格和熙贞的外貌
(5星)	很喜欢看的韩剧~
(5星)	好了...我看了10遍以上的连续剧...喜欢
(5星)	我的最爱
(NA)	有些无厘头，有些触动
(4星)	这里玄彬的发型最适合他了 哈哈 男的弹钢琴的时候最帅！
(5星)	大爱 我偶像
(5星)	胖，也很开爱的啊~~~
(3星)	可以很开心地笑
(3星)	搞笑
(5星)	好看。不腻。
(5星)	看过最好的一部韩剧 还是长了点
(2星)	不喜欢~
(5星)	看过N遍，但还是觉得有意思，连我妈都喜欢上三顺了
(5星)	看过多少遍？自己也不记得了。难得韩剧有留下这部在心里。剩女日记---韩国版
(4星)	还是喜欢里头那段广告语
(5星)	反其道的爱情
(5星)	看过这部片子才发现，玄彬其实挺帅的。
(4星)	我叫金三顺
(4星)	三顺啊，我拿你怎么办。你出来了以后，从此我多了个外号：三顺。。。
(4星)	比较没有现实意义的韩剧。。。
(3星)	灰姑娘啊，大帅哥：（
(4星)	可爱
(4星)	三十岁女人的春天，勇敢，坚持自己才可以获得美丽的爱情
(NA)	只此一部！
(4星)	三顺超可爱
(4星)	肥女的励志剧。有些情节也满痛的。可是事实真的如此美好吗？？ 不喜欢郑丽媛
(NA)	去爱吧，像不曾受过一次伤一样;跳舞吧，像没有人欣赏一样;去爱吧，像不曾受过一次伤一样;唱歌吧，像没有任何人聆听一样;干活吧，像不需要钱一样;生活吧，像今天是末日一样 
(4星)	四星半
(4星)	凡是金善雅的部分我都是快进～
(4星)	带点励志的味道
(3星)	说真的,他们不是很配.
(4星)	我妈最爱看的.
(4星)	再也不要看韩剧。。。。
(4星)	玄玄太帅了！
(3星)	我叫金三顺
(NA)	因为爱所以爱
(NA)	玄斌很可爱
(5星)	这个很经典啊.三顺大姐.
(5星)	自己的生活自己改变
(4星)	改变了我人生的韩剧
(NA)	晕~没逻辑
(5星)	这是我看过的韩剧中最喜欢的一部！
(4星)	一個不真實的現代童話~安慰那些都市大齡女的心~
(NA)	 喜欢三顺执着追求爱情的勇气 
(5星)	很有趣，千万别看电视上的配音版，删掉了很多经典情节。
(NA)	看完这部后终于明白韩剧剧情的套路
(5星)	Love as if you&#39;ve never been disappointed by love.
(5星)	我的最爱来了。一遍一遍怎么都看不腻，真的没有原因，就是喜欢
(5星)	这个太乐了
(NA)	因为主角不是一贯韩剧中的贞洁烈女+科幻美少女，所以值得一看咯
(NA)	三“没”女的春天
(4星)	“去爱吧，就像没受过伤一样…歌唱吧，像没有人会听一样。……”
(3星)	以前一起看月亮时,叫人家小玄彬,现在叫人家林同学...哈哈哈哈哈
(5星)	拥有真爱的达子
(NA)	一般好看，不过女主角的自信是值得赞扬的
(5星)	最喜欢的一部韩剧,构思很创新,情节不老套,人物也可爱,还透着一些道理在其中,就像结尾一样,不是每对恋人一定要走上结婚的道路,而是怀着爱的心共同前进。去爱吧，像不曾受过伤一样。
(NA)	唯一看的比較全的韓劇.
(3星)	2
(NA)	愛情總會有
(5星)	大爱的电视剧。
(5星)	3334真配
(5星)	阿三太可爱了
(4星)	断断续续的看还好
(3星)	怎么都接受不了女主..
(5星)	三顺,加油!!!
(NA)	珍惜当下吧！
(NA)	太多台重播了
(NA)	爱上玄彬
(5星)	很励志！
(5星)	玄彬
(5星)	可爱的三顺
(NA)	胖胖的很可爱
(5星)	死心塌地的奉为经典。。。
(5星)	爱三顺犀利的眼神
(5星)	一开始总是闪闪发光。但是随着时间的流逝。就会变得什么也不是。就像我们一样。
(5星)	可爱的女主角和帅气的男主角
(5星)	女主角超级像我一个朋友阿，哈哈
(5星)	le 31 dec 2006
(4星)	像三顺这样活着很过瘾~玄彬很赞~~
(4星)	..
(NA)	挺好的
(4星)	很红的三顺
(4星)	所有看过的韩剧里，觉得这部最好，且不论是俞熙真还是郑丽媛，都是偶最喜欢的女二，甚至胜过三顺~
(5星)	认真过日子，努力去爱一个人~~
(4星)	阿三三顺，博子说你是我们的梦想
(4星)	沒理由因為我肥就不讓我做公主夢嘛..
(5星)	喜欢的
(5星)	我最爱的韩剧
(NA)	真是给人希望啊~
(5星)	喜欢三顺
(NA)	乐观自信地活着，明天没什么了不起
(NA)	很多人喜欢  我也一样 爱死了 
(4星)	爸爸居然说妈妈长得很像三顺....
(5星)	What goes around comes around. So, work like u don&#39;t need the money. Love like u&#39;ve never been hurt. Dance like nobody&#39;s watching. Sing like
(4星)	爱情是种化学反应呢
(5星)	我们宿舍的最爱！必看！
(3星)	搞笑~~
(NA)	没期待的好
(5星)	笑破肚皮的电视剧 从笑中也明白了些道理男主角很帅
(4星)	这样的爱情故事不常见，可终究也美好了
(5星)	超级中意！
(5星)	我老婆很喜欢看，哈哈
(NA)	高中的男同学也喜欢看，不晓得为什么。
(NA)	沒有辦法不喜歡.
(4星)	其实，我最喜欢柳熙珍！最好的韩剧女二号～
(5星)	是很不错的韩剧...因为自己珍视自己,所以得到珍视.
(3星)	让胖女孩重拾自信的一部剧！
(5星)	看了4-5遍的韩剧，每次看都还是会哭，为了只是那份让人感动的爱！
(5星)	太喜欢三顺了~~演员也很好!
(4星)	这样的女主角真的接受不能呐呐呐呐……
(4星)	电脑坏掉的时候陪妈妈看的。喜欢里面的甜点！好想吃！~
(NA)	玄彬帅三顺，我也想要
(NA)	没有很喜欢，中文的片头片尾曲很好听
(5星)	我就很像金三順
(4星)	认真生活，用力爱。
(5星)	巴黎恋人过后我总算又找到了一部很能继承我某种情节的片子。
(4星)	总有一天，我也不再闪闪发光了，到那时候，你还要跟我走下去么？
(4星)	因为我也胖，所以我爱看。
(5星)	三顺真可爱
(4星)	超级搞笑。= v =
(3星)	唯一看过的韩剧 太冗长
(4星)	从这部剧爱上小玄
(NA)	超喜欢的一部电视剧，都看过吧，推荐。30岁女人的爱情，姐弟恋，很流行吧
(5星)	唯一一部没有坏女人的韩剧～
(NA)	韩剧有一种精神！
(2星)	不是我的口味，不过女主角比较赞就是了，拍过电视剧立刻减肥，回到模特身材
(NA)	像從未受過傷一樣去愛縱使明天就是世界末日
(5星)	我的33和34啊，最爱的韩剧……
(NA)	男人的彩色衬衫真漂亮
(4星)	喜欢  可是不太现实 
(5星)	我要吃蛋糕
(5星)	郑丽媛漂亮地闪闪发光
(4星)	给逐渐变老的自己一点点希望
(5星)	打动人的是她的精神，明快，坚强，执着，善良，却也不自卑。相信三顺做的蛋糕真的很好吃。最喜欢的两部韩剧就是“我的名字叫金三顺”和“对不起，我爱你”
(NA)	三顺很可爱
(5星)	比起以往的那些韩剧中柔弱的女主角，我还是喜欢这个胖乎乎敢于捍卫爱情的三顺。   比起以往编剧非要死掉一个主角以凸显爱情的珍贵，我更喜欢这个圆满甜蜜的结局。    人生太多不幸和坎坷，偶尔应该有个这样的故事来给摔倒在泥巴里的小人物们打打气。    喔，我，也快要到那个可怕的年纪了：“超过三十岁的女人能恋爱的可能性， 比在路上被炸弹击中的几率还小。” ——《Fanny Fink》
(5星)	喜欢看的 要疯掉了
(4星)	好故事 感动
(3星)	奶奶更爱看
(NA)	其实我不觉得三顺是高质量剩女
(5星)	好喜欢这个三十岁的老女人 有着属于成熟女人的智慧
(NA)	可爱可爱！ 金善雅
(5星)	三顺的眼泪为了自己的心而流，为了幸福而流。三顺的职业是我最爱的糕点师，三顺有温暖健康的心灵~~我好喜欢她@.@
(5星)	喜欢！
(NA)	~~~
(5星)	好看～
(4星)	kim sam-soon
(5星)	说我像她　能不喜欢么
(5星)	最喜欢的韩剧
(4星)	女性 笑料
(3星)	韩剧啊韩剧，啰唆啊啰唆
(NA)	又看了一遍，还是没看腻。。。爱死玄斌
(NA)	呵呵
(4星)	喔，玄彬。以及一段话。
(5星)	我好喜欢三顺。~也喜欢她的包包，还有糕点技艺 =)
(4星)	喜欢就是喜欢，没有理由~
(3星)	爱上柳熙珍~~
(5星)	阿三！！！
(4星)	韩剧中的精品了
(5星)	可惜我不是三顺, 
(5星)	去愛吧 就像不曾受傷一樣
(NA)	我哭,不是因为这个背信弃义的男人，那样不值得,我哭,是因为我不再相信,相信曾经带给我漫溢幸福感的爱情
(4星)	因为无聊看的，玄彬不错，但是电视剧本身并不像宣传的那么有突破性，换汤不换药而已。
(NA)	超级帅
(NA)	看这部电视剧让我感觉很快乐，但也有很多的收获，很喜欢三顺在里面说过的一句话，她说“每个人找自己的另一半，都是在将自己欣赏的美好部分拼凑在一起，然后希望他身上有这些所有的优点，其实是在找另一个自己”记不清原话是怎么说的了，但整体就是这个意思了。
(4星)	有一些耐人寻味的台词
(4星)	极少看韩剧。哈欢喜里面的玄彬@.@
(4星)	我爱金三顺~这才是真正的喜剧~
(4星)	会幻想会懦弱但是终于坚强的面对现实。
(NA)	可爱的三顺~
(5星)	30岁未嫁女的心病
(5星)	真的很好看，有些台词很经典！
(4星)	她小肚腩蛮可爱
(NA)	在它最风行的时候，没有看。反到后来，宿舍有了碟片，有很认真的看完。
(NA)	阿三，一起窝在一起看的片子，怀念
(5星)	这是一个有趣的片子～～～
(5星)	很有趣的片子。男主角非常的帅，不过女主角有些难看。总的来说还不错啊！
(5星)	玄彬很帅。可更爱三顺的性格
(3星)	难得能看完整的韩剧。
(4星)	流行总有他的道理
(3星)	很轻松的一部剧
(5星)	玄彬玄彬玄彬
(5星)	可爱,个性的女人,追求爱情,很用力
(NA)	30岁的女人在马路上碰到白马王子的概率比碰到原子弹还要小；去爱吧，象没有受过伤一样！喜欢的台词
(3星)	是具有心理安慰的能力，，，但是剧情非常的不合逻辑。。
(4星)	三顺挺可爱的....但是男主角为什么不选那么爱他的熙真呢...?!
(3星)	还不错
(5星)	 跳舞吧，如同没有任何人注视你一样， 　　　去爱吧，如同从来没有受过伤害一样， 　　　唱歌吧，如同没有任何人聆听一样， 　　　工作吧，如同不需要金钱一样， 　　　活著吧，如同今日是末日一样。 　　 
(5星)	亲爱的三顺呐～～～
(NA)	努力地去实现一个个的梦想，并且用心地去爱身边的人。
(4星)	恩，好吃的蛋糕，可爱的三顺
(1星)	断断续续居然也看完了，真受不了~~当然等我年纪大了可能就会喜欢这种~~
(NA)	相对来说还比较喜欢，也不是很拖沓
(5星)	是在感觉自己快要成金三顺的时候看的，满搞笑的片子。
(5星)	喜欢三顺
(4星)	三顺
(5星)	呵呵，这个比较喜欢，胖胖的三顺，好亲切！
(4星)	不错
(5星)	这样的韩剧应该多拍，没有好节目的时候我基本上就靠它活了~~
(5星)	小糕点 法国 心爱的人 我全部的小梦想~~
(3星)	很好笑.
(4星)	被朋友拖着连夜看的~!!
(3星)	另类。。
(5星)	胖女人也会有好爱情...
(NA)	很搞笑的一个老女人不过 现实里是不可能的拉也只能是偶像剧而已 可是明知道不可能 还是会去看  因为 我们都虚荣而又不满足吧
(3星)	这是近两年里重播次数最多的电视剧了，太搞笑，也太经典了，尤其是三顺的台词
(3星)	居然从头看到尾了、、、
(4星)	不错
(5星)	我们家的玄彬呀
(5星)	很喜欢三顺，很直率的性格
(4星)	爱死你了我的阿三哥~
(4星)	不错~这女人胖的可爱~有共鸣~
(NA)	厚厚~
(5星)	三十岁的女人结婚的可能性是多少?当下对女人的要求是那么苛刻,只有善良都是不够的.那么,能喜欢一个胖乎乎的三十岁老处女的男人,应该是善良的吧.
(4星)	从来没有从头到尾看过！只是觉得还不错~~
(4星)	零散的看过些。觉得挺有趣
(5星)	三顺
(5星)	好让人憧憬那样的爱情
(NA)	看了开头,竟然发现自己天天四集,把他看完了,丑小鸭变天鹅的梦始终都存在的.如果我也是个蛋糕师的话我想即使我是丑小鸭我也觉得幸福.甜点是中生活更是一种愉悦的生活方式
(3星)	会让很多看过此剧的灰姑娘型的女生有信心的电视剧!!!
(4星)	振轩你这臭小子为什么不选熙真!
(4星)	对所有对爱情有期待的人都适合！！
(5星)	最好的韩剧！！
(5星)	虽然说愿望总是美好的，但能实现的才是最好
(5星)	我觉得唯一值得看的韩剧。
(5星)	人生有什么大不了的？
(3星)	重新看这部片子，居然有很多感动，发现自己以前给的居然只是两星。虽然剧情只是剧情，但还是有很多启发跟学习，比如独立，比如追求，比如知道自己在什么状况，应该做什么。
(NA)	唯一看完的韩剧
(4星)	可爱的三顺 恋爱吧，就像从来未被伤害过一样
(5星)	很喜欢，也觉得自信的人真的最美丽，无论是什么时候都要相信自己，相信美好的东西......
(5星)	从此爱上玄彬~
(5星)	喜欢
(5星)	
(4星)	很少看韩剧。这个我喜欢
(5星)	挺搞笑的，唯一的一部不讨厌女2号的韩剧
(5星)	执着，这女的真执着。
(5星)	谁说胖女人没人喜欢= =+
(3星)	每看一部韩剧，就会觉得男主角比较帅～
(5星)	我的最爱
(4星)	美女与没女
(5星)	难得4个人都可爱
(5星)	超好看～
(5星)	直爽明快的人生
(5星)	我看过的第一部不拖拉的韩剧。台词不矫揉造作，人物表情刚好到位。
(5星)	韩剧中的经典。
(NA)	看过之后就想去学西式糕点了。
(5星)	迄今为止，最喜欢的一部韩剧
(4星)	玄彬GG帅得一塌糊涂~
(NA)	前男友长的象我的ex．以此推论．．．．岂不是我的下一个长的象玄彬．
(5星)	超喜欢
(3星)	剧情有点点傻，后面有点冗长，但演员表演的不错
(4星)	喜欢玄彬
(5星)	超喜欢
(2星)	一颗给女二！！！一颗给男二好吗！！
(5星)	令我变得有点神经质的韩剧。好玩！
(5星)	让我笑的 连续剧 为了韩剧 我决定去学韩语了 哈哈
(5星)	07-08-24看完
(5星)	勇敢的女人
