http://movie.douban.com/subject/5031441/	家，N次方
(3星)	 里面所谓的时尚阿，潮流阿，富贵荣华阿，让人忍不住的扑哧一声            
(5星)	 感动，难过。            
(5星)	 近年来觉得最好的一部            
(NA)	 看了两遍，感觉很不错，人物、商业、家描述的都很到位，尤其引人入胜的是不离不弃，家的感觉才是根本。            
(5星)	 为数不多的非常好看的国产电视剧，没有夸张和矫揉造作。。。            
(4星)	 奇怪偶然被笨笨弄着看的，我还挺喜欢的            
(3星)	 剧情白痴，宋丹丹表现也不出彩，就是里面有的女的可以看一下。            
(3星)	None
(NA)	 真心不错！            
(5星)	 超喜欢里面的小疯子角色 叛逆 敢作敢当 直爽的性格            
(3星)	 比较喜欢白百合。。            
(5星)	 温馨 内容充实!            
(4星)	 欣赏栗子和赵雯的谈话，也理解了她，那段谈话好经典，解决了一部分大学毕业生要面对的成功和幸福的纠结问题            
(3星)	 gossipe girl的家庭结构，赵宝刚的语言习惯，不算太坏的敌人。。。不太现实。。。就是有一对儿挺倒霉的。。            
(5星)	 好看的没得说。            
(4星)	 臺詞黨，羡慕栗子姐的知性，優雅，大氣，智慧，齊齊噠古靈精怪：即便我不是趙雯，誰又能說自己沒那麼拜金的情結呢？            
(NA)	 喜欢丹丹阿姨            
(5星)	 好玩            
(NA)	 白百合真是良妻典范啊那张嘴太葱白了            
(4星)	 重组家庭的故事，挺好玩的，其实觉得这种生活离自己还是挺遥远的，不过还是有很多感触            
(NA)	 完全是因为栗子姐啊~！            
(5星)	 難得看一部國產電視劇。贊一個~            
(3星)	 如此鬼扯的电视剧给三星都算给丹丹姐面子，DB评分居然这么高……            
(5星)	 这是今年看的第二部电视剧 却是去年大热的剧。 围绕宋丹丹 展开了那么多与青春 友情 爱情 利益 人生 等等的故事。 很多地方触动我的泪点。 最爱前半段的小疯子 那性格 酷爱！ 宠物与栗子 虽然那么痛苦 但也是幸福的吧！             
(4星)	 其实亲情写的还可以。且，因为这部剧，喜欢王子文这个小姑娘，蛮帅真的。            
(5星)	 不太看现代剧的，但这个剧就是有本事让我反复地看反复地哭。觉得每个人都演得很好~很喜欢朱雨辰~高露和王子文也不错~            
(5星)	 这里面的女的都太神奇了，身怀绝技啊。这本电视剧其实很不真实，我觉得喜欢看的原因就是剧里的一句话：普通人心理，只要有一点点的创新，就会很喜欢。            
(5星)	 喜欢栗子姐姐的聪慧和齐齐的执着。赵雯语录也非常经典。N次方的家就好比谈了一场多人恋爱。磨合是开头，幸福是结局。            
(5星)	 喜欢栗子姐            
(5星)	 從此稀飯王子文            
(5星)	 好可爱的齐齐~~            
(5星)	 不知道，就是喜欢            
(5星)	 仅做记录            
(4星)	 王子文明明是82年的，非讲自己是87年的，可我怎么看都觉得她是90后，哈哈，好俏皮好可爱呀            
(4星)	 家~爱的地方 欣赏赵雯的坦诚 真的 特别痛快 我的同学们啊你们能不能也借鉴点？            
(5星)	 其实满好看的。就是那个‘哥！’有点雷。            
(4星)	None
(4星)	 陪着大姐看完- -。但是还可以。能接受。            
(4星)	 我发现假期就是用看电视剧来打发时间的。            
(5星)	 栗子姐是女人中的精品。            
(5星)	 跟爸妈一起，熬了两宿看完的，好看啊……            
(4星)	 赵雯倒追那段儿，太有教育意义了~可以写进教科书里，真的！            
(5星)	 很不错，很感人，很喜欢            
(3星)	 真受不了赵雯，她一出现我就快进。            
(4星)	 很多年来 唯一看完的电视剧            
(3星)	 刚开始看还行，后面越编越离谱。            
(4星)	 重组家庭的种种困扰 但真是太完美了 完美的不真实 怎么会每个人都如此做的到位 我们活的不真实            
(NA)	 这个哭啊            
(4星)	 不错            
(5星)	  家是无论天塌地陷，世事变迁 ，总有一扇门为你敞开着，总有人在里面等你的地方。            
(NA)	 赵雯不错啊            
(4星)	 前面不错。后面烂尾了            
(3星)	 把白百何的戏份刷完了。看着赵雯这一豁得出脸去铿锵有力目标明确内心强大手段非凡的不俗女子被编剧越来越弱智化不耻化我就彻底为她不值啊啊啊...            
(NA)	 栗子成了202集体的梦想。            
(5星)	 11年毕业前一阵看的，给我慌乱的毕业季带来了很多温暖，很生活化，人物塑造栩栩如生~            
(5星)	 很久之前看过的 只是记得很好看 也爱上了一个女演员 王子文            
(5星)	 喜欢宋丹丹和薛之荔！            
(3星)	 装酷那个真烦人            
(5星)	 王子文太可爱了            
(3星)	 白百合，白百合，白百合。结局太伤了， 明明相爱的。            
(3星)	 勉强            
(4星)	 每个女人都想成为栗子姐那样的人，不过总觉得不真实，有点虎头蛇尾            
(NA)	 很好看，有感触的说，哭了很多次。            
(3星)	 家庭情况太复杂了！+在凤那儿的偏见..            
(5星)	 栗子姐这样的女人可遇而不可求，像赵雯那样我也是很待见的。周浩问她，你爱过我吗？觉得当时他那敢情真好。            
(4星)	 讲了一个真善美的栗子姐姐，一个聪明的辣妈，一个憨憨的宠物，一个我贱故我在的赵雯，两个典型的富二代，最有营养的是 里面的处事方式。赞一个！            
(3星)	 做作的做作，膜拜的膜拜，鱼目混珠浑身别扭的杂戏，但是杀时间还是看的下去            
(4星)	None
(4星)	 白百合是亮点            
(5星)	 宋丹丹~！！！            
(4星)	 还挺发人深省的            
(5星)	 金燕,惊艳。            
(4星)	 好看！出乎意外的意外，喜歡齊齊妹愛上栗子姐，山寨德華演的那頭富二羊太木頭真敗筆，丹大姐的霸氣不露寶剛大叔的眼袋和韓磊有一拼是自家人。            
(5星)	 不错。演员都可以，朱雨辰什么的~            
(NA)	 第一次完全看完一部京片兒味濃重的電視劇，剛開始比較吸引，每天追著等著，越到後來卻越覺得寡味。真心覺得各主角們在此劇裏的演技都沒有特別突出的地方，白百荷還好，每次見到趙雯的出鏡都想抽她。。。還有栗子姐姐，淡定，從容，強大。什麼時候才可以做到這樣呢。。。我正在努力着成為這樣獨立完美的            
(5星)	 最后一集HOLD不住。。。hold不住那个眼泪阿。。。            
(5星)	 栗子姐~~多么完美的女人啊~~            
(5星)	 很好看，一家子热热闹闹的，团结一心，很温馨~~喜欢高露演的角色，聪明、自信、懂事、独立，就是我理想中想成为的那类女性！            
(5星)	 很实际，从生活中出发，这样的电视剧很能吸引人，并且能引起人的同理心。让人看到现今的社会状况，人们所面临的问题。另一个角度，也可以说是给处在这样困境中的人一个方向和经验吧。            
(NA)	 感觉很早就看过似的            
(NA)	 比较成功的一部国产剧，以幽默诙谐的手法讲述现实的人生，值得看。            
(3星)	 。。。            
(5星)	 很生活，很真实            
(NA)	 不错            
(5星)	 喜欢栗子姐和楚牧            
(3星)	 没咋看，齐齐太吵太闹腾。。。            
(NA)	     这个太好了    是我看过的最好的电视剧了            
(5星)	 内容逐渐深入，人物形象饱满，风波不断都很有趣，一部别致温馨的家庭剧            
(5星)	 经典~！            
(5星)	 栗子姐            
(4星)	 娱乐消遣用的，还不错。蛮喜欢栗子姐的角色，才女总是很吸引人；齐齐很特别，爱好很有品；宋丹丹饰演的角色也很不错，经历丰富心胸豁达。            
(5星)	 电视剧好不好看，看是不是吸引你一直想看下去就知道了。我贱故我在~啊哈            
(4星)	 还不错，其实我不讨厌白百合那个角色，明白人            
(1星)	 谁能告诉我这剧到底好看在哪里？？？            
(4星)	 我也想有一个栗子姐            
(NA)	 因为被推荐多次，但只看了前两集，那个一说话就别扭的儿子，真心要搅黄这部剧~！            
(NA)	 剧情还可以，人物性格比较立体，对人际交往，处理家庭关系方面有很多启发。            
(3星)	 喜欢宋丹丹。喜欢她的演技和勇气。            
(NA)	 贺刚 是尼玛什么人呐 多好的电视剧被毁了 看见就想niao            
(NA)	 喜欢朱雨辰，喜欢京味儿十足的台词！            
(4星)	 虽然感觉有些不切实际的地方，但还是看得很上瘾~            
(4星)	 剧情还是很紧凑的 抗拒不了栗子姐类型的完美女人 尽管也许这种类型并不存在            
(NA)	 家的温暖，爱的无私~            
(NA)	 泪点            
(3星)	 宋丹丹蛮适合这种家长里短的戏的            
(3星)	 这部电视剧里的女人和神一样的~~            
(5星)	 可好看了，就是齐齐声音我不喜欢，            
(NA)	 我希望我不是独生子女。这样家里才不会冷清！最好来个哥哥神马的！！            
(3星)	 喜欢真实的赵雯。            
(3星)	 主要是看到说高露是典型的知性美女，冲这个看了个头和尾，大概了解了，个人没多大感觉，还行吧            
(NA)	 很喜欢栗子姐姐，我要以她为标准来修练自己；喜欢这一家子；不管何时何地，家是你永远的避风港，亲人是你一生的依靠！            
(4星)	 太喜欢栗子姐了，能有这么一个姐姐真是上辈子修来的福气啊！            
