http://movie.douban.com/subject/4217513/	就想赖着你 就想賴著你
(5星)	 言承旭萌起来要人命啊！！！            
(3星)	 杨朵其实最心酸了，感觉到了最后齐可中还是没有真正地喜欢她。言承旭！！！！！嗷！！！！太可爱了！！！还有啊，这部偶像剧里的接吻是算很真实的了~我要嫁给言承旭！！！！            
(NA)	 还是没坚持下来            
(NA)	 陪着继续看嗯，不喜欢            
(4星)	 四星给长相平凡但性格超好、超级乐观、超容易满足的杨果。好的偶像剧就是会让人觉得生活很美好，所以，忽略结局的拖沓肉麻。            
(3星)	 【三星半】言承旭遇上ELLA就变的开朗多了，不论是在剧中还是私底下            
(NA)	 Ella是我羡慕的那种女生。如果我是男人，我会懂得欣赏。真希望自己可以慢慢像她一点也好。言承旭，他的温柔总是让我一见就融化。那就是爱。            
(3星)	 比较俗辣。陪着我爸看的。我爸有没有这么喜欢ella...            
(3星)	 这次，言承旭一如既往地帅！            
(4星)	 看到言承旭的成长~~帅哥 永远都是帅哥~~~            
(3星)	 泡沫吹给自己            
(4星)	 言承旭好帅呀呀呀呀呀            
(3星)	 扫了几眼~            
(5星)	 超赞，豆瓣这评分怎么那么低...            
(3星)	 脑残地看电视看完。虽然狗血，不过这种剧容易给人轻松甜蜜，不管世事的味道啊。比起笑花什么更脑残的戏，善良可爱就够好看了。            
(4星)	 你妹的爱狗血 言承旭你再帅点试试看            
(3星)	 言承旭的发型就没变过。            
(3星)	 貌似总觉得自己是能被言承旭演的角色治愈？！            
(5星)	 好好看啊~ 又哭又笑~~最后开心大结局!!!!            
(3星)	 简单爱情就是这样子吧，懂得放手，懂得珍惜的女孩才会拥有幸福            
(4星)	 真的蛮甜蜜！只有你明白 我有多珍贵 好得值得你为我改变            
(3星)	 很适合言承旭的性格~~            
(3星)	 偶尔看看泡沫爱情剧，心情也会好            
(NA)	 生病是要有多脆弱 - -竟然看完了！！！！！！！！！！我要蒙着被子哭一场……            
(3星)	 无法接受男二号原来是张勋杰！肿魔以前都木有发现他那么帅！可是！难道朕竟成了伪男二号控？？！！啊啊啊啊！！！好萌言承旭有木有！！啊啊啊啊啊啊啊！！            
(1星)	 求Ella别再拍偶像剧了            
(4星)	 俩主角演技不错=v=很多青春剧的主角表演得超级流于表面，看眼神就想吐槽，这部是看过最好的。            
(NA)	 剧情有点扯~还有水晶球呢，哈哈，言承旭还是比较帅的嘛~果真只有在电视上才能看到这样的偶像剧的            
(4星)	 言承旭很帅            
(NA)	 very good~~嗯，对某个人这么说过。哎~~            
(5星)	 真的很愛很愛Jerry啊！！            
(5星)	 不要拦着我  开始喜欢言承旭            
(3星)	 无语，真的不感冒了额。只是发发时光。            
(5星)	 他的一个眼神 一个动作都让人感受到            
(NA)	 言承旭确实挺不错的            
(4星)	 原来看这种爱情偶像剧有恋爱的功效            
(NA)	 脑残偶像剧的魅力在于每次都愿意跟着一起脑残，自我鄙视并快乐着            
(NA)	 没错！我跟着老妈瞟完了！！被言承旭电到了！！我越来越弱智了！！            
(4星)	 =   =# 那啥 好难得的台湾偶像剧男一号二号都很帅都是我的型哦哦哦哦            
(4星)	 挺好玩的            
(4星)	 “人在难过伤心的时候，不妨当自己是在渡过人生中的假期，什么都不要想，可以让自己到处去走一走，看一看，等自己充完电以后再出发。”表示，言承旭说这话的时候，非常治愈~~~大爱！            
(4星)	 我终于觉得言承旭帅了            
(4星)	 久违的言承旭，华丽回归！演技进步很大也，看完片子这么多天了，还是不由自主的沉浸在他制造的美梦中不愿意醒来！~项羽平项羽平！我真是爱死你了！！            
(5星)	 言承旭笑起来真是无敌了~~~            
(4星)	 喜欢ella～ 言承旭表现依然是符合吃醋类别的～            
(4星)	 挺好，喜欢言承旭2011-7-12            
(4星)	 言承旭有让我心跳加速诶            
(5星)	 杨果完全可爱。笑死……两人很配呢。            
(4星)	 看台湾剧，相当happy            
(5星)	 挺好的            
(4星)	 十年，言承旭依然是言承旭，依然是棱角分明而年轻的面孔，迷人的笑容，甚至比以前更有令加令人疼惜。而大S现在又变成怎样了呢。。            
(4星)	 这剧本其实写的挺到位的，而且镜头切的不错。。            
(4星)	 不是说这个电视剧很好看，值4颗星，是相对于同类的电视剧，这个值4颗星。梦幻得还算靠谱            
(4星)	 看这个,寻开心            
(3星)	 午飯時的全家消遣。不過言承旭真是可愛啊可愛啊可愛。            
(3星)	 好的结局。            
(3星)	 姐就是大俗人一个 少女爱看偶像剧            
(4星)	 我们都是花痴女~            
(3星)	 张勋杰戴眼镜文气多了啊。            
(1星)	 ella真的有够绝的啊，不用那么做作吧，真的太假了。不要装纯了            
(2星)	 偶像剧嘛，欣赏男女猪脚就行啦。happy ending。            
(5星)	 很久么有看电视剧 无意中听到主题曲 就追着看下去了  哈哈 剧情很逗 欢乐 言承旭在戏里的小心思 小甜蜜 让我看的发花痴咯            
(4星)	 我居然又看偶像剧了！我想我是寂寞了！哈哈哈~            
(4星)	 言承旭原来那么可爱~            
(5星)	 这个假期的开心源于这部剧~            
(5星)	 第一次疯狂爱上言承旭。            
(5星)	 爱就是没有自尊，没有自我，找各种荒唐理由去和她见面，傻傻的念她在想什么，牵到手开心的像傻瓜，附和她的兴趣，迁就她的品味~有一个想赖着你的男人，不管他多boring，只要长得帅就好了！好想知道心痛的生理原理哦~爱死言承旭这一型了！害羞纠结的帅哥是极品！            
(4星)	 他妈的言承旭真是太帅了            
(4星)	 不太矫情的偶像剧，刚刚好~            
(3星)	 。话说竟然断断续续在ibt的重压下在芒果台看完了= __ = 啊哈~言承旭乃还行不行再年轻点！！跟十年前一样萌到死，什么都没有变啊~~&gt;W&lt;。。            
(4星)	 年纪一大把了，还又小女生了小女生~真想谈一场偶像剧般的恋爱……            
(4星)	 言承旭还是很帅~            
(4星)	 看着很轻松            
(4星)	 可爱~ 蛮轻松的，剧情挺吸引人~            
(1星)	 狗血剧情            
(3星)	 有个朋友长得超像这里面的齐可中！！            
(5星)	 看偶像剧心情颇好，这部还算蛮清新的，一点儿都不纠结，剧情也不离谱~~            
(4星)	 电视上看的。又见帅JERRY，可爱如ELLA。            
(4星)	 花痴病犯。。。。            
(4星)	 N久没看台剧 ELLA好可爱            
(3星)	 言承旭迷死个人~~            
(4星)	 不错，算是以偶像剧的标准来看比较自然的一部，可能是男女主角比较默契吧……其中的大陆部分实在是，总是感觉接触不良的感觉            
(4星)	 ELLA 是真可爱还是装可爱 还行~            
(NA)	 第一次喜欢ELLA的戏，第一次觉得言承旭帅，喜欢喜欢，好好看！            
(3星)	 旭~            
(3星)	 矮油~都是这么童话的剧情·让单身的人怎么找男朋友啦            
(4星)	 言承旭太帅了吧?            
(2星)	 演技太差了            
(4星)	 五颗星送给言承旭~            
(3星)	 【清醒之后 三星】不免狗血和勉强的巧合，但人物的设定，台词方面比我以前看的进步很多。考试完了以后在某某台看到后半部，轻松愉悦，好几次爆笑到捶枕头。偶像剧，就当是看诙谐剧。女二号是发光点，嗯。有机会把前部也看了。            
(4星)	 张勋杰看着真的好舒服，还有，miss杨究竟会和谁啊，竟然不说这是坑爹啊！还有，ella的脸肉肉的真的好想捏呢！            
(NA)	 言承旭好帅～            
(3星)	 那个梁志豪还不错的说            
(4星)	 真的很默契            
(3星)	 我怎么忘了标记这茬了            
(5星)	 ELLA，第一次见到你到现在10年了，我会永远爱你！            
(3星)	 只有你懂我的好            
(3星)	 消遣而已嘛~偶像剧本来就不可以期待太多的O(∩_∩)O~            
(5星)	 居然为了言承旭在追看电视剧 ，我原则被打破了             
(4星)	 好玩            
(3星)	 剧情一般，可是男女主角好可爱。。。=。=            
(4星)	 老娘想要谈恋爱啦！老娘想要Jerry啦！            
(5星)	 失意的六月，清新一笑            
(5星)	 言承旭好帅哟。            
(NA)	 怎么未右看他看的乐呵呵            
(3星)	 ella演的挺好 言承旭你其实不用装温柔 装的不像             
(4星)	 虽然剧情很普通，但是看了很开心            
(NA)	 高强度的工作三个星期后彻底堕落了一个周末，果然不干活就空虚。。。接着看了言承旭的鲁豫访谈，挺不错的一个人。。。雨中跑步清心寡欲赶紧回复工作状态啊            
(2星)	None
(5星)	 超爱Jerry~            
(4星)	 “一边骂着剧情很脑残，一边欢乐的看完了”..... 以及言承旭煽情起来的样子很好看。            
(4星)	 我咋觉得言承旭那么帅呢            
(5星)	 超好看的有没有。这是继流星花园后完全看完的第二部湾湾偶像剧，不容易诶。            
(4星)	 没电脑的时候，在电视上看了基本不看的台剧。。。。。言承旭的脸蛋啊。。。很爱这张脸。。。            
(4星)	 这么多年过后，小言还是那个演道明寺的小言啊            
(3星)	 典型的台湾偶像剧，狗血而又欢乐，言承旭还是挺帅的~            
(5星)	 演员都很不错，言承旭有突破            
(3星)	 额。。怎么说呢，刚才又看了第一集，才发现这个剧我看过，整体来说印象不强，算是偶像剧吧            
(5星)	 灰常灰常好看！！！            
(1星)	 一星给ella的。讨厌她卖萌。明明长得没个萌样～看了一集就看不下去            
