http://movie.douban.com/subject/3609075/	蜗居
(4星)	 《蜗居》女作者绝对是个彻头彻尾的怨妇，电视剧从头至尾在说男人应该怎么怎么样，应该如何让老婆过上好生活。可是现在的社会，美好的生活是靠两个人一起打拼的，怎么能只靠男人呢?两个人应该互相鼓励才对。越看越来气。编剧绝对脑子进水了            
(5星)	 让所有人思考 让所有人感动            
(3星)	 本来开头还好好的，听吸引的，看到中部还是不免俗套了些。。。到最后的结局有点仓促。。。其实我觉得能更好的。。。这戏是挺现实的。            
(3星)	 海藻没了子宫也有点太惨了吧...            
(4星)	 一般。            
(3星)	 尚可但不推荐。个人变化前后混乱。台词好于情节，六六的一贯风格吧。另外，看看众人观后的评论更有意思，哈哈，充分显示出目前的社会取向啊。            
(3星)	 太贫了。。。买个房子买太多集乐，我都看累了            
(3星)	 金玉其外，败絮其中            
(4星)	 揪心            
(5星)	 让你们看，不是故事情节好，而是为了和奋斗比一哈！            
(4星)	 人生就是个杯具~~~            
(5星)	 中国电视剧还是有希望的            
(1星)	 为什么总是这样，边骂还是边看完呢……            
(NA)	 一个人的价值，在他受诱惑的一瞬间被决定了。             
(4星)	 第一部完全看完的连续剧。真实，犀利。。。。共鸣，郁闷，心凉。电视剧对的立场批评的过于温和。            
(5星)	 每个人物都个性鲜明。而且好搞笑~~~~~黑色幽默            
(4星)	 给我一个小贝吧。            
(3星)	 被雷死了。。。            
(4星)	 算是国产剧中拍的很好的佳作了。            
(4星)	 为什么现在才热起来???我N年前就看过小说啦.            
(NA)	 血淋淋的            
(4星)	 好造孽啊            
(4星)	 自从和我家老妈看了《王贵》以后就对海青的印象不错。对《蜗居》的印象是来自周围朋友的推荐，是部很有争议的电视剧。喜欢小贝，好像很多女生都喜欢小贝，喜欢小贝对海藻的很用心思。不喜欢苏淳，觉得太还不男人。喜欢海萍为生活而奋斗，不过觉得这样真的很辛苦，海萍不怕辛苦是因为有女儿做后盾。            
(2星)	 我是真不喜歡這部。裏面的男男女女沒一個靠譜的。我還是覺得沒有錢就去賺。我也還是覺得都是藉口而已。我不知道爲什麽有人喜歡宋思明。naked man in socks...it sucks..            
(4星)	 不追了，看了十几集……            
(3星)	 没看完。不喜欢。            
(4星)	 坚定的价值观，难得。            
(NA)	 棒            
(4星)	 終於 系宋思明臨死的時候 我才開始喜歡他。。。。男人啊 別包二奶 不然會死！            
(5星)	 哪个女生不想要一个宋思明啊。。。            
(5星)	 有人说，不能用自己的青春继续去怀疑青春……再用整个生命去怀疑生命……看到最后，我仍然看不到海藻对宋思明的爱有多么深刻……不那么相信宋思明对海藻的爱有多么纯粹……看到结局，我没有哭，没有很深刻的痛……可是为什么最后那场雨，海藻的笑，海藻对小贝的念想却让我那么揪心……            
(3星)	 傻逼也知道是上海啊！哼哼，是啊，一个人不想工作，只想吃老本那有什么用呢，像我自己，在深圳这样一座城市，工资和深圳的平均工资持平，作为一个男人，我也要成家，可是那房子还真是遥遥无期，但是大家的想法都是努力去工作，努力奋斗，而不是用什么简单的方法，海藻，我想大家是只看到了她的外表吧！            
(2星)	 看了几集就看不下去了.            
(3星)	 091223            
(4星)	 其实吧,我比较喜欢苏淳那种男人...            
(NA)	 管你现实有多少身不由己或是情势所逼，迈出通往杯具那条路的，都是你自己的腿。围观别人的杯具可以得到快感，回头正经自己生活才是王道。            
(4星)	 忍不住不看了……            
(4星)	 海藻的结局真挺惨的。。。            
(3星)	  介奏似淫生~~            
(3星)	 看到最后发现，我们都很平凡很平凡，很渺小很渺小，像海萍最后说的那样····            
(5星)	 很现实  喜欢看            
(4星)	 珍惜鱼眼睛~            
(5星)	 小贝好可怜。。。。            
(4星)	 很好看啊~~不过有些地方误导小朋友哦            
(NA)	 看了4集，然后不想看了            
(3星)	 问题严重夸大，编剧太偏激了。            
(4星)	 现实            
(4星)	 宋思明的妻子和她闺蜜聊天的那段句句经典            
(5星)	 现实还是现实。。每个人也都是自作自受。还是善良点活着的好。            
(3星)	 有点虎头蛇尾            
(4星)	 我用1.5倍的速度看完的            
(NA)	 很貼近生活的一部國產劇             
(4星)	 挺好看的，好久没看内地连续剧了~~~同事讲了句很雷的话：你觉得蜗居好看还是还珠格格好看...当场焦掉...            
(NA)	 该            
(4星)	 各方面尺度都挺大的            
(4星)	 恐怖            
(4星)	 做人必须坚定内心。            
(5星)	 不忍心看却又不得不看！            
(4星)	 海清演得真棒~            
(4星)	 太现实的剧情，看完觉得沉重又无可奈何。            
(NA)	 很现实很窝心            
(NA)	 基本是小说搬过去的,小说叫电视剧小说,不叫小说            
(4星)	 看的这个累啊            
(5星)	 很讽刺，当代的儒林外史，都是杯具呀            
(1星)	 刚看第一集的时候还觉得挺真实的。后来发现姐妹俩越来越傻逼，海藻的演技和一切都很假。            
(4星)	 宋思明大神，四颗星都是给您的。            
(4星)	 ╮(╯▽╰)╭            
(NA)	 郭海藻和姜喜宝。            
(3星)	 为什么演得比较现实就会受到大家的欢迎？我还是喜欢文艺的，浪漫的，它确实说得头头是道，但不是我的菜            
(2星)	 太SB了点吧～            
(NA)	 小三的世界~没有好下场            
(4星)	 还行吧，挺现实的还            
(3星)	 好喜欢小贝啊怎么办            
(4星)	 小三儿是有她的可耻~但是也不全然~感情这东西本来就是个靠不住的东西~在每个人结婚前就该知道~如果没这个心理准备，那就别结婚~男的女的都一样~在感情面前人人平等~所以谁也别说叨谁了            
(5星)	 好久没有一口气追电视剧了。            
(4星)	 也许应该经常停下脚步审视自己。            
(5星)	 一时词穷            
(4星)	 结尾有点仓促            
(4星)	 每个人都是棋子            
(4星)	 如果是南方人演绎会更好点。这真是个小三当道的世界啊！            
(4星)	 现实太残酷，到处都是杯具            
(3星)	 做作的演绎，恶心的情节            
(5星)	 9.0            
(4星)	 不明白为什么宋思明能看上海藻。            
(3星)	 实在看不下去了            
(3星)	 是反映了一些现实，但是演员演得很浅，剧情拖沓，台词雷人            
(NA)	 讽刺精品            
(4星)	 现实，并且反思。            
(NA)	 海藻海萍都巨恶心~~~            
(4星)	 喜欢小贝还是             
(4星)	 - 我們為什麼會覺得彷徨。            
(5星)	 几乎所有与现实相关的形容词都可以用上。没什么好评论的，此剧算得上一大突破，就在于它在绝大部分程度上都很现实。里面没有一个角色是完美的，唯一能接受的也就是小贝了。人生啊。            
(5星)	 我一直觉得宋思明是个很有很有魅力的人，他怎么就死了。海藻长的很像Hebe。            
(1星)	 错误的社会价值导向            
(3星)	 失算，本以为会很经典，但真心不知道怎么就喜欢不起来啊~~~a a a a a ~            
(4星)	 压抑、真实、思考            
(4星)	 批判现实主义            
(4星)	 真实生活的缩影。            
(4星)	 内容就不说了，说多了都是眼泪的，我就想说海清的演技还是一如既往的好            
(3星)	 女儿要富养。            
(3星)	 喜欢宋思明的大概都是女的 讨厌宋思明的大概都是男的            
(5星)	 很好很强大！            
(4星)	 一如既往的六六            
(3星)	 现实主义恐怖片+ 最没水准的小三····            
(1星)	 太贱 骚不可闻也~            
(4星)	 爱情？婚姻？            
