http://movie.douban.com/subject/4894070/	黎明之前
(5星)	 一个礼拜看完了三十集 近期看过最棒的国产剧集             
(NA)	 一部好剧，除了刘新杰。齐佩林有实力            
(4星)	 强烈推荐一部好戏《黎明之前》。但是比起《潜伏》还是差一点。中国电视人其实只是才华被体制和市场压抑，但绝对是有才华的……为这部戏鼓掌。            
(4星)	 剧情一般般演员的魅力啊 无敌了            
(NA)	 个人感觉比潜伏那片好看            
(4星)	 比潜伏多一些幽默的谍战片，杨大普这个人很讨人喜欢~事实证明，只要有好的剧本，就能有好看的电视剧，跟孙红雷无关。            
(NA)	 陪着妈妈看的，今天总算大结局了。            
(4星)	 今天偶然在电视上看了一会儿，还真不错            
(5星)	 老爹看完了，他说不错            
(4星)	 演员功底都很深，非常到位，只是编剧吧，是我看电视剧太少，还是大家都真的都在模仿潜伏而难以超越了？            
(5星)	 值得五星推荐，《暗算》、《潜伏》之后的又一部谍战经典之作。剧本是黄珂原创，姜伟之后，再次说明中国也是有高手可以写出优秀悬疑剧的。吴秀波终于遇上好剧，应该能大大吸粉。            
(4星)	 喜欢结尾刘新杰和谭忠恕坐在两辆车上再分开的那段            
(3星)	 国产电视剧上瘾了……            
(5星)	 好看            
(4星)	 剧情略显一般，但不一般的编剧确实太难找了。            
(5星)	 被环环相扣的剧情所吸引 却被作品中辐射出的温度所打动            
(4星)	 情节紧凑，人物形象不太脸谱化，价值观的渲染程度还可以接受。其实我总在想，是什么力量让这些人肯为GD付出这么大的代价？            
(5星)	 黎明之前是一部非常棒的谍战剧 独特的视角 强大的制作团队 成就了这部谍战经典之作。强力推荐！！！            
(5星)	 相当精彩。            
(4星)	 一声叹息。            
(5星)	 谍战的经典            
(4星)	 类型片典范            
(4星)	 无间道+十月围城            
(5星)	 看哭鸟~~            
(5星)	 敌人也是很聪明的            
(4星)	 难得的碟战好剧。不过做卧底的真是痛苦啊，和敌人关系混的好更痛苦。怎么做都是心酸和背叛。整剧比较严密。主角一直是被怀疑状态。看的很惊心。时时是捏一把汗。推荐            
(NA)	 好看，吴秀波的演技，加上紧凑的剧情，独特的叙事方式。            
(5星)	 很棒的悬疑谍战片儿，而且超级喜欢吴秀波！聪明人与聪明人之间的较量，永远是一场精彩的闹剧。            
(5星)	 1948年秋，上海。 一份中共地下党名单，被递交到国民党军情第八局局长谭忠恕的办公桌上，供出名单的犯人，被安排住进了和平饭店，等候谭忠恕读过口供后再做指示。此人自称还有更为重大的机密，只能面告谭忠恕——他能指认一个人，一个隐藏在第八局多年的中共特工......——好片，就是最后的安排太狗            
(3星)	 看不下去 一口的京片子的人在演上海人 出戏太厉害            
(5星)	 从暗算、潜伏，到黎明之前，我们从牺牲中去寻找震撼，在残忍中去找寻温情，天该亮了，看看这是如何的一个“惨胜”得来的现在。最令人钦佩的是谭忠恕。他放弃了忠诚信念，宽恕兄弟的背叛。他最终选择做一个有血肉的人。他可能迷失了，但他最终会找到的。八局几个男人都帅得没有边际啊！有木有！            
(3星)	 还行吧，不如潜伏，编剧肯定看过越狱，有些桥段很熟悉            
(4星)	 兄弟情伤到我了！！！！            
(5星)	 第二十八集：顾晔佳不停地流泪，刘新杰不停地给他爱着的人擦泪，拨云见日的瞬间也是生离死别的时刻。我想这个时刻没有觉得自己没爱错人的高兴，一切都是明白过来之后的酸楚，眼泪是涩的，感觉是痛的，而且前路是迷茫的。            
(5星)	 太好看了吧，，，            
(5星)	 这个电视剧值得这么高的分            
(5星)	 没把观众当傻子，诚意之作 很不错！            
(NA)	 拍的挺好，看电视吗，图得就是个好故事，别的都是扯淡            
(NA)	 所有的结论都放都最后一集有点挤，在中间的时候，我就一直再猜什么时候把怀疑重点扯到李伯涵那儿~~ 那个丁三不是个地下党吗，怎么到最后没交代呢？其实到最后我一直都在YY，刘新杰你跟着党国走吧，要不然你到最后就没有好结果啊~~~            
(5星)	 看过两遍了，精彩！演员演技过硬，剧情情节紧凑，好剧。            
(4星)	 好看，演员都蛮好的，故事也还行，就是没啥钱，道具和氛围不怎么样～～            
(5星)	 总觉着结局不该如最终字幕所言。应该是，“新中国成立后，031号在中央保卫局从事反特工作。但因曾在国民党内部担任高层高职，在之后的镇反、肃反、反右、反右倾等一系列政治运动屡被批斗，最终屈死，详情请关注《黎明之前》第二部《天亮之后》。”这样才写实嘛。            
(5星)	None
(5星)	 现在正在看重播，已经是第三次看了，仍然能被《黎明之前》带着情绪走：悲壮，伤感，紧张，恐惧，温暖，疑惑，绝望，压抑，统统能感受得到！            
(5星)	 大陆不错的经典剧集            
(5星)	 好精彩！！大部分剧情就只是那几位在演，长长的对白，紧凑有力的剧情，好演技，好编剧，好导演！！            
(5星)	 大陆最佳。            
(5星)	 剧情的设计很好，有美剧的痕迹。            
(4星)	 其实齐佩林演的最好            
(5星)	 我是波密呀。。。            
(4星)	 推荐级的！一部好电视剧真的是需要很多关键因素。演员演得都非常好，小眼睛演得真是不错！！！            
(3星)	 这部剧评价好高啊 囧            
(3星)	 编剧很厉害。            
(4星)	 比《悬崖》好看~            
(4星)	 这小青年真是窜哇~            
(5星)	 太牛的编剧，太牛的演员！            
(NA)	 灰常棒的谍战戏            
(4星)	None
(5星)	 出来混没有好人缘看来是不行的…… 不信，就看看李伯涵同志……            
(4星)	 2012年2月，家，很不错的谍战剧，尤其是结局部分，相当出彩            
(4星)	 看了心里难过，好在没有潜伏残酷。            
(5星)	 结局令人震惊！！！！！！！！吴秀波很帅！！            
(5星)	 比潜伏好看！！！吴秀波真是个超级帅叔叔！！！30集无尿点！！！啧啧啧！！！            
(NA)	 如果多些类似的好演员，好剧本，好导演，何惧中国电视木有未来            
(5星)	   真TMD经典            
(5星)	 真他妈好看啊 有没有十星啊！            
(5星)	 非常非常非常好看的一部谍战剧！！情节万分的紧凑，而且演员也很出色。剧中镜头的转换非常出彩，据我看是运用了大量的切镜头，是本来就紧迫的剧情更加惊心动魄。而且多条线同时进行，相互交叉罗列，可见编剧功力的深厚。忽然对国内的电视剧有了新的看法。。。            
(5星)	 非常精彩的一部电视剧，环环相扣，情节紧凑刺激，国民党共产党双方都手腕智商都很高，不再是弱智敌方作陪衬。            
(4星)	 主演很强大，配角更强大。剧情，个人感觉还是挺有缺点，特别是结尾，立意拔的太高。要么就是我没看懂。            
(5星)	 很完整的剧，没有国产剧一贯的拖泥带水            
(5星)	 两天没出门看完了...精彩！！非常精彩！！！            
(5星)	 目前为止最棒的国产谍战片，没有之一。            
(2星)	 技术上说，后半段已经完全失去了情理。感情上，这是一群疯子和神经病的反人性故事。或者还是有些桥段让你难过，但那只是画面加上音效的作用，已经是条件反射了。            
(5星)	 信仰与人性，回味无穷。            
(4星)	 挺吸引人的 本来是我爸在看的 结果他出门了 我就一直看到了最后            
(4星)	 明明就是一群基友的故事，他们都那么爱他            
(4星)	 真的很好看！            
(4星)	 很多逻辑问题,但是不失为一部好片.难得国产电视剧看的到所谓演技的东西.片尾燃情岁月的配乐,有点奇怪,音乐响起,就浮现美国西部风景.            
(5星)	 美版编剧，美版导演，中国式办公室政治，普世的价值观，好东西啊！            
(4星)	 要是顾晔佳能再年轻漂亮点就好了            
(4星)	 这剧每次刘摆脱嫌疑是很牵强，但还是很喜欢，谍战剧只追完这部。很喜欢刘谭水的气质，遇事沉着冷静机智灵活，虽然都是戏，但主要演员演得都很好。很喜欢吴秀波，没红那会看《嫁衣》就觉得他很特别。            
(5星)	 吴秀波，帅            
