http://movie.douban.com/subject/5031426/	真相
(4星)	三星半-0- 陈展鹏都OK噶。哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
(4星)	爱黄浩然！
(4星)	大C好可怜啊
(5星)	大爱TVB啊
(4星)	在即将对TVB失去信心之时落下的及时雨 后半部相当精彩 比较另类
(4星)	没想到大C会死 结局女主角没有做出选择 有点不喜欢
(4星)	说实话，比怒火好看，演员阵容够强大，配角们都是老戏骨，剧情也够紧凑不拖沓。。。。。杨怡也很努力啊，而且比胡杏儿好看！！！！！！陈展鹏嘛，在爱在有情天里就看到过，还是先入为主的有坏人的感觉，小时候的记忆太深了（ps竟然还是个114生人)
(4星)	绝对港剧，绝对法律题材~
(5星)	剧情紧凑流畅，更专注于案件本身，显得专业性更强。没有对哪一个角色大书特书，但每个人都个性鲜明。虽输了奖项，但赢了口碑。
(3星)	很标准的TVB，看一看还是可以滴。里面人的英文名字都比较有文化的样子。唐诗咏和马国明这一段还是比较出彩的，尤其是结局
(5星)	今年tvb也就觉得这部还行~
(5星)	从小就迷TVB的警匪啊法官啊法检啊这种类型的。香港最近好流行短头发啊只有杨怡这种女神才能驾驭啊。
(4星)	不错~·
(5星)	演员我都爱啊
(4星)	前面不错，后面一般
(5星)	为啥这部不火呢？问身边的人10个人8个没看过……哀怨啊。案情基本上都是反转的，真心有真相英文名：the other truth的感觉。刘大状太型了！不过最后被绑架逃走那段陈展鹏扭得真麻花，看得我有点小囧。。。
(5星)	就是喜欢黄浩然~~话说大C的结局太虐人！
(4星)	2011比较精彩的一部戏
(4星)	我很喜欢唐诗咏的说！！！
(NA)	喜欢喜欢
(5星)	大C是这部剧让我心痛的主因啊~~这是最近唯一一部让我追完所有剧集港剧。。赞！！
(NA)	杨怡的长发什么时候才回来啊，好久不见她长发的样子了~
(4星)	很好看的剧。。前面介绍了香港法律制度，后面的剧情故事性更强一些。。。
(2星)	看到大约10集的时候完全想cut掉了，拖沓沉闷，只是后来的杀警案补救了一些分数。2.5星，半颗星给祥仔，陈展鹏和杨怡都太木头了，马国明有进步。2011-12-25@Home
(4星)	男主都很有爱 结局太坑爹了
(4星)	杨怡演的还真像女强人那么回事儿
(4星)	杨怡也真心一般
(4星)	Keith实在太惊艳了.....
(5星)	好久没有看TVB，这套能给四星半了，后面的故事水准明显比前面的差，不算烂尾吧
(4星)	今年TVB还是很给力的，这部也不错，就是结尾实在太仓促
(4星)	想起小时候的律师梦。喜欢Keith！
(5星)	好看！每一个案例都引人入胜
(3星)	我买碟子看的，觉得律师剧情，很早以前就类似的哦
(4星)	一群我不看好的演员，但是却演出了一部出乎我意料的片
(4星)	不喜欢结局，但是马国明的表演有突破。主演除杨怡多数都算是TVB的二三线，但是演技还是不错。看惯了那些熟面孔，算是换换口味。
(3星)	精彩的部分只是昙花一现
(4星)	赞~\(≧▽≦)/~
(4星)	剧不错。话说TVB只有一种电话铃声。。。
(5星)	虽然还是更喜欢怒火街头 但是真相胜在从多个角度展示一个案件，律师啦 警察啦 受害人啦 群众啦 陪审员啦 可惜的是最近的港剧貌似最后都要死一个女主 其实圆圆满满的多好
(5星)	好剧!
(5星)	近3年看过的最赞的港剧！
(3星)	还可以吧，，，看了很久了
(5星)	个人觉得比怒火好看..杨怡太帅气了，不过风头似乎被大C和keith抢了哈哈~
(4星)	律师这个职业，也是我向往的一个……
(4星)	Dec 21st, 2011 Qiyi
(4星)	精彩绝伦，期待续集。喜欢此剧中的杨怡。
(NA)	第一次觉得陈展鹏有型
(4星)	杨怡变漂亮了，陈展鹏表现很好啊！感觉比怒火街头好看，就是结局坑爹吖！
(4星)	最后一个案件弱了点，可用了《第七天》的主题曲，那就没得说了。“我喜欢这首歌的歌词，我觉得歌中的意境很美。”马国明换成黄宗泽的话就更妙了，不过马和唐咏诗也很配。主角的话，还是倾向杨怡选陈展鹏。
(4星)	大C这个人物结尾处理得很粗糙啊，落了俗套，一点都不生动
(4星)	2011 TVB之最
(4星)	唯一郁闷的是结局竟然是best friend模式。那开始的前奏有个屁用。
(4星)	盼了二十五集，男主和女主竟然没在一起，TVB什么时候改风格了？纠结。出续集吧，有当年鉴证实录的感觉，跟林宝怡陈慧珊有的拼，尤其喜欢男主的脸型，很有线条。ps，女主是最近毕竟喜欢的TVB女星了。
(NA)	just soso啦
(4星)	其实还不错的。。。尤其是陪审团争论的那个情节，嗯呢，真是对疑点归于被告的最佳解释啊。。可是这什么倒霉烂尾啊！！！TVB编剧要不要这样啊！！！不死人你不舒服是啊！！！大C真惨！！
(4星)	还不错 大C
(4星)	故事的角度有新意
(4星)	感觉比法政3还好
(4星)	本年度最佳剧集
(3星)	看着以往都是演配角的人来演这部戏…编剧整体还蛮紧凑吸引的但是有点地方有漏洞和莫名其妙的缺陷…而且整部剧感觉专业性相当强…但其实最让我无语的是最后女主竟然没跟男主在一起？！！
(4星)	今年里真心不错的港剧，有时间推荐看下。
(4星)	杨怡长相是缺陷，气场又差点，不然会很好。
(4星)	全为黄浩然
(3星)	没抬头
(5星)	《真相》的厚度和力度比《怒火街头》，故事和案件也更耐看，颜也更对我胃口。《法证3》里没觉得陈展鹏帅，《真相》里倒是很有味道，演技感觉也不错。加上我从《法证1》就很喜欢的唐诗咏和《古灵精怪》里看上的马国明，虽然唐的演技还比较生。老戏骨们的演技很赞很有得看。面对喜欢的果然是语无伦次啊。
(4星)	律政剧就不多说啦，还是很赞的。
(4星)	坑爹的结局……
(4星)	结尾是败笔。
(3星)	上一回看TVB的现代剧是小时候啦，长大了再看TVB发现剧情很狗血。情节设定简单，节奏也比较快。
(4星)	结局有点草率，但是过程还是很不错的
(4星)	挺不错的，近几年tvb为数不多的给力作品之一！
(4星)	不典型TVB剧
(5星)	很有趣的一个剧，比什么法证先锋之流的好看多了。不过烂尾了好像...哈哈哈...
(4星)	2011.12.10纯粹为了马国明和陈展鹏去看的，偏偏马国明到20集才冒泡。TVB再度给他出演奸角是个明智的角色不过还是相对保守，因为其实不算大奸大恶。杨怡的气质还是做这类角色比较容易被人接受，酱油瓶黄嘉乐&amp;高钧贤辛苦了～比起黄浩然大举担正而言，我更欢喜看到陈展鹏翻身，其实他善恶都可以，有前途。
(4星)	律师剧还是TVB强项的
(4星)	烂结局啊烂结局！！！大C竟然死了！！女主最后竟然谁都不喜欢 我去的 这个结尾好R
(4星)	黄浩然挺帅喲~
(4星)	最后一集~你们都不会把优盘里的东西拷到另一个优盘啊
(NA)	陈展鹏出头了 不用演变态杀手了
(4星)	忽然喜欢这种律师片了。。
(4星)	这片子的男女主算是比较登对了。结局开放式，女主连二选一都懒得选，大抵是为了让观众们留个念想吧。案件不那么老套，向罗生门致敬什么的还是有一定水准的。算是港剧里比较出挑的作品了。
(4星)	陈展鹏演的很不错啊~~~ 
(5星)	好过怒火太多了，为什么没得奖啊！！中间部分很精彩啊~~
(3星)	越看越没劲，没有法证好看…
(5星)	真心好看。热血~剧本不错~演员不错~虽然杨怡的脸越来越僵硬，但是也不影响这部剧的整体效果~再说~唐诗咏终于开始展露主角风范了~
(4星)	结尾略显仓促，其他都挺好。
(4星)	比怒火街头好看多了
(5星)	最近几年唯一一部全部看完的港剧。
(4星)	杨怡真的是女主角吗，戏份也太少了吧。。。果然2011年杨怡打了一年酱油。。。
(4星)	剧情还不错
(4星)	前面都还好好的，干嘛后面非得死一个啊，结尾狗血了点。陈展鹏长的真对我胃口，就是作为男主气场不太足啊。
(5星)	很不错！本来会以为喜欢wallance，后来发觉是keith！
(3星)	演员几乎不喜欢，剧情还凑合
(4星)	虽然烂尾了，不过前面还不错
(NA)	比较新颖的律政片 值得一看
(3星)	比法网群英好看，可惜没有爱
(4星)	谦少爷~~
(4星)	最后一个故事简直是败笔中的败笔，好端端一个职业剧，浪费那么多笔墨写什么感情啊
(3星)	不觉得好看，杨怡看起来长的很奇怪。
(3星)	太一般了。
(4星)	杨怡竟然一个也没选。。。
(4星)	陈展鹏开始红啦，就是年纪有点大了。。
(5星)	陈展鹏演好人果然很帅气啊~杨怡也很喜欢~
(4星)	结尾很搞笑，于是多给一星。感情戏有点浪费，其实可以不要的~~~
(4星)	喜欢大C 点解HK那么多姑凉叫ceci捏
(3星)	后面还蛮精彩的，但是虽然康芷欣拒绝他们，但是也会有很多人认为她吊着两个男人吧。。
(5星)	这部其实很好看但是男一长得不像好人•••
(5星)	这个是今年给我最大惊喜的，因为潜行狙击有laughing本来就知道绝对不差，所以真相才是绝对给我最大惊喜的。特别是Keith大状，真是帅呀~整部戏的剧情也挺OK的，陈展鹏总算熬出头了~
(4星)	渐入佳境吧。话说出了主角以外，这套人马重新组合了一下拍的法证3哦哦哦~~所以tvb反正随便死个女配都不痛不痒哦哦哦。
(4星)	节奏挺快，情节也不错
(4星)	只是还好。。。怒火街头比这个要好看，真的。&lt;真心不在爱杨怡了，特怀念卫斯理里的红红~&gt;
(4星)	比同期TVB的剧好多了
(4星)	果然比想象好很多，虽然主演统统不喜欢，但配角都很出彩，尤其是陪审团那段。
(4星)	就case来说是很好的片子～赞男主，戴眼镜好帅！刘思杰，这个名字我也喜欢～
(5星)	虽然依然有很多瑕疵，但在今年算佳作……
(3星)	很喜欢刘大状~~戴眼镜加分啊
(3星)	最后几集完全跳着看的……小明星强暴案是在向十二怒汉致敬么
(4星)	律政剧一向是TVB的拿手好戏之一,但是近几年来都没有令人印象特别深刻的作品了,真相可算得上是中上之作吧,有法庭的感觉,香港法律界的东西反映得挺多,比较干净利落,没有过于纠缠于男女之情,值得看的.
(4星)	其实我觉得剧和名字的联系不大。
(5星)	2011难得的港剧佳作！！
(3星)	还没适应陈展鹏挑大梁
(4星)	杨怡在这片子里终于活过来了，满出彩的。男主虽然不是大爱，但是好在故事很好看，不少案子设计的不那么让人猜到。不过男女主的感情结局没有交代在TVB还真算少见啊~
(5星)	我们需要真相 需要TVB的好片
(5星)	很好看的，推荐
(3星)	我真的觉得这是烂尾啊。。。。。
(5星)	这可能是第一步我正经看完的粤剧了，还是看粤语版的，可能是第一次看，觉得挺新鲜，不错噢~
(4星)	因为这部剧觉得杨怡是美女了
(5星)	不错 
(4星)	很不错，剧情和演员都很引人入胜
(NA)	剧情紧凑，比法政3好看多了！
(2星)	弃之！简直坑爹！！你还不如拍单元剧了！起码怒火街头我看完了！！这个我十二集弃了！为什么说陈展鹏演技好啊！！他长得太boring太serious了！！然后杨怡扮相蛮好看的，但是为什么鼻子显得那么怪！还有黄浩然看上去就像弱智啊！！怎么能演律师！and连我唯一喜欢的唐诗咏都好丑！就第一个案子好看！
(4星)	情节紧凑，狗血感情戏少，结局烂尾。PS 马小明演坏人有味道~
(5星)	2011年最喜欢的TVB剧集
(4星)	结局太坑人了！
(3星)	为了杨怡的发型
(4星)	陈先森的翻身之作
(4星)	强过法证3
(4星)	看完今年最佳剧集五部里得四部才知道潜行狙击胜得其实很惊险 真相是好片子 案件和法庭戏都入木三分淋漓尽致 只可惜主线感情太坑爹 马国明打了个不大不小的酱油 义海豪情时期没看上黄浩然一定是陈法拉的错
(4星)	认识了大C 很可爱
(5星)	这片子里面杨怡的mavis好有气场，而keith也十分之吸引人
(5星)	你有张不老而充满希望的脸
(4星)	真相只有一个
(5星)	等续集呀~加一星是因为法政三伤我太重……
(5星)	今年看过的港剧中最好的一部了！
(5星)	越到后面越好看！！陈展鹏赞赞赞！！！ 还有某人最爱的大C~~~哈哈哈
(5星)	非常好看！
(4星)	喜歡Keith...第一次看到他演男主，不錯嘛~
(5星)	好看好看好看好看。最后两个案子最棒。大C要是没有死和律师去外国多好啊，
(4星)	杨怡可以~
(3星)	就这样看看吧。。其实最后大C和Alex的感情戏看的我挺纠结的。。。就这么一个阴差阳错让Alex体会人生最痛苦的事情。。。马明里面也让人恨的牙痒痒，好像什么事情他都是计划着的。。可是他也很可怜，他应该是真爱大C吧。。。最后在悔恨中惨死。。。
