http://movie.douban.com/subject/6110548/	对我说谎试试 내게 거짓말을 해봐
(5星)	 孔雅静的这一句话说出了多少剩女的心情。            
(2星)	 就那样吧  开始充着尹恩惠来的 就看了前几集看不下去了            
(1星)	 懒得没有下限的编剧，恨你把男女猪脚本来那么正常的形象颠覆了。一星给尹恩惠的造型，学穿衣很适合。            
(4星)	 泡沫劇，浪費時間的選擇            
(2星)	 迅速浏览完毕，鉴定如下：除了男主狂摇Coca-Cola一段很搞，别无新意，倒是有很多经典韩剧桥段的影子。演的太卖力，看起来太无力，弃之。            
(3星)	 前面几集很精彩，后面男主前女友出现后，故事就变成老套的三角恋抑或四角恋。。。            
(2星)	 主角虽然给力 剧情实在拖后腿的。。            
(NA)	 话说，这片挺烂的。尹恩惠演技太作了。。。。没神马内容            
(3星)	 剧情很一般，没有吸引力，但是是尹恩惠的本色出演，演员没有错            
(5星)	 好看。姜志焕把五件套的玄奇俊演绎得非常出彩！            
(3星)	 越看越没意思            
(2星)	 我真的没办法看下去了，编剧我求你了下次别写这么烂的剧本一点逻辑都没有。            
(NA)	 其实最最喜欢的是玄尙希，抿嘴时笑的模样。            
(3星)	 我也只是想成为结了婚的女人……            
(5星)	 05年 看加油金顺的时候就喜欢上姜志焕啦！            
(3星)	 剧情是老套了点 但也不至于这么低的分吧==            
(3星)	 小兰啊小兰~            
(2星)	 演员啊剧情啊肿么就是各种看不顺眼……极速快进完。            
(2星)	 2011.08.27            
(4星)	 现在对尹恩惠真是接受无能啊，男主倒是蛮有魅力的。            
(5星)	 怎么综合评分只有这么低，这部片子拍的很细腻，触动了我内心柔软的一个位置。            
(3星)	 剧情的发展速度超乎寻常...             
(4星)	 喜欢尹恩惠，但男主让我忍了又忍，才看完啊！            
(4星)	 越来越喜欢尹恩惠了            
(4星)	 挺好看的韩式爱情剧。男主演技很赞，演得更出彩！            
(3星)	 男主毁了这部剧 毁了恩惠的口碑            
(3星)	 虎头蛇尾……            
(3星)	 不太好看。            
(3星)	 有点失望            
(4星)	 过了多长时间，又有一部韩剧让我又心痛又心动            
(4星)	 全靠尹恩惠和姜志焕的演技啦！            
(3星)	 开始吸引人，越到后面，越无味了。            
(2星)	 现在对尹恩惠小姐消受不了            
(4星)	 完美的男人总会出现在韩剧中。爱情美好，一切万岁!            
(3星)	 尹恩惠那些军色外套成了流行的潮流            
(2星)	 其实几闷~~好艰难先睇晒！            
(3星)	 14集以后就没法看了,太拖沓            
(4星)	 啧啧……            
(3星)	 真是追都没法追下去            
(4星)	 前半部还是拍的很好的，很搞笑，后面的剧情有点纠结。。。            
(3星)	 剧情太一般了 男主演的还不错            
(3星)	 所有主角一开始就是丑！然后都越累越瘦，越来越可以看~也就只是可以看~            
(3星)	 不要再看韩剧里= =            
(4星)	 以尊严的名义说谎。。。用记忆寻找美好的爱。。。            
(3星)	 韩剧嘛            
(3星)	 男女主唱冰淇淋之恋那段太美好了            
(4星)	 第八集开始连续看的 但是不错 我也在哭啊 哎            
(3星)	 后几集编剧脑残了吧，可惜了尹恩惠            
(3星)	 越看越没劲            
(NA)	 噶不好看的电视剧            
(3星)	 片子前段总感觉有金三顺的影子，从谎言开始和有个分开的‘前女友’。谎言的发展成为看下去的动力，后来到开始恋爱那真的就开始无聊，加上情节的说明不足，每个人的情绪变化又快，欠解释。            
(4星)	 冲着尹恩慧看得，不错看            
(2星)	 又是假结婚的戏码，所有没关系的人假结婚之后都会圆满。男二长得超像汤唯，囧rz。。。如果没有尹恩惠，这片估计不会看了。            
(3星)	 还是喜欢咖啡王子一号店，不过男主还是挺耐品的            
(4星)	 忘得差不多了，是4分吗            
(2星)	 烂片一部 主角长得好看也没用 编剧烂到死 突然就喜欢 突然就Kiss 还硬要播16集那么长 真是无聊 本来我个人一开始还是很期待的 可是看了2、3集就受不了了  太无趣了              
(3星)	 还是那样的剧情，但是看尹恩惠很养眼呐，男一越看越别扭、、、、、、            
(2星)	 更浪费时间呢...给观众点消化的过程成不...            
(3星)	 普通泡沫剧，纯粹追着尹恩惠去的。            
(NA)	 前面好好笑啊 但最后几集有点看不进去了 韩剧的惯病啊            
(NA)	 嗨哟，不错噢            
(4星)	 尹恩惠同学的表现不错，不过后面的剧情实在不敢恭维。。。            
(3星)	 看完这部剧 我不喜欢尹恩惠了            
(3星)	 真心难看。剧本太差了吧= =给三星 是因为。。我家亨亨唱了一首OST。。            
(3星)	 情节比较老套，演员还不错，就是从十一集开始剧情拖拖拉拉，有点莫名其妙……            
(5星)	 后面才好看            
(5星)	 因为这部剧爱上尹恩惠了。··            
(3星)	 前面还行  就是后面越来越无语            
(3星)	 很多忘记了，一般般            
(3星)	 冲着恩惠去看的，整体还可以，最后一集的后半剧情太俗套            
(2星)	 尹恩惠演技。。。。。啧啧            
(3星)	 韩剧就是这样，异想天开的感觉            
(3星)	 哎 无感            
(2星)	 韩剧永远只有前几集好看。后面的请直接跳到大结局            
(2星)	 不喜欢姜志焕，尤其不喜欢他的声音，太尖了，可惜了尹恩惠            
(5星)	 还好是看完了。            
(3星)	 剧情不给力            
(4星)	 后面神展开有点吃不消。。。            
(2星)	 剧情真到最后很无力            
(3星)	 冲尹恩惠去的            
(3星)	 呃 韩剧 真的已经到了一边拉进度条一边看的地步~            
(3星)	 女主好像胖了，双下巴了。            
(4星)	 轻松无压力，女主衣服不错，里面有首插曲好听！            
(4星)	 冲着尹恩惠和包包才看下去的            
(2星)	 尹恩惠这个公务员也太幼稚了!!接戏要谨慎啊~~            
(3星)	 前面很好笑，中间开始落入俗套，还有男主角。。。声音，还有果断地转向女主角的性格。。。果断弃剧            
(3星)	 开头还可以，后来就落入俗套了。不过男主角带着小蝴蝶结小花的西装还是可圈可点的哈~~~            
(3星)	 中国人的中文讲得和韩国人的中文一样生硬，这叫我们这些炎黄子孙情何以堪啊。。            
(2星)	 刚开始男二外形糟糕演技糟糕表情管理糟糕 换发型之后...卧槽还真NM帅啊！             
(3星)	 【我不是想要结婚，而是想成为结了婚的女人】依旧是老套路……女主角不傻会死吗！男二不喜欢女一会死吗！后半部分简直各种精神分裂各种逻辑不畅各种拖泥带水啊。小兰和朴经理的脸整得都很美呀~            
(NA)	 虎头蛇尾，不是很满意，觉得男主演太作了！            
(3星)	 一般吧 男主不对我胃口 且觉得声音很娘。。。不好意思            
(5星)	 看到后来有点失望，男主角太娘了吧。而且两人的爱情开始得有点莫名其妙            
(2星)	 看了第一集和最后一集算不算看过……            
(5星)	 最后几集完全都是秀恩爱嘛~            
(NA)	 这剧就是看衣服，看人，前期很有趣，可是对爱情发展很不细腻，本来很喜欢恩惠，可是后期她的角色被编剧毁掉了，男主角很帅很带感，也是后期被毁了。男二号本来很帅很好的，居然被闲置了基本，我恨死编剧导演了，后面太水了。浪费啊！不过恩惠的衣服一直搭配很好看            
(3星)	 艺人有的时候是不好干的，这样的片子从经纪人的角度是该拒绝的，但是很多事是不能控制的，既然签了约，总的演一个吧，于是。。。这部烂片毁了尹恩惠。            
(1星)	 半集必须弃。            
(3星)	 前面还行后面受不了            
(3星)	 一般韩剧就只能看开始5集。。。            
(NA)	 看得我无数次睡着了。。。。            
(4星)	 追剧的桑不起，喜欢老男人魅力啊没办法。            
(5星)	 有尹恩惠的韩剧一般都挺好看            
(3星)	 编剧只能鉴定为精神错乱的！            
(3星)	 间歇地看了前十集，后面就只看内容简介了。听说换过编剧。那种初谈恋爱的小兴奋和小伎俩捕捉得很好，友情的脆弱和坚持也刻画不错。其他就没什么让人记住的了。            
(4星)	 结局感觉好仓促。            
(1星)	 这边片子完全无主题，剧情烂的一团散沙，基本逻辑都没有！            
(NA)	 冲着尹恩惠去的，看了几集就受不了了，讲些什么都不知道，剧情太拖沓了，男二存在的意义都不知道是什么            
(2星)	 姐只看一半，就看不下去了。。            
(3星)	 这个男主角啊顶着郭晓冬似的土包子脸，带着细到不行的嗓子，演出Eric那样的王子——实在是很难接受啊~~恩惠，要找好搭档呀~~            
(3星)	 我觉得一般般 真不咋的            
(2星)	 已经不是看不完了好嘛，是第一集最后一集个看了10分钟就受不了了好吗。。。            
(3星)	 结局写的很无趣，编剧很无特色，写的很牵强            
(2星)	 一直看到14，最后2集再也不想看了。女主太傻，男主太作，情节太老套~            
(3星)	 剧本太次，为了尹恩惠，算了！            
(4星)	 为毛男一男二都稀罕女一啊！乖乖归位啊~老子心疼男二啊~~~~            
(5星)	 http://item.taobao.com/item.htm?id=12427973182看了这部电视剧  哈哈 好喜欢那个包包跑去淘宝网上买了包包 真好  好喜欢这个包包的质量！            
(5星)	 嗯 好笑的            
(2星)	 狗血的剧情，神马的演技，失望！            
(3星)	 男主的剪刀手真的是2呀。            
(NA)	 没有看完 完全是为了尹恩惠才看的 = =听说结局不怎么样思密达            
