http://movie.douban.com/subject/2154096/	士兵突击
(5星)	 几年前反复看过的一部片，现在常常读相关同人。最初看的时候纯洁得45°仰望天空，所以心无邪念，觉得纯爷们戏挺好看的。后来当然会想歪，不过无论有没有欲念和爱情，那些感动依然如初。            
(5星)	 让人无法不热血和感动。。。            
(5星)	 一生中最爱。            
(5星)	 这是我看过唯一四遍的电视剧，因为那两百三十三个腹部绕杠            
(5星)	 经典啊~~~            
(5星)	 永恒的经典            
(5星)	 袁朗。            
(5星)	 当时的震撼  好喜欢李晨~~~            
(5星)	 不看此剧人生不完整，差点因此误终身，险些去当兵……            
(5星)	 军旅情结。            
(5星)	 感动，激励，三多，我们能做三多么？            
(5星)	 看了三遍，这是第一部影响我人生的电视剧，把军人的灵魂体现的非常透彻。至高评价。            
(5星)	 心目中的经典，或许再看不会有当时那样的触动，但是经典就是经典。            
(5星)	 曾经不能自拔，看了一遍又一遍的那些时光            
(5星)	 当然还是喜欢有队长和吴哲的后半部分(*^__^*)             
(5星)	 最喜欢的一部军旅片。            
(4星)	 居然没mark过这个。。没五星是因为王宝强=_=            
(5星)	 每一个人，都能在剧中找到自己的角色。            
(3星)	 我只能说 除了王宝强 和那个老乡 ，其他的人我基本都很待见            
(5星)	 以前不太喜欢军人，这部剧改观了，喜欢袁朗            
(4星)	 不错的军旅题材电视剧            
(5星)	None
(5星)	 一部只有男人但男女都应该认真去看的电视剧~            
(5星)	 我就是喜欢啊            
(5星)	 想不到还蛮好看的，许三多命其实也挺好啊            
(5星)	 袁❤哲            
(NA)	 好好活，做有意义的事。。。            
(NA)	 时隔五六年，第二遍看。仍然哭得稀里哗啦，当然也发现了植入广告和拍摄地点（猜的地点，之前没了解，俺对地理开始敏感了哈）。            
(4星)	 每个角色都很有特色。            
(5星)	 人要好好活！喜欢里面的史今~            
(4星)	 做得鬼中鬼 方位人上人。袁朗...            
(5星)	 支持王宝强了~            
(4星)	 不错.....偶像剧            
(4星)	 可能大多数人更加像&#34;成才&#34;这个角色多一点吧，看24集袁郎评价他的时候太有感触了            
(5星)	 永远的萌剧            
(5星)	 我爱这其中的每一个人，班长和成才尤甚。            
(5星)	 真的很好看啊！那么多年了想起来还是热血！            
(5星)	 一部男人的戏~            
(5星)	 很耐看            
(5星)	 暗恋麒麟回头看原著...恩....腹黑攻女王受什么的            
(5星)	 经典 看了又看            
(5星)	 三年前陪我度过考研复习时期。不抛弃，不放弃            
(4星)	 日子就是问题叠着问题的            
(5星)	 基情四射！！            
(4星)	 很激励。。。            
(5星)	 励志剧 喜欢三多的坚持            
(3星)	 有时候不知道许三多是真傻还是大智若愚，现实中真的有如此执着之人吗？不过至少那种毅力是我渴望不可及的，很难得我能把一部军旅题材的电视剧看完            
(5星)	 不抛弃，不放弃。            
(4星)	 好像记得没看完....对王宝强不是很感兴趣            
(5星)	 为史今，为袁朗，为麒麟。            
(5星)	 改变我一生的电视剧，没有这部戏，我永远都过不了高考那道坎。我只记得成才那句话一直支持我　我不知道未来的路有多远，我只想坚持着跑完全程。            
(1星)	 因为王宝强，一分            
(3星)	 也就还行吧。。。很奇怪的是好几个女生跟我说 巨喜欢看这片。。。            
(5星)	 到目前为止，哭得最多的一部电视、            
(5星)	 精彩。            
(4星)	 中国式坚持，只发生在不懂小聪明的傻根身上。不过有点头脑的人，往往会被现实打垮。当我们下次再想放弃的时候，真的傻一回吧。            
(5星)	 More than 20 Times啊~            
(4星)	 不喜欢许三多            
(5星)	 不抛弃 不放弃  以后 一起吧......我心中永远的士兵            
(5星)	 原来我看过的电视剧还真不少，这部力荐            
(5星)	 史今啊史今真好~            
(5星)	None
(5星)	 许三多的努力、抗争与进步，是我们要追求和做到的限度。            
(5星)	 很多年以后我才知道这片子有不同的感觉            
(5星)	 唯一一部国产好电视剧 个人观点            
(5星)	 不抛弃，不放弃。            
(5星)	 突然翻到士兵突袭，几年看的，那时候很让我震动，有那么几瞬间让我有了当兵的冲动，想到最近有个同学也要去当兵了，好像还是很远的地方，祝他顺利了，不知道等他回来会不会帮剧中人有同样的感受。            
(4星)	 军旅题材脱离不了主旋律的大环境，节奏稍慢，情绪稍煽，电视剧来说，近年已算水平难得，编导群像功力平平，但各个演员角色拿捏得当，前期五班的剧情其实值得深究，钢七连的铁三角人物塑造可圈可点，A队整体塑造最弱，相对刻意，段奕宏和李晨同学带着粉丝星星眼还是眼前一亮的。            
(3星)	 不给予任何评论..- -            
(4星)	 现在才真正去细想“不抛弃 不放弃”             
(5星)	 忘不了史今班长的那些泪。。。            
(NA)	 我从不怀疑康洪雷导演的作品是整个中国电视剧界的精华···            
(5星)	 看看我不熟悉的军旅生活            
(5星)	 五星，饱满的            
(5星)	 此片后，不抛弃不放弃变成我们的励志口号！一只蠢笨的鸟，执着加坚持，最后变天鹅            
(5星)	 我真喜欢            
(5星)	 看的我是哇哇的哭啊 怀念在部队的日子            
(5星)	 理想的军营，可惜的是现实军队已经腐化了            
(5星)	 好！            
(4星)	 呵呵            
(5星)	 这的是很爱看，从高三开始到现在不知道看了多少次，很激励我，在我彷徨的时候！！            
(5星)	 我人生的巅峰            
(5星)	 很朴实，很感人            
(5星)	 大多数人都不喜欢成才，但大多数人都觉得自己象成才。            
(5星)	 大学一起看过的那些电影电视！            
(5星)	 能有几部电视剧一下火这么多之前就没人知道的演员？很多好剧都避免不了拖沓或乱跳。。这个拍得很精准，不多不少，刚刚到那个味。。难得            
(3星)	 如果不是最近追小说追得郁闷，如果不是等着看袁朗吴哲，是坚持不到最后一集的。不喜欢许三多，甚至有些讨厌，所以连带剧集也不太待见。不过袁朗、吴哲、高诚真心好男儿。            
(5星)	 记得高一那会儿，我们班主任一有时间就放士兵突击，刚开始只是觉得搞笑才看，看到最后是真感动了……            
(3星)	 冲着这军旅题材，强攻渣受，30集我一集不落的看完了我CAO 。耽误马原理了都义不容辞了我CAO 。春眠不觉晓，处处基情了。亲我们来戏仿吧。            
(NA)	 高中毕业后看了3遍大概··            
(5星)	 军旅剧里的一朵奇葩            
(5星)	 我是有多喜欢元朗这个角色呀，段奕宏演的是多入木三分啊            
(5星)	 曾经爱到看了不下10遍。最喜欢：老七，561，吴哲等等等等，除了许三多            
(4星)	 看一遍就够了            
(5星)	 嗯高三那年电视上热播，每天晚自习回来随便摁个台就能看见，于是个别集看了三遍。。。真的挺喜欢的，尤其是后半段有了袁朗以后。。。            
(5星)	 史今班长            
(5星)	 阳光是温暖的            
(5星)	 伍六一。            
(5星)	 我如此不喜欢看电视剧的人，为了这个剧前来打分            
(5星)	 很感动，会继续关注滴。            
(4星)	 为了段奕宏            
(4星)	 男人帮帮男人，某些片段还是打动了我，看的我恨自己混日子，到底怎样才能真的敲醒自己。            
(5星)	 欲罢不能            
(5星)	 好看就是好看            
(4星)	 我喜欢吴哲、伍六一            
(NA)	 不错，就剧本身和力图表现的内容内容来说不错，还有，证明纯阳刚的男人剧一样是人钟爱的！            
(5星)	 太感人了~真羡慕那些特种兵。            
(5星)	 时隔数年再看，依然频频落泪~            
(5星)	 满分，不用多说！            
(3星)	 选修课放了一个学期            
