http://movie.douban.com/subject/1764730/	浪漫满屋 풀하우스
(5星)	 呀  不晓得看了多少次了  不过也感谢那些电视台  那么有耐心  不停的放            
(NA)	 最喜欢的韩剧，看了5遍～            
(NA)	 ^_^            
(4星)	 轻松 逗人             
(NA)	 精典啦，每个人都要看，看了都喜欢的            
(4星)	 太爱了～            
(5星)	 3遍，看了3遍之后还是不过隐~，喜欢RAIN喜欢乔，喜欢他们可爱的表情，喜欢他们斗嘴时的样子，喜欢他们那种彼此喜欢却又不想告诉对方时的表情，喜欢...喜欢这部电视的一切~            
(5星)	 偶喜欢!1111            
(4星)	 说实话记不清情节了，对电视剧一直感觉一般。但是里面的歌不错            
(NA)	 几乎不用看就知道讲什么，Rain的演技也不怎么的，就会傻呼呼的笑            
(NA)	 浪漫极了 但是令我喜欢的另外一个原因是 。。。。。            
(5星)	 可爱啊,,,可爱!!!            
(NA)	 百看不厌            
(3星)	 也许它离生活很远，并不深刻，不会发生。但是生活很累，我愿意欺骗自己             
(4星)	 谁说RAIN不可爱            
(NA)	 经典不错的爱情片            
(NA)	 看了一小半，觉得不好看            
(5星)	 full house!full of love!            
(5星)	 感叹于偶像明星也有这么感人的演技，悲伤和幸福并不对立。            
(4星)	 典型            
(5星)	 浪漫轻松的爱情喜剧            
(NA)	 rain love            
(NA)	 忍让            
(3星)	 又是一个灰姑娘。            
(4星)	 其实很多类似的言情小说都可以翻拍成剧，说不定也能大卖哦。            
(5星)	 Cute, unrealistic but cute. Funny and lighthearted enough to kill time.            
(3星)	 1.刚出的时候就看了，个人觉得无聊，整个剧情就是没头脑的吵架，不过妈妈超级喜欢，在家看碟一遍一遍的。2. 乔妹的衣服颜色好亮丽，搭配各种各样的发卡真的好可爱。3.这部片子打响了韩剧中契约婚姻的第一炮，而后真可谓是如雨后春笋一般的涌现了一大批啊。            
(NA)	 full house            
(5星)	 很好看..看著會偷笑的那種..呵呵            
(3星)	 不喜欢呀不喜欢~            
(3星)	 中间很拖            
(NA)	 哎...            
(NA)	 喜欢 英宰那个时而男人时而男孩子的感觉..            
(NA)	 歌不错            
(5星)	 无论什么时候看起来  都是很开心  这已经是件非常难得的事情            
(NA)	 RAIN撒娇好可爱，喜欢他的头发            
(NA)	 bear            
(5星)	 看了5遍，还是喜欢喜欢喜欢            
(NA)	 现代版灰姑娘！而且是跟明星啊！我们做梦都想要的事情！可毕竟是梦！！！！！！            
(4星)	 好温馨，好浪漫，好美！            
(4星)	 。。            
(5星)	 喜欢英宰和民赫的混合体，可惜现实中找不到这样的人，因为太完美了            
(4星)	 在春春老大家看完的，不老屯的那个露天浴很拉风，哈哈~            
(4星)	 红拉红拉。            
(5星)	 太搞了~！            
(4星)	 连续剧这样很不错的了            
(3星)	 看看剧中人的服饰            
(4星)	 太搞了            
(NA)	 好看~            
(3星)	 甜蜜的韩剧            
(5星)	 经典，难得基调轻松的韩剧，rain笑起来好可爱。            
(3星)	 还满好看的，宋很可爱            
(5星)	 喜欢            
(5星)	 牺牲了人生的第一次通宵            
(4星)	 因为喜欢Rain所以才看的，还可也啊！不过我还是喜欢Rain的《尚道，上学去》。            
(5星)	 赞!            
(NA)	 经典的韩剧            
(5星)	 恋人间的那些事儿            
(5星)	 你有没有发现，看韩剧的日子让你觉得生活很美好？            
(5星)	 第一部完整看完的韩剧！还是韩语版的比较好看呢！            
(2星)	 改漫画，，，，男主角太丑，，，模式化            
(4星)	 挺好看的            
(5星)	 爱情好玄妙 谁是守护你的那个人？            
(5星)	 full house, full of warmth~            
(5星)	 看了就爱上了            
(3星)	 有点老套            
(5星)	 喜欢~！大爱~！            
(5星)	 韩剧美好结局的典范            
(NA)	 为什么大家都说好看……            
(3星)	 感觉一般            
(4星)	 多么美好的回忆，唯一追过的韩剧，但真经不起现在每个电视台都在放。            
(4星)	 因为此剧，开始喜欢宋慧乔。Rain是老朋友啊。            
(4星)	 Rain 宋慧乔             
(NA)	 看过很多遍了。每次看总会不由自主地笑~~            
(4星)	 很好看的浪漫爱情剧.            
(4星)	 喜欢rain。。            
(NA)	 看过有10遍了吧            
(3星)	 唯一看完的韩剧。 只是喜欢宋慧乔而已。rain好丑            
(4星)	 很温馨的还是。            
(2星)	 熬夜看的，盘不错的电视剧            
(5星)	 挺有意思            
(4星)	 后面剧情有些拖沓            
(5星)	 我家宝宝最喜欢的剧，也是我最喜欢的。我一直想和宝宝一起在这样美好的房子里洒开一屋子的浪漫情节            
(NA)	 不说赖~放太多遍了~            
(4星)	 从这步开始喜欢rain            
(4星)	 比较让人舒服            
(4星)	 Rain的微笑那么的温暖..            
(4星)	 基本上算我看的第一部韩剧了.            
(3星)	 趁着热播看了几集，不合胃口。。            
(3星)	 。。。。            
(5星)	 笑死我了~~推荐            
(4星)	 GOGO鸡..加油!!超可爱的两个人             
(4星)	 拍的还不错,基本可以和漫画媲美            
(4星)	 最流行的是三只熊吧~还有《命运》的歌            
(4星)	 现在韩国人是不是都喜欢Rain一样的单眼皮了？            
(5星)	 最喜欢的一部韩剧，看了后很开心。            
(5星)	 喜欢看的            
(4星)	 真的挺不错的.            
(5星)	 看过一大半            
(3星)	 Fullhouse，Full love，Full attraction~            
(4星)	 拍的早，看的晚            
(NA)	 N喜欢小乔，特别清纯，美丽但是不乏可爱            
(NA)	 太喜欢            
(3星)	 只觉得演员的造型很炫，不过几集的故事扯了二十集，电视剧，不亏为time consumer……            
(5星)	 挺喜欢的            
(4星)	 大学里看的，到现在已经看过三遍了，估计这数以后还会增长的。            
(5星)	 笑死老子了..            
(4星)	 最喜欢的韩剧            
(4星)	 不错 就是那个作家有点假            
(5星)	 很轻松,很浪漫,超级支持民赫哥            
(5星)	 放在你的blog里!又名: Full House / 浪漫满屋导演: Min-soo Pyo主演: 宋慧乔 Hye-kyo Song / Rain (郑志薰) / 金成洙 Seong-su Kim / 韩恩珍上映年度: 2004语言: 韩语官方网站: http://www.kbs.co.kr/drama/full/imdb链接: tt0464625制片国家/地区: 韩国KBS            
(NA)	 太喜欢的电视剧~~            
(4星)	 浪漫温馨感人的故事            
(3星)	 漫长，分寸            
(NA)	 its cute            
(4星)	 rain笑的很可爱            
(NA)	 。。。            
(3星)	 宋慧乔每天粉嫩得像水果，hoho~            
(4星)	 呵呵 当时看来真不错            
(4星)	 至今最喜欢的一部韩剧 虽然中间拖沓了一点            
(NA)	 以前不喜欢韩剧，从这部开始，我喜欢上了韩剧。            
(5星)	 韩剧中的喜剧之最            
(5星)	 我完整看过的的第一部韩剧 熬通宵看完的  经典 收藏            
(NA)	 在英国一口气看的，蛮有意思的            
(4星)	 衣服真好看            
(4星)	 前10集还行            
(5星)	 三只熊和冷笑话  我们家可爱的rain            
(4星)	 湖南经视首播的时候,正值夏日,很是清新            
(5星)	 开心的片子            
(3星)	 后段很无聊。            
(4星)	 XIAO 2            
(5星)	 喜欢女主角乐观积极宽容勇敢的人生态度            
(4星)	 不错            
(3星)	 心情不好的时候看看还不错            
(5星)	 喜欢宋惠乔～～            
(NA)	 你们幸福,你们热恋,你们精神无限.            
(4星)	 还蛮可爱的两个人            
(4星)	 我居然给这个打了四星，欧麦高的～算了，心情，纯粹是心情，所以也性情吧            
(3星)	 画面很美            
(NA)	 好可爱好可爱            
(4星)	 06_S            
(NA)	 rain笑起来的嘴，眼睛都像极了，杨猪猪。所以我看了就停不下来，一看就哭！            
(4星)	 百看不厌 ~ Rain小眼睛眯的真可爱            
(4星)	 一个感觉~宋慧乔真漂亮~            
(NA)	 还用说？            
(3星)	 很不喜欢那个自相矛盾前瞻后顾的英宰，虽然结局算是大团圆。            
(NA)	 那些超短外套,那些精致的饰品,女人永远的最爱.            
(4星)	 我看的韩剧之二。。            
(NA)	 还是很好看的...            
(5星)	 听说又有第2部拉~            
(3星)	 轻松剧目，消遣下也好。            
(4星)	 rain~~            
(3星)	 角色太......            
(NA)	 Hye-kyo Song / Rain            
(5星)	 好看，也看了好多遍，跟My Girl比稍微差一点。            
(NA)	 韩智恩            
(5星)	 满足了N多幻想,嘿嘿            
(4星)	 可爱~            
(5星)	 可爱！搞笑！温馨！            
(NA)	 loving it much            
(4星)	 不喜欢RAIN            
(5星)	 最爱            
(4星)	 ：）            
(NA)	 　            
(NA)	 最喜欢的韩剧..HiaHia .            
(5星)	 超经典的哦，喜欢rain            
(3星)	 小女生们 学学乔妹的打扮吧！            
(3星)	 开头以为好好看,点知骗人架!            
(4星)	 rain            
(NA)	 嘿嘿，喜欢            
(5星)	 rain简直太可爱了            
(NA)	 我男朋友一起看的，在他的坚持下看的！            
(NA)	 没看完            
(NA)	 最喜欢的一部韩剧```            
(NA)	 经典            
(4星)	 衣服的搭配很费了心思            
(4星)	 温馨            
(3星)	 Full House!            
(3星)	 後來在不一樣的心境下重看這本電視，突然覺得他們打情駡俏的片段很悲傷。            
(4星)	 前部分太经典,后面的有些繁...            
(NA)	 我稀罕袄重新再看一遍..回味一下袄            
(NA)	 觉得乔妹肉乎乎的比较美……            
(NA)	 最爱之一            
(5星)	 乔mm卡瓦伊            
(3星)	 我妈的挚爱。            
