http://movie.douban.com/subject/2989755/	命中注定我爱你 命中注定我愛你
(NA)	陈乔恩、 阮经天、白歆惠这些都很钟意，之前的女王、ps男都不错，好久没认真看过一部连续剧了，借过年长假在家宅上几天，顺便学点粤语（看粤语版）
(3星)	自从看了《我可能不会爱你》，觉得这种剧都好幼稚啊=。=Ps.纪宝贝超可爱~~~
(4星)	第一次是偶然，第二次是必然，第三次是命中注定
(3星)	我真的好同意小白说这剧的收视率完全来源于阮经天说他要裸泳
(4星)	“你不是很想摆脱我吗？你走吧。”“……好。”“我叫司机送你？”“……不用。我送你吧！”“那我们走路好不好？”“好。”哎呦呦呦～
(4星)	还是挺怀念的
(4星)	前半段不错 后半段太拖沓
(5星)	女人的成长代价
(4星)	早看过啦~这部台湾偶像剧还是有看头的~既然豆娘又一次推荐给我，我就记录一下咯~
(4星)	命中注定要我在三年后才看这部剧
(3星)	编剧们是钻研了多少偶像剧才得出这一部呐！
(4星)	看过人家的爱更想找爱。
(5星)	目前看过最喜欢的台湾偶像剧
(5星)	搞笑。。。感人。。。
(5星)	好多年不看台剧的我都把这部翻来覆去地看了，剧情虽然有些纠结夸张，但是感情真的很感人很美好，还有，陈乔恩和阮经天演技真的没得说的。
(3星)	这片怎么那么烂长啊。。
(4星)	满足了我的幻想…
(5星)	纪存希与陈欣怡，你们怎么能那么讨巧
(NA)	好
(4星)	中间拖得有点过……
(4星)	2008……曾经的我，有点像陈欣怡
(5星)	虽然也很偶像剧...但是这片真让我迷上了~到后半部一边看一边哭得稀里哗啦的..
(3星)	前部分不错，后面就恶俗了。
(5星)	就算看4遍还是想看的一部 最最喜欢的一部偶像剧
(4星)	我爱石安娜
(4星)	果然看完感觉乔恩和明道比较搭。。。
(1星)	女主果然是乡村一系列。
(3星)	跳着看，没啥新意，很多情节已意想得到
(4星)	那时候挺喜欢看的~
(4星)	台湾偶像剧里比较喜欢的。偶像剧就是这点好处。看了不费劲。喜欢阮经天那两条蚕宝宝似的眉毛~~长的真心很讨喜。
(2星)	唉……
(5星)	考大学的那一年，我们整班都在追看的电视剧。所谓追看，就是在台湾播出当晚之后的一个小时，我们都在youtube上眼巴巴地等着看。高中时代很珍贵的回忆。
(4星)	现在突然很喜欢陈乔恩啊。
(NA)	大学来看的最好看的台湾偶像剧
(4星)	当时好喜欢好喜欢陈乔恩的
(5星)	应该算是我最喜欢的偶像剧了吧
(3星)	我是被我姐逼着看的好么！
(3星)	我不知道哪里吸引人了！！很普通的台湾肥皂剧啊！！亲！！我大一那年真是匪夷所思~
(5星)	题材很烂其实。剧情也很俗。不过貌似是台剧最高收视了。主要是共鸣？或者是说。陈乔恩真的很有便利贴女孩的潜质。
(5星)	我又笑又哭
(3星)	除了阮经天，其他都一般
(NA)	陈欣怡内心好强大哦
(5星)	Dylan好帅，小天表现也很好
(4星)	爱情就是那个时点问题，对的点就对了，悲催的前女友
(3星)	也是好墨迹啊！
(3星)	因为偶像剧所以偶像剧。
(4星)	有时候对这种傻傻的片子抵御无能，虽然知道是假的，编的离谱。或许是因为女主角不算讨厌男主角很帅气，某些幼稚的行为就这样原谅了。看的挺开心的台剧，偶尔在电视上看到，还是会瞄几眼看上一会的幼稚片子
(5星)	偶像剧里算挺好看的了
(3星)	投资低了点吧。设备太差、
(5星)	还记得是每个星期必追的剧~
(4星)	没全看。。会补的。。
(4星)	断断续续没有完整地看完 感觉还不错 虽然表演有些夸张
(2星)	拿什么来拯救你 台湾偶像剧~~~~~~第一次觉得阮经天帅了
(5星)	不管他的情节和桥段有没有很俗套，但清楚的记得因为它开始喜欢陈乔恩和阮经天
(5星)	没有丑女人，只有懒女人。每个人都值得拥有真爱。小天和陈乔恩的演技的确值得肯定。
(3星)	陈乔恩当年我还没发现她的村姑气质，那个时候阮经天还是我喜欢的演员……
(5星)	花了一个高二去追的偶像剧   估计以后自己不会再看偶像剧了  之所以喜欢它应该只是放不下自己当时那么颓废的时光  
(4星)	虽然不想承认，但是我看哭了T T
(3星)	高三暑假妮子给的碟，阮经天还不错的，穿衣服很好看
(1星)	总是有女生喜欢看。。。
(NA)	不得不提，今年陪伴我渡过了最彷徨，最无助，最空虚的五月！
(4星)	记得当时爆追这剧...便利贴女孩儿是个好女孩儿
(5星)	超级无敌肥皂剧，我喜欢
(3星)	其实还不错啦~至少小天是帅的
(4星)	在德国的回忆啊~~~
(4星)	一心认为这片子那么火，是因为那段时间没有什么好片子啊！！！
(3星)	没啥印象了
(4星)	第一个追的台剧，大概十三集之后追剧无力注定狗血一地。
(3星)	前面还行，越到后面越啰嗦，没看完
(2星)	断断续续看的，究竟有没看完全都不知道。
(5星)	目前，在我心中排名前3的台湾偶像剧！  再说的绝一点，暂时还是No.1   也是因为这部戏喜欢上了小天和乔恩
(4星)	唯一一部喜欢的呆湾偶像剧，虽说脑残了点，但够欢乐也够煽情。
(5星)	好看的！！！
(4星)	偶像剧里面比较顺眼的一部，当年看的无比欢乐啊，就是到后期有点NC``````我会说我看了三遍咩
(2星)	又一台湾据说创下高收视，其实剧情弱到不行的剧。阮经天太像明道了吧，而且我跟同学一致认为陈大姐真的不咋地。自从下一站幸福后，我和大多同学都不太看脑残台剧，看了自己都要变傻了。
(4星)	在宿舍和楼鱼恩仔陆陆续续回顾……西施凤娇青霞什么的都太搞笑了
(NA)	哈哈哈哈哈哈哈哈 我生活中的陈欣怡啊 
(5星)	又长又臭到不像话，前面虐后面傻，平凡姑娘在弯弯言情剧里注定翻身成好女人，至少它说，女人还是得靠自己，没人帮得了你。PS：低能那时挺帅的，演个毛的夏家三千金。
(4星)	这部我隔了快两年才看，尼玛真是罪过！！！
(2星)	我竟然会看了个开头。
(5星)	陈乔恩演技绝了！
(5星)	特别爱你啊啊啊
(3星)	心愿便利贴。
(5星)	对于时间的跨度有些无语 其他还是蛮喜欢的
(4星)	有点拖。。。
(3星)	前面不错，后面真的不行的筹集数
(3星)	因为喜欢阮经天才勉强坚持看完。不明白这个在台湾的收视率为什么那么高？
(NA)	喜欢里面的歌曲。。。喜欢陈乔恩
(3星)	有的台词蛮经典的
(3星)	小言情 电视剧
(3星)	音乐还行。
(4星)	很有意思的片子，王子和变为公主的灰姑娘还有什么比这更梦幻的吗？里面的一些台词非常令人回味。拍得比较出彩的一部偶像剧。
(5星)	5分评价, 全因看电视剧时的时期特殊.
(3星)	假
(1星)	两集路过，台剧都是让人很想死的
(3星)	跟败犬差不多时间看的
(4星)	里面最喜欢的角色是女主她老妈，儿话音太有爱了
(5星)	喜欢陈欣怡变身前,阮经天真的超级搞笑
(4星)	第一部追的偶像剧。不说剧情。阮经天给我的感觉很好。
(5星)	哇，都这么多年前的偶像剧了。
(4星)	我一直很喜欢灰姑娘变公主的童话 人总是有太多幻想于是就在电视剧里面YY
(5星)	这个蛮感人的~~~给个五星
(4星)	好久没这么看台湾偶像剧了~虽然剧情狗血，但是前半段真的有感动到，后面的剧情太拖沓，而且女主性格有点反差太大，作为偶像剧来说，这部剧真的蛮好看
(3星)	冲着小天去看的···
(4星)	当时不知道是谁租的碟。结果寝室一大群大老爷们围着看看看。结果还看通宵了。歌好听。
(5星)	永远的最爱。
(4星)	果然 灰姑娘的故事拍的再狗血 还是挺招人喜欢的
(4星)	狗血神马的
(5星)	电视剧嘛~重点不是假不假，有没有深度~重点是搞笑煽情又有帅哥~要深度看电影去啊！这部剧我觉得超不错超不错的~！又有爱又欢乐！
(5星)	让我爱上小天的剧啊
(4星)	不喜欢怎么样，我觉得很乐
(4星)	我到底浪费多少时间在偶像剧上……
(4星)	因为有了小天，我给四星
(3星)	很久没看这么250的电视剧了。
(3星)	实在太墨迹了....
(5星)	两天看完 少女情怀了啦。
(5星)	这是我看过最好看的台湾剧！没有了！！！
(5星)	后面才好看...郁闷
(2星)	没什么剧情可言。
(1星)	当年可是为陈楚河啊。
(4星)	偶像剧也可以有好台词
(4星)	非常言情的一部剧。总裁与灰姑娘。
(3星)	实在看不下去
(3星)	应该也是高三的时候看的   
(NA)	明明知道这个是灰姑娘的故事，可是我还想喜欢看，现在想想觉得自己挺无聊的，但是当时真的感动的哭了....
(2星)	看過一點點
(5星)	媽媽看它吃飯吃的噴了出來~
(3星)	陈乔恩片子里唯一一部能看的
(5星)	纪念品
(5星)	很好看的剧 陈欣怡对未出生的宝宝的爱太感人了 不爱哭的我哭了好多回
(1星)	差点因为这部雷剧错过了《艋舺》，这里的阮经天真是令我毛骨悚然到恶心。没想到艋舺里却演的十分有feel.哇靠，小三上位，全家支持，神马世界观！
(5星)	最爱看的台剧！
(4星)	我还记得在EY最后的项目，在锦州，我看了3遍啊。其实陈乔恩身材辣的哩，就是这部戏的服装实在有够土。也不晓得为啥那些年阮经天还那么可人，陈楚河也算上英挺。
(4星)	正正经经看的偶像剧，哈哈！
(4星)	大学后第一部偶像剧，喜欢陈欣怡后来的转变，女人就应该独立坚强，爱自己才能好好的爱别人，也才能够赢得别人的爱。好多感动情节，就不一一细数了，总之，喜欢
(3星)	开始不错，到后面就越来越无语。读过小说之后更觉得失望。
(4星)	长得像我弟弟的男人...
(3星)	我发现我生病时看了好多狗血电视剧电影啊
(4星)	轻松，打发时间很好
(4星)	男猪脚能不能多给几身衣服 
(3星)	变强
(NA)	说实话，也没什么好看的，纯粹是跟风看看这部电视剧为什么收视率会这么高，结果至今还是不知道为什么
(4星)	有笑点有爆点，还不错
(NA)	命中注定我爱你。
(4星)	前面还行后面就不想看了不过有帅哥啊哈哈哈哈
(3星)	弯弯╮(￣▽￣&#34;)╭ 
(5星)	我是真的很爱这部剧..
(3星)	给田家达
(4星)	陈乔恩不错。
(NA)	。。
(4星)	挺好
(NA)	喜歡&#39;&#39;memo girl&#39;&#39;這個稱呼。
(3星)	拖拖踏踏的情节，这么傻的女人，不明白为什么收视率这么高
(3星)	小天帅
(3星)	那么刻意的表演，搞不明白当年的收视率怎么那么高的
(3星)	那年的大热剧 打发时间正正好！
(4星)	为数不多的不错的偶像剧
(3星)	蛮搞笑的。。。
(2星)	2缺情节2缺演员。。。
(4星)	因为有段时间很火而跑去看的，结果发现意外的还不错！ 虽然剧情稍微有一点点俗套，但是还是揪着人心的感觉。
(4星)	中间部分很不错 结尾凑得厉害
(5星)	只想说跟个偶像剧还那么较真的人实在是。。。给三星的也对偶像剧要求太高了吧！虽然不是那么喜欢陈乔恩~但被我的阮经天那西服革履的纪存希各种秒~陈楚河也很帅~不愧是竹连帮的孙子！脑残五星
(4星)	除了 有点夸张 还是不错滴~~很多人推荐诶
(4星)	剧情比较紧凑~好笑的地方也很多~~~配角都很精彩``
(NA)	一星给小天 一星给有爱的欣怡一家 一星给奶奶 一星给道格拉斯和anson这些可爱的配角（不包括dylon和anna)
(4星)	小天就是这里认识的
(4星)	阮经天，阮经天~~
(3星)	个人觉得陈乔恩帮阮经天不是很搭   不过想当初也是追着看这部剧的
(4星)	阴错阳差的爱情
(3星)	恶搞却还蛮温馨的
(4星)	后5集能不能不那么拖拉!!
(3星)	为什么这么多人爱这部，反正感觉跟“王子变青蛙”很像，很俗套呀。。
(5星)	目前我最喜欢的偶像剧
(4星)	后半部分真虐
(5星)	开头很吸引人！中间的剧情有点拖沓。总体来说蛮好看的！！
(NA)	傻傻的便利贴 ^_^
(NA)	太火了 不得不去瞄瞄··其实阮经天还是可以的。
(4星)	前面还蛮有意思，后半段就没趣了
(3星)	剧情搞笑的有新意
(3星)	我……还是……接受不了……阮经天……
(3星)	还行吧，但是，看了以后觉得不至于那么红吧
(5星)	从头哭到尾…心中第二台偶剧…
(3星)	无聊透顶的
(4星)	前半部分真的挺虐心的，还好浪子回头金不换
(2星)	不喜欢
(4星)	都是火剧啊
(3星)	喜欢他们的家人,好可爱的哦
(4星)	欢乐的，纠结的，感动的，温情的，这部剧里都有
(4星)	当时看着还行
(5星)	當年哭死了
(4星)	这部剧很不错，台湾偶像剧里值得一看的~ 为人父母~
(4星)	陈欣怡陈欣怡
(4星)	前面挺好 后面就不知道怎么说了
(3星)	台剧结局没有烂尾算挺不错啦。小天在里面的表现挺不错的。后面情节有点拖沓
(3星)	后三分之一真的有点拖沓，而且，剧情幼稚爆了阿。
(5星)	高三每周回家追的剧！
(3星)	不是很爱女主的性格~但是喜欢男配~卡卡
(3星)	因为不喜欢受气包
(5星)	感人 
(4星)	不错内..
(5星)	非常棒
(4星)	嗯 经典 小天帅~ 命中注定...
(5星)	小孩子掉了前真心哭死
(3星)	台湾人嗲嗲的声音
(4星)	剧情 人物表演都很不赖 ……Very impressive !
(4星)	第一集那个隐喻xxoo的剪辑比较好。后面的话就算了。
(5星)	女孩蜕变史
(3星)	暑假居然看上了，我去！好吧，因为发现了一些些共鸣。。
(3星)	还行吧，娱乐嘛，就是剧情有点儿荒唐不靠谱。...
(3星)	坚决打击这种让我同情女二号的电视剧！
(3星)	结尾狗血~
(5星)	丑小鸭的故事，但这是一只充满了很多可能性的小鸭子。他的可能性可以说来自命运，但也是来自她自己的改变，以及她自己对爱情的不变。最大的精彩总会有很多的铺垫和一些不太重要的背景，我想说，两主人公以外的角色们，你们演的太让人开心了。不仅这个故事情感吸引人，配角的付出也功不可没。呵呵，不错
