http://movie.douban.com/subject/2157239/	将爱情进行到底
(3星)	 大三的寒假，在宿舍看的，为了电影前的铺垫。很老的电视剧了，不过感情基调跟现在的大学爱情差不多。。。。最大的感触是电影。。。            
(NA)	 最初的爱情            
(NA)	 当时当日还是清新得一蹋啊            
(4星)	 歌还是那么朗朗上口            
(NA)	 我们流离失所的爱情。            
(5星)	 青春时期最爱电视剧，没有之一。            
(4星)	 主题曲实在是太太太好听了！！            
(4星)	 拉着一“凤凰车”的玫瑰；冲到海边举着手机对着大海，“你听吧”            
(4星)	 13年前当我第一次看到这部剧时，终于觉得中国有了第一部成功的青春偶像剧。            
(5星)	 看了2011的将爱，还是喜欢当初的徐静蕾。            
(4星)	 海边的电话真浪漫~            
(NA)	 没有在那个年纪，那个岁月看过电视剧的人，是看不懂后来的这部电影的。相见莫非真的不如怀念？那怕只要你仅仅知道有个人会静静地想起你。结尾杨铮那无悔的执著，伴随着海潮声声，仿佛在告诉我们一些永远无法用语言表达的东西。            
(4星)	 青春过去了            
(4星)	 青春，爱情，校园！            
(4星)	 哎，里面所有的主题歌至今都还会唱            
(5星)	 过了这么多年看起来　艺术的现实中异常的感动            
(3星)	 我原来只是看了电影我也不想看怎么修改啊。。。            
(4星)	 “在你我相遇的地方，依然人来人往，依然有歌声在游荡，在你我相爱的地方，依然有人在唱，依然年少无知的感伤。”            
(4星)	 内地青春校园剧的启蒙，那个白衣裙摆的女孩，那首歌            
(4星)	 忘光掉了。。。            
(4星)	 我真没看过这个啊！后来听广播的。            
(4星)	 等你爱我            
(NA)	 等你爱我            
(4星)	 喜欢他们在大学里生活的剧情，杨峥文慧的故事，青春，纯真。接力跑的场景，激情飞扬，撕心裂肺的片尾曲，等你爱我~~都充满着关于年轻 青春的格调和故事。看了将爱的电影版，更加想念电视剧版里的老徐，曾经的她清纯的很。            
(5星)	 看得一度让我心碎。。。98年的电视剧，现在重新看了一遍，还是很感动，很喜欢文慧这样的女孩儿。            
(3星)	 没看完            
(3星)	None
(5星)	 对大学的最初印象，说是大陆最早的偶像剧肯定没人反对，现在看就已经各种雷的不行了。。。我觉得我大学也得这么过来着，结果一上大学就忘了。也因为这片儿，要信誓旦旦的一定要考上海的大学，结果妞没泡到，学也没上好。，另外，对小柯的音乐印象非常非常深刻，电影版虽然比较扯淡，但也是十足的回忆            
(NA)	 内地仿日式片的代表            
(5星)	 够经典            
(3星)	 因为爱情，看看            
(5星)	 那个时代的偶像剧 没有太多的做作 很多人都忘记了另一个角色：小艾            
(4星)	 小时候的回忆啊。            
(3星)	 看完电影再看电视剧~            
(3星)	 电影出了再回去补看的，已然过了青涩的年纪，没太大感觉            
(4星)	 小学看的，懵懂啊，青春啊，爱的死去活来，那个时候觉得徐静蕾好美的说。。。            
(4星)	 小学哪里懂爱噢 文慧 你听！！            
(5星)	 美好的是那个时代，和对大学的憧憬            
(NA)	 望见你从门前经过似有一些悲哀 　　于是就轻轻唱了起来 　　所以你我从此被爱紧紧锁起来 　　却又不能一生相守 　　这到底是谁在安排 在你我相遇的地方依然人来人往 　　依然有爱情在游荡 　　在你我相爱的地方依然有人在唱 　　依然还是年少无知的感伤              
(4星)	 大陆版的《爱情白皮书》。 。空前绝后的青春偶像剧。 。            
(5星)	 很爱很爱            
(4星)	 转眼间，班级里铺天盖地老徐的辫子头。            
(4星)	 对于1998年拍出的青春偶像剧来讲，我觉得已经很好不错了。            
(4星)	 在你我相遇的地方，依然人来人往，依然有爱情在游荡，在你我相遇的地方，依然有人在唱，依然是年少无知的感伤。。。大陆最早的偶像剧啊，拍的很不落俗套，现在想起来还是很感慨。。。歌都超经典啊            
(4星)	 没有完整看完。但也是一个年代的记忆。            
(4星)	 年少时的回忆~            
(4星)	 大陆青春第一剧            
(3星)	 主题曲《等你爱我》，印象深刻。            
(4星)	 基本就是《在爱的名义下》, 虽然剧本摄影人物都不够完美，不过还是青春片不错的开始。至少记录了些当年青涩的记忆。            
(4星)	 将~爱情~进行~到底~            
(4星)	 今年上映电影版，电视台于是凌晨播这部老剧。那些与青春有关的日子似乎一眨眼就从身边溜走。留下一声叹息，只是当熟悉的歌声飘进耳朵的时候心却狠狠震了            
(NA)	 曾经的青春            
(3星)	None
(4星)	 等你爱我            
(4星)	 喜欢前半部分的说~~            
(5星)	 那个时候的偶像剧啊！有好多明星在里面出现啊！            
(4星)	 绝对的青春！            
(4星)	 我跟我堂弟居然租碟回来看，还讨论半天为什么男主角选了那个女的。            
(5星)	 中国第一部偶像剧，很经典。。。            
(5星)	 超级经典的国产爱情片。在电影出来之后才知道原来这就是内地真真意义上第一部爱情偶像剧，也算是在我小学的时候就给我启蒙了吧~~当时真的好青涩，每次看这部电视剧总是不自觉的热血沸腾。。            
(4星)	 那时候还是很喜欢小徐姐姐的            
(5星)	 与爱情无关 一切都关于曾经            
(5星)	 那会还小，向往大学            
(4星)	 小时候，我一直在纳闷杨峥和文慧为什么不能在一起，长大了忽然明白了。。。爱情，不一定会在一起。。。            
(3星)	 李亚鹏真他妈的丑 男的全是挫b 文静漂亮            
(NA)	 不属于我时代但却看了的一部大陆偶像剧，早熟的证明吧            
(NA)	 文慧你听            
(4星)	 回忆好美~             
(4星)	 想起和妈妈一起看它的那段时光。喜欢老徐。比电影版有味道。            
(NA)	 在我心目中他们永远是文慧与杨铮            
(4星)	 很多年前看过的片子，那时的徐静蕾真是青春无敌啊            
(2星)	 跟我想象中差了一大截            
(3星)	 还能哼出主题曲。。。            
(4星)	 文慧不是主角            
(3星)	 当年你们多清纯啊            
(3星)	 1998年            
(3星)	 这剧我看的不多，那首主题曲倒印象深刻。            
(4星)	 算是第一部国产偶像剧？            
(3星)	 我只是一步步看着当年安静单纯得能掐出水的徐静蕾变成拼命想闹腾成风生水起却一直未能如愿的女大王            
(5星)	 红极一时的青春偶像剧啊。            
(3星)	 内容是以倒叙的方式来诉说的，总体感觉，太随意，太乱！            
(NA)	 当年看的不多，也没有迷恋过，那时我就不喜欢李亚鹏了，为何啊？            
(5星)	 在你我相遇的地方,依然人来人往。            
(5星)	 前面很好看，后面很拖沓……            
(4星)	 前半部分很喜欢            
(5星)	 等你爱我            
(NA)	 看了 几集~            
(1星)	 心情……一星给徐静蕾的清纯，好听的音乐            
(5星)	 小时候看过 只记得音乐，今年因为电影 又重新仔细看过一遍            
(4星)	 比起电视剧 音乐更让我有记忆            
(4星)	 曾经的经典。我还用自己的复读机从电视上把里面的经典对白录下来，用到我们广播站的宣传带里面。我看过的第一部偶像剧。            
(5星)	 我姐那时候来我家硬要看这个。。。当时我和妹妹还不同意什么的。。。等后来我姐走了之后，我和妹子一集没拉，全部看完，并且每次重播也还要看什么的。。。那时候觉得的李亚鹏好帅好帅。。。后来么。。。大家都懂了。。。            
(4星)	 那時好喜歡謝雨欣的歌咧            
(4星)	 噫吁嚱！危乎高哉！很多情节仍适用于现在，情节仍能让自己感慨。            
(3星)	 那时候我对陈明和高旗的故事印象最深。            
(5星)	 98年的偶像剧，唉……            
(4星)	 在你我相遇的地方，依然人来人往，依然有爱情在游荡；在你我相爱的地方，依然有人在唱，依然还是年少无知的感伤。“一下子那么多年转瞬即逝，回忆起这部戏，她是多少人的青春祭奠。。。            
(4星)	 小时候不懂青春，有时间一定要重温。            
(4星)	 再也找不到当年看这部电视剧时那种心潮澎湃的感觉了。时光不可倒转，心境不可重现。李亚鹏在海边那个海浪的电话现在还记得清清楚楚。            
(5星)	 我小时候没看过这个电视剧，先看完电影之后开始重温这个电视剧，打动人的地方还是蛮多的，特别是伴随着大三这一年，这特殊的一年承上启下了整个青春。那个年代还没有流行手机电脑。他们也是从大学到毕业            
