http://movie.douban.com/subject/3933008/	美人心计
(4星)	 姑且给四星，这部戏不像是于妈的产物，原来是抄袭《未央沉浮》的本子结果被发现后不得不买下版权了。于妈也就美人系列能看了。            
(5星)	None
(4星)	 心如姐的转型之作，很棒。            
(NA)	 个人觉得是近年来不错的电视剧。            
(3星)	 太戏剧化，还行。            
(3星)	 开始很好看啊~可惜最后太拖了，都看不下去了            
(5星)	 整部戏的画面真是没话讲了~~里面美女也好多啊~~真的还蛮不错的一部戏·~支持            
(NA)	 有点粗糙吧            
(4星)	 陛下是臣妾的天，是臣妾一生的依靠。            
(3星)	 前半部还不错，文帝死后的部分多余了。多了多余的部分，本片应该叫做美人窦漪房的一生。            
(3星)	 3.5颗星吧其实            
(5星)	 窦漪房从此成了我的偶像            
(3星)	 不觉得有多么的好看，林心如最后伴的老年一点都不像            
(4星)	 恨得牙痒痒            
(3星)	 还可以看看            
(5星)	 五星给林心如的演的窦漪房。            
(3星)	 窦漪房，于正费尽周折想要将她美化突出她的聪明，可不仅没遮住历史中窦漪房魄气手段毒辣的形象，还反而显得很多细节于理不通于情不理，啧啧~            
(4星)	 喜欢刘恒和窦漪房的爱情，以及第一集的大酱油宽爷            
(5星)	 镜头感好，色彩艳丽，很多俊男靓女，杨幂八阿哥四阿哥都在这里崭露头角。个人最喜欢的是罗晋，饰演汉惠帝，眼神有些邪气，有点忧郁，剧中又是个痴情种，太抢眼的男配角。女的里面最喜欢的是演张太后的那个女孩，总是浅浅的笑着，很温顺但又那么敢爱敢恨。这部剧里面很多人都红了，这个女孩后来怎么没动            
(4星)	 汉服美            
(5星)	 时间在林心如身上完全木有什么作用，还是那么pp呀~            
(4星)	 好久不看宫廷剧...            
(5星)	 性格饱满 演员抢眼 配音很美 有智商            
(4星)	 一个下午追看完。            
(3星)	 靠！！！雷细节！！！无力吐槽！！！一星给林心如和陈键锋！！            
(4星)	 我还是把这一部添上了             
(5星)	 偏爱雪鸢            
(4星)	 我想承认我看过这玩意儿            
(3星)	None
(4星)	 还不错。            
(NA)	 我还专门去研究了下汉史。。。。。。            
(5星)	None
(NA)	 林心如的精彩蜕变。            
(3星)	 闲的蛋疼元旦把这个看完了，先说里面的男的好看的都是配角，出镜率极低。女的好看的就一个主角。前半段还可以，后半段觉得皇室的人都脑残，没事整出一堆事在那瞎陷害            
(NA)	 前30集不错            
(3星)	 我以为自己会看完，结果只看了3集。果然我讨厌帝王感情戏拍的这么缠绵纯情。。。            
(5星)	 绝对美！绝对精彩！主要是很温情。。。            
(3星)	 只是保护自己            
(4星)	 帝后恋真的让人动容            
(4星)	 杨幂的小瘪嘴儿。。。苗苗你让我说什么呢。“朕信你”霸气至极的眼神。不想沦陷都不行。但是整部剧还是略显拖沓。坏人怎么都死不掉，还能找到许多炮灰==最喜欢章鱼恋了写了片同人欧叶~！！总体来说比往后的穿越剧上个档次吧            
(4星)	 这是我完整的看过的一部古装剧，演员表演很有张力。            
(3星)	 林心如的演技实在不怎么样，只能靠情节吸引人了，但仍然太多硬伤。            
(4星)	 还是白莲花圣母啊，剧情还可以            
(3星)	 林心如演的不错。            
(3星)	 一将‘攻’成万骨枯            
(2星)	 林阿姨您能不能不上演二八玛丽苏啊，演技还是不过好啊。于抄抄就那么像捧红何晟铭？别介了。            
(5星)	 内地剧只有拍这样才有未来。            
(3星)	 为什么要把历史改的这么狗血？？            
(3星)	 美女~            
(5星)	 呀呀` ` ` 好看的呀！！林心如演技好 ` `后宫戏` `  精彩            
(2星)	 不来电啊            
(3星)	 和何女士放假的时候一起看的，至少很舒服，不知是因为电视剧还是单纯因为俩人一起看的感觉。            
(4星)	 三星半，一天看40集剧的神迹还是值得纪念一下的。。。。            
(3星)	 还好吧，看多了无聊……            
(2星)	 忍不住了！！这逻辑的混乱、情节的漏洞加上时不时的雷点，我看不下去了。就是开着来做十字绣也听不下去了啊！！            
(NA)	 窦太后了不起啊            
(4星)	 我可以说我看了这个对汉朝很感兴趣而且特别喜欢汉服了么            
(4星)	 看了之后真的很喜欢林，虽然也有听闻窦氏的名声，但她演成那样很好了            
(5星)	 我今天看了小半集我觉得特别好阿 哎呀林心如演的真好 我寒假要看完 而且我觉得能学到东西~T T卫子夫真好看 将是大汉史上另一个杜云汐 也不知道美人心计拍不拍第二部 是不是关于卫子夫的 我要看!特别好看真是说不尽的辛酸与开心与感触 吕禄刘恒刘盈刘启周亚夫全都是好男人 杜云汐雪鸢张嫣王娡都是好姑娘            
(3星)	 服装各方面都还是不错的~            
(3星)	 还好吧，不是很喜欢！            
(3星)	 史上最帅汉文帝。。。每次看到汉惠帝刘盈都自动想起一朋友的长相。。。剧情一般，只觉得汉文帝这个角色演得不错。。。            
(4星)	 陈键锋这里面看着真顺眼。            
(4星)	 帝王爱情、            
(2星)	 剧情平淡的要死            
(3星)	 宽容，爱，适当的强硬，与一生相爱的人相守，之为窦漪房也。            
(3星)	 为了吐槽看电视            
(3星)	 四十集全部在手机上看的！！！很坚持            
(5星)	 这一部里杨幂的角色很讨巧啊。。。漂亮，温柔，犀利，集大成啊            
(4星)	 刘盈有胡子好看多了=v=            
(4星)	 这里的林心如我挺喜欢~            
(4星)	 其实蛮喜欢刘盈的，这样的男人快绝种了            
(4星)	 里面男人是就是一帮废物~~~~~ 衣服看得我真开心            
(4星)	 只能说编剧的脑残增加了剧情的狗血，不过……瑕不掩瑜            
(5星)	 很揪心的一部剧，喜欢心如的大气端庄和睿智，慎儿让我想起曾经认为是姐妹的一个人，我跟她就是漪房跟慎儿的翻版，伤！里面的爱情让人动容，却始终只是虚构的情节，徒增感伤！            
(5星)	 很好看的一部古装剧。值得一看。            
(3星)	 随处都是后宫，遍地都要计谋。            
(4星)	 没有杨幂就给五星。。            
(2星)	 看了12集，实在看不下去了，真不懂为神马那么多人喜欢看！            
(5星)	 真的很好，很好的一部古装电视剧。            
(NA)	 我自己心目中的林心如转型片，很成功            
(3星)	 这种四十集的古装剧我都看完了 你就知道我到底是有多无聊了！！！            
(4星)	 陈键锋..哪哪都不像...            
(5星)	 不错的宫廷剧～  智慧善良但不懦弱的女主～            
(5星)	 智慧的女人多么美丽。            
(3星)	None
(4星)	 永不相问的爱情~百分百信任，Nice！            
(5星)	 画面很美            
(2星)	 蹭看过一点            
(3星)	 听的大多数            
(3星)	 善恶只在一念之间。            
(4星)	 前半部很不错，后半部鸡肋……            
(4星)	 真是集好多美女的说....            
(4星)	 这么多乱七八糟的里也就这个还能看了            
(4星)	 哈哈，只看了前30集，还可以啦，美女多很养眼。            
(3星)	 善良的前提是需要你够聪明            
(4星)	 那个皇帝哪个地方有点像谢霆锋。。。            
(3星)	 勾心斗角看得我累的···直接没看完···            
(3星)	 不错啊            
(NA)	 后宫的生存之道。            
(NA)	 噢哟，这部当初很出名的，人气很高，看完了觉得是不错啊，看了之后又重新喜欢上林心如            
(5星)	 记得当时4天看过，没有快进，有无数次回放。            
(NA)	 林心如 美 真的很聪明            
(4星)	 刘恒真是越看越帅！慎儿是几手货了啊啊啊啊啊啊！！！！刘盈香肠嘴太严重了，但还是喜欢！            
(4星)	 potato推荐我看的~            
(2星)	 看了之后让人心理阴暗啊。这种东西还是少看的好。            
(4星)	 还是林心如的古装好看点，我们寝室楼外语学院蹲点电视剧            
(3星)	 林心如很美，喜欢纯纯的纸鸢。            
(5星)	 至今觉得很好看的一部汉宫戏！            
(4星)	 看到最后不好看了 勾心斗角太可怕。。            
(5星)	 看过很多宫庭剧了。这部还是最喜欢的。            
(4星)	 我看这部的时候，还不觉得于妈太雷            
(1星)	 戏不错，就是明显低成本，还有一群不会演戏的花瓶            
(4星)	 看完于妈《宫》《美人天下》和《王的女人》简介后，马上给此剧4星。此剧虽然节奏长，但是搁在于妈手里，已经算是超水平发挥的好剧了！            
(5星)	 很不错的宫廷戏            
(2星)	 真的看不下去。。。。            
(4星)	 主要是喜欢陈键锋            
(4星)	 感觉还不错，想起了之前的大汉天子，就是没看完，三十集看不下去了            
(3星)	 也是给碧空之下斯库里老爷吐槽吐得觉得该改名叫碧空之下试看美人如何比二            
(4星)	 古装后宫大戏，我觉得这部是林心如和杨幂演的最好的古装戏            
