http://movie.douban.com/subject/4812751/	成均馆绯闻 성균관스캔들
(4星)	 要不是有点墨迹就给五星了~朴有天xi虽然不是很好看笑起来还是蛮可爱的...重点是KBS最佳荧幕CP宋钟基&amp;刘亚仁的确没让人失望~！桀骜这个男人太有味道了！！！深得我心❤❤❤钟基偶吧的演技真赞~女林这个角色恐怕很难被超越了~！桀骜女林！在一起吧！！！            
(NA)	 女林和桀骜            
(4星)	 很青春的片子，但总觉得韩剧的剧情拖沓啊，其实不需要20集那么长，总的来说还是蛮吸引人的            
(5星)	 男配角们真是太帅太养眼了 爱啊~            
(3星)	 OST~            
(3星)	 除了有仟演技很赞            
(4星)	 好吧，又是花痴作品！可是必须有啊。。。星星眼出来鸟~大爱宋钟基啊。。。            
(NA)	 好像没看完= =            
(4星)	 剧情实在是没什么看点，但是男女主和男配都很帅啊。。女主男装好萌好纯。。我好稀饭。。            
(4星)	 很搞笑啊，逗死了            
(3星)	 不就是韩版的梁山伯祝英台么……            
(3星)	 有仟的声音低厚的不错，宋钟基演的不错不错~这部剧虽然也是女扮男，但是确实古装的，很少看古装的，nice~最后实在是看不下去了，最后的剧情太缓慢太缓慢了呀~            
(4星)	 一部以新人为主的电视剧~古代版“流星花园”+“花样少男少女”            
(NA)	 最后一集弃剧了            
(4星)	 不要搞错重点 其实帅哥才是这剧的重点好么~开始为有天而看 后来各种倒戈...            
(5星)	 我家的男人            
(NA)	 宋同学角色实在是很讨喜，但是最喜欢桀骜了，好可爱，还有性感的小嘴唇~            
(5星)	 中间几集是亮点            
(3星)	 没有女主就美好了            
(5星)	 有点啰嗦。剧情还是可以的            
(3星)	 韩语的文言文简直有点搞不懂= =            
(4星)	 韩版的梁祝，钟基好萌！            
(3星)	 看这剧的大概纯粹是看帅哥的吧，不过对于古装片不太感冒，更不要说是韩国拍的了，虽然有有天，唉。。自从东方神起解散后各成员也拍了不少的戏。女主角虽然整了容但也挺漂亮的，不过看到有天就觉得这剧的节奏不是一般的慢悠悠呀～～            
(3星)	 三星半...男配们比俩主角给力啊..            
(NA)	 去年过年寝室人大荐的 就这个剧开始爱萌萌的 我觉得钟基在我的视野里出现了之后 所有的正太都入不了我的眼了 这个人对我来说简直太有杀伤力 他只要笑一笑我就不行了 我还因为特别想他课都上不进呢 我希望世界上所有人都知道我爱他 但是我不希望有人跟我一样爱他 让我爱就好了啦            
(4星)	 桀骜 女林 大爱啊            
(3星)	 要不是冲着男三号，三星我都不给            
(5星)	 超喜欢那种感觉！！！喜欢佳郎！！嗷嗷嗷！！！            
(4星)	 双朴！！宋钟基火啊 好基友啊            
(4星)	 每个主角都喜欢···嘿嘿·            
(NA)	 宋钟基最美...            
(3星)	 蛮轻松的剧，男一女一看看就行，主要看女林具龙河的戏。话说一个男人长的这么妖孽，确实是。。。刚看完3天就忘记了剧情，说明实在没有什么吸引我~            
(NA)	 很搞笑的电视剧 当时在韩国 就那么一天天把它看完了            
(3星)	 朴有天开始关注            
(4星)	 节奏实在够缓慢，如果不是为了偶尔出现的笑料和狗血桥段，其实很难坚持看完的吧，总会看着看着就发起呆来。。。。。。四颗星里至少有两颗都是给大大惊喜的宋钟基的，每次看到女林出场都会情不自禁的笑啊~~~~~~            
(NA)	 一直不爱看韩国古装剧的我  还是爱上了这部片  因为桀骜 因为女林。            
(3星)	 妖孽基，太适合这古装了！！！简直比女人还美。            
(5星)	 桀骜女林~~~不解释~            
(NA)	 男演员都好养眼呢。            
(NA)	 居然分清楚了有天…并且觉得有天帅啊…不过还是最爱里面的宋钟基啊！            
(5星)	 - - 冲男女主角看得  里面的帅哥养眼啊            
(5星)	 想入非非想入非非非非非非非非            
(5星)	 好看！~！~1            
(5星)	 CP混乱啊，很久没看到这么好看的韩剧了~            
(3星)	 MD  16集之后男主角变的好讨厌！！！！！！！            
(3星)	 女林啊啊~~            
(5星)	 桀骜桀骜好长草啊              
(4星)	 可爱的四个美少年的故事....天哪 我迷上了朴先森~~~~~            
(NA)	 搞基更好的啊~哈哈 总之挺好看得一个局            
(4星)	 挺好看的~~~            
(5星)	 不是爲了歐尼看&gt;&lt;..鐘基鐘基~~            
(5星)	 钟基演技真的很好~！桀骜也让我很喜欢啊~~            
(4星)	 看了这片后 喜欢朴敏英也..!~后面就是她的城市猎人啦...            
(NA)	 和爹爹一起看的    哈哈哈            
(4星)	 三个男孩儿我都爱呢！~哈哈！！　朴ｍｍ太幸运了！！            
(5星)	 很好看！            
(NA)	 看了半集，太2            
(3星)	 三顆星是給妹子、男二、男三的...            
(4星)	 还算是不错的剧了 没有以往韩剧俗套的爱情小三 整个故事也不会太拖沓             
(NA)	 为了看有天            
(3星)	 我就是通过这个片子 喜欢宋钟基滴~            
(4星)	 古装当中比较喜欢的一部剧            
(4星)	 挺有劲的，看过之后开始喜欢朴敏英~             
(5星)	 女林桀骜无限美好            
(5星)	 看了这部戏，就中了韩毒，不小心就一通宵，伤不起啊!            
(5星)	 剧情很有趣。            
(5星)	 古装偶像剧             
(5星)	 大气            
(3星)	 个人喜欢宋钟基的角色。            
(4星)	 男123都帅 看过女猪整容前照后再无兴致            
(4星)	 看完是比较晚的时候了。但确实很好。看的过程中会有小悸动。            
(5星)	 桀骜和女林，大爱啊~            
(5星)	 若非日本語吹替版，棒子的剧无法想象听完，女林迷屎人的脸+野島gg酥透骨的声音，这根本是犯罪好嘛！抵抗力0`秒杀～            
(5星)	 追剧的惨痛经历啊。不过对韩剧古装片一直有些情结。。            
(4星)	 傳説中的偶像劇。。治愈我的偶像劇。。。。            
(4星)	 句容夏是整部剧的大亮点！！！！！            
(5星)	 朴先生！朴小姐！励志！感人！内牛满面！！！            
(3星)	 前面还好，后面就没什么性质了            
(5星)	 好看的不得了~~一入成馆深似海，从此女林是本命。            
(NA)	 还可以吧            
(3星)	 苍天啊，这都是神马剧情！            
(2星)	 狗血。            
(4星)	 虽然剧情一般，帅哥美女还是养眼滴            
(3星)	 各种有爱啊。这好像是第一次喜欢剧里的所有男女角色            
(3星)	 当时看得挺欢乐的，不过很难说是因为prelim结束心情本来就好还是怎样……            
(5星)	 虽然原来是美男啊也是三男一女，但成均馆绯闻每个人物性格更饱满，剧情也更好看~            
(3星)	 如果不是有男三撑着，很难想象我肿么会把这么蹩脚的片儿坚持下来了。。。            
(5星)	 非常有料的一部戏，儒家之道，阶级矛盾，亲民治国；友情，亲情，爱情（男男恋集中营，男四爱男三，男三爱男二，男二男一彼此爱慕，激情四射啊）；理想，原则，奋斗和坚持，内容之丰富实在看不过来。本来冲着感情戏快进着看完第一遍，较无感，看了影评之后再细细看了第二遍，才发现是不可多得的好剧。            
(5星)	 最爱女林~~~            
(4星)	 很喜欢画面颜色。            
(4星)	 这帮崽子么们都太好看了~~            
(5星)	 最稀罕刘亚仁了            
(3星)	 梁祝啦            
(4星)	 韩国版梁祝，因为某人非说我和天哥有夫妻相才去看的。            
(5星)	 很久不看韩剧了，这部一气呵成，朴有天确实很帅，我喜欢            
(5星)	 女主很可爱，不过我很喜欢很喜欢男二啊！宋钟基~~~~            
(4星)	 祝英台 花君  是美男 樱兰高校古装版等…等…原来我看过这么多（跪地）            
(3星)	 开始挺好看的，搞笑+有剧情，结尾还是草草收场。配乐和主题曲倒是挺好的。            
(5星)	 大爱的男扮女装，情节也跌宕起伏，很好看            
(4星)	 看了半个月才看完。中途希望快点结束，但结束了又有点恋恋不舍。            
(5星)	 很不错的一部韩剧。。主角什么的都很满意。。            
(4星)	 【看了几天终于解脱了】好玩蛮好玩的，于是韩国版梁祝而已。前边拼命卖萌，后面拼命狗血。麦麸还蛮有爱。嗯，麦麸的部分比较好。            
(5星)	 难得有偶萌的偶像剧，这部算是在适当的时间入了俺滴法眼，女扮男装+学馆生活都是俺滴萌点，养眼的美女美男，轻松搞笑的剧情对白，都带给人愉悦的体验，就是剧情有点拖沓，在电脑上加快进度看完的，很不错。            
(NA)	 本来很少看韩国的古装剧，但这部剧是能让我从头看到尾的，4个人各有各的特点，很喜欢他们身上的正气和义气，其实觉得这部剧最亮眼的角色就是宋钟基演的女林，是个人物性格很鲜明的人，钟基的演技也在这部剧中得到了展现            
(5星)	 有天这个男人真的太完美了             
(3星)	 只看6002            
(4星)	 完全不爱男一女一。这部戏的亮点全在女林和桀骜身上。            
(NA)	 汉字、论语、诗经···恨            
(3星)	 文在信和女林YY可以有啊！！！哈哈            
(4星)	 喜欢桀骜和女林这对            
(NA)	 女林            
(NA)	 蛮搞笑的            
(NA)	 被宋钟基萌翻了了。。。            
(NA)	 在芬兰看的第一部韩剧~            
(5星)	 开始看的时候很艰难，但是看到后来念念不忘，实在是太可爱了。制作很精良。。            
(NA)	 要萌点有萌点要激情有激情的片子嘛。其实还蛮感人的。            
(4星)	 很喜欢男猪和女猪，同时觉得女林也很可爱            
(5星)	 好看好看，铁三角再纠结一点就更好看了。女林真是奇葩一棵，奇怪这剧怎么不得红呢，比什么美男花男高端多了吧            
(5星)	 韩剧一如既往的俊男美女。            
