http://movie.douban.com/subject/4067152/	行尸走肉 第一季 The Walking Dead
(3星)	 太拖沓。★★★☆            
(5星)	 僵尸是走不快的吧~            
(5星)	 一切恰到好处，表现力及表现物一样出色，只是一季6集太不给力～            
(5星)	 人心才是主角            
(4星)	 感觉第一集简直就是惊变28天的翻版啊……不过还是看的津津有味~////////观后感：其实主要是我自己喜欢丧尸的题材，否则可能我只给一星。ps：我肿么突然觉得那小韩裔长的挺帅的，囧。            
(5星)	 太精彩了。韩国披萨男长得很像钮承泽 ，有没有？留下悬疑太多，期待第二季。            
(2星)	 剧情好老套。            
(NA)	 情节太拖沓了，拍成电影还差不多            
(4星)	 第一季EP06终，内容实在是不够新颖，很多情节细节都是丧尸片惯用的套路，值得赞赏的还是在小银幕上可以实现架构庞大的丧尸类型。期待明年第二季Dead Walking No Brainers吧，希望能有所突破，不要被第一季EP06的收视爆棚砸昏了头脑，原作漫画的粉丝群太庞大了..            
(2星)	 除了第二集都装逼到吐。amc的剧都这样慢，除了BB没一部看的进。末世情结和僵尸片是我心头好，只是末世的荒凉、僵尸片的酷和血腥在这剧里全被拖沓、话痨和乱煽情冲淡，有事没事大谈人性很假。bug满地、角色脑残。唉，要不是有Norman Reedus我才不看了            
(3星)	 后面有些烂尾 前几集还是很精彩的 尤其是之前的动态漫画 很赞 很高端            
(4星)	 剧情基本上一路走下坡。            
(4星)	 不看了 md            
(4星)	 shane爱rick爱得太~深~（不对            
(5星)	 看的心里堵            
(4星)	 口味小重。另，一个僵尸片也搞三角，真狗血。            
(5星)	 如此給力            
(5星)	 什么时候才第2季啊 真是的 等了半年了！            
(5星)	 跟漫画一样嘛，不错            
(4星)	 释然觉得没有想象中的那么给力啊。            
(5星)	 我妈说好看...话说那亚裔长得好像欧阳靖            
(5星)	 抢车子那段有点活死人黎明的感觉 完全没达到我心目中血腥的标准 剧情很给力            
(5星)	 改编的有点过，但是还是不错啦            
(4星)	 慢慢来～  渐入佳境……            
(4星)	 前面一 二 集心都要凝固了 但是后面就开始拖沓了 如果僵尸多了这片就不好看 如何生活下去 才是人性的考验              
(4星)	 （2010-10-25~2010-12-06）最后集果然精彩连那背景乐都那么好听，看完湿了            
(4星)	 生化危机电视版。。            
(3星)	 韩国哥哥好看 o^^o            
(NA)	 一般            
(5星)	 这破剧的第二季还要等到明年！？            
(5星)	 第四集开始给力了            
(5星)	 我一直对丧尸类影片抱有极大的兴趣，等待下一季            
(3星)	 就冲着Norman Reedus也得跟            
(4星)	 故事还不错，人物微弱~            
(5星)	 太精彩了，能在短短六集里，把几个角色的性格勾画的如此饱满。下一几季什么时候呀            
(4星)	 僵尸电视剧，有点意思            
(3星)	 笑点无处不在            
(4星)	 不错            
(3星)	 我对带点末世情结的片子都很有爱 本片的cast是真爱至上的卡片告白男+越狱女主角Sara+处刑人里的弟弟+等等等 整体而言感觉没死亡片场好看 但也不错 化妆特效做得挺好 毕竟是电视剧 情节还是不够紧凑            
(5星)	 恶是恶心的类            
(5星)	 这是我看过最好的僵尸片。什么时候第二季啊            
(4星)	 ...前戏不错....然后就开始疲软了...            
(5星)	 太給力了 找漫画看去 期待第二季            
(5星)	 看了预告片，有“我是传奇”的风格。            
(3星)	 丧尸拍成连续剧 战斗力都下降了            
(5星)	 【藏】不像传统的丧尸片，跟漫画一样，有很多除却恐惧之外的寓意在。虽然没有了漫画的紧张，但还是喜欢这种慢调调。            
(4星)	 温情僵尸剧            
(4星)	 还挺不错的~节奏其实还可以紧凑点            
(5星)	 唔止丧尸片禁简单！第二季啊第二季，要等11个月，真系仔都生咗出来了……            
(3星)	 其实真的也就那样而已，漫画和剧内容都不是我喜欢的            
(5星)	 小眾趣味變成全民歡樂。            
(4星)	 还好吧...没更多感觉            
(4星)	 三星半，小失望，不过还是打算要继续追下去~~~~            
(3星)	 说失望是多少有一点，可能是因为报了太大希望吧。不过AMC的剧就是这样，即使你不喜欢僵尸也可能会喜欢剧情，即使不喜欢剧情也可能喜欢精致的影像和精心设计的每一个桥段。虽不及广告狂人和绝命毒师，但仍值得一看，开头和结尾很赞。            
(4星)	 从先期的宣传来看，本以为此剧会印上浓烈的西部风格，坐骑老马却在第一集就成了龙套；本以为制片的班底会把此剧打造得很人文，却还是略微流俗于传统僵尸片的戏码；本以为首集的丧尸坦克和第二集的碎尸桥段会是整个漫画改编剧的风格导向，却在后段的慢节奏中隐匿血腥……感觉差了一口气。            
(4星)	 太给力了！！！            
(3星)	 熟悉的片段偶有惊喜 丧尸美 以及让人蛋疼的三角恋。想看漫画            
(4星)	 有僵尸怎么能错过啊啊啊啊，啃出个未来吧            
(5星)	 又一重口味的剧，剧情紧凑张力十足，人物性格分明，音乐也好听，片头超喜欢~连化妆造型都那么到位，我实在挑不出毛病来，此剧不火才奇怪了~            
(4星)	 丧失肉酱……强大剧情，精彩剧组！            
(3星)	 歐~開始吧~额 就结束了？~            
(5星)	 当主角牵起马绳的那一刻，我觉得他很帅。当马被丧尸食掉的那一刻，我觉得他正白痴。            
(4星)	 啊啊啊啊·~~~            
(NA)	 跌宕起伏，欲罢不能            
(4星)	 从Prison Break到Lost，再到The Walking Dead，热播的美剧其实都有很多共同点：一个brave leader，个性鲜明而且不服输的配角们，简单的情感路线，还有悬念，和错综复杂的意外剧情。            
(3星)	 愣是把植物人大战僵尸拍出了肥皂剧的气质…            
(3星)	 看了5集，本来是冲着生化危机那样的浩劫余生+找出背后的秘密去看的，结果剧情居然是原始部落生态，没兴趣了。            
(4星)	 技术含量很高。            
(4星)	 shane你个人渣！            
(4星)	 ……真心不是我的area，就算我把尸体切成这样过也不是            
(5星)	 太好看了~最爱这种类型的剧。            
(NA)	 人斗僵尸，经典            
(3星)	 真心还好。            
(4星)	 不少友人都对这部剧兴致缺缺说拍得烂说无聊不好看。但个人感觉挺好的，第一集由于铺垫背景与推出人物的关系节奏较慢些许让人烦躁，从第二集开始故事叙述紧凑节奏有所加快，丧尸血腥暴力动作片场景奇幻猎奇爱情亲情性一应俱全人物性格鲜明。            
(NA)	 豆瓣还4星呢。。。这种一个个人死掉，没有尽头逃命的绝望的片子。。还是不要看了。。。SPN也是各种没希望的。。已经被坑一次了，这次果断放弃。。            
(4星)	 一群与末日抗争的人们。            
(4星)	 当时这个剧 出来  我就觉得  好重口味呀            
(4星)	 如果人不再分生与死  如果只是行走的死人  不仅是大脑的死亡  而是灵魂和人性的泯灭            
(4星)	 个人觉得这剧是否有点过度渲染人性光辉了。。或许只是我太悲观。如果末日来临，会有谁愿意陪我一起迎接死亡。            
(5星)	 感官刺激。            
(4星)	 可快进又带感儿！~            
(3星)	 节奏爆慢            
(4星)	 有点墨迹            
(4星)	 噗..            
(5星)	 没玩过丧尸游戏没看过美式恐怖充其量只听过“一大波僵尸are coming”的我第一次开眼了。【剧透强迫症充分发作】压抑什么的见鬼去吧，老子要欢喜地看二季去~            
(4星)	 好看,  只不过是把我等惨了的,.            
(4星)	 男主开枪的样子不错嘛            
(3星)	 不是我的菜~~~纯属陪看。            
(4星)	 情节很吸引人，但，太重口味了。。。。看不下去            
(NA)	 场面好壮观            
(5星)	 简单粗暴中引发对人性的思考            
(5星)	 简短，精彩！            
(4星)	 不仅仅是一部恐怖剧⋯⋯            
(4星)	 短小精悍，很精彩。只是偶尔会胃部不适。            
(NA)	 真恶心，真好看。            
(NA)	 活死人比死人可怕……活人比活死人可怕……            
(5星)	 super great！            
(3星)	 剧情推得很慢            
(5星)	 （生化危机+我是传奇）/2，我自作主张把它归入了“科幻”类。。。            
(5星)	 不知道为什么僵尸片对我永远是有着超级吸引力            
(5星)	 LORI是个贱人。。            
(NA)	 人性本质的横空出世            
(4星)	 前几集很精彩,到后面会觉得有一点点无聊,不过是丧尸题材...还是力挺...            
(4星)	 蛮好看的僵尸片！            
(NA)	 要坚持自己的信念 即使一切变得那么虚无            
(3星)	 化妆确实不错 口味都说适合我 可怎么就没追下去的兴趣呢 男主你检讨下！            
