http://movie.douban.com/subject/3882715/	武林外传
(5星)	 居然忘记记录这个 你妹才SB  不喜欢你闭嘴 我不言不语不代表我赞同 我还没说完 你妹一句SB就喷过来 真心喜欢的真的不能逢人就说 非志同道合的遇到这种情况多尴尬             
(4星)	 葵花点穴手  永远的大姚！！            
(5星)	 阿D很喜欢啊            
(5星)	 噗，每集都看了不下3遍。。。            
(4星)	 爆笑            
(4星)	 有一集没一集地看。            
(5星)	 各种经典            
(NA)	 喜欢            
(4星)	 有意思。            
(5星)	 我觉得电视剧版很好玩~电影版就勉强了。。            
(5星)	 经典啊            
(NA)	 葵花点穴手！！            
(5星)	 我怎么就这么喜欢这部剧。            
(5星)	 收藏的唯一一部国产剧，无厘头搞笑的经典。            
(5星)	 生活居家之必备良品            
(5星)	 还有比这更经典的轻喜剧吗？            
(5星)	 有人的地方就有江湖            
(5星)	 经典            
(4星)	 我真的很想打5星！但和神片并列不是很好。这真不是普通情景剧，有才无极限，我就爱这个口味。            
(5星)	 红极一时 每集必看            
(5星)	 有点长~            
(5星)	 那年放假我们一起看 一看就看了那么多年            
(3星)	 一直没搞明白这个有什么好笑的，明明假的很            
(5星)	 我弟逼我要打五颗星            
(5星)	None
(4星)	 一种新型喜剧的鼻祖 百看不厌            
(5星)	 看了N遍了，还是想笑            
(4星)	 当时很新颖 轻轻松松看着玩儿            
(4星)	 说教真的没劲 冲这点 郭芙蓉和莫小贝最有趣            
(5星)	None
(4星)	 作为国产喜剧剧集，是一个突破            
(5星)	 终于看完了，啊哈哈！百看不厌哎哟喂，不开心就看武林外传哟亲～            
(5星)	 中国2000年后的情景喜剧就是从这部作品开始苏醒            
(5星)	 好看 绝对经典!            
(5星)	 现在看看还会笑的要死，有时也会滴几滴眼泪。一直想要这种氛围            
(NA)	 说实话 宁财神很有才            
(5星)	 我的笑点比较奇怪            
(5星)	 经典            
(3星)	 没那精力看完            
(5星)	None
(5星)	 写喜剧需要有才，有这么一种人，他们厮混于江湖，观察江湖，描述江湖，清晰，独到，全方位。关键是还不拿腔拿调，他们笔下总能呈现最真实最立体的江湖众生相。这个江湖，能给江湖中的我们，一些想法，它关于生活            
(5星)	 即便上了大学 每晚还守着AV8看到三四点 其实这部情景喜剧的意义已经可以媲美当年的西游记了 如果说西游记是每个年轻人儿时的美好回忆 那么武林外传就是那个繁忙的初高中生涯的格外期待            
(5星)	 大爱里面的每一个人，葵花点穴手排山倒海照顾好我七舅...哈哈。            
(5星)	 给过去            
(5星)	 宁财神牛逼~            
(5星)	None
(5星)	 这几天大半夜中央8台又在放，每次想家的时候就想看这个            
(5星)	 陪伴了我整个高中            
(5星)	 我心目中的经典国产喜剧            
(3星)	 还行吧。。。没那么迷。。。            
(4星)	 初二~~            
(5星)	 不愧是七侠镇收视率第一的武林综艺节目，几年过去了还是觉得好看            
(4星)	 从开始的排斥（好吧我就是逆反），到每个台都在播居然断断续续也看了个8,9成，发现真是很搞笑啊！！            
(4星)	 真的是国民剧啊~            
(4星)	None
(5星)	 永远的回忆            
(5星)	 俺喜欢吕秀才……            
(4星)	 我的无聊青春呦。。            
(5星)	 好怀念啊...            
(5星)	 必须5星！！！            
(4星)	 还不错            
(5星)	 哈哈哈，我超爱的            
(5星)	 展堂 你揍是神话            
(5星)	 哈哈，太喜欢了！里面每一个人都好会演啊，真豁得出去，不过也正因为如此，才带给观众那么多欢乐。            
(4星)	 唯一一部看过无数遍都不闲无聊的剧,电视台功不可没.            
(4星)	 当时看的一集可以笑个半饱~            
(5星)	 纪念我的青春岁月            
(5星)	 人生的经典。            
(5星)	 只要电视台播我就会看o(╯□╰)o            
(5星)	 这辈子就指着这喜剧活了，看一次笑一次            
(5星)	 一段无与伦比的欢乐时光            
(5星)	 怀念啊            
(5星)	 最近闲的无聊看CCTV午夜场的武林外传  烂熟于心的剧情发现又和高一的时候看的不一样了很多。            
(5星)	 一直很纳闷，包括我自己在内，为什么这么多人是一开始对50是抱着不屑甚至厌恶的态度，而之后却狂热地爱上它的呢？这在很多其他的火爆剧集貌似很少见。            
(5星)	 我的 最爱            
(5星)	 今年也会温习一遍~            
(5星)	 太经典了。那时候还在上初中，中午闲着没事把教室的电视插上电线全班看。多么好的回忆。现在还在回顾            
(5星)	 经典。            
(5星)	 我看过不下五遍            
(NA)	 好看！            
(5星)	 百看不厌啊。。。            
(5星)	 我的笑点就是这样了~            
(NA)	 挺有意思的哟            
(5星)	 朗里格朗~爱爱爱爱呀~            
(5星)	 真棒！            
(5星)	 我承认我俗气，所以我很爱这个片子            
(5星)	 这已经是国产电视剧很成功的一步了。有深度笑点足。真是美好的回忆~            
(5星)	 中国最喜欢的 情景喜剧            
(4星)	 十分喜爱            
(5星)	 这部戏让我对国产情景喜剧充满信心            
(5星)	 有才！            
(4星)	 诸多演员 获益良多            
(5星)	 中国一年出一部经典的电视剧，这是当年风靡的。            
(5星)	 就是喜欢搞笑欢乐剧！            
(5星)	 我初中的回憶啊！！！“我看好你哦！”            
(5星)	 还记得当年啊，可惜时光不复当年。            
(NA)	 和电视剧一样经典搞笑 最有意思的是唱传奇那段 画面变成卡拉OK了             
(5星)	 國產情景劇的頂峰            
(5星)	 掌柜的，老白，大嘴，无双，小郭，还有秀才XD            
(5星)	 谁说喜剧和智慧不能共存。            
(5星)	 这个...嘿嘿            
(NA)	 看这电视  不累            
(5星)	None
(4星)	 国产sitcom巅峰之作            
(5星)	 好            
(4星)	 经典            
(5星)	 经典啊！            
(5星)	 经典~            
(5星)	 我对这部的喜爱连周围人都知道，常常佟湘玉上身。            
(4星)	 当时很喜欢 = =            
(4星)	None
(5星)	 排~山~倒~海~              
(5星)	None
(4星)	 童年。            
(5星)	 中国的爱情就是那样的暧昧，没有西方的赤裸裸，其实我现在一直认为西方人是畜生？吃饭不用筷子，还吃生肉？做爱跟畜生一样，这样的爱有人喜欢！！我们的导师就是这样的人，但是是一种畜生的东西            
(4星)	 以前假期经常看            
(NA)	 我始终找不到有比武林外传还好看的电视剧。            
(5星)	 国产室内喜剧的神作啊！！！尼玛太可乐了有木有！！！            
(5星)	 我爱这种类型的剧            
(5星)	 国产情景喜剧的精品啊            
(3星)	 一段段心得的高兴            
(5星)	 至今仍是我最爱的国产电视剧。太有喜感了~            
(5星)	 那时非常轻松的情景喜剧。            
(NA)	 不喜欢这样的情景剧。 三星。            
(5星)	 经典没话说            
(3星)	 其实没怎么看懂            
(5星)	 原来看我过这么多电视剧——很经典啊~~            
(5星)	 太tm搞笑了            
(5星)	 小小客栈藏龙卧虎！            
(5星)	 有些小瑕疵，但是现在的电视剧市场还有这种佳作么            
(5星)	 看豆列 突然就看见了 葵花点穴手 逗啊             
(5星)	 中国情景喜剧的经典啊！！！！！！！！            
(4星)	 简短的故事，一场闹剧，简单的道理。。            
(5星)	 无敌顶~            
(5星)	 我爱秀才.掌柜和郭芙蓉            
(5星)	 我竟然很喜欢。。。            
(5星)	 有福同享有难同当            
(5星)	 我就敢这么说：每句台词，每个情节我都知道，看过N遍啊！！！！！！！！            
(5星)	 ！            
(5星)	 我笑点很低很奇怪 所以很适合看，哈哈哈            
(4星)	 好玩好玩真好玩，这就够了            
(5星)	 因为看的不仔细觉得，没那么好笑……但是角色都很喜欢            
(4星)	 忒有味            
(5星)	 超好看的电视剧，力荐啊！            
(5星)	 夸张到世界观豁然开朗            
(5星)	 难道……真的没有后80集了么……T-T            
(5星)	 我爱死你们了！            
(4星)	 轻松喜剧图个乐呵            
(5星)	 我是看着这部电视剧长大的。            
(5星)	 高中时期的最爱剧集。            
(5星)	 中国情景喜剧的里程碑。            
(5星)	 我笑了。            
(5星)	 别说我怂            
(5星)	 哈哈哈哈！            
(5星)	 整个高三 我和我同桌讲话都是佟掌柜那个鬼样子！            
(4星)	 照顾好我的七舅姥爷！            
(5星)	 所有的人物，所有的台词，甚至仅有的几个场景，几个龙套，都让人倍感亲切。            
(NA)	 没办法我爱情景喜剧            
(5星)	 经典不解释 可惜一直没时间看全            
(5星)	 看了无数遍            
(5星)	 非常好的一部古装现代剧~            
