http://movie.douban.com/subject/1876781/	越狱  第二季 Prison Break Season 2
(5星)	 第二边看，还是觉得不错~            
(4星)	 也还是很紧张的剧情但编剧没有第一季那么心思缜密。            
(NA)	 好看的不得了            
(4星)	 那个精神病比较好玩儿~            
(5星)	 好看爆了 wentworth帅爆了            
(3星)	 不如第一季            
(4星)	 第二季发生了好多事，后来想想，又觉得其实没啥事，就在一个监狱和另一个监狱的过渡，有些乱，但不错看。尤其对我这个落伍的人来说……            
(5星)	 我爱micheal            
(3星)	 相比第一季 比较没有那么吸引人            
(4星)	 2007            
(5星)	 Miller 明顯戲份少了。但還是不錯～             
(4星)	 情节都快忘了            
(5星)	 个人认为第二季最好看。在监狱里没啥大意思，外面的世界更精彩啊= =……            
(NA)	 第二三季都没有怎么认真看。第一季特好看，第四季为的是有个完结。            
(5星)	 第二部最经典            
(NA)	 没有第一季好看            
(3星)	 勉强看完……            
(5星)	 冲着米勒看的啊~~~那一阵看疯了我~~~            
(4星)	 好看！            
(4星)	 开始乱了            
(2星)	  完全没有看第一部的那种感觉...            
(3星)	 没有第一季精彩诶            
(1星)	 这是个渣            
(5星)	 整个系列用一个词来形容：虎头蛇尾            
(5星)	 我爱米勒❤            
(4星)	 在S02E22的最后 Scofield和Mahone在sona监狱的前面的相遇真的很戏剧=。。=            
(4星)	 每次TB出场就一身鸡皮 狱头出场就止不住地恶心 期待他被爆菊 sona好诡异 等有兴趣再看下一季吧            
(3星)	 都不在监狱了，这一季比较水            
(4星)	 有时间的人，还是值得看这个片子。比看一堆爆米花电影强。看这个片子，给我触动最深的，不是什么天才越狱，什么惊天动地，而是，美国人的文明意识和法制观念，相比之下，天朝真是个地狱。            
(3星)	 不如一那么刺激 许多地方也感到生硬···            
(4星)	 无法超越第一季            
(2星)	 有点无聊了            
(5星)	 逃亡的日子有趣多了，但是感觉得不到自己想要的生活，保护不了想保护的人，这样逃亡下去会心死会崩溃吧~            
(2星)	 你让我还有何种动力继续看下去            
(5星)	 不错            
(5星)	 八国混血的他，毕业于普林斯顿，然而他未去华尔街，而是独闯好莱坞。10年的默默无闻，12份工作，488次试镜失败...他却不曾放弃，只为心中热爱。所有坚持只为这一刻---《越狱》使他家喻户晓...温特沃斯·米勒，普通人的奋斗楷模，雪佛兰品牌内涵的代言人...他告诉我们，在奋斗路上，我们也能成为明星。            
(4星)	 仁者无敌。            
(4星)	 还是一如既往的纠结的剧情，还是不断地逃命，不断地有新的状况发生。            
(5星)	 从这部开始追啊追。。。            
(4星)	 至今還拖著後面兩季木有看            
(5星)	 确切都是说马洪才是这一季的主角。            
(5星)	 超级喜欢@！            
(4星)	 很精彩很精彩~            
(4星)	 其实还是挺不错的，怎么评价这么差呢。            
(5星)	 喜欢，越狱系列是我接触的第一部美剧啊！            
(NA)	 还好            
(3星)	 虽然打着越狱的签，可是他们是以美国为监狱吧。            
(NA)	 要有集体意识嘛~            
(5星)	 很经典。第二季的结尾留下的悬念感到有些生硬，直接结束了就好了。            
(5星)	 这个系列我最爱这一季            
(5星)	 信仰是可以随时动摇的…            
(5星)	 喜欢Mahone            
(5星)	 比第一季好看多了，精彩！            
(NA)	 赞            
(5星)	 不要相信探员！            
(NA)	 越看越觉得遭罪。            
(4星)	 有点冗长。            
(4星)	 情节紧张不减，最爱Micheal！            
(4星)	 动作肥皂剧            
(5星)	 剧情！            
(4星)	 第二季差一点。            
(NA)	 聯繫了同舅父之間的親情            
(4星)	 也是大一在手机上看的            
(NA)	 看的阿语版……            
(5星)	 感觉这是最出彩的一季了。。。            
(NA)	 第二季血腥了点            
(3星)	 第二部跟第一部比起来明显狗血多了            
(5星)	 米勒很帅            
(4星)	 没第一季精彩            
(4星)	 逃出去抓回来，再逃出去，再抓回来，有意思么？！            
(5星)	 吸引力巨巨大            
(NA)	 逻辑上不如第一部，但是总体还是不错的  pual扮相我喜欢            
(3星)	 比第一季好看些 精神病人真是让人心酸            
(4星)	 这一季还是很精彩的。比上一季让我有小心心缓冲的时间。            
(5星)	 我一直觉得第二季很不错。            
(5星)	 虽然小温说不太喜欢狱外戏，但我觉得这季还是很有分量的，许多人物在这一季中形象变得饱满而鲜明，故事也逐渐完整。            
(3星)	 ~            
(4星)	 嘿嘿 我就稀饭这种啦            
(NA)	 不想看第3季了。            
(5星)	 么么么·            
(5星)	 觉得比第一季好看。推荐看到第二季就不要往后看了- - 和FBI探员斗智斗勇有意思。另外发现保罗也是帅哥+勇者一枚。            
(3星)	 一落千丈啊            
(NA)	 相当精彩            
(2星)	 没有第一季好看，出来就没意思了，跟别的电影什么的差不多了            
(5星)	 就是好，没说的            
(4星)	 看个乐和            
(5星)	 没第一季好看            
(5星)	 在这一季里爱上了Paul Kellerman。记得那时爱你爱得做了广播台的专题节目。是我最得意的作品。            
(3星)	 还行            
(4星)	 比第一季差，没有每周必追的期待感，而且这一季能叫越狱伐…            
(5星)	 美剧的启门教材            
(4星)	 啊呀…烦死了            
(4星)	 没第一季好看            
(4星)	 这一季也不错，我从第二季开始看的，然后看完倒回去看第一季。            
(5星)	 再见 诸神们             
(NA)	 凹呜。。。我真是心儿都被悬着了~其实我啊说不出那儿好哪儿不好~只是~期末了忍不住在看这个电视的感觉~~~~凹呜~~~~T-BAG真是吓死我了啊~~~~~~~~~            
(5星)	 第一季和第二季最好看            
(4星)	 跟第一季比差了些            
(4星)	 不眠不休 看完            
(NA)	 超棒            
(4星)	 快点结束吧………………………………            
(4星)	 第二季之后就不用怎么看了            
(NA)	 +            
(3星)	 男主女主你们能不能一次到位啊!比学中生哈纯情让我们情何以堪。。            
(4星)	 前一半到三分之二还行            
(5星)	 一部越狱成就多少花痴&gt;&lt;            
(4星)	 比1有看头。每个人都有难言之隐，都有对他而言至关重要的那个人            
(4星)	None
(5星)	 【收藏后写一条我说】！！！日！            
(4星)	 不如第一季            
(5星)	 小米啊            
(5星)	 最喜欢第二季啊~~            
(5星)	 我觉得比第一季好看呀~~！            
(4星)	 按凤凰卫视播的时间~~貌似看到这里，没看完暑假就过了~~于是要上课，所以没看完…………            
(4星)	 其实还差两集没追完~~~后面就更是断断续续了            
(4星)	 迈克小天使跟他的苦逼哥哥与一群老奸巨猾的狱友、公司、总统、FBI斗智斗勇的激情岁月。            
(5星)	 第二季还是可以有的            
(4星)	 you and me, it&#39;s real.~多动听的情话啊~            
(4星)	 一般偏上            
(5星)	 他有着比一般人更高的良知，更多的同情心，更深的责任感，他把所有人的债都分了点在自己肩上，他不是完人，他做了一切他能做的，可惜上天永远不眷顾他。            
(NA)	 就看到第二季  现在再想起来  似乎剧中人物我只记得T-bag~~            
(4星)	 好多反派最后和我们的主角成一路人了。。。            
(5星)	 环环相扣，精彩            
(4星)	 这一季我可以给四星~~但是啊，看完后scofield又进去了~我想让那女的进去，想看女子监狱，这样的安排就会很好玩儿啊~~~导演在想神马啊~            
(4星)	 逃出监狱后大家的逃跑过程　呵呵～            
