http://movie.douban.com/subject/4826770/	我的公主 마이 프린세스
(4星)	 宋承宪偶吧好帅好帅好帅好帅好帅好帅┭┮﹏┭┮            
(2星)	 好傻的故事啊......            
(4星)	 前几集还满好看的。。            
(3星)	 好吧，最后几集没坚持下来            
(3星)	 我是冲着金泰熙看的            
(NA)	 冲着宋承宪、金泰熙看的。             
(2星)	 额 弃吧            
(NA)	 无法判断……            
(4星)	 呵呵，完全是为了某人看的。            
(2星)	 剧情极狗血，浪费了金泰熙和宋承宪的颜！            
(5星)	 公主啊~太科幻了            
(3星)	 初看还行，看到后面觉得真的很差劲，特别是女主，太做作了，矫情。。。            
(4星)	 完全是看宋承宪 金泰熙....剧情忽略            
(5星)	 宋承宪太帅了 金泰熙太美了            
(3星)	 、            
(3星)	 俊男美女哇，不用关注剧情，就当看连动的照片美图好了。            
(2星)	 虎头蛇尾   失望            
(5星)	 宋承宪实在太帅了，跟金泰熙很搭啊！            
(3星)	 完全为了金泰熙去看的，剧情一般，就宋哥哥的身材能看看。            
(5星)	 养眼的荧幕情侣不容错过，后半有些拖沓，宋大哥稍有些做作。背景音乐非常喜欢。            
(3星)	 宋承宪的窘眉在当完兵之后终于修好了！金泰熙太不像个大学生了嘿            
(4星)	 够养眼~~            
(3星)	 完全是公主和王子的故事。颜都无敌，赏心悦目。            
(3星)	 没看完，前面还好，后面真是一个乱            
(NA)	 我的宋公！！帅四个人咧            
(5星)	 一个看了之后才知道真的有比金朱元还帅的，典型的公主王子啊            
(3星)	 宋承宪太梦幻了~            
(4星)	 在蓝色生死恋里见识了宋同学的深情，在我的公主中见识了宋同学的温情，怎么都很帅，怎么都很有爱。            
(3星)	 看了一半看不下去了            
(5星)	 喜欢宋承宪很多年啊~还是这么帅！这部剧不要剧情光看主角就够了···因为这部剧几百年没看韩剧又开始追了OTL            
(4星)	 经典的灰姑娘故事            
(2星)	 刚开始看看还不错，后来实在是看不下去~~那个剧情是什么啊！！！白眼~~浪费宋承宪了。            
(5星)	 帅哥美女很养眼欧。节奏也算蛮快            
(NA)	 韩剧经典套路。。。            
(3星)	 两星半给宋承宪，半颗星给服装造型。这片子一棒把我打出宋承宪花痴脑残粉的原型……那叫一个回放回放再回放，截屏截屏再截屏啊……嗯嗯，我就是一个花痴脑残粉，握拳＋用力点头。以上。            
(4星)	 金泰熙~宋承宪，肌肉男~请忽略故事。            
(5星)	 帅哥美女哪能不力荐            
(4星)	 帅哥靓妹的组合就很养眼，不会差到哪儿!            
(NA)	 没追玩 吐            
(5星)	None
(NA)	 金童玉女的组合，超级养眼！撇开剧情不说，还是很不错！            
(3星)	 女主男主很有爱            
(NA)	 养眼...不论是人还是服装            
(3星)	 “你在我身边的时候最闪亮”动人的情话~~            
(4星)	 我超爱的宋承宪和金泰熙,宋怎么就怎么都不显老啊~            
(3星)	 也是冲着女主去的，想想那段时间有点小不开心的，还好这剧带来了无限欢乐啊，犹如春风拂面，万里花开啊。。            
(1星)	 一个字，烂。            
(NA)	 放弃，就是为了养眼            
(4星)	 就是因为宋承宪太帅了呀O(∩_∩)O哈哈~            
(4星)	 看韩剧评论男女主角就够了，宋承宪帅了，金泰熙一如既往的美丽啊            
(4星)	 金泰熙美屎了，我偶吧眼光就是高，好喜欢她在里面的打扮，宋gg越老越有味道，温油屎了，流口水ing。。。在帅哥美女面前剧情都是浮云。。。            
(2星)	 难看。。            
(4星)	 男女主角非常吸引我，剧情很一般，不过养眼好了            
(4星)	 一开始只为了金泰熙。后来发现宋承宪也是一大看点~~他终于不再像蓝色生死恋那么衰了！！！            
(2星)	 就是不喜欢宋承宪，压根不觉的帅阿。剧情也俗烂。            
(4星)	 金泰熙很漂亮~            
(2星)	 俗死了。枉男主那么帅女主那么靓。            
(4星)	 俊男美女+搞笑剧情+好的结局，剧情安排算不拖沓的了。作为放松心情的电视剧还不错。            
(3星)	 还好，就那样啦啦啦，            
(4星)	 OST不错   此外  砍            
(3星)	 看到后面不停的快进   真是为了看宋承宪哥哥   好稀饭他啊            
(5星)	 其实故事情节很老套···但是男女主角大爱啊            
(NA)	 帅哥加美女 剧情什么样无所谓的  我就是冲着人去的            
(5星)	 难得制作精良的一部韩剧，很精致！            
(4星)	 女猪真可爱男猪可帅            
(1星)	 毫无逻辑，编剧可以下岗了。            
(3星)	 纯粹是冲着宋承宪及金泰熙看的，情节一般，就是韩剧一般的老套故事情节            
(3星)	 完全是冲着卡司去的，结果剧情还有待考量。。。            
(4星)	 不用动脑筋的韩剧            
(3星)	 可惜了演员阵容            
(3星)	 宋大叔你可以再帅一点。睫毛再长一点。声音再温柔一点。眼神再深邃一点。笑容再迷人一点。。。看两个30多岁的老人耍浪漫还是挺有喜感的。就是编剧太瞎。浪费了好演员。。。            
(4星)	 泰熙还是那么漂亮            
(5星)	 宋承宪太帅了            
(NA)	 也就能看个宋承宪 剧情实在是看不下去 结果中途放弃            
(4星)	 我总是那么地后知后觉, 偶然看到的这部戏于是彻底喜欢宋承宪, 到这个时候的,他到最完美的状态!            
(3星)	 好好的宋承宪被毁了            
(3星)	 女主、衣服美            
(4星)	 假戏真做有爱啊~~! 可是不喜欢泰熙在里面演很笨的角色,还是喜欢知性形象~            
(4星)	 很轻松的剧            
(5星)	 心中满溢着暖暖的幸福感、            
(4星)	 俊男美女搭配 还不错            
(3星)	 男女猪脚的颜可以秒杀任何，一人值2星，但是4星就太过分了，毕竟NC剧情不可饶恕，权衡下就3星。            
(4星)	 看的时候好开心好开心，对宋承宪完全改观了~金泰熙也终于俘获我了~好可爱好可爱~            
(3星)	 第一次追韩剧，但是后悔了            
(2星)	 演员有点装嫩的嫌疑 剧情老套。。。            
(3星)	 弃之            
(3星)	 不费脑子，比较养眼，还行～            
(3星)	 看不下去 看不下去            
(3星)	 一般吧，后面没前面好看。            
(4星)	 就为了男女主角！            
(3星)	 前几集还行吧。。再看下去就没意思了。。。。终于知道宋承宪是谁了。。。。。。。。。感受很深的几点1.韩剧女主角洗脸是真洗啊！妆花了也不怕啊！不像大陆片里面用毛巾碰碰脸的。。。2.女主角穿这么高的细高跟就像穿了运动鞋一样的四处奔跑啊！！！那高跟鞋的质量真好。。。。 3.男猪应该是带了假睫毛            
(4星)	 是太久没看韩剧了吧 。其实每个女生心里都有部纯爱韩剧 。            
(4星)	 宋先生是姐喜欢的类型哩            
(3星)	 就看了几集。            
(3星)	 浪费了帅哥美女。            
(3星)	 Cute~            
(NA)	 最难看的韩剧 没有之一            
(3星)	 男女主角阵容强大~演技也很棒，只是剧本太拖沓了.....看得人郁闷.，到后来都看不下去了...            
(3星)	 净化眼球情侣            
(4星)	 喜欢金泰熙~            
(3星)	 看到第5集 弃之- - 鸡肋的韩剧 棒子军们和小鬼子们--            
(4星)	 纯粹是为了凯子给的分。            
(5星)	 没见过俩人那么轻松搞笑的角色，泰熙姐姐确实老啦            
(2星)	 金泰熙再好看也没用。。            
(3星)	 这部剧偶尔才会有个小亮点，有点平淡无奇的感觉.....本来只想打2颗星的，看在男女主角的面子上，再加了一颗星~            
(5星)	 三天看完了《我的公主》，真的很喜欢。这是一部轻松；洋溢着温馨；甜蜜；幸福的剧。看的过程中也享受着这些感觉，看了让人心里好舒服，很幸福。超级喜欢宋承宪和金泰熙的情侣档。            
(4星)	 ... 好帅            
(3星)	 完全没剧情啊，靠宋大叔和金泰熙撑满全场，到最后问题还是没解决。。。。            
(3星)	 宋承宪那双眼睛……迷死人了            
(2星)	 看过就没印象了。。。。            
(3星)	 女主的烤瓷牙            
(4星)	 金泰熙越来越有爱了。            
(2星)	 编剧太shi了~            
(3星)	 花痴系列之一            
(2星)	 浪费时间呐~~            
(4星)	 剧情小俗套，奔着宋承宪才看得            
(3星)	 看了两集！！            
(NA)	 么撒意思            
(3星)	 其实我就是为了看宋承宪...            
(3星)	 这个暑假在韩剧中度过。。。            
(2星)	 为了看看老去的俊希。。。。            
(3星)	 因为男女主角都很好看在韩国的时候追着看来着，后来因为回国不看了            
(3星)	 还不错，有点搞笑有点可爱，不过最后两集没什么意思了。            
(4星)	 最近刚刚看完~很喜欢~不过我觉得所有韩剧的通病，就是后半部分开始冗长拖拉以及剧情没必要的复杂……            
(3星)	 主角养眼没的说，但是女主的哭声真是听得人头大。剧情么...= =b 光看脸好了            
(4星)	 冲男女主来的~~            
(5星)	 两大主角已经够养眼，觉得两人好配哈哈哈。。。对剧里的公主装很有爱哦            
(2星)	 很狗血的一部韩剧，除了帅男靓女，没啥看的            
(3星)	 除了男主。。其他真没什么看头=。=            
(3星)	 若不是因为这两人……才不会再看这种题材的片儿……            
(5星)	 冲着宋承宪才看的，实话讲，真不喜欢韩国人扯君主制            
