http://movie.douban.com/subject/1304397/	欲望都市  第一季 Sex and the City Season 1
(5星)	 女人，拿什么拯救自己的爱情和人生            
(5星)	 很棒的片子            
(NA)	 练英文吧            
(2星)	 误导女性，增加嫉妒，增加欲望            
(5星)	 最爱的美剧，重温依然吸引            
(4星)	 正在看，有点黄            
(5星)	 每个女人都看，男人也看。。。            
(3星)	 SEX多了，就恶心了。            
(4星)	 America 1998            
(NA)	 about Sex, more about love            
(4星)	 到后面越来越不喜欢carrie...            
(5星)	 good~            
(NA)	 for women            
(NA)	 看一阵子，嫌弃一阵子，再看一阵子            
(NA)	 几年前一个朋友介绍来看，说我该补课。哇，真的是大开眼界了...其实，据认识的美国女人谈起来，不是所有的美国女人都过那种生活，都持那种态度的。这个片子，在欧洲风行了好一段时间...自己身处曼城的时候，发觉当初见到的是另一个城市...  a bit crazy, but a bit understandable...            
(NA)	 classical......            
(4星)	 到后面越来越淫荡            
(5星)	 永远重温，永远热泪盈眶。            
(4星)	 interesting            
(3星)	 虽然也是很经典的美剧，但是看了几集之后发现不对我的胃口。还是喜欢我们家friends！^_^            
(4星)	 像samantha一样生活和思考才是人生快乐之道。想不通的人活该红尘颠倒。            
(5星)	 我是Miranda。            
(NA)	 羡慕她们的生活            
(5星)	 推荐女性朋友看            
(NA)	 大一那年看了第一季和第六季.现在再看,却是另外一番感受.女人的独立,女人的爱,女人的性,女人的美丽,女人的坚强~~四个女人,四个好朋友,喜欢看她们的漂亮时尚,喜欢她们的快乐烦恼.以后的自己,也要活的这样吧,不要想依靠任何一个男人过生活,却把生活因为他而过的更美好.            
(5星)	 Real Life            
(NA)	 我最喜欢的美剧了...            
(NA)	 最有趣的段子就是跟女友聚会的时候一起喝那四个女人碰在一起就喝的Manhanten，真难喝啊            
(5星)	 看不厌的电视剧            
(5星)	 my favourite．．一辈子的最爱            
(5星)	 最爱啊..  carrie, miranda, samantha ,charlot,            
(NA)	 给了我不一样的世界            
(NA)	 关于人性和性            
(4星)	 不錯的，她有話想說            
(5星)	 四个老女人的故事            
(NA)	 哈哈~Sex and the City            
(5星)	 of cos看过            
(3星)	 本人太单纯，果真不适合看这种太多sex的镜头            
(5星)	 成熟的都市女性生活，她们探讨的很多问题都令人深思，主角的自言自语很多都是非常经典的话            
(5星)	 一看再看。            
(NA)	 Sex and the City            
(3星)	 美国文化一个很重要的部分,但对与我们还是有些`````~~~~~~~            
(4星)	 it is a series of great soap opera. it changed some of my values towards life , sex ... everybody should enjoy it,and not ashamed of enjoying it . however , it seems rebellious in China. pity.            
(5星)	 没看过的人一定要看看过的就无需看第二遍启蒙而已            
(5星)	 莎拉·洁西卡·帕克            
(NA)	 很喜欢，里面的女性很独立，很自信，真喜欢            
(5星)	 无论怎样 她们之间的友谊始终如一            
(4星)	 Mr big            
(4星)	 独立女性必看            
(5星)	 是女人一定要看            
(3星)	 离中国的现实太远了，没什么感觉，不知道为什么受推崇            
(4星)	 太喜欢了,看了3,4遍呢            
(5星)	 Carry的感性，Samensa的肆无忌惮，Shellote的开放中的矜持，Marranda的知性，她们对爱的坦诚，对朋友的关心，都让人幸福得流泪！            
(5星)	 很有情趣的片子,有时喜剧有时伤感,剧中的四个女主角都把各自的角色拿捏的很到位...不过少儿不宜.            
(NA)	 070307            
(NA)	 忠于自己的感觉和心  这样才会开心 可现实又很重要 所以 我们都是贪心的都市女子            
(5星)	 最鐘意同MooD講SATC既劇情            
(5星)	 语音很好~~~            
(5星)	 the greatest!!!!            
(NA)	 可以看很多遍            
(5星)	 把各种各样relationship讨论得一个不留的一部剧。与欲望无关，与人文关怀有关……曾经是迷恋进去了呵呵。回过头来看，还是很推荐。            
(NA)	 其实真得很无聊            
(5星)	 好看             
(5星)	 因为越狱开始迷恋看美剧。这一部完全不同与越狱或者迷失，女生一定要看的片子，即使你没办法接受里面的性观念也好，但是其对男人女人的关系分析得真是太！好！了！            
(3星)	 呵呵，看看罢了            
(4星)	 欢呼，女性主义的全面胜利            
(3星)	 衣服PP            
(NA)	 很有趣有指导意义的电视剧            
(2星)	 只看了Season1ep1,season2ep1            
(5星)	 超级喜欢Mr Big            
(NA)	 为结局而感动            
(5星)	 想再看一遍            
(5星)	 受益不少。我说过一句：Friends makes me laugh, SATC makes me think.            
(5星)	 女人都应该看一下            
(4星)	 友谊是重点..            
(5星)	 女性            
(4星)	 预计2007            
(5星)	 最爱            
(4星)	 2006             
(NA)	 一直没看全            
(5星)	 最喜欢~~~~~~            
(4星)	 搞个没完            
(4星)	 喜欢Samantha.            
(NA)	 拍得很真实的片,现代女性的代表            
(4星)	 没事看看女人聚会。            
(5星)	 06.11的最后几日看完了第六季，算是我看过的最多的美剧。            
(NA)	 a good way to understand clearly the word &#34;relationship&#34;            
(5星)	 沒時間看完...            
(4星)	 我爸爸觉得还可以。            
(4星)	 现代单身女人的生活            
(5星)	 喜欢carrie的曼哈顿口音 为她的品味折服  再加上些极赞的台词 我的虚荣被其俘虏            
(5星)	 改变一些理念的剧集            
(NA)	 欲望都市            
(NA)	 衣服            
(4星)	 自从sarah jessica parker上升为executive producer之后，整部片的编剧就一个XX。但samanther最后一季的表现实在令人叹为观止。            
(NA)	 四个女人一台戏。性生活的开放程度令人乍舌，还是我们的纯洁令人乍舌？            
(5星)	 we should clear our brain,.            
(NA)	 NEW YORK的生活，4个女人，友情，爱情，工作，对待周围一切的态度，生活还是向前的。            
(5星)	 女人男人那些事            
(3星)	 有些深刻的旁白，可我迷惑了美国人的生活真是这样的吗……            
(4星)	 中产阶级的女人            
(4星)	 喜欢.            
(4星)	 它只适合少数人!            
(NA)	 其实每个人都不错            
(4星)	 有碟1-7季            
(5星)	 &#34;Single and fabulous&#34;, question mark or exclamation point?            
(NA)	 新世纪女性行动指南？            
(3星)	 只看了第一季 不太合胃口            
(4星)	 《好想好想谈恋爱》的原版            
(NA)	 Sex and the City            
(5星)	 曼哈顿的极品女人!            
(5星)	 是个人必看电视剧            
(4星)	 More fashion guide than relationship guide.            
(5星)	 真实的，活着            
(5星)	 很喜欢的，也许是自己也像carrie一样恋鞋吧，当然，等有钱的……            
(NA)	 not only about sex...            
(5星)	 gorgeous samantha            
(4星)	 看到后头怎么没有感觉了呢？            
(NA)	 没法用言语表示的……喜爱            
(NA)	 未婚女人们的经典！            
(4星)	 that&#39;s New York            
(NA)	 非常非常喜欢，希望耐心看完第一季，之后你就会无法停下。            
(5星)	 3            
(3星)	 6 season Ended            
(4星)	 只看了第一季            
(5星)	 美剧又一经典 是女人的都该去看吧            
(NA)	 i&#39;m lovin it&#39;&#39;&#39;            
(4星)	 我最喜欢的美剧            
(4星)	 前面很好 后面几季不耐烦看了 主要是因为看Mr.Big不顺眼            
(4星)	 没完整的看~不过题材很好呀~            
(5星)	 妙语迭出，一针见血            
(NA)	 这么多人追捧的剧集，我居然还没看过；一看就喜欢~果然经典            
(5星)	 生活可以很自由，在孤独中享受乐趣，不论如何逍遥，总会有个归宿。            
(5星)	 女人可以没有男朋友，但是却是不可以没有女朋友。            
(3星)	 在试图了解女人的愿望落空后，我更加坚信了：女人不是用来懂的，使用来宠的。            
