http://movie.douban.com/subject/4202127/	读心神探 讀心神探
(NA)	 林保怡真像中蓝烤冷面大叔……= =            
(4星)	 后面他老爸出来就不好看了            
(5星)	 TVB版LIE TO ME 不過BOSCO真的好帥...            
(3星)	 整个就在说读心啊读心，完全靠捕捉别人的表情，看别人有没有撒谎来破案。没有证据出来一个案子就结束了- -            
(4星)	 看了一集，有点lie to me的味道//看完了，这次的感觉是lie to me+TVB综合体，TVB的案子加上微表情的破案方式，不喜欢最后一个精神分裂的故事，看太多烂了，不过前几个都挺能接受的，特别是汤盈盈那个江湖术士的，把美剧和TVB结合的太好了。林保怡X大块田，黄宗泽X陈茵薇有爱。            
(3星)	 lie to me ver.hk            
(4星)	 还不错，喜欢这个类型的剧。这方面tvb还是无法超越的。只可惜粤语版有点字幕跟不上。看起来有点吃力。。后期转头看国语了。            
(4星)	 几个下午的江苏卫视...            
(4星)	 还行。。。。            
(4星)	 微表情，好厉害            
(4星)	 都是我喜欢的演员啊 田蕊妮 黄宗泽 林保怡             
(1星)	None
(4星)	 保怡哥哥和黄宗泽是我大爱啊~~~            
(3星)	 其实我还是比较喜欢Lie to me。            
(3星)	 断断续续三天看完了，题材比较扯，不过也还好。。勉强3颗星吧            
(3星)	 一开始就像lie to me，但是细细看下去还是很不错的，情节紧扣，虽然有的地方不符合常理，但是寒假消遣一下也无可厚非～港剧的演技很不错            
(4星)	 保怡先森。            
(5星)	 很好看的一部剧，故事很曲折，可惜结尾太过仓促，不过瘾啊。            
(NA)	 HERO推荐的            
(5星)	 黄宗泽！            
(4星)	 我有一个问题，这个读心神探 和电视里面放的不一样哩。像是原班人马，林演的不是姚学琛么，其父是一个老千么...            
(3星)	 情节一般般            
(4星)	 学粤语，片子很假。            
(3星)	 除了林保怡和黃宗澤像是在演戲以外 其他的都是來打醬油 還有那個阿希和寶盈 純粹倆2逼!!還如假包換!!賣2無下限啊!!~            
(5星)	 心理学破案的经典香港电视剧 我给五星！            
(3星)	 杜夫人好适合演刑警！黄宗泽的眼袋好靓！林保怡还是鉴证实录好啦！            
(4星)	 剧情略拖沓 林保怡着实不错~微表情你学不会啊~            
(NA)	 行为心理学吗            
(3星)	 我看过的感情戏最少的tvb剧。虽然抄袭lie to me,但是演员的演技和阵容真的不错，这年头能让我从头看到尾，还不弃剧的电视剧已经很少了。不如也和《怒火街头》一样，出个第二部吧。            
(5星)	 不错的嘛。            
(2星)	 两个字：烂片。。。            
(3星)	 前几集还挺吸引 后面就不怎么了 虽然很像lie to me 但是说中文还是不一样呀            
(3星)	 一般般的TVB，多少还有点假            
(4星)	 有一种推动着自己往前看的力量。剧情还是很不错的，从另外的角度来进行破案。通过微表情微动作等。不同于以前的法证系列刑侦系列等，可能看过田蕊妮的剧集少了点，这部剧里的她演得感觉很好。            
(3星)	 hongkong lie to me            
(3星)	 最近每天就宅在家里看卫视播出的各种港剧，连网都懒得上，任何剧集都看得津津有味，Orz……            
(4星)	 还是很有港剧的味道的，剧情确实有点弱，相对L2M也那啥了一点，但是老妈很喜欢啊，就OK了。            
(NA)	 电视上放就看完了…            
(3星)	 陈展鹏先生在里面演的精神分裂的那个角色满出采的            
(3星)	 跟lie to me比不了啊            
(3星)	 跟夏洛克的共同点是 都有提到mind palace            
(3星)	 台词让人抓狂，全部星星给林保怡~            
(3星)	 在姥爷家无聊看电视，居然看完了……整个一lie to me的感觉，还有TVB典型的大团圆结局。黄宗泽不错呀~            
(3星)	 林保怡演技派啧啧~            
(NA)	 个人觉得还是美剧《别对我说谎》剧情好些。。            
(NA)	None
(4星)	 CP很有萌点，其余无视            
(3星)	 反正就是看起来了……剧情太松散几度脱节……而且还有更大的发挥余地嘛……不过该搞笑的时候狠搞笑就对了！最后那案子明明不用那么大费周章啊！还有琛sir名词解释环节终于结束了！！！            
(NA)	 from 安徽            
(3星)	 乔说是老年人剧  我觉得就是美剧的翻版啊~            
(3星)	 男女真是不公平，十年前看鉴证实录，林保怡就是这副半老模样，如今当年跟他搭戏的女猪脚都老得没法看了，他还是一副半老模样。黑眼圈黄宗泽还是有点帅。            
(NA)	 最后一集尤其狗血- ..-不过也算一段好的时间，看他的时候，不知道以后是否找得回。            
(4星)	 黄宗泽果然不错~            
(3星)	 黄宗泽很帅！国语配音依旧难听！            
(3星)	 要多假有多假，需要向Lie to me好好学习学习。。            
(3星)	 有史以来看过的第三部TVB剧            
(3星)	 卡多纷推荐，手贱点了下面的评论，豆瓣已经被美剧爱好者占领了            
(3星)	 编剧还不错，虽说港版lie to me。。。            
(2星)	 一看我就笑~！呵呵呵呵呵            
(3星)	 还是喜欢lie to me            
(4星)	 看的时候很过瘾，看完回想一下又觉得整部表现得中规中矩吧，典型港剧，最后一个人格分裂的案子总觉得还不够饱满            
(4星)	 抄袭LIE TO ME  所以之前一直不想看，最近很好奇就翻出来看看，其实也还可以啦，看了之后我也变得很习惯观察人的微表情。林保怡演戏很OK的。其实还是不错的片。            
(3星)	 哎，山寨版的，而且那几个三姑六婆真讨厌            
(NA)	None
(3星)	 没事看看不错滴，浅显心理学普及+些许搞笑            
(5星)	 喜欢黄宗泽那对~            
(4星)	 黄宗泽超帅的！            
(4星)	 大的框架很像lie to me，但还是很有本身的特色的，喜欢黄宗泽！打发时间图个开心咯！            
(5星)	 林保怡好帅的~~            
(4星)	 我是来看黄宗泽的。。。【嗷，林叔叔也是不错的。。。            
(3星)	 我都看得出来凶手额=。=            
(4星)	 可能是没看过原版的《Lie to me》吧，感觉还不错啊！TVB的风格也很明显~            
(3星)	 就差直接翻拍了……桥段都是旧的，但是林保怡是我的菜呀~            
(3星)	 港剧 LIE TO ME             
(3星)	 虽说有点抄袭lie to me，但是还是拍成TVB的风格也不必遭人唾弃，不是也在求新么            
(3星)	None
(NA)	  林保怡 TVB             
(1星)	 看不下去            
(3星)	 哎 反正都是copy。tvb的比芒果能看啦···至少演员还是可以入眼的            
(NA)	 我就喜欢破案的～            
(3星)	 边画画边听，还凑合哇，反正是模仿来的。黄宗泽越来越有型了。            
(3星)	 保怡叔+田蕊妮的演出，还是不错的~            
(4星)	 虽然很明显的借用了Lie to me的不少桥段，但是还是一个不错的片~            
(NA)	 ~~~我是看林保怡和黄宗泽去的，，虽然有点像lie to me ~~~但是当初谈情说案是是  神探伽利略的翻版我也看的好high啊感觉港片还是有自己的味道的            
(4星)	 还是有一定的心思在里面的，故事其中也夹杂着幽默的成分，结局也很不错 ^_^             
(5星)	 给你我的林保怡。❤            
(3星)	 tvb质量越来越不掂捏            
(5星)	 好看呢            
(3星)	 看了几集了，感觉有点牵强、有点刻意。。很多破案的手法都是“腿出卖了你。。”，搞笑，TVB的破案片还是“鉴证实录”最好了！！看完了，感觉有地方挺扯的。。总是拿这个和鉴证实录对比，感觉差很多。之前四星，看完了给三星了吧。            
(3星)	 林保怡和黄宗泽完全就是现代的苏东坡秦少游嘛嘤嘤嘤~~            
(3星)	 就黄宗泽帅。            
(4星)	 听到TVB经典台词，那，做人呢最重要就是开心，我眼泪都快下来了。            
(4星)	 虽然微表情那一套是抄袭美剧lie to me，但是平心而论还是演的很不错的。            
(NA)	 一言一行皆为心是外射、            
(3星)	 读心方面稍微有点做作，但是TVB好亲切啦            
(4星)	 港剧剧情发展好迅速            
(4星)	 我觉得还挺好看的            
(3星)	 读心多于查案            
(3星)	 最后一集好像凑数的阿……            
(4星)	 田蕊妮好像王菲            
(4星)	 好看，还是大爱林保怡            
(2星)	 黄宗泽的金链            
(1星)	 烂的一逼！打发时间都不想看！            
(4星)	 一口气看完了额，还可以。。。那个微表情的理论还蛮认同的。            
(3星)	 跟Lightman差远了。            
(3星)	 学lie to me啊。。。有点鸡肋，但是我喜欢大团圆结局            
(4星)	 没看过什么美剧，确实现在TVB在走下坡路，但是这部剧还挺吸引人的，以前港剧里老是什么从大陆来的啊，北姑啦，现在港人都去内地吸金了，都成了北姑的丈夫了，有意思。            
(3星)	 看过lie to me的都知道啦...            
(4星)	 微表情概念的传述是该片破案的主线~印象最深的是那个记忆宫殿的记忆法~和《谈判专家》什么的感觉差不多，港台剧都是一个路线~            
(4星)	 情节安排和细节处理上很多都欠考虑，不过、很欢乐啊~            
(3星)	 。。。。。。就当我在怀念林保怡吧  这剧。。。无法吐槽            
(2星)	 太烂了啊啊啊啊模仿lie to me就算了，对白和情节怎么能这么烂啊！            
(3星)	 结局很糟糕            
(3星)	 好山寨            
(3星)	 有点仿效lie to me. 用了一学期才解决掉。 - -            
(4星)	 ok lar            
(3星)	 好像山寨版《lie to me》，三星给了林保怡、田蕊妮、黄宗泽。            
(3星)	 没有传说中好看，夸大了读心术的作用，事儿都让他们干了，那法证先锋、O记啊神马的都干嘛？TVB警匪剧的老戏码一向是把某个部门的作用夸大。有人说是抄袭lie to me的剧情，我没看过无法评价，只是想问美剧里也有这种纠结到死的典型tvb家庭纷争戏咩？            
