http://movie.douban.com/subject/2983389/	寻秦记
(3星)	 从这开始莫名不喜欢古天乐……            
(5星)	 年轻时候的古天乐不管黑的还是白的都帅的掉渣！吴彦祖余文乐之流可以靠边站了，这真是360度全方位无死角，可惜了跟了李泽楷没名没分。。。            
(NA)	 重温一下，古天乐以前的作品还是很不错的            
(5星)	 电视台最近在放，很好很好            
(5星)	 看了寻秦记，其他穿越剧都弱爆了！            
(4星)	 现在还看得津津有味。。。            
(4星)	 年龄越大，越难接受新的电视剧。所以看来看去，都是那些重复的片子。最近温习了这部片子，想年轻就是好啊，这是妆容妆不出来的。            
(3星)	 没看完            
(4星)	 古天乐年轻的时候多少帅啊，林峰演嬴政也不错            
(4星)	 感情戏很复杂 很感人~            
(5星)	 看过太多遍了，算是不错的记忆。            
(4星)	 超逗，推荐            
(3星)	 至今没有看完整            
(4星)	 最早的穿越            
(5星)	 绝对的经典            
(5星)	 我爱古天乐我爱古天乐！            
(4星)	 01年拍出这样的剧实在有些牛逼啊。。。。《宫》啊什么的赶紧过来膜拜吧            
(4星)	 小说就是本黄书啊 电视剧改成这样不容易了            
(3星)	 最早的穿越剧？            
(4星)	 早期的穿越剧，很好看，题材新！            
(5星)	 最好穿越剧！            
(5星)	 好看，非常喜欢。            
(4星)	 穿越剧鼻祖~            
(5星)	 最经典好看的穿越剧！            
(4星)	 穿越古装剧中的经典！最喜欢的TVB剧中的其中一部！当年狂追这部戏啊！最喜欢的女子还是善柔！最喜欢的演员还是宣萱~            
(NA)	 穿越戏应该无出其右者吧            
(5星)	 《寻秦记》才是我看过的最早的穿越剧，也算TVB的一部经典作品。演员方面，除了一个黑不溜秋的公主，其他都不错，尤爱宣萱、江华、还有扮演龙阳君的盖鸣晖，哈哈            
(5星)	 芒果台又在放。            
(3星)	 27集。            
(5星)	 太好看了吧！            
(4星)	 说来很巧。。。是在面馆里看到的，看了觉得不错。。就一直看了。。            
(4星)	 好早以前看过了。现在芒果台在播，实在没别的可看只好看这个，还真是不错呢，对最后那个项羽印象深刻，哈哈哈。我发现，项少龙也是个超级赞的男人啊，哎呀怎么这样嘛，古天乐你老是演这种让人欲罢不能的男人。            
(NA)	 因为项少龙，嬴政成了秦始皇；因为项少龙，好不容易统一了的秦国没了。            
(5星)	 ...古_____________仔             
(5星)	 又是一部电视剧比原著好看的。山寨投壶夺乌廷芳、踢蹴鞠、在秦青宴会上大杀四方等一系列精彩片段构成了这部经典            
(4星)	 看过好多次的电视剧，喜欢古仔，喜欢萱萱~            
(4星)	 TVB质量比较好的了。。。4X 花了一天半看完~            
(5星)	 好搞笑~~            
(5星)	 中国最好的穿越剧了。。。            
(4星)	 大赞 古天乐            
(NA)	 看了一天多  眼睛痛死            
(4星)	 芒果在播 发现还挺好看的 原来女主是宣萱 还有林峰   后半段全变成言情剧   乌廷芳真是很讨厌啊  20110815-17            
(4星)	 我觉得那个时候的片子真是经典，打架实打实，不像现在动不动特技制作，而且片子虽然有点老，比不上现在的画面精美，但是别有味道，而且服装和曲子都很适合。尤其是宣萱，片头曲叼着一支玫瑰很赞。这是寻秦记对我印象最深的点。            
(5星)	 今日重温起来！            
(5星)	 林峰比古天乐黑！            
(4星)	   這部片子真的不錯啦，當年看得津津有味，古天樂演得很有型，林峰那時就差了點，好黑好嫩啊……   最後他的兒子項羽實在太坑爹了            
(5星)	 芒果台在重播，还是那么好看            
(4星)	 我的穿越启蒙剧            
(5星)	 经典            
(5星)	 古仔最帅的时期，江华也很帅，居然还有老版《三国演义》里的赵云——张山！！就是这个印度公主丑了点。            
(4星)	 回过头来发现怎么古天乐当时那么年轻？原来是自己老了T_T            
(3星)	 这片子改得比书纯良太多了- -！            
(NA)	 乐死个人哈啊啊            
(5星)	 穿越剧的经典~~~【矮油你有黑头哦】超搞笑啊            
(5星)	 少时的经典。            
(4星)	 芒果台在放看看。            
(4星)	 后来又臭又长。。            
(NA)	 古仔..            
(4星)	None
(4星)	 女主角不能看，大唐双龙传同理··            
(5星)	 看过几遍。古天乐的黄金时期。哎。对喜欢的句，真不知道要写点什么。反正，里面可以学到很多东西。为了这剧我还去看书了。大爱            
(4星)	 高中时一边写作业一边看完的            
(5星)	 吃饭拿着碗对着电视，这部经典看了三遍了············            
(4星)	 没有看过近年的穿越剧，但这部还是不错的。            
(5星)	 2001 年首播時我不在香港, 最近 TVB 重播, 正!!! ... ^ o ^            
(4星)	 接触的第一部穿越剧，相当之经典，当年的最爱。            
(3星)	 就当看书咯，小黑子还是挺帅的，最后的项羽把我雷到了～            
(5星)	 没的说，在这之前和之后的穿越都是浮云。            
(5星)	 虽然是迟到了这么多年才看 那是因为木有粤语版...但是还是很经典的            
(5星)	 就是纪嫣然长的太挫了，还你妈与琴清人格统一化了            
(3星)	 看过几集~            
(NA)	 最爱善柔~            
(3星)	 很烂的片，为什么那么多人说他经典。剧情真是乱七八糟。            
(NA)	 改编之后项少龙从大色魔变成了痴心汉。。。             
(5星)	 当然赞呐这部剧。想着宣萱和古这对银屏情侣，绝对我最爱啊。貌似是最早一部穿越剧？PS：未考实，只能说是我看的最早一部。            
(5星)	 超搞笑~~~ 无法超越的穿越剧~~~ 唉 不是有续集的吗？为什么不拍呢？？            
(5星)	 “原来秦始皇焚书坑儒是为了我！”            
(NA)	 10年前是2001年            
(4星)	 40集啊~我居然追完了~T.T            
(4星)	 善柔最为得我心            
(5星)	 很经典 细细个就好深印象……            
(4星)	 突然想窝在家里再看一遍。当年看这部剧的场景突然浮上心头。            
(NA)	 穿越剧鼻祖，不可超越            
(3星)	 虽然很喜欢，但是不得不说这戏除了善柔和秦始皇没什么很大的亮点。林峰那时候挺招人喜欢的，比起现在的他，我更喜欢那时候。嗯，反倒是当年很爱的古萱现在想起来没那么惊艳有亮点，诚实地说，宣萱那角色太二了，有时候我都不好意思看            
(4星)	 最蛋疼的是乌廷芳。            
(5星)	 就因为这个剧，才爱上林峰的。            
(5星)	 这个是跟爸爸第一次看的电视剧，很多好笑的场面啊！            
(3星)	 现在看来，男看寻秦女看流星，这寻秦确实没有当年的流星来的对胃口啊。            
(5星)	 好看，即使10年后的今天，依然好看            
(3星)	 也算穿越剧的前辈了            
(3星)	 个人认为古天乐演的最好的一部戏，难忘那时萱萱的青春炫丽！            
(4星)	 帅哥就是帅哥。。。            
(4星)	 不错            
(NA)	 超喜欢啊啊啊啊啊            
(5星)	 再次重温..还是如此好看..            
(NA)	 剧情有点儿扯，但是远的还不错，依然古仔~~            
(3星)	 好搞笑的样子～            
(5星)	 我也觉得是最具代表性的穿越剧~            
(4星)	 穿越剧始祖啊            
(NA)	 很早就看的。与小说不太相同啊。            
(5星)	 林峰这时候最帅了            
(NA)	 每年暑假的必修课            
(5星)	 穿越之经典..            
(4星)	 过了这么多年，还是很怀念这部连续剧。            
(4星)	 小说的开头是有点！            
(4星)	 好好好喜欢里面的赢政，林峰啊啊啊            
(NA)	 开始搞笑，后面颇为沉重，接触的第一部穿越剧，永远不可替代            
(3星)	 演员演得不错，情节虽然比原著差了许多，但取舍方面还是做得不错。            
(5星)	 除了对左拥右抱的结局不赞同，别的都不错，这部剧认识了林峰            
(3星)	 不是很喜欢这个调调...            
(4星)	 经典            
(4星)	 一直觉得过去港片的配乐都极佳，很能带动情绪            
(4星)	 快进看完的，情节有些拖拉，最喜欢的的两个女子：善柔和赵雅。赵雅成就大义的死，善柔剧终那温柔的一低头，是印象最深的两个场景。            
(3星)	 应该是我看的第一部穿越剧            
(5星)	 帅哥两枚。            
(5星)	 再次把寻秦记翻出来看，这才是穿越剧中的经典……            
(4星)	 搞笑。。。            
(5星)	 TVB穿越经典之作！！            
(3星)	 哪有穿越不回去的？一开始那段可以再雷人一点么.....话说林峰的嬴政还不错            
(4星)	 古天乐演的真帅。            
(5星)	 大爱 这个应该是穿越剧的鼻祖了吧            
(4星)	 除了不喜欢郭羡妮，其他的都喜欢。            
(4星)	 看的第一部穿越古代剧...原来因为古天乐看的，结果看完迷上了林锋...            
