http://movie.douban.com/subject/2157131/	少年包青天
(5星)	 只看过一，但有信心说一是最好的！不论情节，演员都很完美，现在再看也感觉百看不厌。特别喜欢庞飞燕和公孙策。可恨的编剧为什么第二部要换人啊！！！周杰人不咋样，演技倒是杠杠的。。。 庞飞燕刚开始蛮招人烦的，但到后面却是最让人爱的。            
(NA)	 非常之精彩，看过好多遍了，可还是很喜欢！！！！真希望能原班人马再拍一部！！！！！！！            
(4星)	 小时候很爱看            
(3星)	 周杰当年表现还算可以嘛，虽然没有任泉演的好            
(4星)	 释小龙那会儿还小,李冰冰还没有现在漂亮,周杰的演技还可以,现在没有好看的电视剧,每次回家只有看老剧...            
(4星)	 深圳台不知道要来几遍。            
(4星)	 看的时候还没看金田一更没看岛田庄司            
(5星)	 虽然陈道明说这是一部烂片，他也有很多抄袭的地方，但是还是不能改变他在我心中的地位，以及，周杰演的真好！！！            
(5星)	 即使我不喜欢周杰，，不过还是觉得他演的比较好            
(4星)	 那时候尔康还不是鼻孔男            
(4星)	 和后面两部做对比，第一部实在应该给5星，但抄袭是摆在那边的4星。            
(5星)	 小时侯可喜欢了            
(5星)	 不错            
(5星)	 消遣时光~            
(NA)	 我去年还在看看看看 哈哈 宾馆的电视上联播~ 和表妹一起看~            
(4星)	 内地悬疑剧佼佼者            
(5星)	 周杰演绎的包拯很深刻，深入人心！看了好多年了依然喜欢            
(4星)	 每年夏天我都要看一遍 哈哈            
(4星)	 细节很棒很耐回味            
(NA)	 忘了...            
(4星)	 那会看还觉得吓人            
(4星)	 周杰就这部剧还不错啊            
(4星)	 那时候多爱看啊            
(3星)	 八贤王是亮点 可曾惊鸿一瞥            
(5星)	  小时候看干尸的系列给我吓得够呛.            
(4星)	 算是看过的周杰眼的最好的电视剧了。故事情节还不错，算是当时比较少的悬疑推理电视剧了吧，后来的《大宋提刑官》也还不错            
(5星)	 这版的包青天也好看。            
(4星)	 周杰在里面没那么讨厌吧- -            
(4星)	 表示小学五年级很迷任泉~~~~~~            
(4星)	 其实挺好看的。            
(5星)	 当初我竟然一集不落看完了            
(5星)	 少年包青天第一部很经典！！！周杰版的少年包青天演得最好            
(5星)	 这部真的很正点！！            
(4星)	 2000            
(4星)	 喜欢这个版本。天，2000年的片了啊。当时胆小的都不敢一个人在屋里看这个……哈……            
(4星)	 八贤王            
(3星)	 就看陈道明的            
(4星)	 小学。和妈妈一起看的，吓shi了。。            
(3星)	 这是我看过的周鼻孔的最后一部戏。。。            
(4星)	 周杰演得包青天还是不错的!少年包青天也就这部可以看~            
(4星)	 管他抄不抄 小时候可喜欢包黑炭了            
(4星)	 小时候跟全家一起看的岁月            
(3星)	 来看李冰冰            
(3星)	 印象中是释小龙刚从电影转战荧屏。也就是少年时期围观过的电视剧一部。            
(4星)	 虽然有些情节是抄的，但还是很吸引人，当年还废寝忘食的看此剧            
(5星)	 小时候的经典，情节一波三折            
(4星)	 很多盗版日本侦探系列的。。。            
(NA)	 比来比去，还是周杰的包拯传神            
(NA)	 好看啊 从小看到大的 内地很多电视剧在我童年的时候就给我很多影响            
(4星)	 虽然疑点不少，但还是很喜欢看            
(4星)	 干尸那几集，无头将军那几集……啊……            
(4星)	 童年啊= =那时看得吓死了....            
(4星)	 几天前看粉红想起来这个从头到尾看下来了……嘛，八贤王帅呆了            
(5星)	 包一才是经典啊！！！虽然周鼻孔人品不怎么样，但演技大胜之后的陆毅直流了吧~~睿智又憨厚的少年包拯~~飞燕和公孙策这一对大爱啊            
(4星)	 比2和3都好看的多            
(3星)	 周杰最好的演出。            
(4星)	 还是这部最好！！！            
(5星)	 第一部剧情很清新，演员演技很出色~爱情主线表示很荡漾~            
(4星)	 陈道明！            
(5星)	 现在看依然害怕            
(5星)	 每次回家吃饭或者休息时都看，百看不厌。            
(3星)	 一个人吓死了            
(NA)	 小时候看的很怕 但是还很爱看            
(4星)	 八王爷啊八王爷！！！            
(3星)	 尔康。            
(5星)	 真的很好看            
(5星)	 第一部太精彩了，回味呀....            
(4星)	 小时候看这个会睡不着，音乐很应景            
(NA)	 话说案子很恐怖 音乐很吓人 小小的我那时一个人不敢看啊            
(4星)	 只看第一部            
(4星)	 算是经典剧。            
(4星)	 鼻孔周那时候还一点儿都不讨厌            
(5星)	 看的第一部侦探题材剧...小时候关上灯自己看觉得挺吓人...            
(1星)	 我是来看尔康的            
(4星)	 唉……桥段那些的就不说了吧……            
(NA)	 八王爷风华绝代，一瞬间，聚集了所有的月光            
(4星)	 李冰冰。。。            
(5星)	 只为隐逸村之谜            
(4星)	 各种抄袭            
(5星)	 第一部好好看。。            
(4星)	 周杰演的很好，论演技后来续集的陆毅可以被他秒杀，。当年很喜欢。            
(3星)	 东拼西凑的一部剧            
(4星)	 当年周杰的i鼻孔还没那么大            
(4星)	 记得当年看起啦还是不错的            
(1星)	 抄金田一，抄柯南，一星献给李冰冰            
(4星)	 很阴森很恐怖～            
(4星)	 我记得每年暑假都会放，然后每年暑假都在看。相比那些国外拍的悬疑剧，跟喜欢看这个            
(1星)	 讨厌鼻孔帝！讨厌飞燕！讨厌范冰冰！            
(1星)	 TM的就一抄袭日本金田一的剧情。。。亏小时候它还是我的最爱。明叔说它是烂系果真木有错。            
(4星)	 其实这个真心觉得蛮好看的            
(2星)	 不带这么摆烂的。            
(4星)	 3部里最好的一部            
(4星)	 公孙策温润如玉。崔明冲大家记得不？我喜欢他媳妇儿，也就是庞飞燕她姐。那个演员顾盼神飞，万种柔情全在眉眼之间，美人啊美人。            
(2星)	 第一次看李冰冰的剧，那时候还蛮喜欢的            
(5星)	 小学时的经典电视剧，好像当时同时也喜欢上了柯南            
(4星)	 周杰演技很棒，可惜人品不行。            
(4星)	 抄就抄吧。。            
(4星)	 年少的记忆啊。。            
(NA)	 少年金田一            
(4星)	 虽然剧情抄袭但不得不说当年很爱这剧            
(NA)	 皇上，你还记得大明湖畔的尔康么            
(4星)	 这是看过的少年包青天系列第一部，此后就层出不穷啊！还一部比一部烂！每部包青天都有个不一样的暧昧女主角～真是眼福不浅啊不浅～            
(4星)	 冰冰！！陈道明！！任泉！！            
(5星)	 只因为是最好的少年包青天            
(5星)	 我爱第一部 !!!  我爱鼻孔 !!! 每次看都还是很多笑点阿有没有!!!            
(4星)	 对与侦探片一直都情有独钟            
(5星)	 介个精分教主在戏里还是很可爱的哈哈&gt;&lt;            
(3星)	 干尸那一集加上背景音乐真是吓死人            
(5星)	 童年的回忆啊 现在依然觉得很好 八贤王很帅 庞飞燕好玩 包青天很黑很吓人             
(NA)	 好早啊            
(4星)	 这个片子 小白的时候看 还是不错的 现在看嘛。。也很有意思 不过这么老的片子 电视怎么还演啊 又不是师傅大战妖精            
(5星)	 这是三部中最爱的一部！！！这是尔康还在卖萌，任公孙还在傲娇，八贤王霸气无比，庞太师阴狠，连楚楚和飞燕包大娘都是萌点慢慢的剧啊！！            
(4星)	 当初大晚上一个人坐在客厅看的毛骨悚然过，该不该说是我胆子太小？            
(4星)	 除却周杰人品不说，真是好看~当时~            
(4星)	 李冰冰~~~            
(3星)	 其实故事还可以，但很多创意都是抄袭的。            
(NA)	 从一到三，水平递减            
(3星)	 妈妈这两天在看 跟着一起回顾 为啥包拯那么二逼            
(4星)	 小时候超爱看啊，很看好任泉            
(5星)	 当初不曾在乎周杰是何物            
(NA)	 小时候很喜欢看的··小时候我很入戏··有时候吓得不行··^_^            
(4星)	 少年百看不厌的电视剧。            
(NA)	 后来，包青天蛮横地撞人了；公孙策成为中国富人了；展昭和歌女相爱了；只有李冰冰安步当车地穿梭在明朝与现代，洛阳与纽约间，成为某间卖yin俱乐部的一姐了~\(≧▽≦)/朝代更迭的悲哀呀！            
(5星)	 可好看了             
(3星)	 暴雨梨花针是我童年的阴影。。。。。。            
(NA)	 包青天还是这版好            
(2星)	 抄袭抄袭抄袭风！            
(4星)	 又要怕又要看            
(NA)	 。。            
(4星)	 矮油真心爱看啊都看好多遍了            
(4星)	 看了一遍又一遍            
(5星)	 童年记忆啊。。。刚刚打开电视又在看。。            
(5星)	 其实很好。周杰演技实在一流            
(5星)	 不得不说鼻孔教主的演技还是相当牛逼的啊！            
(4星)	 破案类的小时候比较中意            
(5星)	 还是最喜欢周杰这版邓超那版我想起来就肝儿疼陆毅的都不想去看            
