http://movie.douban.com/subject/1786743/	老房有喜
(4星)	 只能说是满满的回忆            
(4星)	 喜欢这个时候的赵薇和苏有朋            
(4星)	 桑海~~            
(5星)	 又名老房有喜            
(3星)	 补遗。。剧情全都忘记了。。            
(4星)	 回味            
(NA)	 其實小學灰常不喜歡這個片子...如果不是當時的小燕紙.....= = 不過現在還是不喜歡            
(3星)	 哈哈~吉祥手链~            
(3星)	 我的小学时代~            
(4星)	 不知道为啥 就是特别喜欢这部 可能那个时候的苏有朋太阳光帅气 那个时候的赵薇青涩美丽            
(4星)	 记得那时候刚看完还珠，看到赵薇和苏有朋又在一起，超开心的！哈哈~~            
(5星)	 哎哟那会儿看的我呀 想再看一遍~            
(5星)	 朋薇，我萌的第一对CP。。最初的心动与脸红            
(3星)	 那时候多希望赵薇和苏有朋真在一起            
(1星)	 这片演的啥我还真忘了。。。            
(NA)	 很多年前，赵薇和苏有朋，我以为他们会是我的整个青春。            
(3星)	 趙薇和蘇有朋again            
(5星)	 曾经真年轻            
(4星)	 赵薇苏有朋，那时候还真希望他们两在一起呢。。            
(3星)	 特别喜欢苏有朋赵薇这一对！            
(4星)	 苏有朋很有大GG的感觉。            
(3星)	 出乎意料的蛮有观赏性，可是赵薇那口牙啊，还有那土气的、黏在一块的头发啊。。。。            
(5星)	 吉祥，那个上海女孩            
(3星)	 记得那个时候看了这部戏很流行编绳            
(5星)	 超喜欢这个！！！            
(3星)	 很萌的赵薇            
(2星)	 人物名字起得不错，挺有老上海感觉的            
(3星)	 算是较早的两岸题材吧,当时比较能引起共鸣            
(5星)	 我寒假坚持看完的老剧~到校再写短评~            
(2星)	 小燕子正当红那会儿,电视上成天的播,看不见才怪呢.            
(5星)	 当年好喜欢~~            
(4星)	 当年可是觉得很是好看的说~            
(4星)	 里面的一个小姑娘和一个小男孩挺可爱的。。还是怀念那个时候的赵薇和苏有朋啊。。            
(3星)	 童年回忆            
(4星)	 很有老上海的味道 上一代的恩怨真纠结&gt; &lt;            
(3星)	 那时候赵薇跟苏有朋是有爱滴            
(4星)	 儿时的记忆            
(4星)	 看了还珠格格追着去看的赵薇和苏有朋的电视剧 美好的回忆咯 电视剧还是比较一般的            
(4星)	 赵薇初印象。            
(4星)	 童年的回忆啊~            
(NA)	 小时候很喜欢的。。怀念来。。            
(3星)	 突然就冒起那首 最近比较烦比较烦比较烦            
(5星)	 爱情的故事，童年的回忆。            
(5星)	 喜欢            
(5星)	 当时的苏有朋，真的是比较帅呆了。。。            
(3星)	 为什么对这部剧印象如此深刻呢……因为……还是很好看的！            
(5星)	 小时候就是觉得很好看            
(4星)	 小时候看的  仅对名字有印象了。。            
(5星)	 那是第一次对上海的具体印象？            
(4星)	 回想起来依旧温馨            
(4星)	 小时候看的            
(NA)	 记得当时看的哈哈大笑的快乐            
(5星)	 妈呀 那歌那电视剧 迷的啊 当年            
(5星)	 那时候真喜欢他俩。            
(5星)	 确实比起赵薇喜欢林心如多些。。。            
(4星)	 那时候真的好喜欢 赵薇和苏有朋            
(4星)	 挺好玩儿的            
(1星)	 小时候一直搞不懂他们在演什么...            
(4星)	 回忆。            
(4星)	 经典，喜欢苏三和李梅            
(4星)	 就是这一部，让我小的时候魂牵梦萦。            
(3星)	 小学看的吧。。。            
(3星)	 你问我爱你有多深经常不间断的放。。。            
(4星)	 那时候很迷为吉祥画肖像的苏小鹏。            
(5星)	 9            
(4星)	 幼时印象最深的电视            
(NA)	 为啥赵薇的我看过这么多            
(3星)	None
(3星)	 不是琼瑶？            
(3星)	 小时候看的  记得就是还珠格格拍不就后出来的电视剧  完全是为了追捧演员 至于演的是什么已经记得不大清了            
(5星)	 那时候对台湾还没什么概念            
(3星)	 其实在转台的时候我有看过几眼的= =            
(4星)	 我小时候想哈 这就是小燕子跟五阿哥的今世把= =            
(4星)	 當年看的時候覺得趙薇和蘇有朋簡直的天生一對            
(4星)	 看了好几个暑假            
(3星)	 当时觉得还挺好看的。。            
(5星)	 哇。。满是青春的味道。。            
(4星)	 还珠之后，对这对儿迷到不行。剧里充满对老上海的怀旧，两个人拍的老照片很好看，两个人的爱情甜蜜又虐心，谁知最后是喜剧。重温最后一集，《半生缘》里被引用到泛滥的话在这里显得那么动人。            
(4星)	 小时候老妈喜欢看，我的印象倒不是很深刻了            
(NA)	 简直觉得苏有朋帅翻天咯那个时候            
(5星)	 很好，关于我的青春记忆~            
(4星)	 那时候就是希望赵薇和苏有朋是一对啊。。。            
(4星)	 多年前的经典~~ 故事很戏剧，不过常言道造物弄人... 但整部剧拍的很生活化，各式各样的小人物的情感与生活... 也是一部没有反派的电视剧...             
(3星)	 记得是看完还珠格格看的这个-0-            
(3星)	 我还记得苏有朋把包架在肩膀上的样子，秒杀上小学的我啊。。。。【当时还有绝代双骄里的花无缺~~~！！！            
(4星)	 当年真心还挺喜欢这部的            
(5星)	 暑假的时候我看了似水年华，这个寒假看这个吧。呵呵。            
(3星)	 80末出生的人是这样成长的～            
(5星)	 这个我还挺喜欢            
(5星)	 这个好看            
(5星)	 初中看的剧，每一个角色都让人亲切。如果重看，大致会感慨年轻真好的吧。            
(4星)	 OMG 居然还能度娘到这部 好像是小学时候看过的             
(4星)	 这她们到底是兄妹不            
(NA)	 小时候让人觉得怦然心动的爱情。            
(NA)	 ~\(≧▽≦)/~            
(3星)	 当初赵薇很红……趁热打铁演了这个剧            
(5星)	 当时都喜欢死了            
(5星)	 比还珠格格好看！            
(4星)	 貌似在还珠很火的那段时光里经常看，但情节已经完全不记得了。只记得剧中一个男人叫杨贵飞，一个女人叫唐明凰。            
(5星)	 又是青春回忆呀呀呀呀            
(3星)	 周华健《最近比较烦》            
(NA)	 我竟然想到了介个            
(NA)	 突然很想念 那回不去的青春年少时            
(5星)	 什么时候的了哦            
(4星)	 小时候的记忆            
(4星)	 不错的            
(4星)	 看过，非常喜欢            
(3星)	 我都快不记得看过这个了            
(3星)	 赵薇真好看            
(4星)	 都十多年了              
(NA)	 。。。。我发誓小学的时候大家都看的！            
(4星)	 吴秘书阿~~啧啧            
(4星)	 我觉得这个很不错了可是周围人的没印象...            
(3星)	 快到最后知道吉祥是表妹时，彻底傻了            
(5星)	 不论演技，真的对那种邻里生活，有太多的想象空间。其实，这部剧也很现实            
(NA)	 那些年还珠格格后追赵薇的时候看的。            
(4星)	 话说，我们厂里有个男纸长得很像那个吴有才。。。            
(NA)	 弥补还珠格格的意犹未尽            
(3星)	 ...            
(4星)	 记忆中的事情总是美好的，一如小时候喜欢的电视剧，现在虽然记不得剧情，但是当时倾注的感情仍记忆犹新。            
(4星)	 ：“我要你知道，这世界上有一个人是永远等着你的，无论什么时候，无论你是在什么地方，反正你知道，总有这样的一个人。” .            
(3星)	 虽然剧情让我不是很舒服，但依然温暖            
(4星)	 两个人老是配来配去的又没在一起= =            
(4星)	 应景之作，但想当年我是多爱看啊。            
(3星)	 记得那时我还读小学            
(3星)	 很早很早看的电视剧，在当时还是觉得蛮好看的。。。            
(2星)	 没什么可演了。。。            
(4星)	 纯纯的爱，为追星看的。            
(5星)	 小时候看过印象最深的剧了            
(3星)	 当年大家都很年轻。。            
(4星)	 《还珠格格》后跟风看的            
(NA)	 我记得我看过……但其实内容忘得差不多了～            
(4星)	 那时的赵薇，half girl half woman            
(4星)	 那首月亮代表我的心。。。            
(NA)	 初中还是小学看的，印象最深            
(NA)	 喜欢            
(3星)	 就在还珠格格后面出来了，那时不太喜欢赵薇，总觉得她演技还不成熟，然后里头一小朋友特成熟，就觉得好假啊。。。            
(3星)	 这部也是让我迷了好一阵子啊！！！            
(3星)	 剧情差不多忘光了  但场景还有点印象            
(4星)	 也是儿时回忆            
(2星)	 我看过。。。但我都不记得了            
(3星)	 只能说赵薇那几年真的太火了            
(NA)	 哎 回忆吧。            
(4星)	 真是青春啊。            
(3星)	 小时候还是很喜欢的。尤其是蒋三弦和他老婆，一对活宝，哈哈哈！            
(4星)	 话说当时赵薇和苏有朋还在一起....            
(3星)	 当做还珠格格的续集看的            
(2星)	 当时也觉得甚为狗血的东西            
