http://movie.douban.com/subject/4059238/	下一站，幸福
(4星)	三口之家比二人世界有看点。当然了，男女主的配对儿挺顺眼，我又喜欢安以轩的大眼睛。偶像剧范畴内，剧情罕见地顺畅并具备逻辑。结尾真糟糕。
(3星)	15集开始狗血 17集弃……
(4星)	已经看不下了。。。一个星期才一集。。。吴建豪太不耐看了。。。
(5星)	结局皆大欢喜
(4星)	好吧，我承认我是看到了vv然后才看n久不看的台剧
(4星)	我已经很久没看过台剧了 这个台剧剧情虽老套 可是我还是每集都眼泪稀里哗啦的
(3星)	開頭還不錯，越看越難看
(4星)	终于剧终了，虽然后几集有些拖拉，不过大圆满结局还是符合大家意愿的。
(4星)	帅爸爸，美妈妈，乖小孩
(5星)	一部很用心拍的电视剧~ 真的很感人~ 很久没有这么好的偶像剧了。
(4星)	为镜头美以及小演员打四颗星，其他忽略。
(5星)	这个是继命中注定我爱你后，另一部可以让我看通宵的戏~~~喜欢安以轩的安静，温柔的感情~~~喜欢吴建豪为爱奋不顾身~~~~不过这种浪漫唯美的爱情也只电视上演演了~~~
(4星)	Van ness 简直帅呆了，有点不标准的国语，但听上去很有味道，演技也很到位。造型简直没话说，他也是一位名副其实的侧脸王，侧脸的轮廓非常之完美。---------09年最爱的电视剧。
(4星)	美女很多：）
(4星)	电视剧拍的像MV 镜头都很美 很浪漫 虽然剧情很狗血，，，，，不过 安以轩跟吴建豪演技还不错 加上小小斌的可爱 本片值得一看了
(3星)	要追到多久....是个头...
(5星)	幸福
(3星)	不是等得来的，不是追得来的，这就是爱情。
(4星)	很温馨。大家不要抱着挑刺儿的心态看就好了。有哪个偶像剧不夸张，不幼稚呢？！最重要的是对于爱情，我们都是憧憬的，不是吗？！
(5星)	有你的每一站，都是幸福
(4星)	现实世界的童话，温暖了整个寒潮肆虐的冬季，投射进我们心底那道希望的晨光
(1星)	喷 台剧 ~到14集我终于还是忍不住弃了 
(4星)	叮当要红
(5星)	偶像剧里的爱情就像一场永远不要醒来的梦。
(5星)	我就像被灌了VICIOUS CYCLE的人一样，总是在一段时间里失控。然后惟一抚慰情绪的竟是这些不用思考的肥皂剧，让人离开现实，喘口气，而后又活过来。
(2星)	又是台湾小言情老套的剧情 不想说什么了·
(4星)	磨磨唧唧，累死了。不过还是很喜欢安以轩
(5星)	片名就好喜欢。韩范儿的台剧，不做作。每一集都会有新的情景出现，揪心的痛。爱上吴建豪。
(NA)	越看越看不下去 狗血到极点
(4星)	小小彬真可愛~~劇情還蠻感人的~~鄉音歌手的配樂~~終於播完了~~
(5星)	很溫馨的電視劇，爸爸媽媽小孩，一個幸福的家。
(4星)	其实这是一部我看第一集就猜到了所有的细节和结局的电视，但是就是忍不住的去看。人就是这样贱！
(3星)	我看着你从五颗星降到三颗星。
(5星)	第六集： u.s. time Nov.10th morning, before reviewing JPN Te -form 给我哭的那叫一个 AUV
(4星)	100302最后一集很扯又不自然，然后20集里预告的花痴心和拓也的桥段里面最后一集竟然没有了。另外安以轩感觉很适合悲情的戏，幸福的戏倒都不怎么。v在这部变超帅的
(5星)	偶像剧就是剧情老套却很温馨的一种存在。
(5星)	温暖牌。
(3星)	小乐超Q的
(NA)	重温了下一站幸福，看到有些地方的时候，我还是哭咯！那个时候，我还写了一篇文章叫下一站，幸福，那个时候我还没有找到属于我自己的幸福，现在我终于找到我的幸福咯！也祝福大家幸福
(5星)	喜欢小V，。好可爱~.刚看了制作特辑，小V真的太认真了，由于不太懂中文，就用各种语言代替，真的太赞了
(3星)	即使喜欢主角，但还是不想追看了，太俗了。
(5星)	好久没追偶像剧咯
(4星)	后三集有些拖沓 总体风格维持的不错 插曲好听
(4星)	希望后面的剧情也一样紧凑。
(3星)	看到十八集。失忆前还不错，失忆太拖。弃。色调方面的确是赞，但感觉也不过是搭了田园风的顺风车而已。
(4星)	20
(5星)	我们有着同样的伤痕，我们也有着同样真实的心，向上和向下的冲力使我们相遇，冰场上牵手，把生命交给对象，共同上路，下一站，幸福
(4星)	越看越喜欢
(NA)	虽然我以为我恶俗了…但我还是很爱任光晞…
(3星)	太TMD的纠结了。
(5星)	！！！！
(4星)	虽然是泛滥的偶像剧。只言片语，可以提醒我们，莫失莫忘。
(3星)	是俗套的剧情，是滥觞的桥段。是养眼美好的主角，是温暖质感的画调。一切过于稀疏平常。只是也会在那些阙如的缱绻记忆里，被感动过。
(3星)	需要等半年才能看完的剧。。。－－－－－－很…
(4星)	就冲吴建豪  看下~还蛮好看
(4星)	很温暖
(4星)	其实最勇敢的那个人，是梁慕橙吧。
(5星)	最后的一集好温馨好甜美~
(4星)	小乐在里面很出彩，很可爱的小孩子~大团圆结局  米修米修   miss u  miss u
(3星)	没看完，厌倦
(4星)	甜甜的爱~~~
(5星)	各种推荐。。。感动。
(5星)	片尾真温馨...
(1星)	講真的，很假的戲。那個“梁曉樂”的法線高爆，戲又假，人又也母，是我最討厭的角色。
(NA)	我喜欢花拓也!!!!
(4星)	你們最後找到了幸福。PS：雖然劇中名都很俗辣，但是V也太帥氣了！！！
(4星)	好假好假的电视连续剧。但你我都知道，每个人心里都住着一个彼得潘。
(NA)	超萌小乐。
(4星)	我觉得片尾的那段。。。很幸福很幸福。
(NA)	又是灰姑娘的老俗套！！！
(NA)	虎头蛇尾啊。。。通病！
(5星)	miss you miss you,爸爸爸爸你收到訊號了嗎
(4星)	pps惟一追过的偶像剧？
(4星)	也生个梁小乐。。。
(3星)	我又后悔看偶像剧了，还好收获了新的吴建豪。
(5星)	喜欢……好想快点看完啊！！      o(∩_∩)o...哈哈……终于看完啦！！很好看，很好看啊，结局很好，很感人啊！！
(5星)	小小彬很可爱 曾少宗先生短暂的客串我很高兴 于是只要有你在 不管到哪一站都是幸福的 我忘记说了吴慷仁超有爱
(3星)	好久没看台湾偶像剧了
(4星)	每一站都幸福~
(2星)	2集就忍不住弃了~~真是完全不能接受~~不能理解为什么有那么多人给好评~~
(4星)	下一站狗血终于狗血到站，有必要拖这么长么？
(4星)	好久没看肥皂剧了。哇，吴建豪过了这么多年都没变！
(4星)	结局有点小败笔
(4星)	我们互相躲闪是因为我们都太爱对方了
(4星)	看过，但没看完哈哈 
(3星)	结尾的拖拉无语直接down掉了一颗星
(5星)	其实不管到哪里都可以 只要有你的那一站 就是幸福的
(4星)	如果愛,請上車
(4星)	````一星给片头
(4星)	慕橙 那个放养的星星里小志的小女孩
(NA)	091016 1 ，2集。本来不想追新剧的。病一好就开始堕落。。 额。。 福气又安康之后的预告片。 突然发现还挺帅的吴建豪。 明知道会是悲伤的剧集还是想看到结局。。。100302 happy ending。。。
(3星)	期待希望是个好电视剧。。。放弃了，好无聊啊！！！
(5星)	证实了我的哭点很滴……
(4星)	忙忙碌碌的生活，偶尔停下来，真心体会爱的美好，何尝不是一种幸福
(3星)	很纯爱`很老套`就是想看！
(5星)	昨天看了两集，觉得这部剧还不错。很好看。G弦之歌。
(4星)	拓也 小乐 和小乐奶奶还不错噢，加上小小的甜蜜，所以4颗星
(4星)	嗯...好久没有比较入眼的偶像剧了....
(5星)	虽然有点虎头蛇尾，但是作为偶像剧，它仍然是一个大大的惊喜。喜欢慕橙、光晞和小乐。为这个剧哭过笑过，谢谢它陪我走过四个多月的时光。
(5星)	看完了~还算喜欢
(5星)	完美大结局，欧也~
(4星)	就这样侯了半年。。。
(3星)	真的仅仅是看看人而已
(4星)	小乐
(4星)	Vanness！我果然没看错你
(5星)	剧情虽然老套，但感情依旧动人。希望有个不错的结局。终于看完了~制作很精良的一部剧，关于爱，关于信任。
(5星)	虽然追剧辛苦~但……
(3星)	無聊生活的一點添加劑。
(5星)	之前看过2集就一直停着等全出完再看,实在忍不住了`今晚开始追起来= = 3.1终于看完！！！最后结果太幸福了！期待续集啊`
(3星)	后来太拖拉了
(3星)	还是俗套到底ORZ
(4星)	作為我覺得只有台灣言情小說里才有的幸福情節，還是給個推薦吧~= =
(4星)	原来爱情从来没有离开过，只是我记得，你忘了。
(5星)	戏中那份淡淡真情，很容易扎根，喜欢一家三口那细水长流的感觉~期待~
(3星)	安以轩不如以前漂亮了。小朋友是亮点，长得实在太可爱了！
(4星)	有你就是幸福。
(2星)	最后一集一直没看，貌似不用看，猜的就成。
(5星)	结束了。终点站很幸福很甜蜜。很感动。全家人都很幸福。很好。
(5星)	恩。
(4星)	。同样是爱前面部分~。
(5星)	感觉很好 看了预告 直觉这部剧会很红 很好看
(3星)	05~弃~
(3星)	已经觉得不好看了~看不下去了！没事接着看....还不错~
(3星)	就突然不想看了呗...囧
(5星)	心动，所以期待。
(4星)	打推荐是让大家可以看看当初的F4现在的表现 这剧一开始还不错 但后面就有点无聊了 我丝毫看不出慕橙对光希的爱 只会瞪着大眼睛 感情没什么起伏
(4星)	vanness真算是厚积薄发了 
(4星)	早就过了对偶像剧痴狂的年龄，竟然还是追看了五个月。从初秋到寒冬，我想我还是被感动到了。多么不真实都好，我都相信在世界的某一个角落，存在着这样的爱情故事。光晞，慕橙，小乐，谢谢你们。
(5星)	每一周都是下一周更好看每一次都會真心的被感動而流下眼淚就算真的劇情太老套.
(NA)	强迫症式下载，终于完结了！这剧好无聊。。。
(4星)	一段长长的唯美MV，伴随我走过了一整个学期加一个寒假……
(4星)	这几年比较好的台剧啦。p.s。。吴康仁其实是安东尼的哥哥吧。。
(NA)	21
(5星)	阳光少年，好久不见。
(3星)	锻炼忍耐力的好片子
(4星)	喜欢他短发的造型. 和我最爱的小贤像极了.  干净而明媚, 有温暖人的笑容.
(NA)	啧啧，好幸福的一家人，一周一集，等的好辛苦。
(4星)	事实证明老娘还是很纯爱的。
(3星)	N多偶像剧的结合体。
(4星)	丁当《亲人》。品冠《我以为》。
(4星)	还行...
(4星)	言情一样的相遇相爱离开再次相遇相爱。里面的男女主角以及2号男女主角都很可怜。结局太仓促。
(5星)	米修米修 深入人心了
(2星)	下一站也有goosip girl，俗啊~~~
(5星)	米修米修~~~
(4星)	人物的名字都很奇怪
(4星)	师弟们也跟着追的偶像剧，可惜后半太狗血。
(3星)	老梗大集合，但我偏偏对小朋友没啥免疫能力，鉴于小斌斌那么可爱，就给个三星
(4星)	最爱小小彬
(5星)	梁晓乐，你简直就是个小大人
(4星)	六年前。六年后。。。
(NA)	本站到达：幸福
(4星)	好吧。。。就是俗就是俗。。。可是我就是爱看。。。。
(3星)	就为那么几集
(4星)	真的好久没有这样追过偶像剧了，越活越少女了。不过说真的，这剧真的烂尾了。但看在这部剧让我对男女主角还有小乐爆发了爱的份上，还是推荐吧。
(5星)	下一站，幸福
(5星)	完结了，第一次看台剧从第一集追到最后一集
(5星)	小乐最真实^^
(4星)	为了给PS男让路这也太蛇尾了吧= =我还是喜欢Jerry咩~
(5星)	带给我一种重拾的感动。谢谢你，下一站幸福。
(3星)	就是一部拍得很干净的偶像剧。。
(4星)	终于看完了。最后一集很温暖。
(5星)	好看~
(5星)	幸福落幕，感谢你这5个月带给我的感动。
(4星)	Vanness Man到家啦！
(4星)	如果幸福就像他们一样。
(4星)	其实集合了所有我喜欢的台言老套情节！虽然狗血到不行但是还是一集不落地追完了~
(NA)	米修米修
(5星)	前面很好看 很有日剧的Feel 不过后面有点拖 其他的都很好 最记得就是和室友看到凌晨两点两个人抱头痛哭~~~
(5星)	我居然看过这么多台湾偶像剧！！！
(4星)	当年超爱呀~现在还好，果然是男人不坏女人不爱么~男猪回忆起来的时候好期待报仇的说~最后几集烂了些~
(5星)	好喜欢 那样的感动
(NA)	那些年，我看过的偶像剧。
(5星)	三个人很幸福很有爱
(5星)	 台湾偶像剧 第一次有了文艺的感觉 剧情很不错 安以轩演技有长进 为人母的感觉拿捏得很好
(4星)	还记得三个人一起追剧的每个夜晚嘛。现在却无法看类似的片了，也许我是长大了。
(5星)	又看了一次，还是很喜欢拓也和属于他的《我以为》。http://t.cn/bTknX 
(4星)	编的是不错，但觉得没有高潮~
