http://movie.douban.com/subject/1863941/	天龙八部 天龍八部
(4星)	 很精彩，但也不尽如人意。看过之后不得不说香港在拍这种武侠片的经验、方法以及关怀上领先内地太多太多了，虽然拍了十多年了，确是迄今为止演绎的最好的天龙八部。            
(5星)	 看不厌！            
(4星)	 不喜欢乔峰。。。的造型            
(5星)	 那个迷恋金庸的年代，武侠伴我走过了中学时代，就这样躲在课桌下面看过了整个中学时代啊。。。            
(5星)	 华健唱的主题曲很好听，段誉就应该是这个样子，可惜片中的女配角都不好看            
(4星)	 九十年代香港古装巅峰之一。。            
(5星)	 不知道为什么翻拍的我都觉得以前的更好看..            
(3星)	 几乎是我看的最后一部TVB的武侠剧。某电视台真的没落了。            
(5星)	 永远的经典！            
(5星)	 第三遍看了。。。还是很经典啊！！！            
(4星)	 我素被陈浩民的翩翩白衣吸引的~！重播了N遍，也看了N遍啊、            
(5星)	 当时真是大制作，比现在的武侠剧好多了            
(5星)	 那时我们还小             
(NA)	 老妈好喜欢这版            
(4星)	 经典~~            
(4星)	 貌似初中时看的，那时候的港剧真得很鼎盛！            
(4星)	 忠于原著            
(5星)	 经典啊            
(5星)	 天龙八部最喜欢的一版            
(5星)	 黄日华、陈浩民、李若彤。好作品、好演员、好经典            
(5星)	  最爱这个版本            
(5星)	 里面最美的是梦姑我认为            
(5星)	 最爱这版天龙八部            
(4星)	 其实黄日华总是让人想到厚道两个字，也许是因为演郭靖出身，囧。胡军的坏处是太追求侠气，反而像个野人，演项羽更合适些。萧峰嘛，毕竟是半个汉人，除了侠气，还要有点正气才好。李若彤真是漂亮。陈浩民恰如段誉。想不起来马夫人了，好奇得很。这版最不满的就是阿朱。那是阿朱吗？那简直就是村姑。            
(4星)	 最喜欢这版的乔峰            
(NA)	 多么经典的乔帮主。我的偶像哇。            
(3星)	 不喜欢这版的..            
(4星)	 虽然假头套看着反胃，但是两个亮点，一是黄日华塑造的乔峰，二是重新处理了慕容复和段誉的关系，不错。            
(NA)	 我最爱的乔帮主~~            
(3星)	 我还是喜欢段誉            
(4星)	 阿朱不够好看 阿紫够毒够痴情也够绝情 木婉清面纱揭下时真是清秀            
(NA)	 既然怕契丹人偷着少林72绝技给契丹军操练，那为何不先让宋军操练？“我乔峰一生成就得来不易，岂能容你们的一句话就毁了？!”再大的英雄都逃不过死于非命的命运            
(4星)	 早期的经典啊            
(4星)	 最喜欢，最经典的版本！！            
(5星)	 我覺得也不錯 。            
(4星)	 最喜欢的一版杨过            
(5星)	 俗的绝了            
(3星)	 莫名其妙的喜欢阿紫            
(5星)	 这版我的爱好么！！            
(5星)	 向往            
(5星)	 不得不说第一集拍得太好了，极其的热血，每次重看都很让人振奋，一下子就为整部剧定了调。虽然这一集的内容在原著中并没有，但却也很合情合理。            
(3星)	 为神马那么多人喜欢阿朱,段誉当年真帅，现在看到神马活佛济公就想抽人            
(5星)	 这是我最喜欢的版本            
(5星)	 王语嫣啊。。段誉啊。。。            
(5星)	 我是看着你长大的。            
(5星)	 只有黄日华才是大侠            
(5星)	 觉得当年的演员再适合不过，豪气的乔峰，嬉笑的段誉和他几个可爱的妹妹，还有外冷内热的王语嫣...如今...只能再重看一遍 免得被污迹熏染了从前            
(4星)	None
(5星)	 最喜欢萧峰。还有陈浩明的段誉，可爱极了            
(5星)	 经典。。小时候看的~            
(NA)	 电视上都播烂了吧             
(3星)	 因为不是那时候看而是现在看有点接受不了这风格            
(5星)	 重播都不知道看了多少遍了。。。            
(4星)	 那一段日子，听到那个主题曲，就激动……            
(3星)	 还行吧，97版算是经典了~            
(5星)	 永恒经典            
(5星)	 好看            
(4星)	 我们契丹人，一诺千金！要不要那么man            
(5星)	 TVB难得我认同的啊 音乐什么的也太经典了！            
(5星)	 这个版本几乎不会被超越了            
(5星)	 小时候最爱的电视剧了，里边的音乐一直觉得很经典            
(5星)	 段誉！！            
(NA)	 因为放学晚，慢悠悠回家就来不及看开头了，所以，疯狂骑行4公里，最后自行车前轮掉了~            
(4星)	 小时候很爱看。            
(5星)	 好经典的，，，            
(5星)	 看过不下四遍，很多场景让我感动、悲愤地流泪            
(4星)	 印象太深刻了。            
(5星)	 看了无数遍            
(5星)	 我对金庸的第一印象 黄日华演的萧峰简直比原著里的还英勇，陈浩民演的段誉不及原著里的迂腐，此人我小时候就很中意，就是一直不知道叫什么名字，原著里说段誉很丑，樊少皇演的段誉分明俊的很嘛。另外，王语嫣真的是好漂亮好漂亮，真不愧为神仙姐姐，除此之外，里面的美女也都是很漂亮的            
(4星)	 记得当年最多17个频道同时播            
(5星)	 虽然制作部华丽，虽然场面不宏大，但是是经典～            
(5星)	 最经典的一个版本            
(5星)	 大爱            
(3星)	 最喜欢的一版            
(5星)	 段誉。段誉！！！神仙姐姐有多美！            
(5星)	 永远的记忆            
(NA)	 和一些人一样，希望段誉和木婉清在一起。            
(NA)	 萧峰！            
(NA)	 喜欢王语嫣的发型            
(5星)	 大爱段誉~            
(NA)	 我始终还是喜欢95神雕            
(5星)	 热血沸腾了            
(5星)	 经典！            
(3星)	 浩民哥神马的最帅了            
(4星)	 段誉啊~~            
(4星)	 小时候喜欢看～            
(5星)	 神雕侠侣鹿鼎记天龙八部笑傲江湖。小时候的四大TVB经典武侠剧。            
(5星)	 真的很喜欢，人物鲜明，个性十足！            
(5星)	 经典啊            
(4星)	 童年回忆。            
(5星)	 就是喜欢这个版本~            
(4星)	 悲催的乔峰            
(NA)	 有的东西还是要mark一下的。。。            
(NA)	 那个音效啊。一出来我就知道乔峰来了            
(5星)	 最经典的《天龙八部》 没有之一  后面大陆剧组还折腾什么？翻拍你妹？            
(4星)	 经典，很难超越。            
(4星)	 儿时的回忆~            
(4星)	 都演得很棒！            
(4星)	 演员个个演技精湛。周华健的歌真好听 嘻嘻。            
(5星)	 降龙十八掌！            
(5星)	 黄日华！！！经典啊~~~片头曲一响起就让人热血沸腾啊！！！片尾曲也好听~~~            
(5星)	 致敬。            
(3星)	 那几条龙做的是真假呀...            
(5星)	 童年的回忆            
(5星)	 叶清和陈浩民是段誉的完美组合啊            
(NA)	 嘻嘻            
(4星)	 金庸片还是TVB的好            
(4星)	 陈浩民这里看上去还不错            
(5星)	None
(4星)	 还是老版好看啊，真怀念            
(5星)	 这部绝对史上最佳！华健的主题歌也相当好听~            
(5星)	 经典传世            
(5星)	 还是这版的天龙八部好看            
(3星)	 真觉得不如胡军那部。。。            
(NA)	 片尾曲很经典            
(5星)	 TVB虽然拍摄格局不大，但是对江湖情与义的刻画，多少年过去，应该都难以超越，特效与大场面的确看得人赏心悦目，但是看过之后呢？应该就是忘记。因为只有情与义能让人停留。            
(5星)	 我想不解释，这一部太完美了！            
(5星)	 看完原著了，今天。最经典的天龙八部            
(5星)	 虚竹！！！！！！那禁欲的美啊啊啊~~~~~~            
(5星)	 太经典了 段誉大爱 我喜欢一男N女组合            
(5星)	 黄日华的乔峰 最终深入人心            
(5星)	 好想变成萧峰            
(4星)	 经典            
(4星)	 段誉啊!!那时候的陈浩民好萌            
(3星)	 其实我更喜欢87版的，黄日华那时候是虚竹            
(5星)	 完全符合原著啊！            
(NA)	 至今也没明白天龙八部这名跟剧情有啥关系，也不懂是哪八部天龙            
(5星)	 虚竹跟公主见面！！            
(4星)	 经典之作，尤其是三位男主角的，黄日华的乔峰，胡军无论如何都不会有那种感觉            
(5星)	 经典！            
(5星)	 心目中最爱的金庸剧            
(5星)	 黄日华的戏 张学友噶歌,,,超怀念            
(5星)	 还是感觉黄日华版的乔峰最有霸气            
(5星)	 经典！            
(5星)	 嘻嘻 都看过的吧            
(5星)	 末路英雄。看的很悲壮。            
(5星)	 最好的一版了            
(4星)	 爱这个版本的萧峰和段誉            
(NA)	 经典武侠            
(5星)	 经典            
(5星)	 五星好评亲~            
(4星)	 似乎是第一部完整看过的金庸电视剧，赞一下            
(NA)	 经典            
(5星)	 最近在重温97版天龙八部，经典，按十几年前的标准，已经属于极品了。演员阵容不错，现在有些地方看来有些做作，但属于可以忍受范围之内。金庸那些经典都让张纪中那表将糟蹋了，操他丫的！            
(5星)	 最爱最爱            
(4星)	 此萧峰巍巍正气，令人敬佩。            
