http://movie.douban.com/subject/3864306/	谈情说案
(5星)	 太阳的寿命是70亿年，也就意味着地球70亿年后就要毁灭，所以，我最多也只能爱你70亿年。            
(3星)	 爱林峰            
(3星)	 剧情确实有点问题的....不过温习了很多物理知识,呵呵            
(2星)	 感情果然是重头戏，没什么感觉，就记得杨怡哭得很惨，还有她睡觉都不卸妆的！            
(NA)	 咦...把 Kingsley 的能力夸大了吧...警察和物理学家...            
(NA)	 别的都忘了。。只记得杨怡哭的那段，让我看的好心酸，眼泪不由自主的也跟着流下来了            
(4星)	 物理学和破案结合，案子有些比较简单，马明里面哈有味道！            
(NA)	 大爱林峰！            
(5星)	 见到佢地喊得好惨、好真情流露，我自己都一定会喊埋一份。我真系无鬼用！            
(5星)	 一开始我真的是冲着林峰去看的..后来发现马国明越看越帅哈哈哈..结局完美得太草率太不真实..maybe这就是电视剧吧现实不可能存在完美！            
(4星)	 完全是冲着杨怡和林峰  看了这部剧会喜欢上杨怡            
(4星)	 港剧的一贯套路。不过还是很好看。            
(5星)	 林峰版的神探伽利略            
(5星)	 超好看            
(3星)	 Pro.景是个物理学家，必要时候也有可能是生物学家化学家数学家计算机专家……            
(4星)	 風衣戀的迴歸讓我好好的雞凍了一把 但小怡的鼻子實在是很搶鏡啊搶鏡(─.─|||            
(NA)	 不是每个犀利妹都能遇上Professor King……            
(NA)	 林峰在剧里真是好腼腆            
(3星)	 当然不会比神探伽利略好看这个也就是因为冯冯很迷吧= =            
(4星)	 蛮不错的，但是哦。。结尾太草率了            
(4星)	 万能的物理学家 江湖百晓生 有点假            
(3星)	 国产《Lie to me》            
(5星)	 美怡！            
(3星)	 干脆作为爱情片好了。案情毫无难点，案情片到了这代小生的时期，突然下降了一大截。            
(4星)	 比较喜欢的一部TVB剧            
(3星)	 不太喜欢峯个professor角色，恼火。。喝个水都那么。。。秀气。。            
(4星)	 Kingsly的父亲虽然虚伪，但是他说的话，都挺有道理的。尤其是他提到“难道你要为了犀利妹跟整个家族断绝往来吗？”一针见血。爱情是两个人的事情，不过一但相守，就不得不将双方的家族、地位等很多事情纳入考虑。不管你想不想，事实都摆在那里，这不是一段感情可以对抗的。            
(3星)	 羡慕洒脱有勇气的生活~有追求有想法            
(4星)	 时间太长，有点不记得了~就记得廖碧儿脸型了，太正了            
(4星)	 恋爱中的人还是适合看的。可以好好哭的戏            
(4星)	 林峰在戏里超级帅，而且又聪明。            
(4星)	 话说，我竟然看了2遍            
(4星)	 最近看完的案情高分的TVB            
(2星)	 装13的景教授加上傻13的犀利妹，剧情是TVB一贯的风格还可以看的下去，看不下去的就是两位主演            
(3星)	 盗版啊！！！！！！！！！            
(3星)	 虽然有点幼稚...但TVB的剧才是放松的佳品呀....            
(3星)	 看过没什么印象的剧集，林峰在里面很帅，加分不少，感情戏不感人，很一般般的制作，不推荐。            
(3星)	 案子敢不敢再弱智一点！！！            
(3星)	 大家都说重点是谈情，但是情谈的真烂。林峰和杨怡那段看不下去，马国明和廖碧儿那段更看不下去。            
(NA)	 杨怡的鼻子好漂亮            
(3星)	 马国明在里面的角色蛮不错的,看了好感大增,廖碧儿也蛮美的,相反对犀利妹和KINGS这对没什么太大感觉,林峰嘛以前很帅的,现在脸型太奇怪了            
(3星)	 最后一部从头看到尾的TVB剧，还我经典啊~~~            
(NA)	 还是挺喜欢部片子的，。            
(5星)	 这是个童话故事，恩            
(3星)	 我觉得马国明在这儿比林峰帅耶            
(3星)	 楊怡果段失戀演得真系5錯~~            
(3星)	 要案情没案情，要爱情没爱情。杨怡演这么单纯的角色不喜欢。马国明和廖碧儿还好一点            
(3星)	 港版伽利略……林峰在里面好胖啊！            
(3星)	 情节很俗，帅哥还蛮帅··            
(4星)	 马国明和廖碧儿这对演得太好了!            
(4星)	 还不错            
(4星)	 单纯对林峰有好感的片儿            
(2星)	 完全不想讲了            
(5星)	 少爷总有一部和杨怡演的终成眷属了            
(4星)	 案情比较简单。            
(3星)	 看的粤语版，觉得粤语讲出来真的很有气势的样子，永远像是吵架。。马国明这里面还是很不错滴。。            
(4星)	 很好看。。。            
(3星)	 案子还不错，感情有点俗            
(4星)	 啊要这样的，最后几集太感动的了            
(NA)	 就喜欢恶俗的大团圆            
(NA)	 尿尿给我的最后回忆TAT 那时候林峰有点肥啊!!!现在瘦了真多            
(4星)	 迷死人的kings            
(4星)	 偶像剧，是偶像剧，杨怡还是古装比较美，做女警穿长马丁靴显得腿超短，看看隔壁的胡定欣，同样是女警黑马靴，腿那个长。。林峰么。。还是喜欢以前的。。            
(1星)	 哎...看林峰的，不多說了...            
(3星)	 考物理学破案，哎，吹啊！            
(1星)	 一星给阿峰的 有阿峰我都看不进去 实在是讨厌杨怡啊            
(4星)	  模仿《神探伽利略》吗？            
(4星)	 我是为了学广东话才看的···            
(NA)	 喜欢里面的林峰 超帅            
(4星)	 很像野蛮奶奶大战戈师奶，很好看啊。最好看还是杨怡被甩那段，虽然没有感同身受，但却哭得稀里哗啦            
(4星)	 港版 神探伽利略            
(4星)	 杨怡从此红了耶            
(4星)	 阿峰还是/大唐/的时候比较帅，现在觉得他太瘦了，反而没有那种亲切的感觉。            
(1星)	 弃剧 剧情太白痴            
(4星)	 然后又一次陪室友听完了一部剧，虽然很小白，但是犀利妹和professoer景在一起的时候好开心是太缺爱嘛？可以推荐给麻麻看～            
(3星)	 没看完，据说后面很感人。。            
(5星)	 青春偶像系列，不过林峰在里面的角色还是很迷人的。。食色盛宴。。            
(NA)	 喜欢廖碧儿。            
(5星)	 喜欢支持，支持杨怡。            
(3星)	 翻版而已            
(NA)	 great            
(NA)	 喜欢破案剧情，也喜欢林峰~            
(2星)	 离法证先锋差远啦。。            
(4星)	 完全被Dr king 的理论感动。。。            
(2星)	 神探林小峰你好，神探TVB再见。……看完了，林峰你个渣！……结局好烂，连带觉得整个剧都变烂了，本来还想给三星的= =……这剧感情线的处理都很没说服力，而且没有跟探案线结合好，两边各顾各的，太分散。……接着去看神探伽利略= =            
(5星)	 喜欢林峰            
(3星)	 剧本稍显薄弱 两男的好过俩女的太多太多            
(3星)	 廖碧儿的脸要不要这么方。            
(3星)	 没有翻拍成功的港版神探伽利略             
(5星)	 廖碧儿 真的 不怎么 好看            
(5星)	 林峰好帅啊！！            
(2星)	 又抄袭            
(4星)	 我是为了NICKOLE加一星的！            
(3星)	 林峰在我心中地位变低的转折点            
(4星)	 没看过伽利略，觉得挺好看的啊。一开始很不喜欢景博，觉得他根本不喜欢犀利妹，分手后还能那么冷静那么理智。对一个深爱他的女人来说，分手后不要出现在她面前才是最大的恩赐，什么对她好那些只会造成更大的伤害，所以犀利妹不接受他觉得很高兴。不过看他又跪又哭的，还是原谅他算了吧~            
(3星)	 男人跪地求原谅`!e吾好甘搞啦            
(5星)	 蛮好看的，哎，我真的很喜欢杨怡和林峰这对。            
(3星)	 案情一般了 杨怡的演技到了            
(5星)	 每看完一部戲都有深深得著。這是很久以來又一次看哭我的一部戲。可以說學會很多。。。PS。一口氣看完。            
(NA)	 杨怡看好你。            
(NA)	 林！峰！除了林峰和破案的剧情，爱情戏基本没看头...            
(NA)	 喔唷結尾太狗血了· 窩囊的男人就不要再給多一次機會傻不傻            
(3星)	 马明这部戏演得很爽有木有~~看的人心潮很澎湃很想扑倒有木有！！！            
(NA)	 对这部剧最深刻的印象是 ONS！！！ 还是蛮喜欢的  剧情一般            
(3星)	 老放港剧干么四            
(4星)	 好单纯的爱情！只是爱与被爱而已。            
(3星)	 哎。。。不忍心给差评，不过真的不好看啊。。。。这样的刑侦剧和垃圾有区别么？            
(4星)	 清冽的一部            
(4星)	 这种灰姑娘的故事，看多了免疫了……而且，看起来物理学家好万能啊……            
(5星)	 男主和女主都很喜欢            
(3星)	 杨怡刚出道时感觉还不错，不知道为什么现在越看越不顺眼了……林峰么，自然是没法和福山大叔比了……            
(3星)	 只谈情，不说案。            
(4星)	 直到你找不到我            
(3星)	 看了最后一集，减了一颗星            
(2星)	 烂片            
(NA)	 喜欢警匪，马国明在里面很帅啊。。。            
(3星)	 林峰杨怡谈情的后半段怎么那么无聊啊！！！            
(4星)	 林峰杨怡。&gt;3&lt;            
