http://movie.douban.com/subject/2303112/	法证先锋II Forensic HeroesII
(NA)	 终于看完了。。。经历了讨厌的期末考试和放假回家。嘿嘿，开始第三部~~~加油！            
(3星)	 佘诗曼看起来真的很讨厌 小柔的发型很雷人/佘大妈 你就放过郑嘉颖吧            
(4星)	 不如第一部好看呀，蒙嘉慧真是女神啊。            
(2星)	 可能看完3再回来看所以觉得很无聊。。。            
(4星)	 郑嘉颖是矮子            
(5星)	 上一季的徐伯这一季是大厦保安……            
(3星)	 ……全是为了KC来的（捂脸            
(4星)	 其实佘诗曼也还OK            
(4星)	 比3好多了            
(3星)	 有佘诗曼的地方就有狗血~            
(4星)	 马太太这个角色，编剧好，演员好，我看着就想抽她丫的            
(5星)	 大爱阿佘、、郑嘉颖真的太帅了~~ 在追《法政3》            
(3星)	 即使有冰山脸 也比法三好            
(4星)	 剧情还凑合，上一部的主角在续集里全变成佘诗曼的配角了。            
(4星)	 比法证先锋一好看~但太多人死了很惨。。            
(4星)	 很牵强的就有了个完美的大结局。            
(4星)	 我不要丁丁死啊~~！为了给佘诗曼加戏还来个三角恋，这一点编剧真扯淡啊！不过剧情依旧好看啦~            
(4星)	 郑嘉颖好帅啊！（¯﹃¯）            
(4星)	 最后还是泪点低了。            
(4星)	 没有1好看。。。            
(NA)	 好看的            
(NA)	 看完刚好12点哦～～～～            
(5星)	 喜欢这样类型的剧~            
(3星)	 为视帝追。。。单就案件的构思并没有传说中的那么好，或者比III好。看来阿佘同KC的绯闻不是空穴来风的，在剧中有迹可循哦，可以feel到的。不过就确实几登对的。            
(4星)	 其实，也只是还OK...只是很怀念欧阳震华罢了。            
(5星)	 比第一部精彩，第三部没想过看。 喜欢佘诗曼和郑嘉颖这对儿&gt;3&lt;            
(3星)	None
(4星)	 印象最深刻的还是那个什么骨科专家的，只有他在第三部还是以同样身份出现，还化身为张可颐的老师~            
(3星)	 喧宾夺主 我不喜欢佘诗曼 不喜欢郑嘉颖。。。            
(3星)	 一边煲剧一边做题啊            
(2星)	 看见佘诗曼~~   发证2是败笔。            
(5星)	 我喜欢佘诗曼~~            
(4星)	 还可以，就是结局有点匪夷所思~            
(3星)	 还好吧。。。木有第一部好看！            
(4星)	 good            
(5星)	 好吧这种片子结局哭得我稀里哗啦是不是很糗            
(5星)	 还好吧。我喜欢那个胖子，╮(￣▽￣&#34;)╭            
(4星)	 每个角色都喜欢。            
(4星)	 要不要顺带把1也看了呢？            
(4星)	 为什么结局让我想到了刘三好和高显扬 =。= 这一部明显佘诗曼是绝对主角啊。。。            
(4星)	 钟嘉欣炮灰后林文龙和郑嘉颖的基情真是热力四射啊....            
(3星)	 有人告诉我蒙演madam的时候与KC有过一段情。。发现他们没有将来，我也不再想继续了，但是，我为了铺垫还看了一。。。。so谁还我的时间。。            
(5星)	 老片子了~为了迎合《法3》的新鲜出炉再重新恶补1、2部一次。《2》可能是有意捧佘诗曼和郑嘉颖的吧~所幸两个人演得都还不错。可还是脚得原班人马欧阳震华、林文龙、蒙嘉慧、钟嘉欣拍的最好看，最有法政人员的范儿！            
(4星)	 这个版本的爱情我喜欢，原来一会女主最终会移情的。还好编剧让给了一个现实版的爱情：也许你曾经迷茫过，也许你曾经怀疑过。但最终坚定人心的，靠的是时间和牺牲。谁没有彷徨过真爱到底是谁，时间会告诉你。            
(4星)	 没有1、3好，可能是佘诗曼在里面演得太凶了，太可恶了            
(NA)	 前两部里最sui的人是谁？显然是阿SAM            
(4星)	 俺是佘诗曼的粉丝啊            
(5星)	 可惜 三部都看完了....            
(4星)	 没第一季好玩            
(4星)	 3好看 些            
(4星)	 KC很帅，还有 恩 很帅 哈哈~            
(5星)	 我只想说Sam克妇，谁爱他谁死，他爱谁谁死。            
(3星)	 就记得感情戏了            
(4星)	 当时觉得还蛮好的呀。            
(4星)	 我不喜欢不高科技的！            
(5星)	 正康！！！！！！！！！！！！！！！！！！！！！！！            
(4星)	 我觉得没有第一部好看。。。。            
(4星)	 郑嘉颖啊            
(3星)	 again...            
(5星)	 都是喜欢的演员            
(4星)	 第二部佘诗曼演的还是蛮好的，就是秀甜蜜者死～～            
(4星)	 结局很失望啊~~~            
(4星)	None
(2星)	 说教多了点吧。。。            
(4星)	 说实话我最讨厌的就是欧阳胖胖。。。            
(4星)	 佘诗曼很适合这么干练的角色            
(5星)	 音乐 ~~~~（&gt;_&lt;)~~~~  感人            
(5星)	 郑嘉颖~帅锅！这部港剧真心不错~            
(5星)	 昨天刚刚看完...我一直很变态，叫好又叫座的剧，我总是要拖个一两年才看...我的拖延症啊。。。。看完还不忘跟身边的人推荐，结果总是别别人鄙视-。-N年前就看过了好不好...            
(3星)	 这部的女主是一点都不没好感的            
(4星)	 果然我还是比较喜欢看港剧。。。            
(4星)	 一头一尾两次车辆爆破感情的结局却截然相反，一头一尾两次撕开裙摆Madam Ma的心情也完全不同。第二部开始的几集蒙嘉慧造型被黑了吧，佘诗曼的新角色也让人想起梁小柔，总之很微妙，唯一不变大概就是小丑了。            
(5星)	 偏好这部的演员，这部的配乐，这部的剧情            
(4星)	None
(3星)	 分都扣佘诗曼身上了，瞪眼瞪眼，你演的madam，不是大眼怪            
(3星)	 死得好！！            
(3星)	 因为女主角是佘诗曼，扣一星            
(4星)	 郑嘉颖在这片里的态度，很喜欢            
(4星)	 那时的八爷还是青葱的八爷            
(3星)	 阿佘故意板着脸装酷的感觉真是怪怪的，同样是女警但比无名天使差远了。            
(4星)	 如果madam ma和阿SAM我一定不给星星=3=            
(NA)	 kc -3-            
(3星)	None
(NA)	 欧阳震华的脑袋越来越大啊啊啊啊啊            
(5星)	 喜欢里面所有的角色，特别是madam ma，让人眼前一亮            
(4星)	     看了三之后忍不住回头再看二，恩，感觉还是不错。            
(4星)	 好吧。。。法政先锋2最好看~但是为什么不是你朋友就是你亲戚就是你认识的遇袭呢~            
(4星)	 哈哈哈，我最喜欢阿沈和Yvonne这对欢喜冤家啦！            
(5星)	 太好看了，看得我现在随时都用推理·········            
(5星)	 超喜欢SAM，真心不想汀汀死，SAM哭的伤心死。。。居然马国英还被Iven追走了，虽然Iven也不错。。哎。。看来还是延续第一部，SAM你还是跟TIM sir一对吧！            
(4星)	 刚把整部都看了  有木有看完和我一样特喜欢郑嘉颖的            
(4星)	 555555小柔的大妈头啊  还是蛮精彩的啦～～            
(4星)	 喜欢这部，包括感情戏。喜欢佘诗曼和郑嘉颖。            
(4星)	 还是很经典了            
(4星)	 这部也不错~            
(4星)	 终于看完第二部了，不用结尾这么雷同吧，都是主人公出事，呵呵！成套路的啊！            
(3星)	 矮油又看完一部~还行吧~            
(5星)	None
(3星)	 一边看3，一边补看1，补看完再一边看3，一边补看2。。。我这个剧情窜的！            
(NA)	 佘诗曼一个人的电视剧            
(3星)	 感情太多不喜欢            
(5星)	 佘诗曼确实还是很有感觉的            
(4星)	 神马片子火了都有佘诗曼            
(4星)	 终于看完了。。            
(4星)	 20111209            
(3星)	 对阿佘真的很难产生喜欢的感觉            
(4星)	None
(NA)	 案子都弱爆了，没有巧合就破不了案了是么。。。。我纯粹是为了看郑嘉颖的，可是居然看完了，就知道我有多无聊了。。。            
(NA)	 kc在里面就是无限的帅啊~~蓝天白云的誓言谁不心动？！光这张脸就值回票价啦            
(4星)	 为什么除了蒙嘉慧，大家的发型都变好看了。只有蒙嘉慧的发型变得那么苦逼。。。。。。            
(3星)	 应该是因为看的国语版 感觉比较奇怪涅...            
(4星)	 为什么最后不是阿Sam和Ivan在一起。。。            
(5星)	 好吧，我是冲郑嘉颖来的，不过其他人的表现也很好            
(4星)	 阿佘演的这...真不咋的啊...            
(4星)	 结局郑嘉颖是否醒来了还没说就完了 我尼玛了很久……            
(4星)	 郑嘉颖年轻的时候还是美型的呀 不过算算那个时候也有38岁了 一点都看不出 剧情比1有进步            
(5星)	 这部的剧情还是不错的。            
(NA)	 实在不喜欢佘诗曼啊。            
(4星)	 悬疑我很爱爱爱...            
(5星)	None
(4星)	 系列剧总是要看得            
(3星)	 第一季就看见了佘诗曼 真恶心，然后看见梁小柔的头发 囧爆了。还是第一部好看            
(3星)	None
(5星)	 =w=雷厉风行的madam ma，真的是很喜欢这样的阿佘，狂热地爱着她演绎的港女的毫不拖泥带水的干脆。            
(4星)	 KC党标记一下            
(3星)	 马帼英传真心不是很好看，最后还死了个人，植物了个，尼玛坑爹的剧情            
(2星)	 看到第八集看不下去了。。这部拍的好拖沓。。小柔演的好烂            
(3星)	 续集很少有比第一部好的啊~这也不例外~            
(NA)	 我讨厌死林文龙的这个角色了            
(3星)	 我靠，郑嘉颖笑起来好迷人，我靠，编剧你这么狗血的警务人员恋情都编的出来！            
(4星)	 啊啊啊！没忍住！！还是给看完了！！Ivan和Madam Ma好有爱啊！！！可是为什么郑嘉颖还是看起来像江玉郎……尤其是笑的时候……噗~            
(5星)	 再怎么说也比法三好看，感情戏略多，还是大学时看刑事侦缉档案四经典！            
(NA)	 稀饭稀饭 大学时代的最爱            
(3星)	 案情很一般，我还是更关心主角间的三角恋。。。            
(5星)	 一点点吓人！            
(3星)	 我我我看不下去            
(3星)	 最不给力的一部~            
(4星)	 2011.11.11看了这部，更喜欢林文龙扮演的阿SAM了，虽然模仿bones里面的那个女医生又破案又写书。这部就是佘诗曼的天下啊。不过我不大喜欢佘诗曼，太冷酷了。            
(5星)	 喜欢这部。            
(3星)	 佘诗曼个后娘脸            
(NA)	 KC♥♥            
(5星)	 爱阿佘演的madam             
