http://movie.douban.com/subject/4016485/	杜拉拉升职记
(5星)	 弱是弱了点……但是我就是喜欢啊，王伟啊杜拉拉啊helen啊都超喜欢的！其他人一向无视~            
(3星)	 太过偶像剧！这里美化了王伟，白痴化了拉拉，弱化了Rose，狗血化了剧情！我还是去看看李可的小说比价好！@Home            
(NA)	 即将踏入职场 不知道会发生什么            
(NA)	 这个不错。就是李光洁脸上是怎么了？怎么这么向月球。。一点都不光洁            
(5星)	 光洁！！彦妃！！            
(3星)	 杜拉拉毁灭世界！            
(4星)	 王伟能不能不要这么完美~            
(3星)	 这已经从一部职场戏改变成为了一部都市爱情剧。。。但是我喜欢李光洁            
(3星)	 画面较华丽，可以看一下，但也没啥出彩的地方。            
(NA)	 雖然愛情在裏面不是主線,但我更願意看拉拉與王偉的愛情!            
(3星)	 冲着王珞丹而已。            
(4星)	 你不知道的办公室政治。            
(4星)	 曾经我们都是菜鸟，一转回头却也是百年身。            
(3星)	 2010            
(4星)	 我喜欢李王伟==            
(5星)	 确实是近年来少见的好书            
(1星)	 跳着看了几集，WLD那个SB样看的我想抽她丫的            
(NA)	 拉拉，lala            
(2星)	 把南昌老表描写得那么不堪，哼~            
(3星)	None
(2星)	 这不是米莱么？你特牛的老爸呢？？？            
(4星)	 雖然我承認王珞丹的演技確實有點千篇一律 不過她就是合我眼緣我看到她就覺得很討喜 喜歡~            
(3星)	 三星半            
(2星)	 还没有我们阿康的故事精彩            
(3星)	 比老徐的电影版强多了！            
(3星)	 本来打算给四星的，有点长，就算了            
(NA)	 小丸子很可爱，有没有？            
(1星)	 绝了！宿舍有一阵天天放这个！看得我不想活了！            
(5星)	 矮油我就是冲着丹总去的嘤。            
(3星)	 愛情戲太多，快轉還可以看            
(2星)	 搞不明白男人喜欢的是王珞丹还是巴望身边有个米莱            
(2星)	 很一般            
(3星)	 总觉得书中的杜拉拉比电视里的更知性一些。            
(1星)	 这种剧就是脑残， 真正的职场， 杜拉拉这么搞， 早下18层地狱了。            
(2星)	 电视里放什么我就看什么，跟着老妈看            
(3星)	 比老徐的电影版要好            
(1星)	 一点都不好看。。。            
(3星)	 还真是人心险恶啊，我们公司就简单多了。。。            
(1星)	 我只瞄了一眼就开始讨厌王珞丹了这算什么事儿。。。            
(3星)	 爱情故事-  - 一刚。当时看得还蛮起劲的。            
(4星)	 王珞丹好多了。。            
(4星)	 透过俗套的故事看真实的职场.她有时候很傻很执着,但是她很认真的生活工作,学习.每个人都有过类似这样的第一次            
(5星)	 曾经的一幕幕又重现眼前~            
(3星)	 權當打發時間            
(3星)	 还是书好看……            
(3星)	 为什么都拍成了偶像爱情喜剧= =            
(3星)	 至少比电影版忠于原著。。。李光洁很有味道。。成熟男人的味道。结过婚的气场果然不凡。三星多一点，还够不上四星。。            
(4星)	 不错，俺喜欢。            
(4星)	 稍微有点罗嗦            
(4星)	None
(NA)	 好快，我也要做杜拉拉了么？只是希望我的生涯不那么恐怖            
(3星)	 最后的结局可以改为悲剧美！            
(4星)	 很真实的场景，让同样在外企工作的我看起来觉得感同身受。不过艺术总是有夸张的成分，有时候为了烘托人物，可能将有些更现实的东西回避掉啦。总之，是一部好片子。            
(5星)	 莪很喜欢王珞丹 蛤蛤。            
(3星)	 纯爷们儿加分~            
(3星)	None
(3星)	 男主角一口京片子，老没正经，甚合我意，甚合我意。XD   杜拉拉这个角色不好。太标准的善良主角，矫情。            
(5星)	 王珞丹不错，拍到后面有点俗套            
(4星)	 可我也喜欢王伟这样的            
(1星)	 童话剧，看了有点后悔            
(4星)	 客观地说，一个名为讲职场的片子，讲爱情讲得太多了， 商业片就是这样的不纯粹。  主观地讲， 超喜欢李光洁演的王伟这个角色。帅男人加上深情， 秒杀各类女人。            
(3星)	 电视剧，和职场无关，和爱情有关。            
(4星)	 好吧！我是为了王珞丹！            
(4星)	 人需要靠自已的力量去奋斗，有一个信仰，做好自已的事，纵观全局、、            
(3星)	 看过电视剧版本的，电影版本的，原著版本的，显然原著好。            
(4星)	 向往了好一阵子这样的短发。            
(4星)	 比电影好看多了【两个人在一起是因为开心，可是如果不开心了还想在一起，就是真正的爱了】            
(4星)	 有看出一点拼劲儿出来            
(1星)	 王珞丹个白痴            
(2星)	 真不怎么喜欢.            
(5星)	 学到很多。顺便 熟悉的像看自己~            
(4星)	 感觉小成本的电视剧- -不知道为什么。。            
(3星)	 我一直记得开始第一幕是在张江拍的！            
(3星)	 为毛真人版总爱把杜拉拉演绎成一个土逼白痴？            
(4星)	 相对电影  推荐这个。。。那什么 李光洁这名字 怎么听都像是女的～            
(NA)	 一般般~但是可以看看里面的时尚            
(3星)	 好喜欢王伟。。。            
(3星)	 2010.8            
(3星)	 有的对话挺好玩            
(4星)	 虽然是在不及原著 可是还是不错的            
(4星)	 20100523            
(4星)	 努力过才知道            
(3星)	 赶脚这个剧组木有啥钱~            
(5星)	 超好的电视剧。个人认为比电影版的要好的多。看了后学会了很多！超赞的一部！！            
(NA)	 不得不得说这是一部很成功的商业片。但除了赚到大把的钱之外，不知道究竟为观众留下了什么            
(NA)	 喜欢，有奋斗有爱情，这样的人生精彩纷呈，有时为了爱的人，就要坚持到底            
(2星)	 打着励志片的旗号，实着青春偶像爱情片，又矫情又做作，女性向片            
(4星)	 还好那段日子，有你陪着......            
(5星)	 算是这些年我看过的最好的大陆剧了~~~各种泪奔，各种现实……需要想一段日子了……            
(3星)	 感情戏有点狗血            
(3星)	 对王珞丹失望了。李彩桦很漂亮，偏偏角色不讨好，╮(╯▽╰)╭李光洁演的好男人不错！            
(3星)	 不能称之为偶像剧的青春剧 服化道真的很重要 后期也有待加强            
(3星)	 公公说，只对男主角和女主角party后回屋的激情场面有印象了~            
(4星)	 总的讲不错，有些营养……最后的那一点沧桑感，更是好,很希望有续集哦……            
(5星)	 李光洁系属第二眼帅哥，王珞丹挺有那股倔劲的，可惜不够霸气            
(3星)	 没有原书的精华            
(NA)	 里面就比较喜欢李光洁本人，其他，呃，不作评价。            
(4星)	 还是能领悟到很多东西的，尽管更偏向一个偶像剧。我发现我近几年来的口味果然开始偏重于老男人了……李光洁演绎的王伟让我感觉很好啊~            
(5星)	 很喜欢，似乎看到了一些不一样的东西            
(5星)	 我喜欢这部电视剧，从拉拉身上学到了很多很多东西，很喜欢王伟的个性很他最后的选择以及自己对真爱的态度，还有他对伤害过他的人的宽容。当然，海伦的可爱，薇薇安的优雅等也给我留下了很深的印象。总之，不想去评价太多的其他因素，就是很喜欢里面的人物和情节~            
(5星)	 挺让人感动的！挺好的            
(5星)	 好喜欢王珞丹，好喜欢杜拉拉，好喜欢米莱            
(3星)	 李光洁不错 王珞丹前期演得有点做作 总是嘟嘟嘴发嗲啊什么的很是雷人。。。比电影版好多了 跟原著比改动相当大。。。            
(3星)	 没看完            
(3星)	 就是无法对王洛丹喜欢起来，，，不知道为什么            
(5星)	 李光洁，出于私心，这个版本的王伟很像自己心中放着的一个人；就电视而言，挺喜欢这两人的组合的，“如果天塌下来，我这个个高的不会弯腰的”            
(3星)	 随着心意跟风看的，有小喜欢，也有小不喜，没啥可说的。            
(4星)	 王伟比较有意思，杜超人一般。            
(3星)	 我承认我是为了看王珞丹~~~            
(4星)	 大概曾经感同身受吧，我觉得很好看的捏～～～            
(4星)	 拖了好久才看完，与原作做大的不同在于将重点放到了爱情线，少了职场的描述~像拉拉学习，乐观、坚强、始终向前奋斗！            
(4星)	 我有很像麼...她太幸運了.            
(5星)	 因为这部注意到了李光洁。。。真实的他也符合我的口味嗯哈哈 王伟！！            
(3星)	 怎么不喜欢王珞丹的赶脚            
(4星)	 开头看着王珞丹傻乎乎的，后来越看越可爱。没电影版那么华丽，但看着更真实。            
(NA)	 还是喜欢高高瘦瘦阳光坚强的男孩。            
(1星)	 王珞丹还能再恶心点吗            
(3星)	 硬是把一部职场生存戏拍成都市言情戏，非得添加那么多言情的戏才能吸引人吗？狗血的剧情适合初中生看，唯一说的过去的就是两主角演技还马马虎虎            
