http://movie.douban.com/subject/1453238/	海贼王 ワンピース
(5星)	 不点5星的都是没看过或看过没超过100集的人，绝对神作 真正的神作！            
(NA)	 我初中的时候就有一堆这个贴纸            
(5星)	 我一直的鍾愛之一！……它和犬夜叉 鋼之煉金術師等等伴隨了我最平凡的青少時光 每天等待著更新 為人物喜悲 我喜歡那樣多愁善感的自己            
(5星)	 哈哈哈哈.            
(5星)	 伟大航路上的梦想，我不曾忘记；与伙伴们并肩作战的经历，我记在心中。曾经被感动的泪流满面，也曾经被震撼的目瞪口呆。“当你知道你要去哪里，全世界都会给你让路。”虽然现在看来缺少一种深沉和严肃，但这本来就不是这部漫画所需要的。梅利号，带我们去伟大航路吧！            
(5星)	 一定要去看！            
(5星)	 总有一天 会成为传说的            
(5星)	 超好看            
(5星)	 伙伴什么滴 one piece什么滴 请你一直连载下去吧 追了这么久 如果完结了 无法想像            
(NA)	 每次都看的眼泪汪汪。。。            
(5星)	 路飞~~~            
(NA)	 海贼王就是经典  尾田不是人  是神            
(5星)	 热血热血还是热血！！！！！！！！            
(5星)	 贯穿JUMP三大原则：友情、努力、胜利！            
(5星)	 很高兴我今生能遇见海贼王!            
(5星)	 很好很好            
(5星)	 没有尾——永无止境的播下去。星空每当播放到重要时刻就不播，接着又重头来过。大概播了很多段时间。            
(5星)	 one peac是个伟大的梦想！            
(5星)	  好看不解释  路飞 one piece .            
(5星)	 唯一一部史诗级动画。            
(5星)	 我的天啊，好看的着了魔。几天之内哭哭笑笑着看完了510集。我好爱你们，带我一起去航海吧，captain luffy~~            
(5星)	 超级好看的啊！！            
(5星)	 都懂得            
(5星)	 不止一次让我感动到落泪的动漫 今生挚爱            
(5星)	 这是一个场面很大的故事，里面的主人公有一个伟大的理想……他的伙伴，他的身世，他的世界，相信你会上‘海贼王’！！里面的‘正义’正是我们这个时代最大的讽刺！！恩~~            
(5星)	 果然热血。。            
(5星)	 看到路飛 這樣子的吃貨 我就更餓            
(5星)	 无需多言            
(5星)	 （海贼王 死神已经看完 火影正在追赶。三部都是超人气的动漫自不必提 谁的人气高这个也暂且不论 只是说说一些实实在在的东西）关键词：《海贼王》伙伴 梦想      《死神》守护 觉悟      《火影》忍道 仇恨画风：同期的画质《海贼王》是比不上死神和火影的 《死神》的画面很漂亮，像那种20多集            
(5星)	 不止一次看的热泪盈眶啊            
(5星)	 看了一个月,终于看到513集了..艾斯的死我到现在都没法接受.哭了很久很久...            
(5星)	 爱死了~~~            
(3星)	 较幼稚。            
(5星)	 各种喜欢            
(5星)	 追得好辛苦啊            
(5星)	 我为你痴狂了那么久，久到连什么时候淡忘了都不记得            
(5星)	 海贼王的看点不在于华丽的画面，而在于新奇和感人的剧情，以及每一段故事的细致刻画。            
(5星)	 KIAO！我可是终于赶完了啊！            
(5星)	 关注了有三年了吧，因为工作不能天天看，但是有时间一定关注更新，喜欢里面的每个角色跟角色的造型设计，很有爱，有趣，满足了个人对动漫这个词的所有含义。            
(5星)	 最牛逼的漫画改编的动画！这就是高度！            
(5星)	 非常棒！！！            
(5星)	 很喜欢很喜欢            
(4星)	 还能再夸张点么？这几个人一个都不靠谱！！            
(5星)	 除了热血，还是热血！！^^            
(5星)	 搞笑，感人，热血。            
(5星)	 止步在430了            
(5星)	 我是有多喜欢海贼王啊~            
(5星)	 OP是特别的，对许多人，即使今天我已经不再看少年漫了            
(5星)	 我爱死索隆了。            
(5星)	 最好看的日本动漫            
(NA)	 童年的回忆 至今            
(5星)	 ！！！            
(5星)	 大爱路飞,连我家养的猫都叫路飞了~            
(NA)	 看了几集，主角好像橡皮泥好恐怖哦！            
(5星)	 人生的最爱~没有之一~            
(5星)	 强烈推荐。。。看的时候可以给人很多正面力量，特别是那些很渴望伙伴的人。            
(5星)	 妈呀，我的大爱            
(4星)	 销售第一···还没看完···激情差那么一点            
(5星)	 这部片子让我看到了真正的友情的力量，更让我看到了梦想的伟大，我爱海贼王，我要一辈子看下去！草帽海贼团，我们一起加油吧！            
(5星)	 感谢你们，陪我走过最孤单            
(5星)	 动画片没法善终，对不起            
(4星)	 爱蓝条纹立领衬衫的香吉士君~~            
(5星)	 海贼从我这骗走的眼泪和欢笑多到连我自己都觉得不可思议。在我心中，它是超越神作一样的存在。不知不觉中，我早已搭上贼船，和他们一起为自己的梦想而奋斗！            
(5星)	 爱  梦 冒险。最好的快乐            
(5星)	 期待完结.....            
(5星)	 对之，拥有超越一切动画片的感情            
(5星)	 在你和我之外，有很多的人生            
(5星)	None
(5星)	 神作！            
(5星)	 Ｄ            
(3星)	 难道是可怕的年龄问题，我看着一般呀，有时间再几级            
(5星)	 最喜欢的一部动漫。没有之一。            
(5星)	 跟着7年了。            
(5星)	 海贼王 不多说 最爱最爱最爱 luffy，加油            
(5星)	 不求追完，但求追平                                                     赶得好累            
(5星)	 索隆~索隆~            
(3星)	 太长，看不下去了。。。            
(2星)	 忍不了那种幽默啊。。。只看了20集看不下去啊            
(5星)	 找老公就找路飞。            
(5星)	 我们老了后 这群年轻人 永远停留在那年热血的夏天            
(5星)	 大本命！！！！！！！！！！！！！！！！！！！！！！！            
(NA)	 艾斯会活过来的八大论点一：艾斯的生命纸确实没有燃烧殆尽，从赤犬口中得知艾斯还有残留的一口气，很明显作者对艾斯的死分明留着悬念，那些不懂悬念更精彩的人根本不适合看连载二：尾田从一开始就对艾斯的死留下伏笔，回忆小时候艾斯说过他不会死，还骂路飞说不要随便把别人哭死，跟现在的死形            
(5星)	 从第一次到现在看了6年 家里堆满了OP的手办 在我心里OP已经不仅只是一部动漫了              
(5星)	 十年……            
(NA)	 一个下午看了12话- -。            
(5星)	 经典 影响世界            
(NA)	 青说，我就是罗宾            
(5星)	 路飞路飞            
(5星)	 	如果世事变幻无常，我所奢望的只是能在心底保留一份不能泯灭的纯真。            
(5星)	 最爱。无法被超越。没看过海贼的人生是不完整的。            
(NA)	 梦想，正义，自由的悖论            
(5星)	 已经跟进十年了，估计未来十年内完不了了。。。            
(5星)	None
(5星)	 喜歡海賊王的童鞋。都是好童鞋！！！            
(4星)	 路飞~            
(5星)	 最喜欢的动漫            
(5星)	 最爱的三个人：第一路飞 第二香克斯 第三卓洛。喜欢路飞的一切 香克斯的气度 卓洛的信念            
(5星)	 拾起来了 放不下了哟            
(5星)	 529            
(5星)	 最爱的日漫。            
(4星)	 挺可爱的娃娃们……只是我老了……            
(5星)	 等我和儿子闺女一起看结局             
(5星)	 勇气！梦想！            
(NA)	 更新的给力点吧            
(5星)	 王道热血动漫~            
(5星)	 男人该看的漫画            
(5星)	 热血到爆啊！！！！            
(3星)	 少年漫画始终还是少年漫画,其实应该给四星,只是看不爽某些人            
(5星)	 早两年同学推荐我看的，前些时候问她和她老公像谁，她说像罗宾，她老公有些像路飞，我自评嘛，像乔巴            
(5星)	 嗷！            
(5星)	 唉。。。最近实在有点拖沓了啊            
(4星)	 你喜欢的动画我理所当然也要喜欢 这样的信念 至今都没变。            
(5星)	 热血。感人。有一群这样的人。大海一点也不可怕。            
