http://movie.douban.com/subject/4300597/	月之恋人 月の恋人～Moon Lovers～
(NA)	 1ep被ko，我爬不起来了||| 虽然说大神那些个纯爱的drama我都没有看到最后一集的，但这种第1集就被雷出太阳系去的还真是第一次，志玲jj威武 Or2|||            
(4星)	 灰常期待，大神的月九！            
(3星)	 一星给松田翔太，，我的美男，一星给北川，爱她，一星给林志玲·····            
(2星)	 扛着看完了。恶心到骨子里啦！一帮好演员陪着林志玲练~大神和囧子多好。。应该叫水X恋人。            
(4星)	 太像真功夫的肥牛盖浇饭了~小熊猫，赞！            
(3星)	 难道一直高品质的大神要让我失望了？            
(NA)	 弃。            
(NA)	 收視率不高可看了也還是哭得蠻厲害的啊……shota令我失望，到後來越來越希望林志玲不要出現，景子就……美……木村大叔和涼子阿姨終成眷屬還是很sweet的！            
(2星)	 看一集 棄            
(NA)	 虽然有绵羊跟凉子JJ 还是看不下去 弃之            
(5星)	 觉得这剧节奏还蛮有问题,结局虽然是哉叔和姐姐在一起了可我很不满意啊,就好像040走了到姐姐那里找安慰一样TAT...虽然两个人在一起那气场我真是爱惨了            
(NA)	 仓促得过头，连机场的剪辑都太假。            
(NA)	 就知道凉子姐才是女主角。。。040算什么！            
(2星)	 弃掉！！！            
(NA)	 弃！            
(3星)	 对丑化上海有点无奈，我希望志玲姐姐跟木村在一起；松田同学的普通话，OMG～就是为了看大神；哎~没意思，不过志林姐姐那两个广告巨美的            
(3星)	 040，你毁了我的大神~~~            
(5星)	 竟然集合了这么多我喜欢的 耶耶耶 前段时间一直在上海取景 可惜没遇到。。。            
(NA)	 残            
(NA)	 这是我看过的最烂最莫名其妙的日剧 居然还是如此豪华的CAST....不明白它到底想讲什么. 非常无语            
(2星)	 我总算可以打2星了。。。结尾都是快进完的HOHO            
(3星)	 御姐控的心绝对不容许你抛弃凉子姐姐可是一般观客的心绝不承认你这种破结局！！！！！所以和风见姐弟恋才是正解啊！！！            
(3星)	 为结局凉子姐姐幸福勉强给个3星。不解释            
(NA)	 果断弃剧。            
(3星)	 终于是完结了。喜欢筱原凉子，不待见040，但并不喜欢这样的结局。            
(1星)	 不好意思我只能给一颗星-   - 简！直！烂！爆！了！ 尤其是作为大神的剧 看Pride洗眼去了            
(3星)	 不算烂尾但依旧很狗屎=   =            
(3星)	 我的人生也需要这样的大逆转~            
(2星)	 太无趣了 迟迟没看完的结局            
(4星)	 其实我觉得挺好看的。。那个最后四枚硬币的解释很有爱啊~            
(NA)	 烂尾。木村很性感，筱原凉子还是Anego范，北川漂亮，志玲像白痴，剧情好白目，一边起鸡皮疙瘩一边还是为了演员看下去。木村啊，这么一部戏把你给整俗了，我好难过呀。            
(2星)	 我只能说 能把秀美这个角色演好的 漂亮的女演员多了 为什么要选林志玲？？？她说一句话 让我浑身颤抖一下 决定不追了            
(2星)	 为什么又要把背景设上海……为什么一会儿不着调的日文，一会儿有不着调的中文……为什么林志玲比木村高噶许多还要摆在一起……我都不想看下一集了：（ 果真没看下一集了。。。。            
(3星)	 大神啊            
(2星)	 没一丁点儿吸引人的元素            
(4星)	 四星给ending,1到7都是烂            
(3星)	 志玲姐姐你还我狗眼            
(NA)	 十分钟就弃了~整个风格就不招我待见~            
(1星)	 难看的极限啊            
(1星)	 猎奇吧 日本人            
(3星)	 只喜欢OST跟瞎囧            
(3星)	 为了翔太和凉子看的。。。囧。            
(3星)	 灰姑娘的狗血剧情谁要看啊==            
(3星)	 大神 不是你三星了 是这剧实在太傻缺……听到040哇他西哇他西 我就不行了……凉子JJ啊 前面酱油太多了 以至于最后虽然成了 也觉得不靠谱……松田弟就这么洗白了么 其实黑一点还是蛮好的……            
(2星)	 整个剧情连贯性有问题。最后一集是我看得最幸福的一集了。。。但是还是很有问题。想想连着多少周我都是在咒骂0Z0中度过的啊。。。导演和编剧要是早点换策略多好啊，你看他和凉子姐姐多萌啊！            
(3星)	 无力评价……            
(NA)	 最後一集，贊            
(3星)	 最后一话好长= =。好在我要的BG一起了，我要是说最后这几话2.0挺可爱的会不会有人抽我=V=。040小姐请你自由的......            
(2星)	 冲木村和凉子去看的，可怕的林志玲。。。忍无可忍            
(3星)	 完全是因为这个阵容，除了040话说，为啥要把中国拍的那么穷....不过事实证明，再强也强不过中国的拆迁大队 ORZ...看完第八集。。。靠竟然还两小时的。。。            
(4星)	 可以接受            
(4星)	 这剧所有中文都是雷点包括040她妈那句摆明了就是日本人说的“我不知道”，为了翔太只能捏着鼻子看下去了吧老子翘首以盼的月九居然第一集就能像天雷一样我焦了我死了OTZ（弃            
(2星)	 用你的剧终庆祝萤之光的到来 = =            
(1星)	 木村+北囧+林志玲也架不住这么烂的编剧，电视台自己都弃了            
(2星)	 一部以快进到结尾为结局的剧            
(3星)	 这个剧情。。。我已经无语了。。三颗星给大神，其他不解释。            
(2星)	 不知所云。。。。没想到这么多明星能拍出这么2的片子。。。从翔太那句：你是想回去当剩女。。。。哥从无语到彻底无语了。。。。            
(2星)	 最终 还是凉子姐~！ 很好~！            
(3星)	 要是早像最终话这么写不就没事了            
(3星)	 里焦外嫩            
(2星)	 1木村儿眼妆好重哟，不过涛声依旧拉；不容置疑lzl是大猩猩；莫再中日结合了，遭不住；这剧看得我紧张焦虑，一个不小心村儿就要比玲儿矮啊2还有追着吻的，瞧村儿这操性；我说玲儿是不想红了吧3心脏都看痛了4木村力拔垂志玲，牛；下集要上床？日日日5要结婚？6俺看的无字幕的，再也写不下评论了            
(3星)	 一颗星给大神，一颗星给凉子，一颗星给主题曲~大妈你其实本来可以把这个故事写地更好的，可惜炮灰的剧情太长。。。且大神与凉子间的气场让我非常地神伤，虽然那是我自己的事。。。            
(NA)	 a是浅野妙子阿可使第一集就没什吗兴趣啊            
(3星)	 无论是凉子是志玲还是囧子，对于一个触不到的背影，黯然兴叹神伤            
(4星)	 有040姐姐的部分总是很囧，没有040就好了。还是得给四星，是这剧让我去翻看大神以前的剧，是很惊喜的发现。            
(3星)	 人都不错。。但组合不和谐= = 另及翔太弟弟好有型- -            
(1星)	 好囧            
(NA)	 星期三 04            
(4星)	 03 囧子一如既往地囧得可爱，大熊猫太可爱了～Shota说中文的时候也好可爱，哎呀Shota越变越帅鸟～凉子姐姐也很灵的呀～&gt;v&lt; | 05 大神不要连穿背心都那么帅呀! &gt;3&lt; Shota好灵好灵呀～剧情没什么好看的，真的。| 最终回的囧子神似Blair。片头总感觉狼人嚎叫……            
(3星)	 纯看人            
(2星)	 当时和男朋友一起看的…看了一半没看完  弃了…            
(3星)	 我是来看筱原凉子的...            
(2星)	 居然耐心得追完了。。我图个啥？。。。            
(3星)	 以色事人终不久长 木村真的是一个中年发福的大叔了= =。            
(3星)	 烂片！只不过看在木村十年以来的纯爱噱头，凉子JJ的气场和shota给个3星！真糟蹋卡司啊！！            
(2星)	 好吧 完全看不下去了……            
(3星)	 心怀这种东西，凭什么说开就开？感情这种完全没有道理可言的东西，真叫人讨厌。            
(3星)	 最后一话变好看了。。。            
(NA)	 真的是很艰难地看完的 我也不忍心评分了 不过还是爱木村 还是支持他！            
(2星)	 3话弃～            
(4星)	 讨厌040 喜欢凉子。            
(3星)	 我已经不想看下去了。。。。。。。。。。            
(3星)	 哇   我原本就是希望叶月和二宫在一起的  啦啦啦拉            
(2星)	 无语！！！！            
(3星)	 如果没有凉子姐和大神。这部剧会怎么样！！！？？            
(2星)	 如此失败的月九!            
(3星)	 鸡皮疙瘩都起来了= =大神居然还有和040JJWW 哦侬！！！            
(3星)	 日本人眼中的上海啊...有点看不下去            
(3星)	 第三集后么碰过弃了弃了            
(3星)	 第1集是荒谬+恶搞向的...弃            
(3星)	 看到林志玲说日语, 不知怎么让我想起国际章讲英文. 其实我也不讨厌她, 只是介个剧情太扯了, 木村出马也救不了.            
(2星)	 从头雷到尾。这颗星给凉子姐姐和翔太~给最后一集加一颗星            
(3星)	 木村~~~~帅，完了            
(NA)	 第一集~~~我要你！(⊙o⊙)…// 最後到底是鬥嘴的冤家 樂趣多吶~~~            
(3星)	 林志玲的确坏了这锅粥.可惜了木村拓哉            
(NA)	 大神认栽吧。            
(3星)	 結局真是微妙啊。            
(3星)	 刻板印象啊刻板印象            
(3星)	 我嚼着大神以前很阿香。。老了变帅了            
(3星)	 喜欢凉子JJ              
(3星)	 2010春。至02弃。只能说没有040的话我还能勉强看下去。大神从来不是我的菜现实中应该也很臭屁吧。希望结局凉子和翔太一起，话说凉子的面部线条变柔和了，是着装很Man的关系吗。最后囧子是很有喜感的存在。。            
