http://movie.douban.com/subject/2147129/	萤之光 ホタルノヒカリ
(5星)	 第九集那一抱，哎哟我的个少女心花那个怒放啊~【傻宫式打滚中】            
(4星)	 这个时候看这个剧刚刚好。看第一集之前，把零食堆在沙发上，啤酒从冰箱拿出来，跟猫猫玩了一会儿，终于开场。之前同学推荐我看，因为觉得女主角的生活跟我很像。恋爱没有正确答案，你做了什么选择，就是什么答案。不是害怕恋爱，是怕恋爱后需要认真对待对方。我不奢望一个部长，给我一个那样的屋子吧！            
(4星)	 能和这么一个大叔同居，真欢乐真幸福。其实我一直不迷恋藤木直人的颜，对这种看上去很温柔很无趣的人实在无感，不管他有多帅多王子。不过他的45度侧脸和小腿线条真不错~~~            
(4星)	 恋爱的力量是能够让你变成一个你自己都不敢相信的勇敢努力又温暖的人。            
(5星)	 引起共鸣。。。            
(4星)	 干物女的春天            
(NA)	 大叔好帅            
(4星)	 还是蛮有乐的嘛，男二又是一张苦逼脸，谢特            
(5星)	 藤木直人是我见过的最有味道的大叔，之一。哈哈。            
(5星)	 小遥越看越顺眼，那演技也是刚刚地！轻松幽默又不做作，果断好评！            
(NA)	 最喜欢的日剧，以后，应该也没有之一吧~            
(5星)	 无论什么时候看，都可以深深的被触动到。走廊，啤酒，猫咪。傻宫，部长，滚地板。淡淡淡淡的，然后变成了爱情。            
(5星)	 最开始一直搞不懂为什么小萤会喜欢小诚 那样一个幼稚多疑又孩子气的人 好在最后没有跟他在一起 部长太好了啊~~ 虽然完全不符合我的审美 但是那样一个成熟有魅力的男人啊！！ 我是大叔控啊 为什么不给我一个像部长那样的帅气大叔啊。。。            
(5星)	 部长的前老婆怎么舍得部长这个千年难遇的优质男。。。╮(￣▽￣&#34;)╭ 电视剧果然是电视剧。。。。。            
(1星)	 那个老板叫的太销魂了；我居然看完了。。。            
(NA)	 我爱小要！            
(5星)	 部长被歪记            
(5星)	 干物女就是从这里开始！07年夏季档的经典！！            
(5星)	 为干物女mark~·            
(5星)	 部长很帅            
(5星)	 呵呵 确实很搞笑呢 绫濑遥很可爱啊            
(5星)	 赐给我一个部长般的男人吧~            
(5星)	 干物女！笑死我了！            
(NA)	 呆盟爆笑的女主            
(4星)	 其实我挺干物的~            
(5星)	 大爱。已经保存            
(4星)	 所以说古语有云：日久生情嘛！！喜欢第一部的部长！~~山田姐也很喜欢啊！~~赐我个部长吧！！！            
(4星)	 各种剧设戳中我的要害　藤木直人　办公室恋情　同居　和式旧屋　宅女　            
(4星)	 果然素少女漫，绫濑遥长得太不“干物”了，部长很萌~            
(5星)	 这就是我的生活状态            
(NA)	 部长啊            
(5星)	 好心水~啊啦干物女也会想恋爱呀（翻滚）            
(3星)	 还不错            
(5星)	 我爱部囧~~            
(4星)	 世界上怎么会有部长这么好的男人T T~~~？            
(4星)	 干物女因为有了部长而美好。            
(4星)	 当时觉得挺搞笑的。。            
(5星)	 部。。。。。。长！！！！！            
(5星)	 轻松搞笑            
(5星)	 确实比第二部好看。            
(2星)	 请问女主是有分裂症么？！            
(4星)	 第一部开头还可以 结尾还是很老一套 然后第二部就可惜了 = =            
(4星)	 去年暑假看的。脑子里只有“干物女” “不囧（部长）”= =            
(4星)	 这剧告诉了我们 心跳什么的都是假的 最重要的是可以坦诚相对的人            
(4星)	 我也觉得啤酒很美味，哈哈            
(5星)	 大爱绫濑遥。            
(5星)	 第二季我弃了？？我居然弃了！！            
(NA)	 2007.11. 9~2007.11.24            
(5星)	 我也希望遇见一个看到我在家里如小萤一样的人，不介意，也愿意喜欢我...            
(4星)	 看的第一部日剧……            
(4星)	 为神马身为领导，部长大人还能每天六七点就下班啊？？还能悠悠闲闲做晚饭啊？？还有力气陪小姑娘胡闹啊？？这么好的公司可以收编我男人吗？？            
(5星)	 这就是我无法恋爱的原因            
(5星)	 能引起人的共鸣并能引发对于现实生活状态的思考的剧才能拥有长久的艺术感染力，而《萤之光》就是这样的一部剧。贴近现实的人设让演员们能够以自然真实的状态表现人物，因此绫濑遥和藤木大叔都非常出彩。也算是演员的自我突破吧！（说实在的，仁医中的绫瀬和around40中的藤木都不是特别有存在感）            
(5星)	 不能质拔了呀呀呀！部长太帅了！花痴ing……            
(5星)	 干物女的宝典。天上落下个部长。            
(5星)	 爱能让人改变，看看干物女的故事就好——谁不想要这样一个默默包容爱着你的部长啊！            
(4星)	 同呼唤，KAMISAMA，请赐我一个部长吧~！            
(4星)	 日剧所具有的独特风格 ！！励志不失温情 看了会很舒服            
(4星)	 干物女的愛情            
(5星)	 日剧的细腻，其实是将爱情与生活中，每个人都感受过的一闪而过的情绪和细节放大再放大。这就是为什么，虽然很多人觉得小萤是个二百五，但还是不自觉的一次次被打动。            
(5星)	 爱极了迷迷糊糊又善良努力的小萤~            
(4星)	 最后的结局跟不囧了我实在是接受不了啊！！！不过第一集他描写干物女的时候，怎么就觉得和我很像呢orz            
(5星)	 夏天的回忆多美好，日式庭院，beer，还有部长            
(5星)	 好可爱呀            
(4星)	 哈，绫濑遥            
(5星)	None
(5星)	 真的超爱这部剧的！绫濑遥演得干物女也超可爱！！            
(5星)	 哎我最近好喜欢打五颗星，在我low的时候让我看的开心的都打五颗星！！看剧前对绫濑MM的印象还是白夜行的腹黑女，看完后就只剩天然傻宫了= =比起求婚大作战，这里的藤木大叔摆一张臭屁的脸好萌！皮埃斯这叔是早稻田毕业的，膜拜一个。。。            
(4星)	 第一部比第二部好看            
(5星)	 如果我有一个这样的女朋友，一间这样的房子，每天穿着浴衣，在小猪的蚊香桶里抓几只蚊子。Time will tell us            
(5星)	 小遥滚来滚去，萌啊            
(4星)	 屿和萤如果没有部长等人帮忙的话，真是差点互相喜欢却都不知道啊。。外界的助推是有多重要            
(3星)	 很多人好评，但是我还是不喜欢            
(5星)	 我向往的生活态度啊。。。            
(5星)	 经典之作，越来越喜欢绫濑遥啊            
(4星)	 有点Boring的开场，不过干物女也是这样不是嘛？慢慢品才知道她们的好~            
(5星)	 非常非常温情的片子哦~看了受鼓舞，心情会变好的~            
(4星)	 07年看第一部的时候没觉得好看，今年看第二部简直太好看了            
(5星)	 找一个让你觉得自由自在的人, 甚至比你一个人的时候，还要自由自在PS:加藤和树你是面瘫吗？！演帅哥就可以面瘫了吗？！这种演技为什么要来演男二！不自然的走路都要顺拐了！            
(5星)	 很治愈啊~~ 喜欢藤木大叔哈 穿西装超帅            
(NA)	 人生的选择都在一念之间，小萤虽然懒散，但她的坚持让人感动。            
(4星)	 一般般            
(3星)	 觉得幼稚，我还是认为小萤和部长只是因为熟悉才要好，觉得小诚不应轻易放弃在一起，喜欢就要努力去在一起。本片拍的还行，就是里面的人物让我觉得幼稚。我也许是部长那样的人，但要遇到喜欢的人才会那样。            
(4星)	 小萤傻的我直着急啊！！！            
(4星)	 干物女啊干物女            
(4星)	 日剧真的很强大啊！            
(5星)	 部长很帅            
(5星)	 夏天必看！            
(5星)	 真的很好看，自己就是个干物女T.T。看完之后就喜欢绫濑遥了O(∩_∩)O~            
(5星)	 着实喜欢那个可以休憩心灵的长廊            
(5星)	 绫濑遥！必须五星~~            
(5星)	 上天请赐我一个部长吧。            
(4星)	 我要一个这样的部长            
(4星)	 干物も部長も一番！！            
(4星)	 让我看完了很鸡血的期待爱情~~~哈哈 干物女也有春天。            
(5星)	 干物女什么的最有爱了啊~            
(5星)	 部长~~~傻宫~~~            
(5星)	 那些关于工作的事情~~很好看啊            
(5星)	 一番！            
(4星)	 看的第一部日剧，ICS看CR偶尔看到，由此开始日剧之旅            
(5星)	 好看也好玩，部长真招人爱~现实生活中应该不少女孩子回到家都是鱼干女吧~            
(5星)	 嗯嗯.超級喜歡.            
(3星)	 萤之光            
(5星)	 男女主角都是我的菜啊啊啊！            
(3星)	 好像没看完...吧            
(5星)	 个人认为一定要看的日剧~            
(5星)	 太逗了。喜欢部长！            
(5星)	 藤木直人，以前看剧就注意到这个好有气质的大叔            
(5星)	 11.11.11看毕            
(5星)	 很有制作水准的日剧。            
(4星)	 夏天 部长 啤酒             
(4星)	 没有看完，对女主产生了很深的印象，让我记住了她的名字            
(5星)	 总觉得不囧身上有什么东西和自己相似，禁不住一丝悲凉和伤感            
(4星)	 超爱部长！稍微努力了点的傻宫和不用稍微努力就无所不能的部长真有爱~            
(4星)	 宅女的福音            
(4星)	 傻宫很率性，喜欢。部长是有魅力的中年男人，保养得不错~            
