http://movie.douban.com/subject/3546712/	一起来看流星雨
(1星)	  一起来淋硫酸雨            
(2星)	 尼玛我居然看过 尼玛居然还用了我们学校            
(1星)	 懒得评价，烂            
(1星)	 绝了！            
(1星)	 什么流星雨，还一起看。。。不知道湖南卫视怎么想的。。。。刚不知道那些观众怎么想的。。。。反正我被雷死了            
(1星)	 零星。。。            
(2星)	 演员长得不错 干嘛演这玩意儿            
(1星)	 雷阵雨            
(1星)	 看它评分这么低,我好开心~            
(1星)	 做作            
(1星)	 每当我想起我小学五年级的表妹一放学回家就打开电视看这片儿，内心就会有种流泪的想法            
(1星)	 被流星雨砸死把！            
(1星)	 聽到都會被雷到            
(1星)	 能确定这些人不是在拍被雷劈过了的一群傻逼的爱情伦理悲剧？？？？？？一星给了植入广告            
(1星)	 我操你妈！！！！！！！让流星雨砸死你们这些渣渣！！！！！！！毁我原著！！！！！！！！！！！            
(NA)	 好多都是在我们学校拍的我不忍心打分啊…            
(1星)	 看的时候很喜欢郑爽，现在没感觉了。            
(NA)	 呃，我不知道该怎么评价，如果不是这部剧我可能还是一个网络白痴= =，说到底我觉得我还是应该感谢这部剧，我说真的。            
(NA)	 雷阵雨...原来我看了这么多雷片            
(NA)	 不用脑中的不用脑，因为大家都有不用脑的成长时期            
(1星)	 不想看也躲不过 那时候芒果台没事儿就播 真的对此片毫无欣赏可言            
(1星)	 看了一集就想咩人            
(1星)	 无语了。。。太天真 太装            
(1星)	 看 你 妈 蛋            
(1星)	 傻逼芒果  傻逼快男            
(1星)	 不行了。。。            
(1星)	 呵呵            
(1星)	 看着那帮喜欢流星雨的小女生们和讨厌流星雨的人对骂，我觉得怎么会那么欢乐。。。。            
(1星)	 2B演SB看。。。            
(NA)	 湖南卫视经常放            
(1星)	 烂片            
(1星)	 很烂的偶像剧！里面人物除了炫富  爱来爱去 就是装13  毫无意义！ 芒果台的剧真雷人啊！            
(2星)	 水片~            
(5星)	 好看 张翰好帅那 郑爽也不差。。。            
(1星)	None
(1星)	 一起来看雷阵雨            
(NA)	 很狗血的偶像剧啦，哈哈            
(1星)	 美特斯邦威是贵族穿的哦亲            
(1星)	 天雷滚滚            
(1星)	 能给负分么？            
(3星)	 服装、演员、台词什么的是雷了点，不过还能看得下去点，呵呵。            
(1星)	 其实挺搞笑的            
(1星)	 好看 好看死了            
(3星)	 想看看到底有多恶搞，其实除了某人还是可以接受的。。。            
(1星)	 我好怕被韩国人或者日本人看到笑话我们中国就拍出来这种东西。。。            
(3星)	 芒果台又再重放了  所以我一不小心就看了            
(1星)	None
(3星)	 一颗星为了郑爽的颜。。。            
(1星)	 可怜的母校            
(1星)	 水平太低            
(2星)	 天雷滚滚。。。            
(1星)	 所谓的累得外焦里嫩            
(1星)	 可以0星吗            
(1星)	 七拼八凑            
(5星)	 X你妹！刷你妈个B，刷分的给我去死，尼玛！！！            
(1星)	None
(1星)	 你敢不挑戰極限麼。            
(1星)	 姐没看过，姐就是来刷一星的！            
(1星)	 真NM，这演员赚钱也太容易了吧            
(5星)	 没有结局的结局，引人遐思。            
(1星)	 我是来给差评了，只觉得朱梓骁有前途            
(1星)	 无语，糟蹋了我的流星花园！            
(NA)	 传说中的雷阵雨...            
(2星)	 哈哈，降半旗致哀            
(1星)	 翻拍your sister            
(3星)	 郑爽其实很不错的~            
(3星)	 苏州台每天看一下午 开心的了= =            
(4星)	 芒果台拍的算可以的剧了、、、            
(1星)	 雷阵雨好不好亲==+            
(5星)	 从选角到审片，我都在！无条件地喜欢。            
(1星)	 在下雷阵雨的时候。雷人吐了雷血            
(NA)	 看过得最烂的电视剧……之一，另一部是一起又看流星雨！            
(NA)	 每集只看一分钟也叫看吗，因为我已经知道它讲啥了，我的神啊，只怪调台时的遥控器反应太慢，慢到间隔时间足足一分钟啊！！！            
(1星)	 当年被奶奶逼着看完，她老人家也许是为了锻炼我的心理承受能力去坦然面对高考吧            
(1星)	 一起来听流星雷。一起来耍流星锤。            
(1星)	 捶地哭泣！！！            
(1星)	 看标签，不解释！            
(1星)	 不是不支持国产，韩版和日版的摆在那你这样情何以堪，            
(3星)	 好歹暑假看看也是能打发时间的好么            
(1星)	 妈的我没用蚕丝蛋白 这就是导致我上不起艾利斯顿的原因？            
(1星)	 = =            
(1星)	 雷得无止境.            
(2星)	 流星雨。            
(1星)	 挑战下限啊            
(5星)	 翻拍的经典，但又是一段新的爱恋，张翰和郑爽的新感觉~~~~~~            
(1星)	 看你妹啊。            
(1星)	 烂片中的烂片中的烂片中的烂片，我根本就看了一两集。喜欢这部电视剧的都是花痴SB追星族   实在无语  严重鄙视湖南卫视            
(1星)	 虽然很不负责任  但看你妹啊看            
(1星)	 首播的时候看的第一集，吐了！！！边看边骂真欢乐！            
(1星)	 你敢不敢再脑残一点            
(NA)	 张翰            
(1星)	 我……吐槽无力了            
(1星)	 只看了一点 不爽            
(NA)	 哈！哈！哈！            
(1星)	 啊哈哈哈嘿嘿嘿嘿~~！.            
(2星)	 看这个完全是因为喜欢魏晨饰演的叶烁，肖涵饰演的慕容云朵也不错。如果你愿意的话，我的肩膀可以借你无限期使用；虽然不那么宽厚，但是足以让你好好休息一下            
(1星)	 尼玛4个人加一起也不如言承旭一根头发            
(2星)	 尽管男主角很帅，已经不是我的菜            
(4星)	 很多人不喜欢这个，说这个是雷阵雨，确实，刚看的时候觉得超雷，不过越来越喜欢，因为他很纯，真的是理想中的爱情，从刚播到现在一直深深喜欢这它和她和他！！！            
(1星)	 你麻痹的，不好意思各位，忍不住飙脏话，见谅见谅了！！各种山寨，只看了一两集，奶奶个熊            
(1星)	 我仅有的一点智商啊，就这样被你磨没了            
(1星)	 哈哈不说话了。。求这群2B被流星雨砸死！！            
(1星)	 脑残片~~            
(1星)	 只看过几分钟，雷得外焦里嫩，吐槽无力，泪眼以对。不过我有同学还是喜欢看（巨雷阵阵）！所以天朝的市场就是庞大啊            
(2星)	 雷啊雷            
(1星)	 这这 不是广告么            
(1星)	 这种屎片 我真TM想去屎了            
(3星)	 不知道怎么说，剧情烂一点，纯种的偶像片啊。            
(2星)	 看到端木磊我就快进。 朱梓骁这个西门演的还算凑合吧。            
(1星)	 应该该名叫（一起来看雷阵雨）芒果台也就能骗骗小女生，弄点收视率            
(2星)	 魏晨和朱梓骁分星星            
(3星)	 女主角挺漂亮的啊，还行，不要太刻薄了            
(1星)	 ……            
(1星)	 我他妈的还看完了            
(1星)	 马子俊建国绵羊还有MAO要哭了。            
(1星)	 雷死我了 狗血            
(NA)	 芒果台，你还能再山寨一点儿不？？？            
(NA)	 劳资连星都不想给，尼玛太坑爹了有木有！！！一起来看硫！酸！雨！            
(1星)	 给你一星，真是便宜你了            
(NA)	 一起来看雷阵雨            
(1星)	None
(1星)	 真拟吗难看 。。。            
(1星)	 看不下去            
(1星)	 傻逼的模范啊            
(1星)	 我只是过来打个分而已            
(1星)	 孩纸们 一块去看雷阵雨吧！！一定要自备钛合金狗眼            
(NA)	 养伤必放            
(5星)	 张翰好帅啊、            
(4星)	 明明挺好看的嘛！作为新人他们已经演的很好了！            
(1星)	 恶心的我想吐，我妈我家保姆我侄女儿我小妹每天等在那儿看，我给大家拖后腿了，丢脸了。            
(3星)	 张翰...            
(1星)	 草拟马            
(2星)	 对这个无话可说 毁了00后的孩子们            
(1星)	 怎么说，我只记得有那么个情节，楚雨荨：今天端木带我来了美特斯邦威，我感觉自己好像公主...公主...主..... 姐瞬间就凌乱了.....公主都穿美邦啊啊啊我也是公主了啊啊啊搞不好还是上辈子折过翼的那种啊啊啊~~            
(2星)	 这辈子都不想再看流星雨了。            
(1星)	 一起来看雷阵雨            
(1星)	 还有更恶心的吗?            
(NA)	 哈哈。暑假早起了。凑个热闹。            
(1星)	 一个字：操！            
(1星)	 慕容云海说，我才是天底下最帅的男人！春哥噗嗤一声——笑了、            
(1星)	 好片！雷得我外焦里嫩……一切吐槽都变得无力……一起来看雷阵雨吧，诸位。            
(1星)	 在棒国某台播放了呢……呵呵后。            
(NA)	 RI  j8烂！            
(1星)	 断断续续看过。各种植入性广告，俞灏明的发型我恨不能接受。            
(1星)	 我不是故意黑，电视剧本身不能说一无是处……但是，我实在不忍心不给一星……            
(3星)	 初三弟弟爱看，我怀疑他早恋            
(NA)	None
(NA)	 一星都不想给。            
(NA)	 其实看过之后会发现.....越看越像看咳咳....电视剧惯性的通病么....            
