http://movie.douban.com/subject/4913214/	恶作剧之吻 장난스런 키스
(3星)	 和台湾版本质量差不多，对比日本版本，现在比当然日本版本太老旧，但是如果看当时看完后的心情来说，还是日本的最有感觉啦。韩国的直树有点太冷漠。对了这个剧的SP要更好看更有爱。            
(5星)	 一切源于宠溺，小新郎...没啥好说的，，柬埔寨拍我也会看的，，，            
(4星)	 虽说没有台版的好看，但是对这类剧真是完全没有抵抗力啊！噢刀开！            
(2星)	 完全是冲着帅哥去的，不过两人的演技真不怎样呢！胜祖啊，我还真看不出来你什么时候喜欢荷妮的，O__O&#34;…            
(4星)	      什么比不过台版的 日版的 要说剧情 无论什么版的都看不下去  就是喜欢金贤重  喜欢女主角傻傻的。            
(1星)	 我不喜欢金大鼻孔 而且我也厌倦了智障型女主 射射。            
(NA)	 快速看完~还是觉得郑元畅演的更好~            
(5星)	 本来只准备给4星的。。可是~~我说为什么这么低啊为什么。我觉得还挺好啊。女主第一级是丑了点但是至于吗？至少比台版好太多。这是一定的            
(4星)	 我觉得很好看！            
(4星)	 虽然几个版本都不及23本漫画——我不得不说——韩剧版是我最喜欢的一个。            
(3星)	 我完全是为了好奇才去的，感觉最好看的还是日版的            
(3星)	 还行，就是情节太快了！金贤重好帅啊！！！            
(NA)	 比台版和日版的都差一些。            
(NA)	 还行，看了这后觉得金贤重帅了            
(2星)	 - -            
(3星)	 男的女的初看都不咋地不咋地，剧情真是偶像剧的经典，看着看着，都顺眼了顺眼了~~            
(4星)	 金贤重思密达~帅屁了             
(4星)	 第四颗星为了金贤重            
(NA)	 比台湾版更人心动。。            
(3星)	 如果不是我们家小贤 死都不会看的。。            
(5星)	 因为喜欢金贤重，所以追了这部剧，追着追着发现对白胜祖的喜欢渐渐地与金贤重无关，只是喜欢上了这个人物本身，不得不说，这个高智商的别扭男很有魅力～～～            
(4星)	 很多人不喜欢 但我觉得挺好看的 就冲着贤重！            
(4星)	 表示对那种帅帅的KISS毫无抵抗力。虽然搞不懂这没有一点铺垫的爱情是怎么发生的。。。男主角后半段的发型蓬蓬的，好想去拍一拍。            
(3星)	 说我先入为主也好 毕竟我不是90后00后 我还是最喜欢博原崇版的直树            
(4星)	 不错            
(2星)	 对女猪的颜，主要是内三角眼实在接受无能。而且男女猪完全没电流啊，金贤重一副不入戏的样子。对这剧的CP观也很不以为然……还是生菜CP里的四次元金贤重本人有趣得多。            
(3星)	 这个妈，才是亮点~~            
(3星)	 只看小重重～            
(4星)	 女一越看越順眼，笑容燦爛演技可喜，喜歡男一的美少男形象，可惜稍嫌冷酷不足。最大的敗筆是後半部的1/3故事舖陳過於馬虎，以至於許多情緒的轉折顯得突兀。配樂也普普。總體來說，令人感覺輕鬆愉悅，但不夠深刻。            
(3星)	 再见 白胜祖            
(5星)	 看完了，看得期间痴迷上了金贤重，现在恢复了。            
(3星)	 其实没有台湾版的有爱            
(2星)	 金同学那时候演技还不大好            
(2星)	None
(2星)	 全被女主毁了，再去整一轮吧。            
(5星)	 入江啊。。。。！！！！你们的故事无论哪个版本的演绎，都如此美好！！！            
(4星)	 金贤重不错不错~其实恶作剧啊最重要的是这种幸福洋溢的感觉啊~~人物心理描写比台版细衣服也比台版好看~不过台版的家庭的氛围和两个人感情的刻画更厉害！这个故事我会无止尽喜欢的！只是希望芒果台不要拍……            
(NA)	 抽风看韩剧。。。。。额，把台剧2部的戏份并成16集，你升华了            
(NA)	 最爱的电视。我觉得我还是没有办法做到为了男人把自己的自尊放到这么低            
(3星)	 = =....拿什么来拯救你,金贤重的演技......            
(3星)	 看过版本太多，没什么感觉纯粹看人！            
(NA)	 看到女主就不舒服            
(NA)	 亮点是金贤重的脸 然后没了            
(4星)	 很多人都说难看 可是我却觉得有感动有真情 贤重是慢热型的，越到后面越自然 自然得让我都刮目相看啊。。            
(2星)	 远不如台版和日版            
(4星)	 一直很喜欢恶作剧之吻的故事，也许无论是什么版本，我都会推荐，因为故事吧。我喜欢这样的爱情，我羡慕女生，很勇敢。我羡慕男生，很专一。            
(2星)	 垃圾，最垃圾的翻拍了，名字就让我恶寒，金丝草.......            
(2星)	 我没看下去，很偶像的，不是我的菜啊~            
(4星)	 为了贤哈~不过女主确实有时有些丑！~            
(3星)	 看完之后真的好喜欢金贤重，每个女生的心里都曾住着一个白胜祖，各方面都优秀的男生喜欢着自己。现实中会不会呢？虽然知道电视剧就是电视剧，但是还是忍不住让自己沉沦下去了……            
(2星)	 凡是翻拍改编自日漫而且先有日剧的，都是画蛇添足。            
(4星)	 再來加一星 我就好這口 凡是這個劇本出來的我都腦殘的中意!            
(3星)	 俊男美女消遣之用            
(3星)	 女主太雷了。还是小综的江直树最赞！            
(3星)	 最喜欢妈妈了。            
(NA)	 十年间看过三个版本的恶作剧之吻，可惜我已经不是当年那个会和身旁的人眉飞色舞的说柏原崇多帅多帅的小姑娘了            
(3星)	 還是愛臺版的植樹……金賢重開頭幾集擦的粉太白了吧，後面也許是看順眼了？？0  0            
(4星)	 算是我2010最期待的 片子。。。可我拍出来的效果 不是我喜欢的  还是喜欢台版的            
(5星)	        这让我情何以堪啊。。            
(3星)	 傻傻的湘琴终于很恶作剧的嫁给了她最爱的直树。很喜欢这样单纯的爱。             
(5星)	 其实我觉得很好看，虽然有点淡淡的感觉。            
(4星)	  无论怎么样、男主角还是帅的可以、看起来的羞涩挂、~ 女主角到最后其实也还漂亮的啦~！            
(5星)	 很真实 真实的爱情 真实的婚姻 挺上进            
(3星)	 不给力啊            
(4星)	 我挺喜歡哈尼的手機，哈哈哈.....            
(5星)	 金贤重好帅~            
(3星)	 挺可爱的~~~            
(4星)	 喜欢《恶作剧》的应该看看~~台版接近原著，但韩版更让人接受。            
(4星)	 2011年3月14日开始看，连看三集，笑得不行，把青春期的孩子们真诚又幼稚的爱情描绘得有声有色，运动会，垫胸罩，补课那几场戏，对话幽默，真是佩服导演对孩子们心理的把握，就像钻进了年轻人的心。会继续看，笑着看完。            
(3星)	 还是台湾版的经典。。。不过还是很喜欢金贤重的 嘻嘻            
(NA)	 姑娘的眼睛果然睁不开吗            
(3星)	 能给三颗星，一颗给良好布景，一颗给郑素敏的皮肤，一颗给金贤重的努力。。            
(4星)	 我是看帅哥的，而且这版女主比台版更像个正常姑娘。            
(4星)	 收视惨淡是有原因的，不过我还是挺喜欢的，至少还有点励志的看点。。。专四之前有点小动力了            
(4星)	 没办法，我就是喜欢恶作剧之吻的所有东西。动漫版也好看            
(2星)	 手机挺好看            
(4星)	   完全是冲着贤重才看的  看后就更爱他了  虽然明白现实中是不可能有这种爱情，也不可能会有我的白胜祖  霸道的 迷人的 粗暴的 优雅的 默默的 爱  可是人生还是需要这么些的美好才会存在一丝丝的幻想  话说上次看的那视频贤重和郑元畅关系还不错咧，还说去台湾了一定去找他            
(3星)	 勉勉强强看完的            
(NA)	 怎样都比中国的雷人流星雨好多了            
(4星)	 拍得蛮好。剧情动人。韩语简单清晰。            
(3星)	 女主角真的不好看！！！            
(3星)	 啊呀呀~~~要不是有我的贤重，我想我会很快就放弃看下去，唉，我真的很怀疑编剧的智商，无厘头不算，剧情完全不对称嘛！浪费我的贤重喇！！            
(3星)	 又出现的小熊 宫的样子啊 凑合着看吧 消磨时间的 女主角演的太夸张了            
(3星)	 金贤重金贤重~~            
(3星)	 两大猪脚的演技还有待磨练。女猪脚的傻不及林依晨。            
(4星)	 翻拍&amp;翻拍。。。            
(1星)	 为什么每个版本的女主角都一副傻样啊？金贤重演技一向不怎么样，不知道是不是戏没选对？            
(4星)	 这四颗星都是给男主角的~~~就是花痴！！            
(4星)	 虽然更喜欢台湾版的 但是偶尔看看其他 版本的 也有另外的FEEL             
(NA)	 好个犀利，给力巨作。            
(2星)	 台剧好看多了。            
(3星)	 金贤重背双肩包的样子真是太。。。太。。。太不和谐了。。。            
(5星)	 切。，就是美型了一点呗- -0奔着贤重去的            
(4星)	 好吧，我看光了，韩剧就是那么让人放不下            
(3星)	 难看             
(NA)	 2            
(4星)	 情节安排不够自然，胜祖爱上哈呢的过程莫名奇妙。不过，男主够帅，尤其是笑容，有点倾城倾国的味道。（原来男生的笑也有这么大魅力）。看在男主的笑容的份上，加一颗星。            
