http://movie.douban.com/subject/1417946/	成长的烦恼 第一季 Growing Pains
(5星)	 童年的记忆总是最美好的            
(5星)	 成长的记忆~~            
(5星)	 无解            
(5星)	 这部剧 是09年暑假 陪姐姐去德阳法院实习的时候 天天窝在家里看完的 那时候的希拉里达夫还只是个小姑娘啊~            
(5星)	 童年的美好记忆            
(5星)	 最喜爱的电视剧            
(5星)	 我最最最喜欢的电视剧，陪伴我一路成长！            
(5星)	 卧槽我看的第一部美剧啊！小时候就知道周末晚上开始追了啊亲!四部死去活来看了不知道多少遍现在还在看啊！小李子我那时候就暗恋你了啊！我特么还是个几岁大的萝莉啊那时候！            
(5星)	 接触的第一部美剧~            
(5星)	 80后必看过吧...当年童星出身的小李            
(5星)	 舅舅說他們長大了就不好玩了 沒錯！            
(5星)	 夏天看了，太幽默了，哈哈            
(5星)	 从小喜欢！            
(5星)	 情景剧的经典之作            
(5星)	 比家有儿女好看多了&gt;&lt;无法超越啊            
(5星)	 我喜欢波纳            
(5星)	 现在想起来，美国的环境正好。            
(5星)	 最喜欢Mike~            
(5星)	 小时候的记忆。。本好可爱~~            
(5星)	 迈克是我的最爱            
(5星)	 growing pains ，friends 永恒的经典，永远的爱。用不用英语那都是狗p，就是狂爱这种家庭喜剧。温馨，好看。            
(NA)	 永恒的经典            
(5星)	 太TM经典了！            
(NA)	 看得第一部美剧            
(NA)	 小时候看过，模糊了。            
(5星)	 看了好几遍好几遍            
(5星)	 大爱mike！！！虽然现在mike和ben都大叔了，但是这是我高中最美好的回忆啊，167集一集没落下看完了！！！            
(5星)	 又勾起来我的回忆            
(5星)	 我又想再看一遍了。。。。。            
(5星)	 童年美好回忆，当时最爱的美剧。高中重播时才发现布拉德皮特有集也出演了呢            
(4星)	 迈克～！            
(5星)	 童年呐 每天等着就看一集            
(NA)	 睡前两集忘记烦恼，拥有很多同行一生希望的荣誉，但是没有家的温暖，什么样的成就都没意义。我想杰生一样可以放弃我的事业，但是有那个麦基吗？            
(5星)	 当时看着聚时看到莱昂纳多是多么的兴奋，要知道我看这剧是已经是泰坦尼克上映几年以后的事啦。。。。。            
(NA)	 影响、改变着我的童年。            
(5星)	 i love it            
(5星)	 小时候 记得好像都还没有有线电视 就只有几个台 里面就有放这个 里面男主角有个水床 当时喜欢的不得了            
(NA)	 这个必须看过，记得看记录片            
(4星)	 小时候好喜欢看的说，呵呵            
(5星)	 小学毕业夏天看的第一部美剧啊，那会迷到不行，谁知还有莱昂纳多！            
(5星)	 很不错的美剧，小的时候一放这个电视剧就啥事都不愿意做了.....            
(5星)	 启蒙意义            
(5星)	 教育台！            
(5星)	 最爱的电视剧！！！！            
(5星)	None
(5星)	 儿时的回忆            
(5星)	 冷森宗第一部美剧            
(5星)	 重看一次仍然笑的合不拢嘴·~            
(5星)	 Mike  Mike Mike~~~            
(5星)	 应该是许多人的美剧启蒙~            
(5星)	 最无法抵抗的情景喜剧！            
(NA)	 如果我给，一定会给10分            
(5星)	 经典中的经典啊~            
(5星)	 “Ben，你就像我的第二个弟弟，虽然我没有第一个。”这句话是Bone说的。地球人都知道这里面有Leonardo DiCaprio，但地球人不一定都知道这里面还有Brad Pitt            
(5星)	 小时候放假时就盼电视演这个。            
(5星)	 老让我想起小学时光~            
(5星)	 犹记我小姨都很花痴那个很帅的哥哥= =            
(5星)	 再看的时候发现满载着小时候的回忆，绝对的经典            
(5星)	 一段生活，一种永远            
(5星)	 Mike Seaver 小学初中时期的幻想对象            
(5星)	 那时候电视里有放诶，就一直追。经典！            
(4星)	 第一次看这个剧的时候，我就觉得像莱昂纳多，然后觉得一定是。            
(5星)	 当年很喜欢的电视喜剧。silver一家的相处方式很让人羡慕。国语配音无以伦比的给力。            
(5星)	 童年。            
(5星)	 这应该是对美国家庭以及社会的第一印象了。生活在这样的家庭，是多么幸福啊，记得后面有一集是电视之外，看到那里觉得心都碎了，这只是电视，而不是真的生活。            
(5星)	 小时候看的，影响特别大            
(5星)	 T__________________________T伴我欢乐成长!!!!            
(NA)	 年轻时代看得，很不错。            
(4星)	 麦克很帅            
(5星)	 小时候的记忆            
(5星)	 印象中最早看的一部美国电视剧，也最喜欢。            
(5星)	 小时候经常看啊            
(4星)	 真的很有意思             
(NA)	 儿时回忆            
(5星)	 最早看到的美剧，当时央视转播的，那时多小啊 哈哈            
(5星)	 这个必须得看啊            
(NA)	 不知道拍了多久，140多集，就看着他们慢慢成长了…            
(5星)	 小时候的最爱，伴随着我的成长            
(5星)	 Mike            
(5星)	 在我的心目中是更加超越老友记的            
(4星)	 萊昂納多迪卡普裡奧            
(5星)	 哎呀呀~~豆瓣真是什么都有啊~~            
(5星)	 LIKE IT ING！            
(5星)	 经典中的经典，年幼时的回忆。后来为了重温，下载了7季，一集不落重新温习了一遍～～～            
(5星)	 无疑的第一            
(3星)	 傻逼一样的看了中文版            
(5星)	 不打五分的统统都是需要自重的人            
(5星)	 show me that smile again            
(NA)	 曾经超爱的            
(5星)	 小时候最喜欢看这部美剧 了  小Leo小时候就很喜欢啊            
(5星)	 反而更习惯中文配音版的。            
(5星)	 非常喜欢MIKE，很喜欢他们一家，喜欢里面的中文配音，MIKE 的配音感觉神了，特别符合人物形象，比原配还好            
(NA)	 小时候的最爱，在我还能接受外国人说汉语的时候            
(5星)	 经典中的经典中的经典~            
(5星)	 哈哈！第一部美剧啊！小时候的最爱。至今都能回忆起某夏天在我家老房子沙发上看电视的情景以及记忆深刻的一个问号：美国初中生就能接吻了？！哈哈哈！好回忆！            
(5星)	 小时候的最爱            
(5星)	 初中的时候为了看这部把自行车当飞机骑啊，哈哈            
(5星)	 少年时的回忆            
(5星)	 不老的传说!!!            
(5星)	 我错了。。第一部美剧应该是这个啊~！！ 太经典了            
(5星)	 童年的回忆啊            
(5星)	 我会给我的孩子看这片的            
(4星)	 童年美好的回忆啊~            
(5星)	 迷恋柯克卡梅伦啊！！            
(5星)	 搞笑的一家人~             
(5星)	 经典            
(5星)	 小学时候ccav演的吧 还挺喜欢的            
(4星)	 那个年代的记忆~            
(5星)	 哈哈  美剧的经典之作哇            
(5星)	 真的很经典。。            
(5星)	 心中最初的美剧            
(4星)	 Wow,那个充满囧感的纯真年代啊            
(5星)	 Which one is Leo?...            
(5星)	 好看~！            
(4星)	 家有喜剧的原版            
(5星)	 no comment            
(5星)	 小时候最爱看的外国电视剧            
(5星)	 这个无可取代            
(5星)	 伴随我成长的 小时候最爱迈克              
(5星)	 我们回不到那天了...........            
(5星)	 人生最爱美剧之一，时不时都想重看            
(5星)	 昨日看《上海一周》，烦恼原班人马的再次相聚，他们都老了。还有，你看出他是莱昂纳多了吗            
(4星)	 记得凯洛男盆友死那集，成长就是承受伤痛            
(5星)	 假日早餐必看电视剧！            
(5星)	 第一部的原声都可以倒背如流了~~绝对经典！            
(5星)	 还记得小学某一年的暑假挂着台风，大家忙着关窗，我依旧很淡定的看着这部电视剧            
(5星)	 loads loads of memory            
(5星)	 80后的童年回忆            
(5星)	 太经典，不过挺假            
(5星)	 童年愉快的回忆            
(5星)	 永遠也忘不了傑森一家人            
(4星)	 陪伴成长            
(NA)	 小时候看的，那时候看不懂，觉得一点都不好看。但是我妈特别喜欢看。            
(5星)	 神马都不说了好吗！！！话说卡梅隆变大叔之后也很帅啊！！！！            
