http://movie.douban.com/subject/4317617/	妮基塔 Nikita
(2星)	 真扯~            
(4星)	 1，首先承认Q姐的确显老。。。还是我们同龄人呢，怎么脸都这样了，看来说混血儿易老，太骨干显老都是真的。。。2，但是呢。。。她那过分骨干称不上火爆的身材，在这部剧里跟角色的身手，动作，女王范简直是完美搭配。。。太有范儿了！3，虽然剧情渐趋套路和脑残化，但这部戏的看点，气质却是越来越好！            
(4星)	 为嘛micheal老是要眼睛朝上翻- -            
(3星)	 终于对美剧审美疲劳。            
(3星)	 进不了剧情里、。。。            
(NA)	 必须看~必须顶~必须适合我~            
(4星)	 很扣人的情节呢，不过觉着个别的故事觉着冗长，一直等待第二季，终于出来了            
(3星)	 剧情……美国也有不咋地的编剧。            
(NA)	 = =就是喜欢这种XX和XX和XX历经艰险拯救世界的类型。。。。            
(4星)	 女杀手复仇神马的完全抑制不住啊            
(3星)	 六集弃。            
(4星)	 任何人的选择与救赎，都要靠自己~            
(4星)	 我想练这种精肉身材啊！！！！            
(5星)	 大爱！！            
(5星)	 很有吸引力的作品，情节紧凑，环环相扣，又不乏新意，不错            
(5星)	 maggie Q is the queen!            
(4星)	 Maggie Q很帅            
(3星)	 maggieQ虽然年纪渐长，但性感的身材、精湛的演出依然吸引了不少的眼球关注这部美剧，不过剧情到后半部分太过纠结，期待能出第二季~~            
(4星)	 MY STYLE~            
(3星)	 漏洞百出            
(5星)	 激！            
(4星)	 完全是冲着Maggie Q的御姐气场去看的            
(3星)	 完全冲着maggie Q去的……其他╮(╯_╰)╭            
(4星)	 刚开始单调了...后面越来越好看            
(5星)	 我喜欢看性感美女打架~谁管剧情            
(5星)	 女王！！            
(NA)	 据说是中年大叔最爱o(╯□╰)o            
(3星)	 第二季开始了。又开始追            
(NA)	  MaggieQ 的演技不大行啊。。。            
(5星)	 让我想到了《赤裸特工》还差点搞混，但是不得不说真的非常好看~人物的心里充满着矛盾，宿命，追求，正义，究竟何去何从            
(2星)	 只能说较差，剧情做不到《Prison Break》那样严丝合缝，演员也一般，打发时间时蛮看            
(4星)	 Killer            
(3星)	 劇情、手法都很經不起推敲。才看了四集，maggie Q又法語又粵語的讓我想起【清潔】里的張曼玉阿！好像還是成龍班的學生哎，真是為她量身定制的一部戲。            
(4星)	 美艳Q&gt; &lt;            
(5星)	 amanda是什么人！！！            
(2星)	 动作片还是男性比较有感觉，剧情通俗 弃之            
(3星)	 还行的动作美剧、            
(3星)	 搞不死的女英雄。第一季            
(4星)	 MAGGIE Q~~~            
(4星)	 maggie q个人秀。            
(4星)	 帅气十足！wdf！            
(5星)	 太喜欢了            
(5星)	 看完除了覺得Maggie Q好性感之外還是好性感            
(5星)	 所谓看两集就弃的“资深美剧粉”有什么资格口出狂言。。。。。。            
(4星)	 這片子最後的最後太扯了....=_,= 不然也拍不下去 臥槽 就這個感覺            
(3星)	 狗血女间谍的狗血故事            
(NA)	 完美            
(3星)	 Maggie Q看多了也不好看            
(4星)	 maggie老了好多。。alex好正！！！            
(4星)	 为什么中国拍不出这样的电视剧，弄得华人也要跑到外国去拍。            
(3星)	 Q呢还是蛮漂亮的~M呢还是不够帅呀~好小好小的时候看的nikita，这次编剧编的像越狱~~~~~~~            
(5星)	 喜欢第一季 很有风格和创意 不过看第二季走向了 觉着可能会烂尾的            
(NA)	 这个叼耶            
(3星)	 没什么兴趣看第二季            
(4星)	 第二季不要让我失望~~~            
(NA)	None
(3星)	 真心不是很感兴趣= =            
(5星)	 去年我是每天都想过周五，就是为了看这个，很好看            
(5星)	 骚。            
(3星)	 后面不是特有意思了。。            
(5星)	 老Q太有味道了            
(5星)	 期待season II            
(4星)	 男主男配一起养眼            
(4星)	 就是结局有点狗血啊，弄得我都不想看第二季了~            
(4星)	 小Q你老了啊！！！！！！！  ！！！！！！！！            
(4星)	 第二季更新了么？            
(5星)	 尼基塔好帅啊!            
(5星)	 最后3集看得人纠结死了。期待第二季。            
(3星)	 且不论剧情稍显单调，单看Q姐的气场还是比较hold住的~            
(5星)	 尤物。            
(4星)	 美剧里的地方面孔。剧情编的挺好的，就是感觉有点哄小孩儿。            
(NA)	 灰长帅            
(NA)	 就是第二季的托儿。。            
(5星)	 最爱最爱             
(4星)	 终于陆陆续续吧第一季看完了，正好第二季马上就开始了~            
(5星)	 MQ微微皱眉的样子最爱了              
(3星)	 等着第2季            
(5星)	 很酷~帅爆了！            
(5星)	 我就是喜欢Alix，只是因为她长得很萌。。。            
(5星)	 帅哥美女，看得眼花缭乱            
(4星)	 看了8集            
(4星)	 力挺maggieQ !!!!              
(4星)	 我真的无语老 M Q你真的太瘦老            
(3星)	 看完好累，睡觉。            
(NA)	 爱李美琪~~~            
(5星)	 精致的面孔，帅气的打戏，迷人的爱情，一切的一切让我痴迷啊！            
(4星)	 不是很过瘾            
(3星)	 酷酷的女人  场景很有感觉，但感觉多了也就变得没感觉了            
(NA)	 今晚终于看完了第一季，比预期的好，有枪战有打斗又有美女看，剧情也算狗血，值了            
(3星)	 MaggieQ 没继续            
(4星)	 热血沸腾！！Maggie Q身材太好了！！！            
(2星)	 没大脑的美剧            
(4星)	 性感矫捷的老女人，想念赤裸特工啊            
(3星)	 忽略掉剧情的狗血和bug其实还是挺好看的。。。不过我始终欣赏不来Maggie Q的美。。            
(3星)	 美女特工 英勇无敌            
(NA)	 很好看  有感            
(5星)	 仅为 Maggie Q             
(NA)	 下周末第二季 期待呀            
(NA)	 身材总是这么火辣！            
(4星)	 looks like SALT            
(4星)	 看美剧不多。单纯看动作，看美女杀手，总是养眼的咯。            
(4星)	 千万不要跟NIKITA提DANIEL。            
(4星)	 就是到后面感觉每集剧情都差不多呢怎么。            
(NA)	 不错 = =            
(NA)	 女特工 谁不爱呢            
(4星)	 还好看，感觉每个故事的衔接不是很好，期待第二季，我觉的伊莲娜一定会在第二部出现。支持一下Maggie Q 和Shane West             
(4星)	 主要是来看 Maggie Q 的            
(3星)	 中老年大叔最爱。。            
(4星)	 哎哟 = = 不抱期待 反而快看完了犹豫想追第二季，MQ虽然这么瘦但是却很性感ﾟ(///(エ)///)ゝ，于是明明这么BG我却看的很百合（；￢_￢） 年下攻和女王受的赶脚啊(QωQ*) ←你够了            
(4星)	 Maggie Q明显见老了，拍这个动作片都快把自己练成功夫明星了，真累啊。相比之下，我更喜欢看女二号            
(3星)	 看多了，你会想睡觉            
(3星)	 Tom 就这么死了！你叫我如何接受这个现实！            
(2星)	 到后面就开始胡整了……Shane这个苦大仇深的脸啊，敢不敢笑一笑呢？！            
(4星)	 后面有点快进。。M和N永远在一起吧=，= 好萌诺            
(3星)	 就知道Nikita不会死。看来第二季Alex和nikita要对头了。            
(5星)	 一向喜欢李美琪，那中西合璧的脸蛋，那性感的身材，那冷傲的气质，真得让人很难忘怀。不经意地打开了一集，结果就一发不可收拾，整整一个通宵，12个小时，把电视剧第一季全看完。哈哈。喜欢。            
(4星)	 热辣特工；背叛精神；            
(5星)	 不睡觉看完一整季啊！！！            
(3星)	 很多细节都不符合实际。。。至少对于犯罪类电影我已经习惯了各种巧合。。。            
(4星)	 剧情值得一看。Maggie Q和Shane West的组合太有爱了。期待第二季。            
(5星)	 Maggie q 风情万种啊!瘦成杆也能一拳撂倒彪形壮汉啊!!            
(4星)	 噼里啪啦一通乱打加上傻里傻气的阴谋势力……            
(4星)	 如果这种事发生在500年前，就完全out of question了——那个时代君要臣死臣不得不死啊。然后主角要换成Alex，标题改成《公主复仇记》之类的……【囧。            
(4星)	 HK那集Michael帅爆了！声音好好听&gt;&lt;            
(4星)	 thrilling!喜欢NIKITA！            
(5星)	 断断续续的看完的~记得看完第一集就被吸引了~很喜欢Maggie Q~            
(5星)	 呼呼 等待第二季~            
(3星)	 太累了，补完第一季。            
(4星)	 最爱看打女了！MQ真是又瘦又正！！            
(3星)	 因为电影迷恋nikita 才勉强看了电视剧。。。。剧情垃圾             
(4星)	 後半段開始醋機程度加劇 等S2            
(NA)	 如此明显的还有下一季 谢特            
(4星)	 Maggie Q身材真好            
(4星)	 没看过吕克贝松，不过这个真的很酷。前半段有特工小说的影子（还是特工小说有niketa的影子？）。最后一集有点Just的味道。COOL~            
(4星)	 micheal，很Man的男人。嗯...到后面剧情越来越精彩了。最后一集他们在长长的路上驱车前行的时候 真有亡命天涯的感觉。            
(4星)	 热衷这种套路,要么(狭义主体)是个通俗的feminist要么是没救的俄狄浦斯情结(笑)            
(3星)	 可以 闲着看    很放松            
(2星)	 冲着大长腿去的，看到了就可以走了            
(3星)	None
(5星)	 有点小虐的的间谍美剧，强势CP很有爱啊~~~            
(NA)	 Black box is still a mystery!            
