http://movie.douban.com/subject/1786742/	情深深雨濛濛
(5星)	 给演员打5分，那个年代都是演技派。记得小时候看这剧每次看到依萍被她爸打时都觉得好可怜很心疼            
(4星)	 每一首歌都能哼出来。。当时真的被琼瑶剧洗脑很深~~            
(4星)	 瓊瑤阿姨都多厲害呀！            
(4星)	 曾经痴迷过，好喜欢杜飞            
(2星)	 断断续续的看的，一直没看全，也没有看全的欲望。            
(2星)	 我居然也看过无情无耻无理取闹的东西= =！！            
(3星)	 纪念下李欣            
(4星)	 想当年谁不是追着看的。。。            
(4星)	 当年觉得可好看可好看可好看了呢！当年。。。。嗯，初一！矮油，暴露年龄了！            
(2星)	 分分合合几十回...你们不累观众都累了...            
(2星)	 好琼瑶 。深情的古巨基是一种可怕的生物。不过还是很爱赵薇            
(4星)	 内地不错的爱情片。            
(3星)	 罪受不鸟如萍……            
(NA)	 为了裙子翻起来这一幕  每到重播我都会停留一下的            
(4星)	 赵薇的片子，我几乎都看过……虽说很多垃圾……但是还是会看……哎……            
(5星)	 看不烂的~            
(NA)	 中学时，趁着大人不注意，偷偷溜过去看            
(3星)	 当年还是喜欢的哈哈哈            
(3星)	 那会儿偷偷摸摸的看还抹眼泪···            
(4星)	 几百年前看的啊~            
(4星)	 不过实在是不喜欢书恒啊，三心二意的            
(4星)	 现在看也不过时的一部 每播一次我就看一次 古巨基就是在这里喜欢上的            
(4星)	 当时总是和好朋友一起唱啊情深深雨蒙蒙，世界在你眼中。。。            
(4星)	 十年了！！！            
(2星)	 好纠结            
(5星)	 作为当年拨动了小心肝很久的电视剧，给个五星吧……            
(3星)	None
(4星)	 电视剧比小说强多了            
(3星)	 唉呀，现在再看琼瑶的剧，浑身肉麻。            
(3星)	 一直对古巨基那张坑爹的脸无比怨念，还好有可爱的杜飞和如萍加分~琼瑶奶奶果然钟爱各种鼻孔君——咆哮马、五阿哥、福尔康、何书桓（不巧后来也成了五阿哥）。。。            
(3星)	 不说了  人人都应该看过            
(3星)	 古巨基怎么能这么难看阿~~            
(NA)	 哈哈哈，陪奶奶看电视剧的那些岁月啊。            
(3星)	 在赵薇+林心如+苏有朋很火的时候看的，剧中的人都很善良（除了雪琴），还好结局让人很欣慰。            
(4星)	 看得我好向往民国←现在也是            
(3星)	None
(3星)	 大伙们喜欢看跳桥            
(1星)	 陪我妈看过，，够烂的片子了。            
(5星)	 哎呀不得不说我还是很喜欢这个电视剧的，当年CCAV追着看哪。印象最深的台词是文佩的“她在百货公司上班！值晚班！”……也不知道为什么是这一句……Orz            
(2星)	 尼玛，当年被老妈逼着看的            
(5星)	 寒暑假必备啊            
(NA)	 哈哈。。。原来的回忆~            
(4星)	 给赵薇林心如的星~            
(3星)	 我今年暑假居然重看了。。我雷不雷啊！！！            
(3星)	None
(4星)	 又是这帮人一起翻拍了“情深深雨濛濛”，电视上放过太多遍了，杜飞蛮有趣的，古巨基在里面不喜欢。            
(3星)	 琼瑶阿姨真是写了不少令人纠结的狗血剧作啊，依萍跳江那一段把我虐的死去活来的。现在想起来，她从那么高的大桥上往河里跳，居然没有摔断脖子。            
(4星)	 这么多年始终不褪色            
(3星)	 这是一切小言的开端。            
(3星)	 这群演员还是不错的            
(4星)	 好歹也是小学的回忆~            
(5星)	 天哪 虐心啊 琼瑶奶奶啊            
(NA)	 是小学的时候看的？？            
(4星)	 还不错吧，就是太琼瑶了点~            
(4星)	 琼瑶剧中已经算是新潮的了            
(3星)	 当年的方瑜，斯人已逝。。。            
(4星)	 四年级。。。            
(3星)	 喜欢主题曲《情深深雨朦朦》            
(5星)	 比还珠还要喜欢的琼瑶阿姨的戏。            
(5星)	  本来就是经典的。            
(5星)	 邀歌！！            
(5星)	 真心觉得好看~            
(4星)	 当年我怎么会迷上何舒缓            
(2星)	 每次看到书桓 我就想自挂东南枝            
(3星)	 神，作            
(NA)	 小时候看这，觉得他们真纠结。            
(2星)	 ~~很一般            
(1星)	 何书桓整天嘴里“依萍依萍”的叫唤，上了战场还“依萍依萍”的叫唤，琼瑶老婊子你丫到底会不会写书？            
(3星)	 我还蛮喜欢看的册啊            
(3星)	 杜飞好造孽的            
(4星)	 想起当年搬个小凳到租的房子外面偷听楼上校长家电视里的声音            
(3星)	 其实还是很耐看的            
(3星)	 小说不错，有点女性主义的意思。剧很渣，人物性格前后不统一。最后一集的吻戏泛滥到硬是把我一位爱看狗血剧的同学都雷倒了。            
(3星)	 矮油，这是我姥姥的最爱            
(3星)	 真心觉得琼瑶的这部剧很经典。            
(3星)	 我爸爸喜欢            
(3星)	 我那么纯洁的心灵就被古巨基和赵薇一次又一次的接吻给玷污了……            
(3星)	 不管如何，果断喜欢依萍0-0            
(3星)	 当时还是很热播的剧集，每年假期都在不停地重播中，小时候喜欢如萍，现在想来哪有那么圣母的姑娘啊，安啦安啦~~~            
(4星)	 曾经天天追的剧啊            
(4星)	 这部剧让我喜欢上她真心觉得赵薇的演技好，之后再无一部能够超越。            
(3星)	 每年都重新回顾一遍，赵薇好美。            
(4星)	 古巨基靠着里面的歌不知混了多少年各种晚会~            
(4星)	 挺经典的 内时候我觉得古巨基名字好笑。。。不解释            
(NA)	 小学。。            
(5星)	 看的时候挺喜欢，再后来想想书桓这个人其实还是挺有感觉的~            
(3星)	 琼瑶剧            
(4星)	 = =可以的。。            
(3星)	 当时看觉得不错，我妈很喜欢。            
(4星)	 杜飞，最喜欢他了            
(NA)	 看一次骂一次。再看一次，再骂一次            
(NA)	 = =            
(NA)	 没好意思标            
(4星)	 现在看也忒扯淡了            
(3星)	 - -            
(3星)	 八年抗战就要开始了！！！！！！            
(4星)	 我喜欢里边儿的歌。。。剧情其实还多感人的啦，。。            
(4星)	 我是看着你长大的。            
(3星)	 又青春了            
(3星)	 当年老子那是从头看到尾啊            
(5星)	 童年记忆。。。。。            
(5星)	 乘着还珠的东风，这剧也红了            
(2星)	 断断续续看过的 那一阵电视里铺天盖地都播 躲都躲不掉。。。            
(NA)	 啊还专门提前看了小说才看电视剧的。。。            
(3星)	 赵薇 呵呵 林心如救了这部戏            
(3星)	 当时我们都好傻啊            
(4星)	 不错的青春偶像剧。            
(4星)	 虽然琼瑶剧永远都挺雷的 不过真还不错 记得小时候很喜欢过            
(5星)	 看不厌。。。            
(5星)	 很经典，很爱如萍，很爱方瑜，很爱杜飞，觉得那个年代的人的浪漫传奇真的很动人            
(3星)	 话说小时候琼瑶剧还是挺诱人的，尤其，女主都很漂亮。            
(4星)	 经典            
(4星)	 矮油            
(3星)	 太无聊时可以看看，情情爱爱看着别扭啊~            
(4星)	 赵薇            
(NA)	 当时看的是还好。。。现在么。。。。。。。。。。。。。。。。。。。。。。。。。。。            
(2星)	None
(5星)	 我就是很爱看啊，电视放我就一定看不换台！            
(4星)	 这必须是经典，演员漂亮得没话说。虽然现在早不看琼瑶剧了，但得给个公正的评价。            
(2星)	 这戏真琼瑶，默叽死了，我妈还老要看，不让我看别的！            
(3星)	 那时候林心如很美            
(3星)	 何书桓个渣男            
(4星)	 虽然琼瑶的台词让人很恶心，但是这部还是给大众带来了很多欢乐的～            
(5星)	 年年放，年年看。百看不厌。            
(5星)	 大爱啊大爱啊大爱啊。。。还珠格格现在重播我是不要看了。但是这个重播，我铁定看的。我记得考研前三个晚上，我都还在小旅馆里看这个。浙江卫视经常放的。            
(1星)	 算了吧，又是穷摇            
(2星)	 动作、道具、发型常常不连戏滴            
(5星)	 当时超级喜欢依萍，讨厌如萍。现在倒觉得如萍爱上不爱自己的人，蛮悲哀。可能是我长大了吧……            
(4星)	 其实当年看这部剧也无非是冲着那帮人看的，记得当时还不怎么接受古巨基呢，总觉得在这部戏里他抢了苏有朋的位子，呵呵～～            
(3星)	 遇见一个人，你身上的刺一点一点被软化、直至消失。            
(3星)	 還是看書吧！！！            
(3星)	 看多了，就没意思了            
(5星)	 我永远记得你在她门前出现 细雨中 你没有打伞 深情的眼眸亮于世上所有的星星            
(4星)	 我外婆超爱  我都不知道看了多少遍啊啊啊啊            
(4星)	 可云可怜            
(3星)	 琼瑶啊，-----哭            
(4星)	 想着以前家里的一大叠带子，我爸妈和姐爱看，就也逼着看啦。貌似以前好恨那个雪姨的。哎 。。。我的童年呀。。            
(4星)	 赵薇在这部剧的演技很不错……            
(3星)	 小时候跟着外婆后面看的。。。。。= =            
(3星)	 我妈是坚决抵制我看此类苦逼剧 更何况是在小学的时候            
(4星)	 好经典啊！剧情冲突神马的！            
(3星)	 =.=..            
