http://movie.douban.com/subject/3882839/	千谎百计  第二季 Lie to Me Season 2
(5星)	 专四考完就一口气全部都看了            
(4星)	 第二季就差点儿            
(NA)	 这一季开始变得失控的1900            
(4星)	 还好吧，没有第一季好看，但也不错。            
(4星)	 演不下去就算了吧==            
(4星)	 You know I can tell when you&#39;re lying don&#39;t you?            
(4星)	 我承认木有第一季看的来劲了            
(5星)	 大爱 大爱 ....            
(3星)	 追不下去了。。            
(5星)	 不论如何，精彩！            
(5星)	 比起第一季，此季注重了感情方面的交流。            
(4星)	 没有第一部好看啊            
(4星)	 最让我欣赏的是 这个男人对她女儿的爱。我多想有一个这样的爸爸            
(NA)	 没想到第一季那么短,看着看着就想起谁谁谁说过的一句话,国外的电视剧每集分开来看都是一部电影,国内的电影怎么看都像一集电视剧            
(4星)	 Gillian好萌啊~            
(5星)	 这季里面体现很多家庭温情元素。            
(3星)	 看多了感觉就感觉在看柯南            
(4星)	 让我看上瘾的电视剧。。。            
(4星)	 歪着头的小矮子            
(4星)	 好玩。            
(5星)	 越来越玄了.            
(3星)	None
(4星)	 我一定要等FOX把它砍了才看吗……            
(4星)	 别对我撒谎！            
(3星)	 第二季的前13集真的很烂，每每看得我都想睡觉，不过经过一段时间休整之后，后面的剧情还不错……所以整体来说，只能说是一般般……            
(NA)	 lie to me强烈上瘾中。。。木有救了。。。            
(NA)	 很好！            
(5星)	 当爸爸，完美。当测谎专家，完美。当情人，哦NO，太糟糕了            
(5星)	 强烈希望cg有些进展            
(5星)	 Truth Or Happiness,Nerver the Both            
(3星)	 就是这一季开始走下坡的  于是我弃剧了            
(3星)	 后面10集莫名其妙看不了了……            
(5星)	 不错的            
(4星)	 第二季剧情没有第一季好看了～            
(3星)	 明显没有第一部好看！            
(NA)	 lightman和gillian现在应该还是暧昧阶段吧。。大叔的发型照第一季总算有了改观！对大叔隐秘的过去越来越感兴趣 感觉其实过去的经历越丰富的人也就越能正视自己吧 背景如白纸不是我的style啊- -            
(NA)	 很好看，主角女儿很漂亮            
(5星)	 同上             
(4星)	 第一季更好些~            
(4星)	 确实比第一季弱… 从第一季的每集两人一组破两个案子，变成四人合作破同一个案子。趣味性降低，惊悚指数升高，看起来没有第一季舒服，但整体来说还是可以的。            
(4星)	 大叔魅力依旧 只是反复这样破案看着就疲劳了            
(4星)	 第二季明显不如第一季给力            
(2星)	 牵强            
(3星)	 第二季看的过程很艰难，主题吸引我才勉勉强强跟了下来。（里面的大叔当然也是原因之一~）            
(NA)	 好看好看            
(5星)	 每一集都是那么的精彩！            
(4星)	 莱特曼大叔你一定要四处ons么。。。5.6终于结束了。我爱大叔哇！！卷毛也很可爱~~和ria的ons很有爱哦            
(5星)	 Double kill!            
(3星)	 没有新鲜感了，因为喜欢Tim Roth决定继续看第三季            
(3星)	 看多了，故事就没什么创新了            
(4星)	  你骗我试试            
(3星)	 后面就给我拖拖拖！！！            
(3星)	 多了就没新意了啊……就这几招，有没有别的啊，果断停看            
(3星)	 接下来就没有新意了。。            
(3星)	 一个模式很无趣...            
(3星)	 没有第一季来得好            
(4星)	 Cal和Foster似怎么个情况...            
(4星)	 相比S1人性刻画感情描写增加，情节却苍白了许多。             
(NA)	 S02一集一个案，比第一季平淡到作为悬疑侦破竟更关注它感情戏码了，弃            
(3星)	 看到第八九集的时候已经十分不耐放下没开。过了两个月再看居然又能津津有味，真是距离产生美。            
(3星)	 越来越烂            
(3星)	 拍多了就suck了 - -            
(5星)	 我好喜欢第八集，看的热血沸腾，热泪盈眶。我是大叔控。支持Cal。为什么这么有魅力，这么好看。            
(5星)	 第2部还是经典            
(4星)	 让人欲罢不能的痞痞大叔。他真的是一个很好的父亲和测谎人才，不过真的不是一个好爱人。            
(4星)	 总有种感情是不必言说，其中满是信任和关心。            
(NA)	 喜欢心理学  更现实 更有用            
(5星)	 走出老套路以后就越来越精彩了。。。            
(5星)	 很好看 問題是連續劇劇情不應該是連貫的嘛            
(2星)	 第二季第一集 核心人格 是唯一亮点。            
(4星)	 第二季依然不错，以至于原本是夏季剧的第三季，也改成了通常的秋季剧播出            
(4星)	 这部的水准其实下降了~            
(NA)	 很精彩            
(5星)	 蒂姆！            
(3星)	 幸亏lightman没在我身边。太有危机感了。            
(5星)	 绝对是第八集拯救了整个第二季 无论什么时候看看多少遍都不会厌            
(4星)	 喜欢Lightman斜坐在沙发里的浪荡样子，和面对被害人的真心同情。            
(5星)	 cal 好疼他女儿。爱的方式。            
(NA)	 第二季总觉得不如第一季，总是如此...            
(NA)	 噱头太多，眼花缭乱，不如第一季            
(NA)	 行为心理            
(3星)	 喜欢Emily            
(4星)	 我很喜欢紧凑的剧情            
(4星)	 真是喜欢Jennifer Beals            
(3星)	 还是第一季更好看            
(3星)	 这一季就差多了。。。            
(5星)	 大爱！！            
(NA)	 最爱的美剧 坐等更新            
(4星)	 第二季的故事还不错，Foster真是我的女神！            
(3星)	 第二季没第一季好看丫            
(3星)	 和原著结合起来            
(4星)	 心理学必看啊。            
(5星)	 什么也不说啦 第二季更加好看呢             
(4星)	 不是很喜欢这类型的，就是人多的时候看看听好的            
(3星)	 真的看不下去了，完全没有了破解谜团的感觉......            
(3星)	 不知道为什么，从第二季开始感觉面部微表情的识别有点夸大了！            
(5星)	 卡尔终于表白了。            
(3星)	 我曾一度认为此剧断了 就木有再看            
(4星)	 没有第一集看是那么激动，但22集也这么看下来了~            
(3星)	 期中有几集看得我云里雾里的。            
(4星)	 比第一部稍逊色些，但还是很好看的！！期待第三部~~~            
(4星)	 大爱 蒂姆罗斯痞痞的咧着嘴            
(5星)	 继续追～            
(NA)	 审脸疲劳            
(4星)	 Lie To Me.            
(3星)	 但是越来越看不下去了啊 lightman 你是超人啊。。。            
(NA)	 比第一部掉漆            
(4星)	 好看好看            
(5星)	 哇咔咔，我喜欢            
(5星)	 我说过了。。。lightmen不是人，他是凹凸慢！！！            
(4星)	 ...木有第一季给力啊            
(4星)	 剧情不太哈            
(4星)	 狗血            
(NA)	 好看            
(3星)	 soso            
(4星)	 只为了大叔。            
(4星)	 果然是一季不如一季，但至少还有8成在。            
(5星)	 ╮(╯▽╰)╭怎么可以每一集都像电影一样精彩！！            
(3星)	 这些东西就第一季还行            
(NA)	 看到十多集。。。已弃剧。。。            
(4星)	 cal!            
(4星)	 迷上美剧            
(3星)	 我快要弃了。。。。。还是第一部有爱。。囧            
(3星)	 第二季就走下坡路了。。            
(2星)	 烦了            
(4星)	 还没看完。。。。            
(4星)	 为什么后面一集只有一个案子啊！！！            
(5星)	 决定看美剧开始 这是第二部 第一部是pb            
(NA)	 开始越来越多的揭露lightman的往事，虽说第二季少了更多理论上的东西、但是剧情的确更加紧凑了~~~            
(4星)	 在表情观察上没有第一季表现细腻，更多的注意力放在了FBI不同的案件上            
(NA)	 连政府都不可信的时候就圆满了......            
(4星)	 案件没有第一季的紧凑 常常一集就一件琐事 但是揭开了挺多组员的生活片段 挺不错 谁都有过去 Lightman的神力不是天生的 绝对的后天努力 为了识破谎言 用上10年也值得 喜欢那个变态小伙的扮演者 好像是 叫我第一名 的主演吧 好有爱的轮廓还唇角            
