http://movie.douban.com/subject/2138507/	奋斗
(3星)	 台词 loft             
(3星)	 因为这部电视剧，让我深深地鄙视起姐姐的趣味来。            
(NA)	 以奋斗的名义            
(3星)	 演的还成，不过情节还是与现实生活离的太远，这样的奋斗简直无需奋斗            
(4星)	 剧情还行，就是和名字不搭调明明已青春偶像剧叫《奋斗》难道现在的奋斗都这样？            
(NA)	 因为它的不现实才迎合了我们大众的需要：）            
(3星)	 石康的作品。改编成电视剧，语言依然出色。            
(NA)	 演员养眼，衣服养眼，房子养眼，所以就一路看了下来。一群朋友住一块儿，挺有意思的，多热闹呀。            
(4星)	 多出的一颗星给石康。。纯文字的功力            
(5星)	 喜欢向阳、华子，可爱啊！~            
(NA)	 ...            
(4星)	 就是剧情不太现实。。            
(4星)	 为了什么而奋斗..            
(4星)	 我看完整集后觉得华子有点像老友记里的Joey.哥们情描写得远比爱情好,我想这也和编剧的生活经历有关.            
(3星)	 其实也不怎么励志吧 不过北京是个好地方            
(5星)	 it&#39;s the life            
(5星)	 80后的故事            
(5星)	 米莱            
(4星)	 虽然比较假，但是人物语言很符合80后特点。            
(4星)	 现代剧            
(NA)	 很不现实 还有点矫情 但还是喜欢看            
(4星)	 台词有意思            
(4星)	 和奋斗无关~其实是告诉我们“一个有钱的老爸很重要”~~            
(NA)	 这才不是80后。            
(3星)	 还好吧 批判比较多            
(4星)	 喜欢~~更喜欢和他们一样精彩的朋友            
(3星)	 说实话……真的很假的一片子……学建筑的看来……更假……            
(NA)	 内地最好看的青春立志电视剧我看了老多边的            
(3星)	 台词挺好，够贫            
(3星)	 青春 励志             
(NA)	 为梦想努力的一代            
(4星)	 我喜欢  我也希望大学毕业后  就是我            
(3星)	 80后故事不真实！            
(3星)	 贫            
(3星)	 为圈圈叉叉而奋斗            
(5星)	 很好看,很爱,里面每个角色都很有特色            
(4星)	 好看            
(4星)	 看过            
(NA)	 奋斗            
(4星)	 还不错的片一直想看总算在07年底看完了            
(1星)	 一群70后装80后 然后教育我们学好数理化不如有个好爸爸   励志个魂  看了几眼镜头就被雷得风中凌乱 只好切换            
(5星)	 再过十年后，也无法超越的经典            
(NA)	 后面大都矫情            
(3星)	 一般般，比流星花园现实一点点            
(4星)	 自己也刚毕业 这片可圈可点 有可取与不可取de地方 就看个人怎么取咯            
(NA)	 向南的哭泣让我有点````            
(NA)	 80后的人很爱看，不过，有点不现实．            
(3星)	 所谓奋斗            
(3星)	 其实挺说教的。            
(NA)	 看了两遍 台词比剧情真            
(NA)	 奋斗             
(NA)	 一群傻逼            
(2星)	 哪一点有意思了。完全不明白。            
(4星)	 实在有点看腻佟大为了  但是这样的内容很符合自己的生活            
(3星)	 故事很不现实，一个富家子弟的奋斗史，北京话吵架很有意思。            
(NA)	 题目为奋斗,但是里面似乎没有多少个人真正在奋斗,作为一个现代都市青春爱情片或许更合适            
(4星)	 这部电视剧是扯淡            
(4星)	 看了会后悔，不看更后悔！            
(4星)	 其实我们都曾是米莱……左边打动了我。            
(NA)	 碎片            
(NA)	 就看你用什么态度去看了。            
(NA)	 关乎爱情不关乎奋斗··            
(4星)	 要看的。。。但看了4遍后发现其实里面挺夸张的。            
(4星)	 据说很好看~！很红...可惜我还没看过~！            
(3星)	 看这片儿 得自动忽略夏琳和陆涛那两只 其它也就是看个热闹            
(4星)	 角色服装养眼，对白好玩，西餐好看，离现实十万八千里，真不该做作地取这么个名字。有点儿京味儿日剧范儿。            
(5星)	 经典!            
(4星)	 完全不靠谱~            
(4星)	 虽然浮夸 但的确振奋人心            
(4星)	 很假，但是很好看            
(1星)	 李小璐作的没名堂的            
(4星)	 在看这部电视剧之前，就被打了预防针，说越到后面越不好看，虽然没有全部看完，但我也觉得并不是太好看            
(NA)	 奋斗~~            
(NA)	 我的梦想就是和你一起奋斗            
(NA)	 看的时候是那么喜欢 米莱是那时的最爱 现在 对夏琳跟小芸的爱也是与日俱增!            
(3星)	 理想主义的狂欢和现实主义的悲歌。            
(3星)	 起初听说是80后的故事，所以我看了~~看完发觉跟我的生活一点都不像。或许这个是70后的故事吧~主角挺能贫的，笑一笑可以，别太较真故事的真实性就算了~            
(4星)	 我喜欢米莱~            
(NA)	 奋斗，只是我们生活中的一小部分。            
(4星)	 台词还是不错的，剧情过于夸张，表演过于做作。            
(4星)	 80后的青春生活。            
(NA)	 最爱王洛丹            
(4星)	 内地适合80后看的电视剧，从这部开始，至少对于我来说如此~            
(5星)	 算是国内我比较完整看完的连续剧            
(1星)	 相当狗血的电视            
(5星)	 心疼米莱……            
(4星)	 感觉现实又不现实的矛盾～～～            
(NA)	 台词经典。可以改观对国产电视剧看法的片子。            
(NA)	 难得喜欢的国产片            
(2星)	 全当喜剧看了，为中国拍青春剧的水平汗颜            
(3星)	 有一定的代表性，但也很高于生活。陆涛是个很失败的人，不知道为什么石康要标榜这也一个人。失望！            
(NA)	 相似            
(NA)	 真贫！            
(3星)	 从杨晓芸到瑶瑶..小女人的升级攻略..            
(5星)	 很不错，看后受启发            
(1星)	 难看，丢80后的人。            
(5星)	 台词搞笑            
(5星)	 现在年轻人的真实            
(3星)	 左边 喜欢这个女孩的小部分时候            
(NA)	 。。            
(5星)	 改变了我 太经典            
(NA)	 .            
(4星)	 挺好的写照            
(3星)	 还是一部让我不能看完的电视剧~~~            
(4星)	 虽然不是很真实。但是很激励人。            
(NA)	 还行,喜欢米莱            
(NA)	 喜欢loft            
(1星)	 真惊了,竖领子和没袖子            
(4星)	 有些台词很别扭，可能是剪辑的问题。            
(3星)	 豆你玩的            
(NA)	 感觉还不错            
(4星)	 喜欢米莱            
(NA)	 80后的我们，终于开始有了自己的电视剧。不容易，而且还不是诋毁，相当不错。            
(NA)	 奋斗            
(4星)	 还不错             
(2星)	 那啥。。我被雷了            
(3星)	 赶快折腾折腾！            
(NA)	 越看越有意思            
(5星)	 我觉得80后要好好感受一下            
(4星)	 只有华子在奋斗            
(3星)	 感觉他们和我们不象是同一个80年代。            
(1星)	 你哪儿奋斗了？            
(1星)	 天方夜谭            
(3星)	 用我老爸他老人家的话说 一帮小孩儿搞啥呢 太不靠谱了 准确的说 这部电视剧脱离现实 不靠谱 看过就得了 恩…徐志森是个正常人 喜欢他            
(NA)	 喜欢夏琳~            
(4星)	 轻松休闲中的精品。            
(NA)	 haokan             
(5星)	 看了很多次了。有意思。喜欢向南，喜欢米莱，喜欢杨晓芸，太有意思了； 讨厌陆涛，讨厌夏琳，太做作； 还有华子，让人难忘。......            
(2星)	 不喜欢            
(4星)	 喜欢米莱            
(3星)	 看看作罢，里面还是有现实的东西            
(3星)	 行吧，他挺火的            
(4星)	 米莱，哪里去找这样的女孩？            
(2星)	 说是反映80后~实际是假的可以~奋斗个屁~北京腔超级重~本着是国产剧的原则就看看吧~若真想从中看出什么自己的影子来~就免了~            
(NA)	 听到米莱唱左边的时候，还是小感动了一下。            
(3星)	 很奋斗很个性            
(5星)	 让我重新考虑什么才是我想要的梦想.有什么东西是我可以为之付出一生去努力得到的.            
(4星)	 我觉得不错啊。不磨机。看访谈，导演要求语速比平时快三倍。            
(3星)	 有些虚伪的奋斗经历，但贴近80后的心声            
(NA)	 这星期，断断续续看完了，第一集的时候心里很难过，五集下来嫉妒他们的爱情，后来就麻木了。。。多少还是有点感悟，人生真的应该有个目标，好好努力，好好奋斗！            
(2星)	 太雷了            
(4星)	 真的还可以！            
(5星)	 让我们为天下所有的坏事干杯吧！            
(NA)	 他们怎么都那么有钱，不现实            
(4星)	 当时在宿舍风靡了一阵，我电脑里现在还有            
(5星)	 算是俗的东西吧。            
(3星)	 真的很讨厌北方人说话的语气...            
(5星)	 很喜欢            
(3星)	 在我看来从头到尾就是贫嘴~            
(3星)	 整个一富二代的腐败故事            
