http://movie.douban.com/subject/2978224/	流星花园 流星花園
(5星)	第一次看得时候，我才上小学六年级。那是真的是入迷的不得了。还写信去电视栏目述说自己的体会。剧情和台词也是倒背如流。片头曲和片尾曲更是百听不厌。卧室里贴满F4的海报。他们的卡带也买了一堆，全是正版的。反正那时候，只要是关于F4的，都一定很欢喜的去收集。即使到现在，我依然觉得拍得很棒。
(5星)	今天和麽麽回味了流星花园，经典啊！吐槽点接连不断，一分钟都不能漏，一分钟都不能快进。那些年，我们一起去杨佳妮家看的F4。
(NA)	偶像剧的经典。
(4星)	挺好看的，不过F4里就是有花泽类和道明寺看得过去啊
(5星)	原来我小时侯的电视剧都在这儿啊啊哈哈哈~~好怀念呢~~
(1星)	其实我只看过一集= =
(5星)	一首《你要的爱》，一首《情非得已》
(3星)	全家一起脑残的日子
(3星)	90后表示没感觉。。。
(4星)	初中时 因为这个电视剧成就了很多恋人 ···
(3星)	年少无知时看过
(4星)	人生之路上第一步偶像剧。。。
(4星)	小学时候的吧，当时觉得歌好听爆了
(3星)	带坏小朋友
(5星)	永恒的经典
(5星)	喜欢大S~觉得比mao好= =可能是因为比较有气场= =~~~
(NA)	还是冲着傻子去的补了一集- -
(4星)	台湾偶像剧的鼻祖啊！
(5星)	 姐姐做的演講裡說道拉，哈哈，拉回初中美好時代
(4星)	念小学那会天天放学在奶茶店看的~
(5星)	看的第一部偶像剧啊！仔仔怎么可以这么帅！
(5星)	当年F4，迷死我了。喜欢片尾曲
(4星)	好吧 我脑残
(5星)	升级成星星眼少女
(5星)	简直了！
(4星)	此剧火了N年之后才看的...觉得好土哇，不过剧情还ok
(5星)	霸王地位，无可争议
(NA)	我能说些什么！
(4星)	记忆
(5星)	我娘租来 和她一起看的=_______,=
(3星)	哈哈，其实我还是不明白这样的男花瓶当年为什么那么红呢
(4星)	那时候拍的还是很棒的，时过境迁，不知道现在的小孩子还不会不会看了。还记得那时候我自己在网吧，一个人通宵看的时候，还是蛮爽的
(4星)	我居然小时候没有看过这部剧，恶补了一下，以现在的眼光看，实在欣赏不了。只能鼓励一下创新了
(NA)	言承旭还是很有魅力的
(3星)	當初明明是飯仔仔的。。。
(5星)	回忆 ~~ 
(4星)	“只要你说没有，我就相信你”
(5星)	小时候看过三遍。。。堪称经典啊。。。。
(4星)	在当时来看这又何尝不是一段青春
(4星)	就。。。誰沒有過去啊。。。。。。。。。
(5星)	小时候看了好几遍，觉得超级好看
(3星)	小学红爆了电视剧  同名小说我是一个下午就把它看掉了的    和一群每天中午不回家的小朋友边写数学作业边看起  在那个随身听刚兴起的年代大家都在听流星雨   
(4星)	经典
(4星)	类~
(4星)	老娘的小学开始看的偶像剧啊
(4星)	海报好琼瑶- -...始终是台版经典
(5星)	追得第一部台剧~
(5星)	陪你去看流星雨落在这地球上............
(5星)	我记忆中长存的偶像剧
(4星)	80末出生的人是这样成长的～
(5星)	真的是台湾偶像剧的开篇作。看了好多遍，现在还记得好清楚！ 那时候大s真的很好看！
(4星)	当年出来的时候在高考前.全班人午休不复习看这个.真..帅气!
(NA)	当年还是租碟片看的
(5星)	十年了。流星花园就和罗汉豆一样，仅仅属于那一年的回忆。
(5星)	可以用来回忆我童年学生时代的电视剧，那时候不知道看碟看了多少遍！还是很爱~
(5星)	淡不去的少年时光
(5星)	老娘小学真的超喜欢的……
(5星)	不好意思，我真喜欢
(4星)	唔，我只是在mark在我青春时看过的电视剧，大爱仔仔。虽然也很爱台版的《流行花园》，但日版仍是我的至爱。
(5星)	啊哈，好经典，今天无意又点击到第一集。想起初中那段时间啊~~
(4星)	大帅哥们~女流氓在此！
(4星)	吗呀，我的青葱岁月
(4星)	原来看我过这么多电视剧——偶像剧的鼻祖啊~！
(4星)	经典
(5星)	记得年少时，以为除了F4谁都不值得我去爱……多么疯狂的岁月……一眨眼，十年就过去了……
(5星)	青春之始
(5星)	许是刚看了 那些年 我们一起追的女孩，  突然想再看看多年前的流星花园，挡不住的台味
(5星)	肿么那时候穿得那么土。啊！道明寺才是我的梦中情人好么！~演技也忽然觉得好烂噢~
(5星)	我的青春。。
(5星)	两天看完的 偶像剧中的战斗机
(NA)	全是青春的记忆啊啊啊啊~
(3星)	突然翻到这部电视剧，想起那个百般纠结爱恨情仇的冬天
(4星)	当时我还小
(4星)	这应该是三个版本里 男生最帅的一个我觉得
(NA)	记得在湖南经视十点档播 没有落下一集 严重感冒还背着被子坐在沙发上看
(5星)	陪你去看流星雨落在这地球上~~~~~~~~~~~~~大S的大饼脸看的真是。。。那时候的周渝民真是一脸弱受像，言承旭多帅啊则啧啧
(5星)	爱言承旭爱道明寺
(3星)	小学五年级跟姐姐两个人在她家看，什么都不懂，但那时好快乐。
(5星)	偶像剧鼻祖啊，太经典了。
(3星)	我怀疑审查的人为什么连电视剧里面的情节都要干涉，为什么校长一定要霸道，所有人都怕呢？非常有可能被牵制，如果他真的是缺钱。
(5星)	欧~我的青春期
(4星)	这个。。。童年的记忆
(4星)	那倾城倾国的花泽类啊～
(5星)	启蒙版花样男子，虽然现在更爱日版的，不过最初的台版给的感动是无可代替的。
(1星)	看到大S穿了件露肚子的衣服就再也看不下去了
(5星)	纪念我那情窦初开的岁月
(4星)	我心目中最好的一版流星花园！怀念一下凤梨头和少年仔仔
(3星)	20岁开始怀旧。
(NA)	那时的他们都好青春，看起来也好“原装”啊
(4星)	那些经典的镜头，怎么能不推荐。
(5星)	那个时候还不敢正大光明看偶像剧。就偷偷瞄。记得流星雨还说偷偷打电话去电台点的第一首歌结果没听到 &gt; &lt;
(NA)	其实没有完整看过
(NA)	小时候一直很想看。。。到现在也没看成。。。
(3星)	当年不要红遍一条街啊。。。。
(NA)	十年前得他们都好年轻。。
(3星)	当时看的
(4星)	偶像剧的始祖，没什么可说的，那一年青涩有纯真的他们啊~
(5星)	第一部看的偶像剧！那时候电视不播，还是买碟的呢，通宵看的~爱花泽类！经典啊经典。
(5星)	不知道看了多少遍了，最感动的瞬间还是那句&#34;只要你说没有，我就相信你。&#34;
(5星)	很早前看过，推荐给弟弟。
(NA)	假装看过
(5星)	经典是无法超越的
(5星)	偶像剧的经典。。
(4星)	毕竟是偶像片的鼻祖~~
(NA)	前两天重看了一遍，都十年了，那会还是小孩子，哈
(4星)	台湾偶像剧的开山鼻祖！
(2星)	妈。。。。。。。。。。。。。。。您老究竟拉着我陪看了多少偶像剧 - - 。。
(NA)	人生第一部偶像剧
(4星)	高中时看觉得 ，诶呀妈呀，把漫画改的很好么！而且F4帅呆了啊！
(5星)	新人演成这样 不错了
(5星)	多么经典啊 虽然现在看起来造型演技什么的都很有问题 不过当年追剧的感觉太让人怀念了
(5星)	始祖
(3星)	道歉有用要警察干啥
(NA)	我是真的没看完，看不下去。
(5星)	杉菜：可是...这件事情是有一点难以启齿啦...就是那个...道明寺他以前说过他喜欢我///_///。（难以启齿个头啦，难以启齿就不要说啊！！！）
(2星)	杉菜长得跟村姑似的 言承旭长得像个农民 朱孝天=猪笑天 周渝民拍片不用说话只要睡觉 剩最后一个吴建豪当年还是一头长发的小受样 就这阵容 迷倒了万千少女 我无话可说。
(4星)	当年一边被禁一边偷看啊。虽然现在回头看主角都很土，但好歹是青春的记忆。
(4星)	唯一看完的台湾片
(5星)	属于六年级的故事
(5星)	我看了好多遍，那时19岁的仔仔啊。。。
(5星)	青春
(5星)	看的第一部偶像剧，当年疯迷，现在想起来挺傻逼
(5星)	这个叫做经典。
(4星)	偶像剧先河
(5星)	我最爱的 最经典的偶像剧。 感谢这群演员 感谢导演 感谢柴智屏。感谢花样男子。PS 你们还记得那么青和吗？
(5星)	给一个先河
(4星)	当然还是比不上漫画的啦
(NA)	班里同学都爱看！我就不喜欢！o(￣ヘ￣o＃) 
(4星)	F4的經典之作...
(5星)	当年的F4
(5星)	关于这个故事版本很多。始终独爱台版。它代表了整整一个曾经。它代表了整整一个时代。即使我不待见甩饼脸，可是我只爱她的杉菜。那些曾经感动过的情节直到今日还能拿出来津津乐道。所以。它的经典无可替代。
(3星)	从头到尾就是爱仔仔！
(3星)	把我喜欢的漫画拍成这样，除了仔仔其他真是掩面。。
(3星)	我记得。。。当时的我就不太爱这类剧的风格？囧 反正挺嫌弃的
(5星)	是个经典~
(5星)	当年就是因为这个电视剧喜欢周渝民到现在啊
(4星)	虽然有点小白。。有点花痴。。但是算是台剧的经典啊
(4星)	风靡一时啊！！！
(5星)	无法超越永远的花泽类
(5星)	清楚的记得是小学毕业时候出的剧啊！当时还是舅妈借的碟跟弟弟一起看的哈哈~小时候当偶像剧看的，后来渐渐变成了搞笑剧了。因为当时这几位的台语腔调实在是太搞笑了哈哈哈哈哈哈哈哈哈！！凤梨头我爱shi你了~
(5星)	没谁比得上F4
(4星)	小学时候每天晚上被老妈逼着睡觉，然后眯着眼偷看。
(4星)	古老
(4星)	大S当时不挺好的么，干嘛非要整成现在这样，仔仔是我一生的爱，虽然不是唯一的
(5星)	如果有六颗星，我会给六颗的。
(4星)	第一部偶像剧啊……虽然现在有点不记得了……
(5星)	当年我还是小学生，当年我真的好喜欢你们！
(4星)	时代意义
(5星)	  九年前十一二的我迷纇迷得都没有去注意其他人，九年后二十的我却爱上了道明寺。
(5星)	虽然大学才补习过...不愧是鼻祖啊
(5星)	偶像剧的鼻祖！永恒的经典！
(5星)	这真是我看过的最经典的偶像剧，看了一遍又一遍，很多肥皂剧还过一遍之后还想看第二遍，但是第二遍看一点点就看不下去了（包括韩剧），但是从小学到现在看流看了10遍了，还是一样喜欢
(3星)	花泽类喜欢静
(4星)	初一看的，当时禁播了，借的碟看的，当时觉得挺好看的~~
(NA)	还没看完就停播了 囧
(5星)	仔仔那时候就是我的初恋 啊哈哈奇怪很多年以后重看 却喜欢道明寺了！
(4星)	太经典了
(4星)	大概是第一次有意識到台灣偶像劇吧。真快啊，都已經10年了。
(5星)	那些往日时光呐~~~&gt; &lt;
(4星)	怎么说呢，也算是初中某段时间打发时间的回忆吧
(4星)	第一部偶像片呢
(5星)	我很out啊。初中特地重看的。。小学流行的时候我只看过一集啊。。。。
(5星)	永恒的经典。
(5星)	儿时的美好记忆~花痴的开端啊~~
(5星)	居然没mark。无论大S现在被我怎么嫌弃，当年她塑造的杉菜永远是我心里独一无二的杂草灰姑娘少女。
(5星)	5星好吗
(5星)	啥也不说了，绝对经典！
(4星)	当时看真的很喜欢  后来在看觉得剧情一般
(3星)	高中偶像剧启蒙
(5星)	台湾偶像剧的经典之作 道明寺 -3-
(5星)	当时真的觉得朱孝天不错的！！！！一直喜欢斯文眼镜男啊！！其实那样的男的才是腹黑和祸害啊！！！
(5星)	大S当时脸部表情还是很生动的。
(4星)	十年前看流星还是挺经典的，那时候很喜欢仔仔，因为总有些阴暗面的魅力吸引着女生，直到她们从成长中蜕变出来，磁场也就变成的了石场了，但依然还怀缅着那份悸动。
(NA)	我表示这个没看童年不完整...
(4星)	偶像剧拍成这样已经很不错了
(5星)	台湾的5星，日本4星，棒子的倒扣10颗星，雷阵雨滚到外太空去。PS：现代弯弯偶像剧的鼻祖。
(5星)	重温了这部剧，最爱的男主，没有之一，道明寺孩子气的害羞微笑红果果地萌到我了。原来在很久前，我就定位喜欢这种嘴硬心软的大男孩类型了，关键是十多年过去了，哭点不再，但温暖和感动依旧。
(3星)	当年啊当年
(4星)	F4
(4星)	直到现在还是很喜欢。
(5星)	人生第一部偶像剧
(4星)	我记着那时候还07年我还又重头看了一遍 花泽类啊~~~ haha
(4星)	居然忘记标记了
(5星)	一代经典~
(4星)	带着我对小时候的无限怀念啊啊啊啊
(4星)	这是按照当时的评价，F4迷倒了一片未成年少女
(NA)	现在再看他们穿的衣服真的好土啊亲。 
(4星)	在大一时候重新看一遍，依然还会哭还会笑。什么时候看了没感觉，我就不脑残了！
(5星)	看得最早的偶像剧啊，在心中还是有一定地位的 
(4星)	绝对是附有时代意义的一部！
(4星)	哈哈哈哈哈
(5星)	最早的偶像剧，那时候在我的心里是满分。
(NA)	看完哈林哥的鲁豫有约 重温流星花园 初一的时候看的哭惨了 现在看来那么粗糙的制作 狗血的台词 完全是当时的梦啊哈哈 回不去啦 时间只负责流动 但很开心又感慨 我们也长大了 想初一是我的小马和菲 好想你们。
(4星)	小时候也算看过偶像剧了
(3星)	觉得挺幼稚啊
(5星)	当初的经典..
(3星)	也算是一鼻祖啊
(4星)	桑不起啊！！！当年我爹娘还追着看呢哟喂。。。
(5星)	这个绝对小学！偶像剧始祖 哈哈哈哈哈哈哈哈哈哈哈哈哈
(5星)	为着那个时代和心目中的道明寺给5星
(5星)	我是不惮以最高的品味来标榜自己的
(5星)	尽管现在回头看这部剧，那些所谓的时尚和高贵显得过时，也一点都改变不了当年看到的激动和感动。
(NA)	呵呵 呵呵 呵呵呵呵呵
