http://movie.douban.com/subject/4751653/	怒火街头 怒火街頭
(3星)	对滕丽名做了师奶，我并没有太惊讶。倒是关礼杰，居然是男四号，而当年经常演小混混的林子善，居然当了男二，怎能让人不唏嘘。依旧是TVB可信手拈来的律师题材，但总算有了点新意。民间法律中心，HK果然步步走在内地之前。只是电视剧最重要的——故事，这部剧似乎欠缺了些，不，是欠缺了很多。
(4星)	郑嘉颖比在《步步惊心》里会演戏，看来剧本很重要啊！胡杏儿虽然也还行，但是败在长相不大气。
(5星)	胡杏儿有点不理解她。。但是不讨厌她~郑嘉颖的鱼尾纹sexy！看得很欢乐的一部片子。
(4星)	狗血的结局啊
(5星)	赞。
(3星)	说不上好看不好看，我期望度太高了？陈敏之的腿也太好看了，可那张脸演好人真是没什么说服力啊= =
(5星)	law霸好帅！！
(4星)	Law霸很讨喜，我挺推崇深水埗那套价值观。
(4星)	冲着两个TVB获奖者看的，里面的郑嘉颖比八爷更让人喜欢啦
(5星)	KC无论何时都这么靓~
(4星)	law 霸~！
(4星)	＝ ＝ ＝ ＝ ＝ ＝ ＝ ＝ ＝ 
(3星)	跳着看完的，真心没有以前tvb的剧好看了。不知道为什么现在铺天盖地炒tvb。。
(3星)	KC是真帅啊。。强吻胡杏儿那边hold不住了！！
(4星)	冲着李灿森看的，结果改变了对郑嘉颖的印象。看好汤南靖。
(3星)	LAW霸根本比不过我们Laughing gor！
(5星)	law霸！
(NA)	看到了一个真实的香港的其中的一面。
(NA)	李灿森好型
(4星)	很多萌点 KC、杏儿、李灿森还有林子善  人物很有意思的。。。哦还有锁腿天后。。。也算是今年大赢家了咯 
(5星)	王思苦找到假发下的手杖头时的背景音乐在潜行狙击里也用过多次。
(5星)	好看 紧凑
(5星)	原来郑嘉颖这么帅啊 囧
(4星)	law霸！！！！！KC！！！
(2星)	看了几集 剧情假了点啊
(3星)	除了郑嘉颖都好一般啊
(5星)	冲着男主角的性格是我梦求，给5分。剧情本身来说，只能3.5-4分咯。
(NA)	期待第二部 
(4星)	这才是我记忆中TVB的水准吧。郑嘉颖穿破T恤都挡不住的帅气。胡杏儿变好看了。
(4星)	难得TVB有从头到尾都小欢乐的电视剧啊，虽然还是没有逃脱一定要死人的命运~~
(5星)	大爱law霸~~~~~~~
(5星)	男主有演技，女主很自然
(4星)	好看
(4星)	虽然~这部戏确实LOW霸演得很放的开~但是也不至于拿视帝啊~！哎。不过剧本还是非常给力滴~演员们都发挥的很到位~值得一看啊~
(4星)	 唔，个人感觉喜感十足，看着一直很乐。
(3星)	冲着霸业郑嘉颖去的~个人感觉没有法证先锋3好看…因为好多case我感觉有点牵强…而且这部剧感情部分属于港剧少有的重口味啊…不过里面演员表现都很好~演员我都很喜欢~温文尔雅的八爷怎么成天一幅嬉皮笑脸的流氓样啦~~不过还是很帅的~~
(5星)	郑嘉颖的表现太出人意料了，不愧是拿了最佳男主角，实至名归！
(4星)	慕名前往，果然名不虚传
(5星)	久违的香港情怀
(4星)	郑嘉颖还不错看 陈敏之最后死得太惨了 电视剧里想要表达的公益的问题值得思考下
(4星)	一定給燦森哥頂起lor
(5星)	两天看完，拿最佳男猪脚女猪脚果然还是有点理由的。潜行狙击赢在剧情，郑嘉颖赢在油嘴滑舌刷皮。此剧剧情轻松有趣又不失TVB风格，好看。不过胡杏儿和郑嘉颖的感情发展过程有点突兀。
(4星)	郑嘉颖真是可作八爷温柔，可作侍卫帅气，可作江玉郎阴险，还最可作这样的不羁啊~
(4星)	我跟一个在法院的妹纸说，做律师好拉风，她说，你看了这么多年tvb，怎么还没明白基本上都是幻觉么？
(4星)	TVB真的很治愈，而且还是律师剧。
(4星)	今年最爱的TVB剧，推荐给身边好多人看。
(4星)	等《天与地》有滴漫长，将就下。对小胡，目前都系冇办法太中意咯。索腿天后啊，爱啊！系呢部戏里面班友仔个个都睇得比较顺眼。梁师奶真系几贤良淑德噶。
(4星)	现在好看的TVB剧集不多啦~这部真心精彩~law霸威武~！最后的结局surprise了一下下…
(4星)	钟情片头曲~
(NA)	看到胡杏儿那张脸实在看不下去
(5星)	正在看，不错，喜欢嘉颖
(4星)	喜欢的KC+相对靠谱的剧情=推荐
(4星)	哦活活~~~~~郑嘉颖很好看啊。。。胡杏儿在里面也还好
(NA)	王思苦。。。充满了知青气息的名字
(4星)	劇情還OK吧雖然感覺case少了點而且基本是沒有意外的判決，雖然結尾PK被PK掉得太小兒科了，不過還好有個黃雀在後就不顯的很坑了。KC演得OK幾好但我總覺得Law霸都是勝在角色夠討喜咯……
(NA)	最近看什么都没意思，这部电视算是最能吸引我的
(5星)	Law霸 ~~~~！！
(4星)	挺有意思。视角独特。不像穿越剧肌无力。
(NA)	Law霸有型~
(5星)	帅帅帅！！！
(4星)	除了看胡杏儿还是没美感外。其他都还成吧因为郑嘉颖才看的~tvb还是探案类的比较耐看！
(4星)	点解要叫《怒火街头》。
(4星)	纯粹冲着KC来的。不管是痞痞的LAW霸还是帅帅的罗大状都很赞！胡杏儿姐还真是无感。不过，最后送LA上警车，还真是赚我眼泪了。滕丽名从陀枪师姐到现在的梁太太，还是一样的吸引人的眼球。
(3星)	剧情其实蛮一般的。。。憋着看完的，，，为了KC！！ 不过蛮喜欢law霸这个角色的。法庭戏和真相比差太远了。
(3星)	想念广东话。
(3星)	歌华点播
(5星)	TVB今年最佳作
(5星)	好怀念有人拌嘴的日纸TT
(2星)	没意思啊没意思。。
(3星)	借名去看。
(4星)	希望出第二部，痞子的郑嘉颖也有另一番风味
(4星)	港剧给人最多的感觉是积极向上的！这部也不例外！
(5星)	主要是给演员 剧情小一般啦 但是演员都很棒 无论主角还是配角
(4星)	故事很俗套Law霸很可爱胡杏儿的戏还是一样作
(4星)	还不错。
(3星)	郑嘉颖保养的很好，帅哥一枚，可惜演技数十年如一日的模子
(5星)	虽然有些地方我总觉得逻辑上有点问题，但总体还是很不错，有新意，笑点也多，剧情四星，还有一星给KC~~ 20集确实太短了，感觉故事刚讲到最精彩的部分就草草收场了……最后几集王思苦上演的无间道不仅没感动我，还让我反感，败笔呀……However，期待怒火街頭II！
(5星)	究竟法律人在多大程度上要向现实妥协？究竟实用主义是不是德沃金所说的狗粮？究竟原则是不是波斯纳所说的毫无意义？
(3星)	港剧的一般模式。
(4星)	四星是给郑嘉颖的，这是法律宣传片吧？好温馨的剧情。。。TVB能有个能看的女演员吗？
(4星)	郑嘉颖就应该演这样的角色！~
(4星)	郑嘉颖演的不错，但节奏不是那么快
(2星)	感情建立的最诡异的一部律政片！完全不明白里面的3对，是怎么喜欢上的…当然，尤其是郑嘉颖和胡杏儿这对…....
(4星)	Law霸帅到不行啊！！！
(4星)	这部戏彻底扭转了我对郑嘉颖的厌恶之情。开始觉得很顺眼了。。。有范儿小声说一句，从某天起我更讨厌女1了哇~
(4星)	最开始看这个名字的时候谁能想到竟然不是消防剧不是黑帮剧而是律政剧啊……邋遢的KC很颠覆。只是为什么每次胡杏儿都要扮演这种性格刚烈的女偏执狂啊，要么就是傻姑娘。陈敏之当真是索腿天后～那细细白白的大长腿哟 啧啧～
(NA)	还不错
(3星)	没有小可爱米律师就看不下去了
(4星)	看到最后竟然还流泪了 不过看完真的想要过在深水埗的生活 做人就要像LA一样
(3星)	ok啦。。。
(5星)	胡的发型不错，越来越漂亮了。郑是真的帅到极点。只是情节太理想化，原谅男生也会努力追妓女做gf？真心实意的靠这个来赚钱？是什么年代的卖艺不卖身吗？
(4星)	怒火街头的重点在于街头,给我们一个不同的视角去了解香港法律之于普通市民,更富生活气息.郑嘉颖的形象,呃挺颠覆的,但他和胡杏儿在剧中的角色是我看过他们的电视剧里面最喜欢的.配角们的表现也很不错,每个人都能让观众有所感触.
(5星)	噗，law霸太可愛了吧。
(4星)	走进小人物们的市井生活~
(4星)	還行吧  主角兩位各種做作好嘛 
(5星)	坐等第二部
(5星)	很轻松 感情的比例不高 轻松又愉快 还有点点人格魅力 好久没看过那么舒服的剧了。。
(3星)	还行还行！
(5星)	电视剧就值三星，剩下两星是加给Law霸的～
(4星)	比真相差一点
(3星)	其实KC在里面的形象不是我喜欢的那种，我更喜欢他装小白领小白脸花花公子的模样，哪怕是个拥有色迷迷眼神的八爷都OK啦。不过，他能成功把到跛CO的妹，也算是LAUGHING哥阵营的，自己人自己人。
(5星)	郑嘉颖和胡杏儿，很棒的组合！！！
(2星)	受不了把观众当弱智的剧情和演技......弃！
(4星)	很喜欢陈奂仁的歌啊。
(3星)	剧情偏弱 开头好看 kc最帅
(4星)	突然看到八阿哥搞笑还不适应。
(4星)	就算是八爷也没改掉我对江玉郎的印象……Law霸改了= =
(5星)	片头曲好带感~
(4星)	都算是有特色的港剧，能拍成这样算不错了。港剧的节奏快，休闲娱乐最好不过了。怒火2里LAW霸只能当师爷了，嘿嘿，不能雄辩滔滔，有点不爽啊~
(3星)	胡囧囧要不要说话那么用力啊 为毛KC在这部戏就显得很年轻呢 还有43寸长腿的姑凉不错呢
(5星)	刚看片头就喜欢这部戏，很有意思，加上我本人也很喜欢两位主角，所以给足分数。郑嘉颖的Law霸萌点十足，胡杏儿的女强人形象也很到位，不过发型我表示接受无能啊，希望第二部会好一点~其他一些角色也各有各的特色，演员也够到位~~
(5星)	郑嘉颖演绎的LAW霸太有趣了，期待怒火2
(3星)	这部剧就是无聊的时候能消遣而已，因为喜欢郑嘉颖还是继续看了，郑嘉颖在里面很自如，这个角色应该跟他平时生活中比较近吧。。。
(3星)	为什么这么多人都说这部剧不错啊。。。很平淡无奇的剧情啊。。。都没有体现出主角们的演技。。。
(4星)	low霸，期待你回来！
(4星)	郑嘉颖就是适合演风流浪子
(NA)	TVB是真心越来越喜欢结局shi主角了吧。。2011.11.26
(4星)	X2的演技不错，KC邋里邋遢还是有型。配角也有看头，就是PK有点太装了。
(5星)	很好看。
(4星)	除了胡杏儿真是一部让我不得不爱的港剧！！！
(3星)	打发时间还可以。剧情不如《真相》，对女主的皱眉和男主的嬉皮无感，李灿森倒是很不一样了，不过，剧名真是随便取的么！
(3星)	kc的翻身之作，与杏儿的合作也算有火花，再加上一班出色的配角，即使案件牵强了一点，照样热爆全城
(NA)	law霸 x2的短发~
(4星)	胡杏儿的造型终于可以入眼了。。。
(3星)	我很不习惯胡杏儿和KC谈恋爱...
(4星)	最近和法律剧好有缘 Law霸好混好man的TVT
(4星)	不错的
(3星)	其实还好，没真相好看
(3星)	冲郑嘉颖去的，对剧情之类的倒是没多大喜欢
(5星)	除去胡杏儿让我浑身起鸡皮疙瘩的声音，还是相当不错的！
(4星)	有点意思 
(3星)	法律界的流氓医生
(4星)	赐我law霸~
(4星)	难违既港味港剧……
(3星)	最近一直在看TVB，重新挖掘郑嘉颖
(4星)	看完这部剧后觉得KC突破太大了。至于胡杏儿，一直对她无感的我突然觉得这个女人也有美的一面。
(4星)	不错不错，坐等第二部
(3星)	香港市井味够浓。
(4星)	胡杏儿好像悠嘻猴的萨
(4星)	今年TVB的TOP2
(4星)	剧情太短了一点 总体来说还是很不错的  
(5星)	今年最爱的一部剧。KC真是大亮点。剧情设计得也蛮好。杏儿表现不差。索腿天后着实令人感动了一把。好喜欢！
(4星)	不同于以往TVB的主题曲，嘻哈风，赞~痞痞的郑嘉颖，很爱~
(4星)	粤语版。比较好看。2011.11.19—22
(3星)	李灿森诶！！！
(5星)	等着看怒火街头2！
(5星)	这部剧从主题曲开始就一直在给我惊喜，没想到郑嘉颖会以这种形象出现，更惊讶的是没有任何违和感，完全不会让观众出戏
(4星)	久违了的香港情怀&gt;&lt;&#34;对胡杏儿有所改观，利落的短发精英形象弥补了外貌上的不足。最爱还是KC的卖萌，实在是很治愈之前八爷的悲惨结局。我真的长大了，小时候看陀枪师姐被那些case吓得要命，现在已经没什么啦。还有啊，超爱深水埗的四个港男，跟爱情比更感动我的总是友情，我果真是个单身狂，没救了。
(4星)	不错 喜欢
(3星)	胡杏儿确实不错 演技有所提升 郑嘉颖的角色如果是欧阳震华叔叔演的话 岂不更好
(4星)	law霸赞啊~~案子不够精彩
(3星)	law霸~
(3星)	胡杏儿怎么这么丑。
(4星)	KC是有演技的，男人真的不能长太帅……←我真的不是黑啊！
(5星)	KC！
(2星)	对于表面不羁，内心正义的男性， 木有免疫力呀……偶像一下。
(3星)	潜行狙击甩怒火街头几条街，怒火街头最后一集甩潜行狙击最后一集几条街。Law霸对Laughing哥...对手指
(4星)	本来不太喜欢郑嘉颖的~ 可是看完了觉得好像有点儿改观了。。。但我肯定只是出于对law霸的喜欢绝对不是对“江玉郎”~~~ 明白的应该懂我说什么 哈哈^^ Anyway~ 好评一枚！
