http://movie.douban.com/subject/5247088/	法证先锋3 法證先鋒Ⅲ
(4星)	 2011除了步步就是法三喽，Pro Sir &amp; Mandy 衬啦衬啦！O(∩_∩)O            
(3星)	 #观影录#跟前两部相比，演员是全都更换了，剧中案件分析也越来越像CSI了，说实话，凑合着看吧。            
(5星)	 刑侦题材是TVB最拿手的，凭着我的认真与直觉，法证3每个案件我照样能在第一时间猜到凶手，很开心，同时也觉得悬念不够，每个案件的氛围都营造得好恐怖，最后几集还这么悲情，近来TVB的风格都转成这样了，结尾还留个尾巴，呵呵。            
(3星)	 没有前两部好看 而且感觉是法医先锋 那个法医太抢镜了吧 没有以前的古医生帅            
(4星)	 只看第三部的表示第二部除了余诗曼，太shi了            
(3星)	 都差不多。            
(4星)	 还不错            
(NA)	 法證先鋒Ⅲ            
(4星)	 没有欧阳震华少一颗 有徐子珊又少一颗 可是有黎耀祥而且改变了我对胡定欣的看法 加一颗 所以勉强四颗星吧            
(1星)	 我受不了了= =有没有负星可以给..泥马人情不通逻辑硬伤就算了，有张可颐一切好说，你硬给我抄袭CSI的情节是怎样！！！是怎样！！！怎样！！！            
(5星)	 好好睇！！！5过瘾哇！！！！！！！！！！！！！！！            
(3星)	 感情线太牵强～结局又是解救boss……哎～除了排场很是豪气外，案件还行撒～            
(5星)	 还不错            
(3星)	 无巧不成书啊。。。。。。。            
(NA)	 法政3很好看啊！！！就是最后那个结尾太烂了。。。那个谁他老婆死的也太仓促了吧。。。            
(4星)	 之前从不看TVB，所以没有1、2的影响，没有TVB老套路的影响。喜欢每个人的表演，喜欢张可颐、徐子珊~            
(3星)	 大量TVB剧集的推荐性台词让人郁卒！            
(3星)	 剧情太不给力！演员演技也没啥大突破...            
(5星)	 喜欢黎耀祥 胡定欣也很棒            
(3星)	 警察都很废啊~            
(1星)	 看不下去了，技术太落后了，情节太慢了，太tvb了            
(3星)	 还是1比较好            
(3星)	 = =3简直差死了            
(3星)	 跟前两部没的比~            
(3星)	 看在徐子珊变得可爱的份儿上给三星。。。吴卓羲 你如何沦落到今日这个地步的。。。            
(3星)	 说实话，这个比起那些师奶剧好太多了。只不过跟美剧比起来，也就还行            
(5星)	 不错，大四就靠TVB活了            
(4星)	 案情还行            
(4星)	 很好看。不过要不是看演员表，真的认不出来原来是张可颐演的。。。。            
(3星)	 木有看完，话题不紧凑，不是很喜欢            
(4星)	 追的时候很辛苦啊。。。            
(4星)	 很一般啦            
(4星)	 小吴小吴            
(4星)	None
(4星)	 3更有意思            
(2星)	 挺2的剧情。。            
(3星)	 最后的骨灰戒指好像太煽情了吧……            
(2星)	 装B，全部一直在装B，剧情开始几个还是不错的，蛮具有探讨性的，越到后面越狗血和弱智……结局貌似在暗示观众会拍第四部吗……            
(4星)	 由于极少看电视剧，更别说港剧，所以对于第一次完整看TVB剧集的人来说，这片子还是毫无抵抗力的。看了一些人评价说不如第一部第二部，于是找出第一部来瞄了一眼，一看画质和第一集的故事就没有兴趣了。这再次证实人在比较方面会存在先后的差异。这部的风格故事还有演员都觉得很赞，让我暂时把柯南放下            
(3星)	 看完这部戏，觉着徐子珊没那么讨人厌了            
(3星)	 明显的没前两部精彩了，光做噱头了，人手一台平板电脑的镜头真是戳瞎我的双眼了~·            
(4星)	 么有1，2精彩。2012.1.1            
(4星)	 还行  没看前两部 不过就tvb的套路 猜到能猜到发生什么            
(5星)	 很精彩很刺激，特别是开头和结尾的几集。            
(3星)	 虽说技术提升了、阿Sir也进化了，但是处处给人一种“假”的感觉，哎，这种感觉真不好。            
(2星)	 真心觉得假            
(4星)	 29集candy她爸爸从窗帘后面出来真够惊悚的。            
(3星)	 不怎么好看，就结尾还有点吸引。            
(3星)	 远不如从前好看。。。            
(5星)	 黎耀祥代替欧阳震华还是蛮成功的啊。。            
(4星)	 其实还好啦，没想的那么好，也没想的那么差，一般而已，高科技真是相当不错，男主也不错啦，剧情相当一般            
(3星)	 徐子珊真会好命，亲亲完了CO哥，现在亲亲吴卓羲            
(2星)	 简直看不下去了。比起csi什么的，简直弱爆了。            
(4星)	 最后几集快吓死我了！！！我爱推理爱死啦！            
(NA)	 刚看完，消磨时间的。            
(3星)	 狗血的剧情            
(2星)	 烂            
(3星)	 没有前两部好看            
(3星)	 有讹传的那么好看吗？            
(3星)	 那些人的时代已经过去了             
(4星)	 坐等一年后的第四部~~            
(4星)	 还不错~            
(4星)	 看第一个案件的时候有点兴趣缺缺 后面的虽然有点故弄玄虚的嫌疑 不过还不错            
(5星)	 结局很精彩。。。            
(4星)	 这部是三,前两部,我没怎么看过,看到有的看过一,二的,不喜欢三,说是演员都换了.除了名字有联系外.如果你也是没看过一和二的话,三还是可以看一下的.法证/法医,高科技作战.eva,有人喜欢吗?可惜最后挂了.自己作为爱情剧了.            
(4星)	 好看！！！            
(5星)	 虽然开始很不习惯演员大换血，还有徐子珊的走路姿势，不过不愧是最新拍的，剧情案件都有进步，还不错啊。。。            
(3星)	 还是看完了            
(3星)	 最后一集真有恐怖片的赶脚            
(4星)	 一堆人耍帅~ 轻松愉悦欢乐大家还是不错的            
(4星)	 后半部分还行！            
(2星)	 感情戏太多，有几集几乎不说案子，都在感情感情感情，看得颇有一种跳脱的感觉。另外，虽说是法证先锋应该法证主导，可是重案组你们也太太太酱油了吧！和第一二部里的madam完全没法比啊！两个主角太完美，感情线又铺的太明显太着急，让人反感。结局更是烂到家，各种不合理各种突破下限！吐槽无力了我！            
(3星)	 前两部比较好看            
(4星)	 原本对主演不满意 看后感觉还行            
(2星)	 进着看完的 天网恢恢这四个字出现了无数次啊！！编剧没得其他词可以用么！！TVB的警察各个自信无比啥子都懂完了啊！！而且还个个会走到一起啊！！结尾非要死个人我都不晓得是为了啥。电视剧里面那些人住的房子都装修的好丑            
(3星)	 三分里两分半给黎生，实在不能和前两部比            
(3星)	 真是越来越江河日下，案件简单，没有起伏，情感突兀，表情单一，人设雷人。不推荐，如果只是打发时间另谈。            
(3星)	 没悬念，不恐怖，太高科技了。            
(4星)	 看这个结局是打算出法证4?            
(3星)	 以这个系列来说，说差还不如说不搭            
(3星)	 没有欧阳的先锋还算是先锋吗？PS:大爱徐子珊            
(4星)	 节奏虽不如潜行紧凑，谈情又有多而且拖沓的嫌疑。但人物心理的节奏和部分演员的表现还是能使这部剧称为消遣的良品~ 只做消遣，所以就不要苛求啦            
(3星)	 总体不错，但虎头蛇尾，结束得太倡促，大结局又落入港剧经典套路。            
(5星)	 绝对不逊前两部            
(3星)	 现在看TVB警匪片再也看不到当年的赶脚了。            
(3星)	 其實個人覺得挺好的，只是身邊的朋友認為相對之前的差多了，前面的案例還是不錯的，只是後來就覺得有點無聊了。不過還是不錯的            
(4星)	 比前两部呢，制作是精良的多。剧情有点次，感情线都铺的不好就算了，每个案子一看就知道谁是凶手。但是胡定欣和黎耀祥演的非常出色。            
(4星)	 看了这部电视剧后开始找巾帼枭雄看，还是那个时候的他有魄力啊            
(3星)	None
(NA)	 TVB 的编剧果然很强大~~            
(4星)	 遇见都得死            
(4星)	 我喜欢Eva  和Angel  结果结局是都死了 剧本就是以牺牲配角来衬托主角每次大难不死化险为夷的精彩么，诶。里面的配角都很给力，演技到位~但是主角就已经淹没在华丽丽的配角戏里了            
(3星)	 要不是黎耀祥...剧情输给1,2            
(2星)	 我的欧阳胖胖欧阳胖胖！醒哥还是适合比较邪气的角色，张可颐真心老了啊，哎~最讨厌就是每次他们两个突然跑出来说真相就是balabalbala~~~~~~还有，干嘛非的说一大堆英文的专业术语在用中文来解释，为了显示专业也不是这样的吧，做作！            
(4星)	 跟2没法比  张可颐变丑了  吴卓羲太没范了  发型还那么der   哎            
(3星)	 人物性格毫无特点            
(3星)	 最后一集陈茵媺死掉有看到说是和法政2里面林丁丁死掉一样，其实年初的ONLY YOU也是该编剧，好端端的把快圆满结局了来个狗血反转，把很好的一对情侣弄死拆散，还有法政2里面马国英和Ivan看着夕阳说配咖啡最美味，法政3里男女主又是如此。TVB的编剧该好好反省一下了，编剧部分抄袭，部分走老路啊            
(3星)	 差不多吧。。。不过还是很喜欢二小姐            
(NA)	 。。。徐子珊弱爆了。这样都可以演警察！            
(3星)	 没力，还是1.2部好看            
(3星)	 现在的手机铃声是“你HONEY搵你啊～”            
(NA)	 不如前两部            
