http://movie.douban.com/subject/5965670/	潜行狙击
(4星)	 最后那个人是谁？？？莫非还有终极大boss或者秘密任务神马的！！！最近看悬疑看多了都变得疑神疑鬼了，但结局确实留了悬念嘛~~~黄宗泽要不要这么帅气要是刮了那两撇略喜感的胡子就更好了~~~            
(5星)	 “原来世界除了黑白，还有蓝色。”——辣姜 除了跛Co，laughing，madam Jo等一干主角外，我倒是很喜欢辣姜的演技。从警察变成卧底再变成古惑仔，然后被监禁被扭曲，看似最坏的一个角色，没想到却是“害怕黑暗”的那个。（PS，徐子珊是本剧唯一的一个败笔。唉。纯属个人观点，不喜勿pia~）            
(4星)	 终于看完了。。。laughing sir你好帅啊！！！            
(5星)	 一部各种到位的卧底剧 喜欢bosco的坏表情 喜欢法拉            
(2星)	 每次都不想看的时候 剧情又开始紧张了..最后拖拖拉拉滴看完了...            
(3星)	 laughing要被消费到什么时候...            
(4星)	 两天看完30集，paris真是好命啊！老公那么帅，最后还为她死了，乃这辈子值了            
(4星)	 谢天华真演的忒好了！            
(4星)	 四星半。奋战到3点多完结。之前没想跳着看，越到最后越想跳着看来着。算是有一点点儿新意的港剧。不完美的结局，看似又有续集的样子。            
(4星)	 港剧全都虎头蛇尾            
(4星)	 宗泽兄！            
(5星)	 Laughing哥是我偶像            
(NA)	 所有对手戏中，除了Laughing哥和苏星柏，最中意的是袁君岚和巩sir啊！行山与落水。痴情酷帅不如平易真淳。看得多了，再难入戏。            
(5星)	 TVB的编剧终于是吃饭的了~~~ 我不能再看TVB了，我要去看美剧~~~            
(5星)	 很喜欢这些演员，剧也不错            
(NA)	 越来越欣赏这种遇事面不改色，镇定自若，随机应变但是内心一直饱含正义的男人！有情有义好男儿！被他们爱着是幸福的，但回应的也必须是无限的信任与满满的爱！            
(NA)	 看缺宅后狂迷Laughing哥            
(3星)	 结局太坑爹了            
(5星)	 最近少有的港剧，不让人看了开头猜中了结尾            
(4星)	 喜欢laughing的看过来~~~结局不好            
(4星)	 近几年来，TVB编剧质量还算过关的剧。陈法拉还不错啦，竟然死掉了。。。            
(4星)	 都忘了去年还看过这个，对laughing无感，倒是那个头大脑汁少的莫威利萌死我了            
(5星)	 Laughing sir好靓啊            
(4星)	 Laughing哥..也只有谢天华这种全身散发出一股子流氓气息的人才演的出..哈哈            
(5星)	 黑与白，从黑就要做跛co，从白就要做laughing sir            
(5星)	 没有帅哥靓女的缺点是开篇不够吸引眼球，但是也更容易让人把精力集中在剧情和人物塑造上。。。各个角色性格都很饱满，但是结局太悲了，~~~~(&gt;_&lt;)~~~~             
(5星)	 md  爱死laughing哥了            
(4星)	 丢。。全世界都系卧底            
(5星)	 期待续集            
(5星)	 看过的非常不错的港剧            
(5星)	 为Laughing打五星！            
(4星)	 好吧我是冲着laughing去的- -            
(5星)	 精彩            
(5星)	 结局让我很郁闷啊。。。。            
(1星)	 我对于陈法拉的演技表示无语！！！            
(5星)	 超级 超级 超级 超级 好看啊！            
(5星)	 laughing gor的复出之作，chok到不行阿～            
(5星)	 TVB终于有不是大团圆的电视剧了。            
(5星)	 本来冲着黄宗泽看的，现在好喜欢laughing哥啊！            
(4星)	None
(NA)	 爱死我的laughing sir 和madam Jo            
(4星)	 没想到最后还是哭了。            
(5星)	 结局太匆忙，可惜了~            
(3星)	 考试复习期间的放羊~卧底蛮好当的嘛，黑社会上位蛮容易的嘛，还是因为主角光环~？            
(4星)	 laughing sir我歡喜            
(5星)	 出乎意料,情理之中!好看~            
(5星)	 太太太太太好看            
(4星)	 前面很精彩，后面就差点。            
(4星)	 laughingsir~~~~~~~~~~~·            
(5星)	 四大主角  一个比一个厉害！！！后面剧情太狗血了 ！！！            
(4星)	 一直不敢看结局，还是不去看为好。            
(4星)	 各种卧底            
(4星)	 从不迷茫，从不怯懦。他永远就站在那里，好像信仰一样。            
(3星)	 一开始比较有吸引力，但是后来略显拖沓。            
(5星)	 期待续集，嗷嗷！            
(4星)	 消遣看还行            
(5星)	 结局真他妈坑爹!            
(3星)	 累死我~看了3天终于看完~~            
(5星)	 非常不错，赞!可惜结局太让人失望了。            
(5星)	 我想说，真的很不错！在这电视剧里我发现了好多明星脸，哈哈~阿檬有点像贾静雯。岚姐有点郑秀文得感觉。我喜欢madam jo笑起来带出张庭的味道。稀饭稀饭！推荐，强烈推荐……            
(5星)	 最爱坡co            
(5星)	 laughing哥！！！！！！！！！！！            
(3星)	 看完之后讨厌黄宗泽和徐子珊            
(NA)	 太爱黄宗泽了~            
(4星)	 四星都给laughing哥            
(3星)	 我只记住了徐子珊每集必换同款不同色的针织衫            
(3星)	 今年追了不少港剧，过了半年回顾一下，这剧不咋地            
(5星)	 结局太坑爹了。。            
(3星)	 不欢喜结局！            
(4星)	 不错不错，港剧能拍成这样也算是可以了，只是结局惨了点。            
(4星)	 坐等续集            
(5星)	 谢天华 本色演出            
(NA)	 看到最后真的觉得狗血了！老觉得巩Sir其实是黑帮的卧底。            
(4星)	 这部竟然最后是陪爹妈一起看的，前五集很赞，节奏很紧凑，虎头呐，后面其实没看几集，不过也大致知道，30集对于熟悉美剧节奏的人来说过于漫长，结局可算鼠尾，为了拍续集也好电影也好，也做个漂亮点的扫尾啊，很多人真心死得不太合理，搞得像是非要全死光了才能结局一样-.-加一星给两大男主。。。            
(4星)	 谢天华演技不错~            
(3星)	 前五集还过得去。            
(5星)	 信任这关最难过 恰巧看此片时是人生的一大难关 对此尤其深有体会 有些段落看得不禁眼中沾满泪水              
(3星)	 严重虎头蛇尾。            
(4星)	 近年来唯一看的一部tvb剧。。。。            
(5星)	 好好  喜欢 拉菲演的太好了 苏星博我也喜欢 好帅呀 哈哈            
(4星)	 各种laughing啊！！            
(5星)	 不喜欢结局啊~            
(4星)	 比以往的警匪片情节设计得更有悬念！不错。            
(5星)	 经典啊必看~  演员角色剧情相当到位啊 只是结局肿么那么残酷···最喜欢的两个人都死了··唉  心碎···            
(5星)	 TVB又一力作，个人非常喜欢，有情节有铺垫，你永远不知道下一集发生什么，很不错            
(4星)	 结局不太喜欢啊！！~            
(5星)	 用智商说话            
(4星)	 身为一个港剧迷 这部真的有点让人耳目一新            
(5星)	 如果不是徐子珊更完美            
(5星)	 值得一追。大爱Laughing哥啊。            
(4星)	 陈法拉是败笔，徐子珊是败笔，黄宗泽挑战自己成功了，谢天华更痞了，ps，怎么现在tvb的戏片头曲片尾曲都好一俗口啊，俩人傻乎乎的跟那摆造型唱歌。。。            
(4星)	 港剧总让人记忆乱串反复交叠 看着看着牵着牵着遗忘着遗忘着 站在看过回望的当下状态里 我零星记得悲惨的结局 黄宗泽帅            
(5星)	None
(5星)	 近几年拍的不错的香港警匪片，紧凑充实            
(4星)	 这结局怎么说呢。。            
(5星)	 只想说，结局太悲惨了吧。。为什么不能让laughing和Jodie一起啊！！！！！            
(5星)	 Co哥蛮帅的哦~            
(4星)	 看到拉风gor又要卧底就不敢看了。讨厌的黄宗泽看起来居然帅了            
(3星)	 本以为很好看，果然豆瓣评分不可信，可恨……猫着腰很辛苦地看完了漫长的30集，好累……黄宗泽不够底气，徐子珊太骚逼，陈法拉太闷X，唯一看得上眼的也只有大气晚成的谢天华，哎……可悲的TVB，总之是一万个不满意№            
(4星)	 结局哭惨了，陈法拉死的镜头老是回放看一次哭一次，黄宗泽留给徐子珊的信又一个泪点，还有辣姜说的那些话真是哗啦哗啦的！不过最好笑的是立青和爆登那段了~我觉得徐子珊挺好的虽然老是嘟着嘴，要是换成胡杏儿估计会抢了陈的风头吧，而且看着也不适应。            
(3星)	 这结局太坑爹了！！            
(5星)	None
(4星)	 黄宗泽真是太帅了！~~            
(5星)	 不错            
(NA)	 太好看了...爱死laughingsir了...            
(4星)	 结局坑爹啊！坑爹啊！坑爹啊！周望晴干嘛要死啊……laughing傻X去坐牢啊…………            
(5星)	 好看            
(5星)	 演的都几好喔~！尤其跛co同埋laughing sir~ 看完整個廣東話都順著好多！@Bighead_jeff @翠喜郑            
(4星)	 最后法庭上的自辩算是对这部剧的点睛 还是希望圆满的大结局……            
(5星)	None
(3星)	 后面明显在胡扯的嘛            
(3星)	 瘸子好帅嘤嘤嘤            
(NA)	 bosco~            
(4星)	 看完大结局反而感觉怪怪的。            
(NA)	None
(3星)	None
(4星)	 这电视剧唯一的意义就是红了谢天华，真的，我觉的他有点欧阳震华的影子了。长得不好看有点幽默感，有点小贱，有讨女人喜欢。似乎可以由警匪往都市爱情要不古装轻喜剧发展发展。            
(5星)	 除了徐子珊很讨厌以外其他都挺不错的，哈哈，另外结局太二了            
(5星)	 这个结局！！！！我接受不了！！！！            
(5星)	 jodie死得太莫名了,此编剧堪称tvb2011最给力编剧,可惜这结局狗血阿~就算要拍电影也别把MADAM给整死了嘛            
(NA)	 没有学警惊艳~不妨碍我对laughing guo的爱            
(5星)	 屎一样的结局啊！！！！！            
(4星)	 真心好看！麻烦TVB给徐子珊整下容好吗？还演的那么差。一个老鼠害一锅汤!            
(4星)	 帅的            
(4星)	None
(3星)	 黄宗泽变帅了·······            
(5星)	 太好看了！！就是结局……哎            
