http://movie.douban.com/subject/3873960/	我的青春谁做主
(3星)	 女主角太理智了，白领的绝对偶像啊！            
(4星)	 内地这种戏还不错。不过为何取景都在京城            
(4星)	 奋斗系列，大同小异，可是也可以激励人            
(5星)	 5分为王珞丹            
(4星)	 高潮那几集还挺催泪。霹雳有意思            
(4星)	 就想找个高齐那样的            
(3星)	 不喜欢 为了王珞丹 看到低的 还是失望了            
(4星)	 有些事儿，你还真的不能做主。            
(5星)	 挫折！！            
(5星)	 台词很好，挺有意思            
(4星)	 瞧你那小样！            
(3星)	 京片子贫嘴剧，陆毅傻逼滚蛋好吗！！！            
(4星)	 也能看看            
(3星)	 最喜欢姥姥。            
(5星)	 喜欢钱小样~~~~~            
(5星)	 想起我自己 和我妈妈之间的那些争吵，想起了很多很多隐藏在开朗外表下的忧伤~            
(2星)	None
(2星)	 如果没有陆毅跟赵子琪，我觉得会更好            
(NA)	 很喜欢   里面青春的 感觉    那是我的一种追求            
(4星)	 钱小样            
(5星)	 重新看了一遍，必须承认 我很喜欢。            
(1星)	 讨厌的赵琳配上讨厌的王珞丹。。。            
(3星)	 不如《奋斗》，情节太偶像剧化。            
(4星)	 喜欢            
(4星)	 快乐是一件多么困难的事情             
(3星)	 钱小样不敢再二点儿了。。。            
(NA)	 青春应该怎样?            
(NA)	 喜欢里面的台词，振奋人心。喜欢里面的钱小样，一步步由天真变为成熟。            
(5星)	 非常make sense            
(4星)	 还行            
(3星)	 这是一个当代社会的完美家庭梦想            
(5星)	 标得我都环躁鸟懒得标鸟。。。。            
(5星)	 王珞丹            
(5星)	 我就喜欢钱小样那一对儿  咋的啦            
(5星)	 喜欢小样的活泼，喜欢霹雳的叛逆，喜欢青楚的体贴。。。。。。            
(NA)	 不知道为什么，有一段时间深夜我守着看了好几遍            
(4星)	 因此迷上小雨滴。            
(4星)	 这个有点扯 完全是为了王珞丹而看的。            
(5星)	 希望的生活            
(5星)	 精悍的台词，钱小样啊钱小样人如其名，王珞丹塑造的很好啊，这个掉进钱眼的女孩大爱啊！！~~            
(4星)	 和奋斗有一拼的电视剧吧~~帅哥美女的组合，喜欢            
(4星)	 没有觉得很现实 喜欢说话的调调            
(NA)	 高中那时看这个觉得很好·还给我添加不少动力··但是前几天又看了看··觉得有点··假··起了一些鸡皮疙瘩··            
(3星)	 这个名骑的不好            
(4星)	 经常会冒出一些精辟的语录            
(1星)	 王珞丹个白痴            
(1星)	 很久以前看了一点，记忆中，几个人每一集都唧唧歪歪，唧唧歪歪的内容也忘记了。有什么好看的啊？            
(4星)	 还是王珞丹出彩啊            
(4星)	 一面镜子，照出年轻人的生活            
(3星)	 看完之后就想：上天啊，你赐我一个方宇吧！            
(4星)	 高考前看的，那时我励志要做赵清楚，要做经济思想爱情上独立的女强人。后来两次高考都失败了。曾经我以为第二次失败后我会死。现在我明白高考不是实现人生目标的唯一途径。高考失败了没关系，一败就起不来才可怕。没有后悔复读，因为复读不仅让我成熟也让我找到了自己的定位。            
(2星)	 初遇米莱很新奇，再遇米莱，很厌倦            
(4星)	 为青春和真挚的感情我不管这狗血的剧情了            
(3星)	 陆爸爸装嫩了            
(NA)	 王珞丹很有爱的呀~            
(4星)	 大三，特别忙的那学期看的            
(4星)	 好看 比较喜欢小样            
(5星)	 青春没有失败，有梦就去闯，有爱就去爱！            
(4星)	 哈哈 当初没日没夜地看完了 钱小样嘛            
(NA)	 喜欢王珞丹，更喜欢电视剧里面扮演霹雳朋友的那个作家。            
(4星)	 比第一部实在多了~还不错~            
(3星)	 没看全啊没看全……感觉她们说话都是在念台词……            
(NA)	 不及奋斗            
(5星)	 印象深刻，80后我的最爱和经典呀            
(3星)	 和妈妈一起看的哈            
(4星)	 我不想放过的大陆男人，就是朱雨辰。            
(5星)	 很喜欢这部电视剧~~有家庭的共鸣！            
(3星)	 看似很好，其实很浅，但是台词又故作深沉····            
(4星)	 唯一比较喜欢的王珞丹~            
(3星)	 本想從中找回當初看奮鬥的感覺，但這部比奮鬥悲催，還好結局是美滿。            
(5星)	 我感觉相比较《奋斗》我更喜欢，这部……是因为喜欢小样那样的面对责任的态度吗？            
(5星)	 台词更经典的一部剧！！！            
(4星)	 有意思的依旧是语言，以及在如今生活中时常不得不收敛起来的率性和纯粹            
(3星)	 还行，个人认为比不上《奋斗》            
(4星)	 我的青春谁做主，要想自己做主，必须要努力            
(4星)	 杨门女将……            
(4星)	 看了一部分吧~~~            
(4星)	 小样小样            
(4星)	 挺好看，就是三代人性格把握得很牵强            
(3星)	 要多做作就有多做作            
(4星)	 好喜欢一群好看的年轻面孔欢天喜地的闹腾            
(3星)	 同奋斗 其实没彻底看过 但也差不多 陆毅简直让人风中凌乱。。。            
(4星)	 因为爱“米莱”，所以同样也爱“钱小样”。            
(5星)	 在里面看见了我自己。            
(5星)	 很开心的看到最后。            
(4星)	 也很好看！            
(3星)	 一屋子的娘子军            
(3星)	 台词听听还行，其他的还真是一般            
(NA)	 西塘不错            
(3星)	 比《奋斗》差了点~倒是几个妈演得真不错！            
(5星)	 感觉这部比《奋斗》还好看            
(3星)	 看的人生气~             
(NA)	 这个剧没看完整，有给五星的冲动，但是回过头就事论事地说那里面演绎的内容离现实太远，因为距离产生美也好，因为它发生在别人身上才能做到旁观者清也好，还是会有感动。特别羡慕剧中三姐妹那么好的感情，可能是因为自己没有吧，明明平常，没有才更羡慕感慨。雷蕾是理想，挺像。加油对自己说~            
(5星)	 名字很囧 剧情很赞            
(4星)	 好喜欢钱小样哦。            
(3星)	 还能再假一点吗- -            
(NA)	 超级现实剧。。就是发生在身边的事情            
(1星)	 脑残，弱智，有没有更差？            
(4星)	 如此的理想化，又如此的真实            
(5星)	 喜欢高齐！            
(2星)	 满脸青春痘的姑娘 你的人生你自己做主            
(5星)	 大爱。不需要理由。            
(3星)	 很好看。            
(5星)	 相当热爱小样~            
(4星)	 为自己的青春努力~！抓紧时间~活出精彩。            
(NA)	 喜欢钱小样~哈哈哈，可爱的女孩子~也喜欢高齐，帅气的单身医生，细心、温柔~~哈哈哈，这么好的男人，咋会没女友呢？？            
(3星)	 觉得不如奋斗好看，但是还算不错。            
(4星)	 钱小样。            
(3星)	 春晓很有型 有没有！            
(4星)	 = =            
(3星)	 当它家庭伦理剧看吧，偶像了点。当它偶像剧看吧，又稍微家庭了点。就是冲着王珞丹看的。赵子琪和陆毅那对纯粹装B来的。。。            
(3星)	 没奋斗好看            
(1星)	 是剧中人物有妄想症，还是导演？            
(4星)	 奋斗固然艰辛，但青春的魅力让人回味无穷            
(5星)	 好看就行。            
(5星)	 看得热血澎湃            
(3星)	 哎，怎么都没有TVB的味道。            
(NA)	 哈哈。，很多的台词真的就是我们的心声。。我的青春我做主            
(NA)	 挺和谐的...            
(4星)	 剧本写得好~~            
(3星)	 我想成为赵青楚，我想拥有高齐。            
(4星)	 不错的电视剧            
(3星)	 钱小样和米莱对感情的执着.只是结果不同.            
(3星)	 星都是给王珞丹 的            
(3星)	 太模仿奋斗, 连选角都像, 完全是为了苏小明看的这部剧XD            
(1星)	 我就是看女猪不顺眼！！！            
(NA)	 喜欢高齐            
(3星)	 三姐妹。            
(NA)	 谁能做主啊            
(NA)	 珞丹姐姐牛逼住。            
(5星)	 这几个妈演的挺好的。。            
(5星)	 激情澎湃的电视剧            
(4星)	 纯粹为了捣拾孩子钱小样加星            
(4星)	 高二暑假看的，感觉超级励志            
(NA)	 扮演姥姥的  表演好！            
(NA)	 台词太二了……            
(2星)	 占了大部分篇幅的周晋一案明显是由于情节发展不下去而设定的。            
(4星)	 这个比奋斗有意思钱小样儿~肿么会起这种名字！哈哈            
(4星)	 国内比较受大众喜爱的偶像剧吧，我想！            
(3星)	 还是有点假            
(NA)	 我就喜欢这种背景侃爷的感觉。每个人都有青春，都要有青春的选择。            
