http://movie.douban.com/subject/3882759/	绯闻女孩  第三季 Gossip Girl Season 3
(5星)	 狗血的第三季终于结束了。虽然狗血，可下一季要等到秋天也太久了吧！BC一定要在一起啊！！            
(3星)	 不想看了。            
(NA)	 我这坎坷的第三季~~~            
(3星)	 N老是重口味            
(3星)	 怨念的我看的很怨念            
(NA)	 C死了。            
(4星)	 chuck ! just Chuck!!!             
(4星)	 jenny沒了。。。chuck也沒了。。。我還看誰去啊            
(5星)	 啊啊啊啊啊啊啊 啊啊 chuck啊啊啊啊            
(3星)	 除了人物依旧漂亮            
(3星)	 愈加狗血...            
(1星)	 乏味            
(5星)	 昨天看了第一集，很H哦。。恶少Carter，期待你的活跃。。            
(4星)	 纠结            
(4星)	 越乱越好            
(4星)	 B和C还是分了，S和D也分了。幸福的是B和S去巴黎度假了，而我又不能去巴黎。下集如果B和C好了，那么我们也在一起吧。            
(NA)	 谁和谁还没滚过床单就下季赶紧的            
(2星)	 算看过一点了吧            
(3星)	 第三季结尾怎么那么狗血啊chuck你千万不要死啊~            
(2星)	 chuck真死了的话 我就彻底不看了            
(3星)	 诶哟，越来越扯了            
(3星)	 What goes around comes around..            
(2星)	 编剧是傻逼中的战斗机。            
(3星)	 我擦!            
(5星)	 最后C为了保护戒指的那一刻我都哭了..真受不了...            
(3星)	 终于又开始了！可是看不进去了。            
(3星)	 人物关系各种搞。。不过衣服神马的各种好看！            
(3星)	 chuck应该没死吧...哎..            
(3星)	 狗血一滩            
(3星)	 C应该不会死吧。。。            
(4星)	 已经轮回了一圈的感情，是不是还要再来一遍？            
(3星)	 除了CS和DB，编剧终于把所有人都轮了一遍，最狗血的就是JC。BC才是王道！            
(5星)	 不管怎么说毕竟追了这么久！            
(5星)	 Eric....            
(4星)	 B queen is coming back.            
(4星)	 我想第四季还是会看下去。身材愈发标致的S是动力，听编剧说S跟N持续有化学反应（握拳！）。至于B跟C，这么经典的一对，既然结尾他们没在一起，按照GG编剧耍弄观众的套路，下一季应该会又纠结一下子。七说终有一天D会跟B在一起的，我想到了这一天我再罢看...吧？让J走得越远越好拜托。            
(3星)	 新一轮的纠结开始啦~~~总结:little J,怎么会贱成这样????            
(3星)	 chuck!!!!!dunt leave us            
(2星)	 ep03 弃            
(3星)	 还有别的剧能有这么整齐水灵的演员吗, 时不时还能听到几首流行小曲. 很早就没在关注剧情发展了, 因为看不懂.             
(4星)	 没什么剧情的时尚剧            
(3星)	 神马东西= =!            
(4星)	 别乱编了，别乱搞了。。。。。。            
(3星)	 Chuck也太悲情了真他妈受不了。            
(5星)	 poor Chuck。            
(3星)	 比第二部感觉好那么一点点  不过感觉一般般               
(3星)	 S特别傻            
(4星)	 结局是充满狗血的悬念。。。            
(3星)	 D和G也…… 混乱无极限啊！！            
(3星)	 本已不想再看第四季，结果这狗血的结局= =|||，不管怎样，第四季第一集是必定要看了辣            
(3星)	 去你妹的老子不看了！            
(3星)	 弃。            
(2星)	 看了几集 弃之            
(4星)	 交错复杂的relationship. 分分合合......除了fashion这个亮点之外.这部剧已经没有任何东西让我着迷了            
(3星)	 腻歪了要            
(4星)	 这结局……I&#39;m Chuck Bass, and I told you I love you. So the next time you forget you are Blair Waldorf, Remember, I&#39;m Chuck Bass. And I love you.            
(4星)	 就是剧情换来换去而已吧。            
(3星)	 比鸡肋还鸡肋，不追了。            
(2星)	 能看的只有外表 脑子一个个都是空的            
(3星)	 3.5星吧，有几个单集还可以。。排列组合只剩下DB了吧!            
(2星)	 CW的片子快=WC了 一星S与J一些好看的衣服 一星我最爱的dorota!!!            
(3星)	 是怎样的编剧能把fan变成anti？            
(3星)	 最后一集都没怎么看就跳了= =等第4季BC和好，嗯。            
(NA)	 无论如何，我爱你S            
(NA)	 弃之。。。            
(4星)	 越来越难看了 虽然我很舍不得Chuck            
(NA)	 已经没有第一季的激情了            
(4星)	 无限折腾剧o(╯□╰)o            
(3星)	 跟不下去了            
(3星)	 狗血~            
(4星)	 编剧不带这样虐我们的啊~~~            
(3星)	 Eric越来越帅。。。            
(3星)	 彻底放弃!            
(4星)	 结尾很无语。            
(3星)	 编剧在S3最后还是下了点功夫的，期待S4的剧情能越来越好            
(1星)	 2009－2010.03.17 看到14集,已经是垃圾剧了!            
(4星)	 期待CHUCK~~            
(3星)	 这季终于扯完了，还是最喜欢英国男的Ed Westwick演的Chuck Bass。            
(5星)	 大爱。            
(NA)	 A STORY OF BCJ AND THOSE SLUTS            
(3星)	 21 handsome dad is gone18 the thick is dirty!as小周后16 poor Chuck!10 Lady Gaga-bad romance9 Plastiscines-i am down            
(5星)	 青春就是让人羡慕嫉妒恨的！            
(3星)	 对于这季，我好失望。。。但是当Ed说I&#39;m Chuck Bass...时，一切都变的那么美妙，哈~            
(3星)	 狗血剧情。            
(3星)	 再继续往下看完全是惯性了。。。            
(3星)	 3P！缺乏想象力时，只有用重口味来吸引眼球了~衣服也没以前好看            
(3星)	 保证不追第四季            
(4星)	 等等等。            
(4星)	 这世界上最悲凉的，莫过于你曾经深深的几乎绝望的爱着的，以为得不到任何回应的那个人，有一天突然对你说，你知道吗？我爱过你。我爱过你的。            
(NA)	 第三季留给我们一个大大惊叹号            
(3星)	 看不到了...我不看了...            
(3星)	 正式弃剧之，goodbye NS            
(4星)	 看到第三季 看不下去了。。。            
(3星)	 越来越comedy~``````````            
(3星)	 C是不是正面得有些假了。            
(NA)	 看到一半 寒假补完            
(3星)	 让我迷人的Churk一直和B一起吧。            
(3星)	 第三季结束了，全分手了。。。            
(4星)	 弃了～～知道自己当时为什么弃了，纠结，瞎闹腾啊，有钱人容易吗，自己闹腾就算了，别人还时不时的来闹腾你。话说s说little j的话真是让我。。不要等出了问题的时候才知道问题出在jenny身上。不喜欢这孩子了。可最后一集的jenny又逆转了。。真是。。            
(3星)	 越来越搞笑            
(4星)	 等等~CHUCK怎么可以死了？！B怎么办~！            
(5星)	 除了纠结 什么也没有剩下。。。            
(NA)	 我放棄了 這編劇在幹嗎            
(2星)	 好乱的开始~~            
(4星)	 第二季大喜，第三季大悲。等待第四季。希望第四季出乎意料。            
(3星)	 Just love shuffle one by one.Maybe the ending is - D&amp;B, C&amp;S, J&amp;CARTER, V&amp;N..            
(3星)	 人物关系绝对比张阿姨他们还要复杂...最后狗血得一塌糊涂！要不是为了阿朱 我怎么会看到现在TAT            
(NA)	 排列組合仍舊進行中......            
(5星)	 乱啊乱啊~~~            
(3星)	 BC！~            
(3星)	 敢不敢再抽风一点？            
(3星)	 听到片头就莫名的兴奋。 = =            
(4星)	 最后一集神展开-  -            
(4星)	 Dear Chuck Bass and Miss Blair, leave the empire state building, then see u in Paris Sept.            
(5星)	 BC大爱~~            
(3星)	 剧情反反复复太烦了…            
(4星)	 BC.是王道！NS在厨房的戏拍的真好看！ little J 你去死。G你早就可以去死！！            
(4星)	 似乎又都变成了single            
(4星)	 Holy shit，G的大肚子，真的假的？？？            
(3星)	 我真是太闲了才看到第三季。            
(3星)	 亲。麻烦直接告诉我结局。            
(5星)	 还是大爱C            
(3星)	 我无力再追下去。            
(4星)	 这一季特别特别特别的压抑！            
(5星)	 一直在追的剧~~~            
(3星)	 乱乱乱            
(3星)	 希拉里达夫的客串真的是。。。D艳福不浅。。。            
(3星)	 乱啊乱            
(5星)	 第三季最温暖，因为有B和C            
(3星)	 我忍忍忍！！！            
(3星)	 实在没有东西看时可以看看这个，男男女女之间剪不清理还乱的复杂关系实在让人汗颜！幸好有帅哥美女一大堆可以暂时弥补一下剧情的空洞和无聊            
(4星)	 最为靠谱的的搭配了吧 只不过最后都掰了= =            
(NA)	 Chuck! Chuck! Chuck~            
(3星)	 已经看不下去了。。。            
(3星)	 3P的时候我拍案而起了            
(5星)	 Blair ~~            
(4星)	 支持B&amp;C~~~讨厌V和D            
(NA)	 x.o.x.o gossip girl            
(4星)	 [补]。剧情开始向狗血发展...我的chair~            
(5星)	 最喜欢第三季            
(4星)	 无害            
(NA)	 唯一的期待就是BC.没了            
(3星)	 似乎gossip girl出现频率减少了好多~~纠结纠结~~华丽丽的生活开眼见~还有京片子似的流利英文~            
(NA)	 看了半年，终于看完了            
