http://movie.douban.com/subject/6129693/	我可能不会爱你 我可能不會愛你
(NA)	2011年就看完了。。李大仁居然是天蝎座。。。
(1星)	什么垃圾  一集不到弃 
(5星)	永远都记得廖一梅说：“在我们的一生中，遇到爱，遇到性，都不稀罕，稀罕的是遇到了解。” 过了砰然的年纪，我们才会明白的道理。有朝一日，放弃感觉，也让感情获胜好吗？Love not an accident , but a choice！李大仁不是偶遇的，而是成就的。 下次别那么轻易说：“我不可能会爱你。”
(4星)	男闺蜜，异性真友谊真的存在吗？我表示怀疑，很多都是打着友情的旗号默默爱着对方吧。毕竟电视剧只是个美好的故事而已，现实却往往很残酷。如果我身边有这样的“最好的朋友”，我宁愿远远的望着，也不愿“拥有就是失去的开始”。
(4星)	结局太仓促。
(4星)	虽然这剧拍得还不错，但爱情观不能忍啊！无论谁和你做了15年的好友，都能填出你的个人档案好不好，倒是男友填不出才不真实类。还有若真爱，怎么能磨叽15年，不断交友，也一直看着对方身边的人一代换一代？女生们不要总以为自己是女主好不好，要是你当了一代又一代的Maggie呢
(5星)	终于追到最新的ep08.其实真的有爱丁立威这一型比较多 个人比较受不了太温吞的情人。为什么不说男女主是错把依赖当作爱呢，当年也有一个人以不会爱的形容词放在心里，现在还不是就平平。所以我老了，对偶像剧愈发看穿。要瘦小要女王要能干要个性，因为不是程又青。 
(5星)	全剧中，哭惨了啦！程又青和李大仁真的很像以前的我们，与最好的朋友谈恋爱，没有轰轰烈烈，却历久弥新。
(5星)	这部剧最打动我的不是最后这个结局，而是在经历过那么多对自己的怀疑、否定、挣扎之后，发现做自己也会有人爱着你。这是件多么幸福的事情。不用逢迎、不用改变、不用做不喜欢的自己。如果这与“你爱我”相冲突，那么我选择做自己。
(5星)	李大仁 李大仁李大仁李大仁李大仁
(NA)	首播时间是我的生日，如今还是另一个特殊日子，很久没有看台剧的人，想看这部。
(NA)	居然这么多人爱
(4星)	最不脑残的台剧
(4星)	想起你，想起我，……十六岁我们错过，做朋友八年了，三十岁的我们又会在哪里……
(5星)	难得成熟自然的台湾剧。女主有时太粗鲁，男二不喜欢，陈柏霖很喜欢！
(5星)	这部剧有哪里令人“怦然”，很多，经常，不胜枚举。
(5星)	世間多少程又青 只此一枚李大仁 TAT
(5星)	真心好看！
(4星)	忽然很讨厌又青，不相信她不知道大仁爱她至深，ok就算不知道请不要把李大仁呼来唤去好么，相比之下我一点不讨厌maggie她够努力够真诚想要的敢去争取PS：又青看男人的眼光够差的。
(5星)	这几年来最爱的一部电视剧
(5星)	不是程又青，但是我也有“大仁哥”。
(4星)	三星半，实在不喜欢最后一集，尤其是丁立威劈腿的桥段。估计以后姑娘们的理想型男人里又多了一个李大仁。
(4星)	用烂尾来形容真的有些不舍得，不过我想象中他们的关系不会粘腻到没有朋友的痕迹。还记得小时候的我对婚姻最理想的状态的描绘就是以朋友的身份生活在一起，谁规定恋爱中的人就必须矫情的。。从第六集那个改不了吃屎的ex一出现就发现整部戏的基调完全改变，到了了都没有前半部分带来的感动啊。可惜了。
(4星)	看完了。他们的结局很温暖，可还是觉得少了激情。我选丁立威。:-)
(4星)	六字心得：别暧昧，要珍惜。
(4星)	我是说明我已经年纪大了。。。
(3星)	最近两集有想弃剧的打算。似乎兜兜转转又回到了wwNC剧的套路。再精致文艺的外壳都没有办法掩盖。
(5星)	好喜欢陈柏霖那张包子脸，哇咔咔
(4星)	借着朋友的名义。 好歹结局还算美好.
(5星)	就这样完结了呢 虽然早就能猜到最后的解决 没想到的是其中的曲折 仍然值得一说的是 依晨接的戏总是不错的呢~~嘿嘿嘿
(4星)	假发真的不适合程又青啦~
(1星)	年龄越大越对傻逼的剧情容忍力越低，以前觉得基本所有大陆的连续剧没有30分钟以上的忍耐力，这个范围可以扩大越来越广
(4星)	纠结的剧情，却很真实地让我想哭。关于爱，我们一直在学习，因为它让我们活得更值得。
(4星)	林依晨演熟女比原来漂亮多了，衣服也都很好看~只是李大仁太磨叽，看的人急死了！不过最后一集好幸福，两个人上床都这么有爱啊哈哈。最后那只十万伏特电灯泡狗狗实在是太可爱了~
(5星)	太！好！看！了！求神赐我一个李大仁吧..姐妹淘和gay蜜都俱在2012只差大仁！看程又青觉得很熟悉又很心疼...大抵也就是这样了吧
(5星)	这简直是每周80分钟的小电影啊！
(5星)	大仁不计小人过，小人生气是大仁的错
(5星)	难得看部剧，也是今年看的第一部，好喜欢(/≧▽≦)/~~
(NA)	纠结死我吧
(4星)	很不舍得点“看过”
(5星)	大仁哥……
(5星)	好看耶！
(5星)	大仁哥把前面十二集里没能拍的吻戏在十三集里一次补拍完了o(≧v≦)o
(4星)	真是闲来无事追偶像剧，结果一发不可收拾！我说啊，李大仁简直就是集体提高了好男人在女观众面前的标准嘛!那个卸妆那句台词，矮油，少女心复现了！
(5星)	成熟的依晨 完美收官
(5星)	不想当备胎就迟早断了念头
(5星)	诶~李大仁,前面12集你都是活该.大笨蛋!还是粑粑麻麻比较有智慧!
(4星)	2011年流行男闺蜜变成男朋友么。不过剧里两人的关系简直好到不行了，最后俩人不在一起估计都会引起公愤了。
(5星)	happy ending
(3星)	看到后面终于不耐烦，最后两集跳看完，标榜的新式台剧和原来的偶像剧都都没差啊，还是俗套套甜腻腻的。我想大部分说他好的人，都是因为最后看到他们婚姻的美好而羡慕的吧。。。。可是现实？
(5星)	现实里最幸福的爱情 李大仁啊真心是少少少少 
(5星)	1到8集角度新颖，清新而不做作，☆☆☆☆☆；9集，为了虐大仁哥而虐大仁哥，勉强☆☆☆；10集，让人思考，为虐之高潮铺垫，更加凸显9集鸡肋的地位，☆☆☆☆☆；11集，没看完就忍不住上来，前十五分钟出奇的细致，☆☆☆☆☆☆
(3星)	李大仁song的还是蛮可爱
(NA)	因为一部偶像剧沉迷一首歌的感觉很美好，久违了
(4星)	不止是偶像剧
(5星)	台词 每周一集慢慢品分量刚好 最后亲的一点也不多 但太温馨满意  理想情人理想生活
(4星)	“程又青，我知道爱很大，但是爱有好多种，爱到不知道在爱也是一种。”“大家都说结婚前要好好考虑，不是说要想你有多爱这个人，而是要想你和他以后的日子会长成什么样。”
(2星)	王大妈的裹脚布
(5星)	我爱林依晨好吗！！！
(5星)	没有陈柏霖这样的男盆友的人生是不完整的。
(5星)	吊爆了，好看！好文艺小清新，有太多感触点了。我也有一个李大仁。友达以上，恋人未满。这剧肯定是个好结局，也是给广大恋人未满患者的一点安慰吧。有些画面真的吊爆啦。这哪里是个偶像剧！我可能不会爱你，是因为我很爱你哇！
(5星)	大仁哥的那个哥字一定要尽可能的嗲到死还得拖很长！
(5星)	最后一集嘴巴就没有合拢过！太幸福了！
(5星)	所以又是一个happy ending
(5星)	丁立威劈腿那一段我快笑死了！他奶奶的敢不敢再狗血一點啊！！！不是每一個人都承受得了程又青的強勢，可是每一個人都想要一個“李大仁”。
(NA)	电视剧。。。没空看····
(5星)	大仁哥又青姐终成眷属，最近看过的片子里面最受用最爱的一部。
(NA)	初老症狀&amp;熟女準則
(5星)	李大仁這十五年是爲了等待，而接下來的一輩子是擁有和她在一起的幸福:)
(5星)	功德圆满
(5星)	温暖的爱情
(4星)	重新喜欢上陈柏霖~~
(5星)	好想有个李大仁T^T
(5星)	如果能够有一個李大仁 31歲才嫁出去我也願意啊 最後一集是騙了我多少眼淚啊 
(4星)	小火慢熬，才能入香入味。
(5星)	这货不是偶像剧，这货走的完全是文艺清新台湾电影的范儿啊！！！
(5星)	前：一个默默地关注着守护着你却始终不想踏出一步的朋友，你眼中的他有别人看不到的不一样的好，这样就够了。后：女主给我一种不自然的感觉~嘛~但李大仁这样的真是太优了好吗！当男朋友简直太美好了！从中学暗恋到现在且如此合拍的故事果然是这样的结局才不会让自己怨念。PS：又劈腿的剧情太狗血！
(4星)	如诗 四星半吧 烂尾
(4星)	不喜欢程又青。但是好喜欢大仁哥啊，好喜欢陈柏霖呐。给我一个大仁哥吧
(4星)	如果我看过你看过的世界，走过你走过的路，是不是就能更靠近你一点。。。
(4星)	現實的很多程又青還是稼了丁立威· 而李大仁永遠不得翻身
(3星)	烂尾！
(5星)	还是怀疑改变习惯的相处方式不是个好的选择。不过，万年萌物李大仁啊啊啊啊！
(5星)	在「求婚大作战」以后，我又要为一部有关爱情的电视剧，腾出我那并不充裕的硬盘空间。
(3星)	虎头蛇尾，不过李大仁确实是个诱惑
(5星)	我终于看完了！最后一集感觉特别空，回想起来，好看的好像都在前几集，不过纠纠缠缠最后还是看完了。演员真的表演很好，电影化的表达方式很有台湾的清新文艺风。最近有点想看台湾电影了
(4星)	看得我灰常难受。虐的半死不活的。
(5星)	最好看的台剧木有之一~我就喜欢这种青梅竹马爱而不得互相猜忌虐恋情深的戏码！！！哼哼，哼哼
(4星)	悠长的电影啊
(4星)	呼~~~结束了，大家发挥的都很出色，台词也蛮真挚，这种难得十几年的感情，就像每个人的青春岁月里都会有的或多或少的记忆一样，永恒了！PS林湘琴和陈士豪的演技又飙升啦，可以多多搭配哦！
(5星)	我一点也不羡慕你我也有哈哈
(5星)	很值得看～
(5星)	超棒的依晨
(5星)	近几年看得最棒的剧！温暖而有质感。。。
(4星)	袁湘琴已经长大变成了程又青，你呢？
(5星)	必须顶！近年来很难得的好电视剧啊！
(5星)	我没有李大仁，我有你？！
(4星)	看到第八集-开始不喜欢你们了。折腾什么呢。阴差阳错的桥段出现太多遍就没有意思了。没有耐心了。---i&#39;ve given it up.
(5星)	林依晨，陈柏霖，没办法对我胃口。不过我觉得演到第二集就够了，14年的朋友怎么可能在一起。。。。
(4星)	任何把男人当闺蜜的企图都是耍流氓！
(5星)	爆星啊，还有比这更好看的台剧么？
(5星)	今晚大结局。很好看。我觉得。很多让人感动并且为之一振的小细节。陌生的熟悉感。
(4星)	张士豪长大后变成了李大仁，就不怕拥有就是失去了吗。等上天赐一个李大仁，不如让自己强大到一个人喝酒聊心事看破一切。
(5星)	十五年的友谊，十五年的守候。人生难得有知己如此懂你，如此爱你，连你的家人也被照料。失恋的时候，他一边在电话里听你诉苦，一边开着一个多小时车来看你，陪你喝酒，然后买更多的酒。最后累到默默在你旁边睡着。又青是幸福的，但要不是大仁说我不可能爱你，她不会急着找幸福而频频遇人不淑。
(NA)	张士豪永远不会老。。。。。。。。。。。。。。。
(5星)	看到最后一集，两人修成正果，真是羡煞旁人，很喜欢这部剧，情感拍得很细腻，虽然平淡朴实，却感人肺腑。
(5星)	终于看完了
