http://movie.douban.com/subject/3732807/	双头犬 オルトロスの犬
(4星)	 其實這部讓我干看人就可以HC下去的。。最後一集小孩都說不要，給XX治的時候還挺感動的，果然還是小孩子純真啊~最后感歎一下自家的孩子81吧，我們家的孩子怎麼都是壞人啊~            
(3星)	 多好的题材，多好的帅哥，都生生给编剧弄残了＝ ＝            
(4星)	 結局有點太過好了,受不了...........            
(3星)	 实在有点受不了了，没有坚持看下去的动力了。            
(3星)	 一塌糊涂的编剧啊...只适合同人...            
(NA)	 冲着美型看的~~~强大的美型~~~但是不打算追了，所以不评分了。不喜欢女主……我只能说长大了的美少年实在太有爱太有爱了（说的是泷泽秀明）！            
(5星)	 头哥和66~            
(4星)	 2男主很养眼，演的也不错，女主的声音实在有点听不下去。。。            
(4星)	 剧的后半部分好看，有惊喜。很久没看到的泷泽秀明和依旧很萌的锦户亮。少年多美好。            
(4星)	 泷泽+小亮~~~~爱啊爱啊爱~~~   这种黑暗系真是好看到过分……   北川姑娘一比也太犹豫不决又弱实力……   追~            
(3星)	 狗头帝能治好一切活物 杀生丸啊~他儿子远征专门搞破坏。黑皮揍的人，他给又治活了。。。。            
(5星)	 01-09 11.4 _ 9.4 _ 8.3 _ 8.6 _ 7.4 _ 6.7 _ 7.0 _ 6.8 _ 9.5最后是殉情该是多美好啊。            
(NA)	 才第几集哦~就烂成这样子了~            
(3星)	 一颗给6爷一颗给大头一颗给水川MM            
(3星)	 就看看人 剧情是没法推敲的            
(3星)	 其实应该是不错的人设，但不知道为什么后来有点走味            
(2星)	 剧本太烂。。            
(4星)	 还是一鼓作气看完了舒服啊。。。            
(3星)	 题材很哲学,剧本有硬伤,帅哥很养眼~            
(3星)	 2009夏。看惯了Asami紧锁眉头，突然又想让她抽一抽。n多的出场人物结局很莫名。            
(4星)	 先这样.....            
(2星)	 算了，还是别浪费时间了。一集起码30分钟呢。            
(4星)	 泽村把大家都变成了好人= =            
(NA)	 第4集看到女主疑似色誘Takki的時候，我都有生個哮喘女兒的沖動了            
(NA)	 看不下去了……            
(3星)	 泷泽爸爸和66，好腐啊好腐啊，好乱伦啊好乱伦啊            
(4星)	 你想要神之手还是恶魔之手？            
(3星)	 结局太狗血            
(4星)	 狗血也挡不住我对泷泽的爱啊～            
(3星)	 我深感剧情无力。锦户亮你还是去演纯情戏吧。囧            
(5星)	 何谓幸福 何谓神之手 恶魔之手我爱亮爷的三眼皮和2粒痣~            
(2星)	 我果然是亲妈，连这都追完了            
(3星)	 这种日剧就是喜欢故弄玄虚~~不过我就是对这种东西没免疫力~~            
(NA)	 &#34;我知道你一直深爱着我。&#34;……编剧！！            
(3星)	 很腐，为神马看起来就是不带劲            
(4星)	 没看完            
(3星)	 看了开头，看了结尾，中间就自行脑内了。。。            
(3星)	 可以只看开头和结尾两季的剧 =.=b 不过最后一集还是有点腐的            
(NA)	 就算主演都是喜欢的设定也是爱的……但就是看不下去！            
(3星)	 大家唱的都是哪一出 能再狗血一点么。            
(5星)	 泷泽秀明和锦户亮就是理由，什么是善，什么是恶……            
(3星)	 我真的只是为了Takki和Ryo            
(3星)	 装X剧不适合我。狗血啊狗血，狗血到片尾真有只狗流血了。。。            
(3星)	 停在第三集就弃了。一个夏天过去了，依旧没有看的欲望。当初消息出的时候是多么的期待啊...无奈剧本苍白的我连看儿子和TAKKI都坚持不下去...夏季档就是无奈啊            
(2星)	 说实话 蛮弱的……            
(3星)	 它终于结了！我还竟然看完了！腐剧啊，前8话摸来摸去太墨迹了，看到最后我才明白这剧中心在哪。剧情两星半，最终话外加半星。其实编剧还可以更狗血一点！            
(4星)	 HE固然好，但就是不喜欢            
(3星)	 很13的一部剧，纯粹看66            
(4星)	 这个搭配我受不了…………            
(5星)	 大头真美好            
(3星)	 浪费了卡司            
(3星)	 弃了，莫不是为了看小亮亮……            
(4星)	 总的不错...就是结局的镜头会让人疯魔= =            
(3星)	 这剧 就只能看看人 剧情不谈了……我除了用渣没别的字可以形容……我不是来吐槽的 因为我看完05后弃的番 现在 想吐槽都已经忘了要吐什么了……架空剧逻辑好的没几部 这部 也就这样了……嘛……留给腐女们慢慢品味吧            
(4星)	 不错，就是最后这两兄弟擦肩而过让我有点遗憾，毕竟好不容易才重逢            
(NA)	 双头狗狗摸死你哟~~~为了明亮光去看，看到一半放弃了。剧情实在是令我失望。小光倒地喘息好萌~~            
(NA)	 雷声大雨点小            
(4星)	 各家粉丝看各家爱豆            
(3星)	 最后黑暗剧被洗白白            
(NA)	 cast大爱！！！亮爷+水川，泷泽邪恶的笑容也很销魂啊啊啊，外加惊喜的发现了笃姬里的真琴，灵动可人挖~~             
(5星)	 就和猜得差不多。沒有難看也沒有爆點，感覺很平，期待接下來。／天橋那一段好腐。ＴＡＫＫＩ道行太深了，亮爺還差很遠。            
(2星)	 要是没看就好了，6酱倒是很可爱            
(3星)	 编剧脑残~~~            
(NA)	 太神了~我简直是泷泽秀明的anti~            
(NA)	 未完            
(4星)	 不DJ剧情但4星给大头 小亮 麻美 佐佐木大叔            
(4星)	 最后两集好看啊~~果然我喜欢锦户亮啊~~不过有点太童话了，最后好人平安生活，坏人受到法律制裁，本来的坏人也改邪归正了。。。            
(4星)	 09夏追2            
