http://movie.douban.com/subject/3198015/	绯闻女孩  第二季 Gossip Girl Season 2
(4星)	 bc各种爱            
(4星)	 喜欢S的笑容，喜欢N的帅气，喜欢B和C在一起啊            
(3星)	 我难以想象这电视剧还是在讲高中的事情，纨绔子弟和不安分的富家女，她说这是上东区的富二代们玩的一场换妻游戏，看完最后一集的我，对这句话表示赞同。无论这些人在片里表现得多么相信爱情，其结果总是以背叛收场，任一个人若想投身这游戏，都必须将心奉上，腌制，再亲自食用，才可拥有金刚不死之身。            
(3星)	 小j。。~            
(3星)	 全剧25集  只有24 25 最好看 其中24集最出彩  目前为止一连四部 只记住这两集~            
(4星)	 继续富家子弟乱搞            
(4星)	 是看在B和C的爱情的面子上            
(5星)	 我的青春啊....            
(3星)	 乱的看不下去了            
(4星)	 oh happy ending, but the bitches will come back            
(2星)	 S是whore啊越看越不顺眼，B和C的游戏没完没了2受虐狂，D也不是省油的灯，一言以蔽之：乱搞剧            
(NA)	 呃，看不下去了。。。            
(4星)	 11/9/5-9/29 这关系可以再乱点！！！ 特别是Nate！25集看了我25天 可以再磨叽一点！真心喜欢Chuck和Blair在一起             
(4星)	 not bad            
(4星)	 You know I love you,XOXO Gossip Girl.高中完结了，真的舍不得那些mean girls和随时都会响起的手机讯息。            
(4星)	 里面所有的造型，电视剧版版的时尚秀啊。            
(3星)	 BC有爱！            
(3星)	 B and C.            
(4星)	 这季对lonely boy反感了……            
(4星)	 s&amp;d 彻底没机会了 失落- -            
(4星)	 chuck很有魅力那            
(5星)	 失去一个男人的方式是说我爱你。            
(NA)	 追着CB看的，QUEEN B很强大            
(5星)	 我竟然就这样一集一集的看下来了            
(3星)	 我凌乱了，看到一半弃剧，后来无聊了捡起来看了，关系越来越乱            
(3星)	 呃……两个月前弃剧。今晚看了最后一集突然想看下去~            
(NA)	 好吧，继续糜烂。            
(2星)	 简直是乱来的。            
(5星)	 没说的。赞            
(3星)	 为了“XOXO Gossip Girl”！            
(3星)	 BC            
(3星)	 看多了一般啦……男男女女分分合合，就是这样            
(4星)	None
(NA)	 Dan。对你无爱 到 唾弃            
(NA)	 说美语很快 很清楚            
(4星)	 &#34;I love you too.&#34;I wait for these word from Chuck for a long time~~~结尾看得我心里太舒服了啊！！！啦啦啦啦啦啦啦~~~开始喜欢他了~            
(4星)	 chuck终于说出i love you            
(5星)	 其实本来很看好s和dan这对额。。。不过这一季看完，觉得即使他们的爸妈不在一起，他们也还是分手的好，dan真的有点太自私了。。。            
(4星)	 显然排场大很多了            
(4星)	 B和C在一起后，我就開始喜歡這一對了~倒是S，總覺得她和誰在一起都不對勁~劇情其實算是蠻精彩的，就是太狗血~            
(4星)	 第二季继续还是很不错的片子。。            
(2星)	 所有人都可以XOXO            
(3星)	 知道你很乱，但别这么瞎搞行不行？！男男女女大杂交，这一季的混乱关系是我能承受的极限            
(NA)	 期待CB            
(4星)	 Chuck在楼顶说：“I&#39;m Chuck Bass！......Who cares？”的时候我差点想哭，还好Blair接了句“I do”，不过Gossip Girl可不会继续延续这种煽情的画面、            
(NA)	 看人 各种漂亮人儿和衣服            
(5星)	 告别了高中时代，我们也开始长大了            
(3星)	 用来听英语挺好的            
(4星)	 B和C我的最爱~            
(5星)	 是GG最好看的一季  我是这样认为  特别是24 25集的时候  泪爆了 B说的You&#39;re my queen. 我会一直记得            
(4星)	 哦。。。N。你让我有点作呕。。。老女人你也要。。。            
(4星)	 感觉不错            
(5星)	 很多令人感动的剧情在岁月里流逝.即使这样,也忘不掉S与N戏水的美好.            
(3星)	 太乱 越看越没激情了            
(2星)	 贵圈太屌乱！一季比一季乱，看不下去！            
(3星)	 这是个初见狗血的过渡季            
(4星)	 ...            
(4星)	 喜欢B~            
(3星)	 已经有点乱了，哎            
(3星)	 剧情还是一样的复杂，不喜欢，但总是忍不住要看里面色彩斑斓的漂亮衣服&gt;&lt;            
(4星)	 此时的狗血程度让我有点想放弃了             
(2星)	 对不起TAT            
(4星)	 BC才是看点。我是BC迷。            
(NA)	None
(4星)	 超级讨厌Dan@R            
(4星)	 B&amp;C!!!还和同学讨论剧情来着~~            
(5星)	 大爱S。BC也有爱~            
(4星)	 每个人都不是你所看到的那样，现在我终于知道为什么有那么多人喜欢Chuck了。            
(3星)	 看到后来就弃了。。。反正能爱的都相爱过了，不能相爱的最后居然也搞了            
(4星)	 复杂吧复杂~~~            
(3星)	 B&amp;C！            
(4星)	 第二季也还行。            
(3星)	 挑战我的爱情观…看不下去了……            
(5星)	 至今最钟爱的美国电视剧。            
(4星)	 结局B的表现……非要验证无论什么样女孩想要的最后都是一句我爱你的规律么            
(4星)	 N一开始跟公爵继母那段实在有点荒唐 难以想象 他还是上一季没有跟B怎样怎样一直心心念念着S的那个人 我还是一如既往地觉得lily是个好妈妈 她让我懂很多 那集闪回1983 觉得卡萝好美丽啊 另外珍妮好棒 15 16岁能做这样的事 迷失了一下下 还是找回来了 你是女王 我好不喜欢Dan啊            
(5星)	 戏剧就像人生，人生就像戏剧，你说不清楚， 即使他如此的狗血义无反顾。            
(5星)	  BC终于在一起了 B和S也很戏剧 会一追到底            
(4星)	 还是搞来搞去。            
(5星)	 B和C的主线才是GG的灵魂，怎么说，如果给个土庄人员乱搞的理由，我想说上东区都乱搞，何况土庄            
(NA)	 第二季几乎只focus在他们两个人            
(3星)	 相比1 真的觉得差和混乱和很多 S的女王气质越来越少 但是C的邪恶全盘爆发的让人爱不释手啊！！！！！            
(2星)	None
(3星)	 就当练听力了            
(4星)	 越来越喜欢chuck。            
(4星)	 chuck            
(3星)	 仍旧养眼，果断cut            
(4星)	 关系真的是太乱了～～～            
(5星)	 201.2.1-4.4 看完了整整22集，那时候也没其他事干，每次去网吧下很多集，躲在家里靠一个小小的MP4看。和现在的环境比真的好寒酸。不过那时候还是那么快乐。            
(3星)	 还能更乱点吗？            
(5星)	 Fashion Icon！            
(4星)	 美人，靓男，华衣，PARTY~~~加点经典剧，乱世佳人的华丽丽镜头。。。好看            
(3星)	 第二季开始感情很乱了，还是很喜欢布莱尔和恰克这一对            
(3星)	 主要是为了BC打的            
(4星)	 CB真爱了。            
(4星)	 大爱            
(4星)	 永远的BC！            
(NA)	 “人生朋友分三种：一辈子的 一杯子的 一被子的。得意时，朋友们认识了你；落难时，你重新认识了朋友。”这句话在这儿用再恰当不过             
(4星)	 求BC式恋情            
(2星)	 也就是为了看Taylor才看这么脑残一肥皂剧。。。姑凉以后还是好好唱你的摇滚吧。。。            
(4星)	 情节辗转不如第一部自然，但同样，触动我的还是灰色人物们的挣扎。lily回忆自己年轻时情形的那集很动人，青春总要走自己的路，但时光逝去，我们却不知不觉越来越像自己曾经那么讨厌的人。            
(5星)	 blake lively!!!            
(4星)	 这季开始有狗血倾向            
(5星)	 BC党！不解释！            
(4星)	 从这一季开始，编剧就开始脑残了，N就变成万人睡了，S就开始待人恨了，BC就开始抢戏了。            
(5星)	 赞            
(5星)	 32.            
(4星)	 看完这季忍受不了了            
(4星)	 怎么这  封面 了= = 汗            
(NA)	 喜欢chuck            
(3星)	 One day you&#39;re a Muse. The next, you&#39;re old Muse.            
(3星)	 实在太乱，排列组合吃不消。。。            
(NA)	 我不知道有没有同学跟我一样反正这个第二季最后几集真够难追的(好像是V &amp; N了...看到我爆血管)            
(5星)	 chuck害我目眩神移            
(4星)	 我以为我看到了爱情，没想到原来只是寂寞了…            
(3星)	 越看越觉得，这不是我想看到的爱情故事，而是长篇时装剧。第二季16集，就停在这里。            
(4星)	 第二季还不错。            
(NA)	 25            
(NA)	 我不想说我竟然爱上了我讨厌的chuck            
(3星)	 交叉组合 再睡一遍            
(3星)	 关系开始变得很混乱了。            
(NA)	 一直在看~            
(NA)	 陪了我漫长时间的戏。            
(5星)	 看在第二季是唯一我一集一集追过来的那一季 五星……            
(5星)	 稀饭            
(3星)	 开始拖沓了。。。            
(3星)	 Chuck            
(3星)	 不记得了好吗            
(4星)	 第二季第11集剧情很戏剧嘛！FOR BC AND YOUNG LILY!            
(5星)	 爱恨纠葛越来越深重...            
(1星)	 拒绝看第三季            
(5星)	 贴近生活，看美剧，学英语还是不错的            
(4星)	 为什么Nate要和老女人在一起（N O你够了）            
(NA)	 4.5/10            
(5星)	 我们重新来过            
(4星)	 纯属为了片中的人物造型和服装来看了~流口水~            
