http://movie.douban.com/subject/1786755/	冬日恋歌 겨울연가
(NA)	 古老的片~“俊相啊……”“有真啊……”观众的眼泪哗哗的……            
(5星)	 我超喜欢的一部韩剧，世界上最温暖的房子是爱人的心房，            
(5星)	 我是因为姜俊尚而喜欢某裴的            
(NA)	 很喜欢他们还是高中时的故事，可是，长大后为什么那么麻烦呢，为什么总是有人反对呢，让他们在一起不好吗            
(NA)	 除了感动　还是感动～            
(3星)	 太悲戚了，看了添堵。            
(2星)	 有那么帅吗？？            
(NA)	 不错            
(5星)	 十年的时间，不能改变友真对俊尚的思念；斗转星移，还记得北极星的约定。我不会对你说对不起，因为我已经给了你最宝贵的东西，那就是我的心。            
(5星)	 初恋            
(5星)	 喜欢男女主角，喜欢情节，喜欢配乐～            
(3星)	 喜欢裴勇俊            
(5星)	 高中时看还可以            
(5星)	 冬季恋歌  裴勇俊 崔智友            
(3星)	 憋屈            
(4星)	 喜欢裴勇俊就是从看了这个韩剧开始的。刻骨铭心的爱~~~            
(NA)	 雪中的恋情            
(5星)	 细腻            
(5星)	 冬日恋曲。四季中最喜欢的一部。            
(5星)	 喜欢            
(5星)	 十年对于一个人意味着什么，年龄的老去，记忆的淡去还是真爱的逝去？每看冬恋必落泪，如果我是惟真，我也会那样选择。真爱，珍爱            
(4星)	 爱情兜个圈            
(5星)	 美丽的冬天，美丽的围巾飘扬            
(4星)	 初雪的感觉很浪漫啊！            
(3星)	 太理想化了，养眼呀            
(4星)	 那时候很迷。            
(5星)	 初恋的感觉            
(5星)	 很喜欢崔智友            
(3星)	 看得我断断续续的            
(3星)	 就只有斐勇俊比较帅~            
(4星)	 还行吧。。            
(5星)	 有句话叫曾经沧海难为水，冬季恋歌给了我太多的感动，无论是什么原因，先入为主也好，偏见也好，它始终是最好的。            
(5星)	 有句话叫曾经沧海难为水，冬季恋歌给了我太多的感动，无论是什么原因，先入为主也好，偏见也好，它始终是最好的。            
