http://movie.douban.com/subject/1790373/	我的女孩 마이걸
(3星)	 李多海演的可圈可点，但是李东旭却让人印象不深。当年是为了看准基才去看的，他的出场倒是不错，最后的时候流泪心痛的地方也不错，其他~完全没有印象了竟然！！！            
(3星)	 一般吧，勉勉强强看完。演员也长得一般。            
(NA)	 小倩拼命说喜欢这里面的男主角，我说我回去看...找出来才发现，我八辈子之前就看过了啊...男主长相..完全没有印象...看来，这个。。。对男人的taste差太远了。。。            
(3星)	 今天中午还说到李多海呢            
(3星)	 男的真帅啊            
(4星)	 难得追完一部韩剧，这是以前看的啦，李东旭超有型但千万不能笑，装酷的样子我才会流口水哦。另外，里面的插曲主题曲都很好听。            
(4星)	 本来很喜欢，芒果台天天放，也就厌了            
(4星)	 当时就觉得李东旭很帅啊~现在果然还是很帅~就不大喜欢李多海。。。            
(4星)	 其實真的完全只愛他            
(5星)	 爱活周幼林了，百看不厌！            
(3星)	 你会有福报的~            
(5星)	 搞笑的剧情·甜蜜的情侣·李俊基后期帅呆了。。            
(3星)	None
(5星)	 像女主人公那样的性格是我根本不会有的，这种性格的人该有多少的幸运才有了这样的故事。我不相信这个故事，但却是看着心里蛮轻松的。可以快乐的一部戏。            
(5星)	 嗯 曾经中毒过.~            
(NA)	 好吧··  我承认  我一度很花痴过李俊基  很喜欢过MY GIRL   原谅我  当时我还年轻   现在很不喜欢女主  从不看她演的其他电视剧  sorry  不知道为什么            
(5星)	 经典啊。。。。。            
(4星)	 李东旭。哦，什么也不说了            
(3星)	 纯粹为了李俊基啊            
(5星)	 李萌萌~~            
(3星)	 骗子也是一种职业，要尊重啊            
(5星)	 开始是为了看李俊基，后来偏离了原意，变得迷上这部剧，编剧实在太厉害了。            
(3星)	 那时的李多海还很可爱。            
(5星)	 复读以后看的第一个韩剧，也是第一个喜欢的，当时觉得哪哪都好，不知道将来看是什么感觉            
(3星)	 一般            
(4星)	 专门到63大厦去感受了一下superman            
(4星)	 男主是乍一看没什么料看习惯了还行的。也可以算是经典韩剧，所以剧情免不了有些俗套啦            
(3星)	 看得不多的韩剧            
(NA)	 第一次看的韩剧就是由这一部开始滴...大爱李俊基哒。            
(NA)	 好看！            
(5星)	 里面许多裕玲编的可爱谎言现在还记得很牢～            
(5星)	 喜欢那个男猪脚            
(5星)	 其实我想给4星半，喜欢～            
(5星)	 李东旭            
(NA)	 骗的最高境界            
(4星)	 李俊基在里面好帅~~吼吼~~            
(2星)	 实在不觉得搞笑。。。 唯一记得的是，每一集都是音乐响起，镜头一一掠过4个主角痛苦的脸，或痛哭流涕或心事重重。。。没什么意思。。。             
(4星)	 李多海真的很多面~~            
(3星)	 李多海那时候已经够可爱了，干嘛近年又在脸上开刀            
(4星)	 由于这部彻底迷上李俊基的呀            
(3星)	 李東旭好帥的~~~但李多海的演技太做作            
(5星)	 经典            
(3星)	 片尾曲挺好听。            
(5星)	 应该是我第一部完整看下去的韩剧            
(4星)	 其实前面是很好笑很好看的~但到后面也逃脱不了韩剧的纠结            
(4星)	 李俊基比较有男人味啊            
(3星)	 起先蛮搞笑，追了一下啊，后面真是看不下去。另：男主太普通了            
(NA)	 大学时最最最喜欢的一部啊。            
(4星)	 很有意思。            
(5星)	 当初的经典            
(5星)	 我曾经一度超级痴迷的韩剧。。。            
(4星)	 我妈都喜欢看的剧            
(NA)	 当年好像还是特意借光碟回来看的。一度把开头的搞笑戏份看了好几遍。            
(5星)	 薛功灿xi，遇见你是都么美好的事情            
(4星)	 堪称经典            
(4星)	 李东旭真心帅、、            
(3星)	 看到笑点也不觉得好笑。            
(4星)	 图乐呵~凑活看呗            
(3星)	 玛德我就不明白了，人家俊基这么好尼玛为什么不选他啊！瞎眼啊！            
(3星)	 剧情老套，灰姑娘打败公主，嫁给王子            
(3星)	 对这剧无感 只是爱男二~            
(4星)	 = =~年轻的时候不小心看了部韩剧...哥人生中唯一一部韩剧...不过搞笑是很搞笑的 也才十几集...演的也不错...剧情狗血那是必然的            
(5星)	 韩剧中的男二们，悲情            
(4星)	 韩剧经典啊，和浪漫满屋并列            
(4星)	 认真看的第一部韩剧            
(4星)	 因为是在电视上看的，边看边做做其他事也不错。不过之前四五集在先电脑上看，看得人实在不耐烦。            
(5星)	 爱你这件事情，我不会说谎~            
(5星)	 李东旭好帅啊，歌很好听，第一部完整看过的韩剧            
(4星)	 棒子剧大多都是开头几集很搞笑，越往后越拖沓。            
(5星)	None
(4星)	 剧情不错，但觉得李东旭的演技一般，不太喜欢两个主角            
(5星)	 李东旭、、非常帅气、、、            
(4星)	 两个人每次拥抱接吻都各种别扭不自然 感觉不到位，但一那些小纠结小细节还是感动到我了            
(NA)	 好看诶~ 总觉得女主角胖啊~ 但又是错觉。。她好瘦            
(5星)	 貌似身边的姑娘看过后都疯狂的爱上了李俊基，难道只有我一个人觉得男一帅么？            
(4星)	 第一部喜欢的韩剧啊            
(3星)	 我记得我是初中看得= =            
(4星)	 难得喜欢的男一好么！            
(5星)	 很久以前看的了~~李多海在里面很可爱            
(4星)	 记得是很好看的 有被感动到            
(5星)	 李多海好可爱            
(3星)	 男猪真的不帅            
(5星)	 就是喜欢这种俏皮可爱的女生~             
(5星)	 很有意思            
(4星)	 挺经典的韩剧，李多海很可爱，男主角也不错            
(4星)	 正常韩剧的样子~            
(NA)	 有首歌不错。            
(4星)	 嗨，你的牙真白~~            
(4星)	 卖桔子那段笑死我了，可惜烂尾了- -！            
(5星)	 李东旭乃怎么可以那么帅！！！！！！！！！！            
(5星)	 我曾经看过的一部很好看的韩剧，李多海的聪明活泼大方机灵可爱深深映入了我的脑海，让我对她很是喜欢，可是以后的剧都不能发挥出她的特点出来，很遗憾，最近貌似李多海发展的不太顺哦 ！！！！            
(2星)	 额，没耐心没看完，苦情纠结戏还是多了点，觉得女主的脸被整了表情总没有很放松的时候            
(4星)	 高中的时候最喜欢看的一个片子！            
(4星)	 两年后的珠裕琳走在人行道上抬头那一瞬间让我想起了赤名莉香            
(5星)	 爱死了。            
(5星)	 宿舍六人共同的回忆啊。李东旭和李多海感觉也达到了顶峰 之后俩人的作品再也无法超越。李俊基那时候也火的不得了。            
(5星)	 这个还是比较好看滴            
(5星)	 李东旭aaaa            
(3星)	 我的那个悲催的暑假，军训，和室友一起看my girl，还有挥不掉的失恋余伤            
(4星)	 狗血死啦            
(5星)	 洪式姐妹的第二部，第一次没被东旭的颜惊倒            
(NA)	 我的爱情不是谎言。  看了一遍还能再看一遍的韩剧。轻松紧凑的剧情~            
(5星)	 “我的爱情，没有谎言。”            
(5星)	 永遠是偶最喜歡的一部！！！            
(NA)	 重温了一遍大结局……当年居然错过了结尾豪杰春香的穿越！！好有爱好有爱XD            
(NA)	 当年多红啊，简直变成了暑期档。            
(4星)	 这个还挺喜欢的            
(3星)	 混时间....            
(4星)	 好喜欢里面的服装啊~想把它们全都买下来！！！！！！！！o&gt;_&lt;o~            
(4星)	 我就是很喜欢李东旭的长相啊            
(NA)	     很搞的。里面的每首歌都很喜欢。。            
(5星)	 她曾经那么天真。            
(5星)	 曽经的爱~            
(4星)	 泪点太低阿再也不看韩剧了            
(3星)	 完整地看完的第一部韩剧。            
(4星)	 李俊基不要太帅啊~就是太ai了~            
(NA)	 标签里怎么少了李东旭呢？            
(4星)	 李东旭在里面好帅啊- -，各种丝巾各种大衣重点是木有刘海啊！笔挺啊！            
(5星)	 李多海太强了            
(3星)	 俊基哥……            
(4星)	 真够折腾的...电视台无限放想不看都不行            
(5星)	 最棒的韩剧！ 李多海 李东旭 吼吼演技霸            
(3星)	 有一点点好笑            
(4星)	 棒子片全盛期代表作            
(3星)	 印象最深的一个镜头，是外公让幼琳离开时，幼琳在机场从装作若无其事，到被心痛袭中，再一点一点哭起来到泪雨崩落的过程。失去一个人便是这样的。李多海表演得很妙，我喜欢这个女孩。            
(5星)	 我看了不止6遍的韩剧！！！            
(1星)	 我……其实不想标记韩剧的。            
(5星)	 喜欢那个叫裕玲的小骗子，被那个叫正宇的妖孽男秒到了。            
(4星)	 崔功灿！！！不要太帅噢= =            
(5星)	 韩文原声，看了十遍不止。            
(5星)	 算是很喜欢的一部韩剧，可是也不能被芒果台这么来回的重播啊！！！！            
(2星)	 除了李俊基怎么看其他三个主角都不顺眼。            
