http://movie.douban.com/subject/5958582/	裸婚时代
(3星)	 如果不是烂尾（最后10集太垃圾），就值4星！            
(5星)	  現 時 與愛情 的碰撞   愛情不等同於婚姻              
(3星)	 这哪是裸婚 最多是中上阶级门不当户不对的小资故事            
(3星)	 很少看电视剧，琐碎的情节太让人烦了。这剧看完唯一的感觉就是，对我来说，结婚这事太不靠谱了！更甭提裸不裸了。。。            
(2星)	 毫无意义的连续剧，我更乐意生活大爆炸            
(4星)	 算是80后能看的几部电视剧。不过让我看的对结婚这件事想的越来越多！            
(4星)	 爱之无奈            
(4星)	 真费脑子            
(3星)	 感觉不够生活             
(4星)	 刘易阳也穿那条红色A&amp;F..            
(5星)	 理想的爱情主义PK现实爱情主义 口味很适合我们80后啊            
(4星)	 发展中国家的裸婚时代            
(5星)	 矛盾、反差、隔别、代沟..各种鸡同鸭讲后的妈妈媳妇掉水里到底救谁万能无解老生常谈..传宗接代重男轻女碰撞通膨房奴各种勤俭持家后的刺啦花火..有料的肥皂剧总是在各种精神层面BANG一声后狼烟四起..唯一可惜的是男女主人公那被世俗蒙蔽的小小爱情了.. .            
(3星)	 现实主义吗？不喜欢            
(5星)	 细节决定爱情            
(5星)	 和L.            
(4星)	 和相爱的人在一起，就不怕。            
(5星)	 欢渡国庆…… 能拍到这个程度，刮目相看。            
(4星)	 算中国电视剧里比较好的了吧。。。  主要是背景和年轻人息息相关。。。            
(3星)	 感觉一般。看完电视，周围人都爱说细节打败爱情~            
(4星)	 怎么说呢，太写实了，让人看着心酸            
(3星)	 真是看得我都不敢结婚了            
(4星)	 裸婚的前提是什么？            
(5星)	 喜欢这部电视剧 ，演的很真实。            
(NA)	 感觉结局太仓促            
(3星)	 虽然剧情裸婚比现实中的裸婚要幸福很多，因为现实中不可能裸婚还动辄大牌包包和服装，但至少也反映了眼下年轻人的状态            
(4星)	 其实他们不算裸婚~~~            
(3星)	 假            
(NA)	 拍的还可以~有点现实的影子·            
(3星)	 挺磨叽的。            
(5星)	 男人做到那样就不错了            
(3星)	 在看这片的时候，旁边那位说我这是赤裸裸的攻击= = ~好吧，其实我就是放给你看的。什么婆媳问题，什么是你该想的，看看别人再看看自己吧。父母说的话该听的听，不对的请不要听啊，你有脑的好么。你到底是爱我这个人么？还是其他条件？我有时候真的很疑惑。            
(3星)	 姚笛你好歹弄两件好看点儿的衣服穿穿嘛……            
(4星)	 还行吧。            
(4星)	 情节有漏洞，但是很现实，喜欢。            
(4星)	 细节打败爱情            
(3星)	 就有点墨迹            
(NA)	 暑假让我有点小思考，倒是最大的收获了。不然，它只能是打发时间的料子。            
(5星)	 感觉很真是，剧情也蛮有意思的！赞！            
(4星)	 结局明显的不是开放式结局，大爱姚笛            
(NA)	 表示确实没看出什么感慨来 就是冲着文章看得            
(5星)	 真实的社会现状是残忍的，但这个故事的主人公向我们演绎了一场不凡的人生，生活中的细节到底能不能打败人人所憧憬的美妙爱情，在剧终导演给了我们他的答案，或许我们在现实中的我们的确需要再坚持一下，或者再鼓足一下勇气，也许幸福真的就在离我们的不远处。            
(4星)	 还是会被一些小细节感动不已，但是爱情经不起这么多的摩擦。            
(5星)	 很好            
(4星)	 最喜欢看童佳倩她妈贫了。童佳倩生完小孩后像变了个人一样。            
(3星)	 结尾比较假就是            
(5星)	 会遇到那么好的人吗？？？            
(4星)	 挺不错的，吸引人看下去！            
(3星)	 细节打败爱情。            
(5星)	 80后的故事 很真实 在他们身上 我仿佛遇见了几年后的自己 与长辈意见向左 不得向现实低头的无奈 无法坚持下去的情感 这也许就是生活吧 没有想象的润色 真正的生活。            
(NA)	 告诫一些道理            
(4星)	 文章的小寸头，细节打败爱情            
(NA)	 喜欢文章            
(4星)	 总有人说细节打败爱情，其实我想说细节是永远打不败爱情的！！！            
(4星)	 都市国产剧里算不错了，也算比较现实的剧吧。            
(2星)	 很多人推荐。。然后看了。。然后一点意思都没有。。            
(4星)	 细节打败爱情            
(4星)	 说明两句话 ”贫贱夫妻百事哀“还有”婚姻必须建立在深厚的感情基础之上“。这两句话其实某些情况下，现实中是会矛盾的。这刘易阳是个神话，不会有这么通情达理的男人吧，那个杜毅简直是神话。            
(5星)	None
(4星)	 剧情比较现实   而且我蛮喜欢 文章 的 特别是知道剧本是他自己写的  超有才诶 他  赞            
(NA)	 喜欢田淑云            
(3星)	 看着可添堵叻!            
(NA)	 我爱童佳倩，她是好孩子，那么懂事，那么可爱            
(4星)	 细节打败爱情。            
(5星)	 挺真实的！从中感受到了很多~~学习到了很多~~            
(4星)	 裸婚，我裸不了            
(5星)	 离婚那段 我哭的很惨 觉得自己也成熟了            
(4星)	 有些对话挺扯淡，但也算反应了一些社会问题            
(4星)	 80后的新生活.            
(NA)	 暑期北京台像抽风了似地，单曲循环地播这部剧，就颠三倒四地看完了，很生活            
(4星)	 看完觉得现实是多么的残酷，爱情被淹没在柴米油盐奶粉尿不湿的日子里，面对爱情与亲情，我们总是在两头挣扎，最后谁对谁错已经不重要了，最后已经忘记了争吵的理由……            
(4星)	 为啥文章演的角色都是这种绝世好男人，从向南到小贝，再到现在的刘易阳。其实女人不能太作，如果摊上了这么绝种的好男人，一定要懂得珍惜，不要等到兜了一大圈，什么都明白了再醒悟。生活不是电视剧，感情的事，走错了，过去了，就不能回头了。回头也变味儿了……            
(4星)	 虽然有广告、剧情不够严密，还是有很多可圈可点的地方。特别喜欢那句经典的话“细节打败爱情。”            
(2星)	 除了话题敏感，基本没有其他让我欣赏的地方            
(4星)	 印象最深的是樊凡那首《不痛》            
(5星)	 太多感触            
(3星)	 离题了。            
(5星)	 腻味了你侬我侬的、以恋爱配对成功即为止模式的爱情片，《裸婚时代》反其道而行，从两个人的八年恋爱果实婚姻为起始，没准给热恋中的人们恰当降温。            
(NA)	 好喜欢这部电视剧额、、、看到最后一集的时候，我真的大哭起来、、、            
(4星)	 姚笛演技真不错~            
(3星)	 看了就不敢想象这种婚姻            
(4星)	 挺好的，挺现实，给了现在的年轻人一个启示。            
(5星)	 符合这代人            
(4星)	 前面还行            
(5星)	 你猜？我不敢猜？我不想忍受你离开我的日子别的男人对你殷勤不想我的孩子跟着别的人姓别人问我我们离婚的原因我说：她不要我了。。。            
(NA)	 赤裸裸的社會现象，80後的压力。            
(3星)	 看了觉得爱情还是敌不过现实，现实终归是要面对的。            
(4星)	 很现实            
(3星)	 2011年06月。在N多人的怂恿下，又出于好奇心的我还是看了，不过没有看完。你不能要求男人要有责任心，你不能要求男人要从一而终，没有谁对谁错，只是没有什么是不变的。            
(NA)	 終於完整的看完了            
(4星)	 比蛋还疼。。。            
(4星)	 忒现实            
(5星)	 我只想说看了3个月终于断断续续的看完了。            
(4星)	 细节打败爱情。            
(4星)	 现实中不会有刘易阳那样的男人，亦不会有童佳倩那样的女人，编剧导演YY之作，不过把这美好念想拍成戏也算复合众望。            
(1星)	 可以打半颗么。。。。。            
(5星)	 很好看的~~~            
(3星)	 就看了第一集，一看就知道被偶像了。            
(4星)	 木有办法看得人那么多~~~~看完就反省了，8090我们太执着，还是要去学很多我们这辈儿遗忘的东西~~~~~            
(4星)	 80后应该看            
(NA)	 很现实的一个片子，给我最深的感触却是，青、中、老年的三代女性的愚昧与男人的智慧一个鲜明的对比，试问：现实是如此的吗？            
(1星)	 相当扯淡。。。前3集没快进。后面有10几集都在进。。。完了直接看最后一集都能明白全剧情。。。讲的就是一对中二夫妻的中二人生。。。总嚼得他俩是钱多了渗的慌，通篇的叫穷晒富是怎么个情况呢。。。            
