http://movie.douban.com/subject/6534065/	女人的香气 여인의 향기
(4星)	 总觉得这样的故事不真实，李东旭脑子进水才会喜欢金宣儿(都指的角色人物)吧，申明本人对金宣儿决无坏印象。要么李东旭从外星球来，要么以前从没见过女人，不然怎么会喜欢一个无外貌、无学历、无家世还年纪比自己大至少一巴掌的女人呢!编剧明显是想讨喜那些大龄剩女吧!但这样的事只会在电视里才有!            
(2星)	 弃剧            
(3星)	 可能不到尽头就永远不知道自己想做的有很多 而不是仅仅循规蹈矩的活着.            
(5星)	 本剧最大的亮点就是男主角。喜欢男主角的性格，只遵从自己的心意，勇敢的去爱，霸气！霸道！man!!突然觉得李东旭灰常灰常帅！            
(4星)	 女主一开始就得了癌症，最后竟然不是悲剧，在韩剧史上可以算奇迹了。一直觉得李东旭其实长相有点乡村男青年，但就是有种说不出的让人心动的气场。妈妈和喜珠的戏份最感人。            
(5星)	 隔了太久，终于看到香气踢掉最佳爱情进前三了，很成熟很完整很有意义的一部剧...            
(4星)	 李东旭好萌。。。三顺在里面爱不起来。故事还好，屎锡和喜珠是惊喜啊            
(4星)	 三顺姐你肿么瘦的哇，造福我们吧！！            
(4星)	 李东旭啊好久不见啊。金善雅一样NB常在啊。            
(5星)	 虽然快进很多 也被哭的有点烦！但还是给了满分            
(5星)	 金善雅演的每部片子，我都特别喜欢~~  这部剧里，为之感动流泪的地方太多太多了，建议没看过的亲们，提前预备好纸巾哦！！            
(4星)	 很喜欢男主。            
(NA)	 看了一半看不下去了            
(4星)	 这几年来也没看过几部韩剧了，这个质量很好。            
(NA)	 连续看了几集，快进入高潮的时候需要每周追，就不想看了，典型的韩剧套路，苦情戏码，实在不值得每周去追            
(5星)	 超级喜欢男主角的嘴和女主角的腿，跳舞的时候身材真好。剧情很浪漫感人，虽然知道是假的，演技不错，尤其是金JJ。            
(3星)	 一般般，实在一般般            
(4星)	 都是很喜欢的演员。推荐            
(5星)	 十集过后就是超级无敌虐啊，一直快进等着女主西去，可没想到出现奇迹了……            
(2星)	 怎么可以有这么狗血的剧情。第一次看韩剧，想让女主角快点死的。到最后一秒，都没有死成。无比煎熬的看完整部剧。            
(4星)	 难得啊~得了癌症但是是happy ending的~ 李东旭比以前帅了^^            
(3星)	 快进看完，还是喜欢金三顺，另外，总觉得李东旭的贵公子气质还差一点            
(5星)	 以the bucket list作为引线，여인의향기 真的太虐心了！！最后一集：和大家一起度过的所有时间，结果就是我的一生。谢谢你们待在了我的身边~.....哭死了...            
(3星)	 帅哥富家公子，女主得了不治之症。。。韩剧的经典元素一个没少啊！三顺你肿么了，眼泪辣么辣么多？男主角为什么会如此迷恋女主，不是太明白哦。反而比较欣赏后来的女二。另外，植入式的俊秀还不错啦！            
(3星)	 尼玛太不现实了！            
(5星)	 好久没这么看韩剧了。。。            
(NA)	 李东旭真帅~~~~~~~~~            
(5星)	 和最佳爱情一样好看！！            
(4星)	 男女主演技无敌，瘦下来的三顺姐姐完全漂亮            
(2星)	 狗好萌。            
(3星)	 男主角的表情太喜欢了~好可爱好萌好帅            
(NA)	 结局还算不错            
(5星)	 金善雅，你怎么演，我都会追的，加油哦            
(3星)	 三星半..每个女人都能找到那个能感受到自己的香气的人..            
(5星)	 我并不是一个喜欢看悲剧的人，谢天谢地结局到此处为止，虽然伤感但很美好。每一次看韩剧都让我了解到一个熟悉而又陌生群体的生活，透过情节看到渺小群体中的光环。而这次是面临死亡的绝症患者群体 看到了他们强大又脆弱的内心世界 对生命的渴望 还有身边爱的人们的情感变化。真是哭的稀里哗啦啊。            
(3星)	 我本来准备就马个克就好、但是= =！看到类型还一行我就不淡定了！这也叫喜剧。猪脚都死光了也叫喜剧= =!我都难受了一天好不好。            
(NA)	 不知是悲是喜 但是很感动            
(3星)	 不知所云。为了金JJ和严基俊看的            
(3星)	 三顺老了，更加不漂亮了，但演技还是在那里。李东旭有时候还是帅的。            
(3星)	 陪媳妇看的~还是医生和小秘书萌= =            
(4星)	 适合当电影的题材            
(5星)	None
(NA)	 不来电的两个            
(3星)	 跟一般韩剧一样开头会比价吸引人，后面实在太矫情了点，里面的人老是动不动就哭            
(3星)	 本来是冲着善雅和东旭去的，可是看了一半就放弃了，女主的癌症让人看了心酸，男主的消瘦让人看了心痛，表情始终如一的女二让人看了生气，唉            
(5星)	 后面很感人，哭死我了            
(5星)	 亲，4颗星半，0.5星扣在哪儿呢：扣医院病人的输液管子从不滴水、扣除了李妍在其他人哭时都滴眼药水、扣韩剧狗血剧情上总让无知少女催泪。其他尚好，多惬意的一部高丽棒子灰姑娘剧啊。            
(5星)	 最后说活过了7个月...然后就结束了...难受死了...在想如果我得了癌症，我能做到那样子完成我所有的理想吗？其实人都是要死的不是么，不管是五个月还是五十年，最后还是要死去的，不是么。            
(5星)	 如果生命变成倒数了 就会想好好抓住每一秒 其实我们并不拥有很多时间 所以 给自己列一张单子 好好地生活             
(5星)	 李东旭啊 真真的帅气啊！！ 那脖子 那锁骨 那肩膀 那腹肌~  啧啧啧 。。 真真让人移不开目光啊！！！  算是很不错的一部片子了 而且这样的结局比较让人容易接受 不是死去 或者奇迹 。。 这就是所谓的塞翁失马焉知非福吧 虽然得病了 可是却得到了不同的幸福~            
(4星)	 整16集里只被最后一集他俩在海边坐着看海的时候突然响起那首探戈曲的这个情节感动到了 真的感动到了            
(4星)	 其实除了两外主角，以及李东旭童鞋时不时的卖肉很有看点，基本就是韩剧的古老套路。。不过陪伴我在飞机上漫长的时光以及刚到以后的不长一会儿。。            
(3星)	 前两集看得揪心感动，有的桥段会有心里一震的感觉，后来没有办法坚持看完了，跳到结尾晃了一下。            
(5星)	 如果生命面临消亡，你是否还有勇气去爱？            
(4星)	 开头很亮眼，后面不是太狗血~~            
(5星)	 善雅姊姊，您这样好的演技就别再演偶像剧了....把男主、女二比下去太多            
(5星)	 干自己想做的事。。人生苦短            
(4星)	 无聊随便一看，四颗星献给男主角和美丽的冲绳，哈哈            
(4星)	 追着更新看的，前面比较精彩，后面真的很一般。岁月真的催人老。金善雅老牛吃嫩草呀。            
(4星)	 有点感人，但又有点俗套            
(2星)	 我老了 看不了爱情偶像剧了            
(3星)	None
(3星)	 该怎么生活            
(NA)	 一笑就破功            
(3星)	 连三顺都瘦了。。。可以看看前十集（后面越来越狗血）～            
(4星)	 我当励志片看了，稀饭东旭欧巴啊！！！            
(5星)	 其实真不错~            
(4星)	 珍惜“今天”！            
(4星)	 完全冲着三顺和薛功灿的配对去的。没有想象中那么精彩，但是很养眼。东旭oba卖萌很有爱~~            
(4星)	 今天泪点低，再加上这个。            
(3星)	 哪里好看来着？            
(5星)	 原本只是想要在死之前好好谈一场恋爱，却在相爱后才发现自己的离开将会给爱的人留下多么难以愈合的创伤。看到女主角就忍不住的在想，想要更加珍惜生命，健康的活着遇对的人相爱相伴。久久的久久的。倒不是剧情有多好看，只是看下来忍不住的让人想要深思深思，那些关于爱的，关于生死相知的。            
(NA)	 好吧，我承认我没有坚持看下去            
(4星)	 3星剧情，1星是给东旭，身材好好！            
(4星)	 哭了~~~            
(5星)	 再大的挣扎也抵不住真情。            
(5星)	 还是我当年爱的那个薛功灿。            
(4星)	 韩剧都很狗血，这个确实也还不错，三顺姐好耐看啊            
(4星)	 让你转身的痛苦也许正是幸福的开端            
(3星)	 善雅姐姐挑战姐弟恋的画面有点。。。很励志，被温暖到了            
(4星)	 更多的是人生的思考拉～要对自己好一点～人生真的只有一次            
(5星)	 美轮美奂，温情催泪。            
(5星)	 三顺姐和本部长还能幸福很久很久的吧，加油。            
(NA)	 还是三顺时期水灵啊，不过我的个天怎么能瘦那么多啊            
(NA)	 1月15日下午费了近4个G的流量、1月17日全天、1月18日上午，现在是1月18日中午，我已经看了两遍，一点一点的不拉快进的。真心喜欢。好久没看过这么好看的剧，内容也能引发思考的。从中真的懂得很多~喜欢的让我觉得词穷~（再加一句：李东旭“画报”好帅啊~我有发展成他的脑残粉的潜质怎么办。。。）            
(4星)	 虽然桥段老套，但胜在外景靓靓，男女猪脚都是我喜欢的，总之我挺。            
(4星)	 就是挺喜欢的~男女主角都是~除了最后一集有点搞。。连这么不爱杯具的我都觉得照这情势延在应该会离去了。。硬坳过来很奇怪啊。。            
(5星)	 内容非常好，非常感动！！！！            
(5星)	 其实觉得这剧一点不悲~结局反而充满希望啊！感想就是真的应该好好珍惜活着的每一天！还有就是真心喜欢金宣儿啊~~~            
