http://movie.douban.com/subject/6123976/	最佳爱情 최고의사랑
(4星)	 除了女主角像佟掌柜外，其他完美，笑到肚子疼。            
(5星)	 很好看啊            
(5星)	 让人心动的爱情。            
(5星)	 帅气的大叔            
(4星)	 唉，结局是败笔。太仓促了吧~            
(4星)	 想不到这部中年人的纯爱剧还挺带劲的            
(4星)	 受不了韩剧有完没完的尾巴            
(4星)	 大叔在麦萌啊，扛不住            
(3星)	 唉 大叔还是很不错啊 女猪脚无感 情节实在是拖沓 还是喜欢市政厅啊            
(5星)	 虽然实在是对女主接受不能，但是车大叔太有魅力了。。。多年不看电视剧，用了两个多小时跳着看完了。。。            
(5星)	 为了孔孝珍看的片子， 结果发现了车大叔。 准备去追其他剧了            
(4星)	 其他男人都是浮云   做梦都是车叔啊  咋办办             
(3星)	 我可爱、善良、无害的男二啊~~~~~怎么忍心~~~~            
(5星)	 萌死大叔啦~~~~~            
(5星)	 车叔太帅了啊。。。。。            
(5星)	 真的好好看啊，爱贞的努力坚持，独孤的孩子气，魅力的微笑，磁性的声音，一级棒的身材，虽然不是俊男靓女的组合吧，但绝对是最有魅力的吧，男二女二也不错啊，很配哪，最后的结局真的好让人欣慰哪，哈哈哈            
(4星)	 年度最萌大叔，毒菇珍！叮~咚~，克~服~！            
(4星)	 太欢乐了            
(5星)	 哎，第一次这么爱一个棒子国的男人            
(5星)	 情节还是比较轻松的 车胜元还是相当有魅力的 很舒服 我有中毒现象             
(5星)	 这也许不是我看过最好的电视剧，也许不是最打动我的一部电视剧，但它确实一部让我看完能大喊一声“这就是最佳爱情”的电视剧。            
(3星)	 车大叔来安抚我因为偶吧入伍受伤的心,结果看到11集，女主角是在是太摇摆不定了，不喜欢看...好无聊            
(3星)	 超爱看的。手机铃声也换成了扑通扑通。车大叔一乐好像植物大战僵尸里的僵尸啊。哈哈。男二号也好看。俩女主角也好。好好好好好好好好。感动的不行了。            
(4星)	 亦庄亦谐的型男车胜元!            
(5星)	 俩位虽然长相一般    但是这毕竟是个看能力的社会    二人的实力演出 不亚于那些帅哥美女云集的偶像剧   最佳爱情    果然是最佳爱情            
(5星)	 男主是大叔，女主不漂亮。。颠覆了以往韩剧的卖点呐~不过还是蛮好看的            
(4星)	 实在是太欢乐了！            
(5星)	 已近中年的车大叔 又唤起了年少的我对长腿叔叔的幻想！ 女猪也不错 长相平 气质好演技好            
(4星)	 车大叔不腹黑了，变鬼马了            
(5星)	 很喜欢洪氏姐妹的风格，每一部剧都会中毒~            
(5星)	 俊男美女都是浮云，演技剧本才是王道。细节之处皆见生菜夫妇的点点滴滴，看来洪氏姐妹也是生菜饭哪~ 有心了~            
(3星)	 其他都还好，就是拖沓得让人受不了！            
(5星)	 好久没看韩剧了，这一部是同事推荐的，的确没有令我失望，希望能继续拍啊。            
(5星)	 哈哈，有那么多可爱的表情呀            
(2星)	 看了六集左右，弃了，我对女主角的颜没有偏见，也肯定她的演技，一度还看过《谢谢》《饼干老师星星糖》，也喜欢车叔的《市政厅》。但我实在不能忍受尹启相的戏份如此的少之又少！我讨厌看了开头就确定结尾的剧情，完全没有悬念，和男二号可怜的戏份……            
(5星)	 甜蜜的都要溢出来了=w=            
(4星)	 比城市猎人还是好看的。            
(5星)	 五颗星完完全全是冲着车叔给的！！叔你太帅了 我不能自拔！！！            
(4星)	 结局蛮好的~~~~想到了现实中的很多事情~~            
(NA)	 一开始真的挺好看的，到后面女主角简直烂透了，剧本也烂透了，不过瘾，到最后女主的非好感也没有改变，而且大叔做手术的时候，居然没哭点，女主就应该闯进去在门口唱啊，或者打着电话唱也行啊，太不过瘾了，本来能让车大叔演完后人气超级大增，看来只能小增了。            
(5星)	None
(NA)	 喜欢车大叔~~~~            
(5星)	 有一部家庭妇女首选解乏片            
(NA)	 电视剧就是朋友几个家人几个窝在床上嚼着点心抢着被子花痴点自恋点的消遣 啊哈哈            
(3星)	 笑就很好笑，但是女主太丑了！            
(3星)	None
(5星)	 哈哈哈 心情不好看了很开心哟 我居然看韩剧哟            
(4星)	 男一很搞很可爱，男二很嫩呐~~~            
(4星)	 大叔大叔、、            
(4星)	 叔儿卖萌，姐儿卖疯。挺闹腾，我笑了。友人说，在韩国都万人空巷了╮(╯▽╰)╭PS：几部戏看下来，觉得孔孝真很会穿。            
(5星)	 为数不多真正能让人笑的韩剧，虽然男女主角不是俊男美女，但演得活灵活现。特别是大叔，绝对演技派！            
(4星)	 抽风腹黑大叔，我是叔控了            
(5星)	 我就知道，这是一部不能错过的剧，虽然今年还远远没完，但这剧绝对是11年NO.1.            
(5星)	 从这部片爱上车大叔            
(3星)	 毁了孔孝珍的形象，特别灰姑娘            
(4星)	 还不错，现在这么有担当的男士真的不多了，遇到了对的人为了能在一起什么都能一起克服，过程是曲折的结局是美好的。            
(NA)	 车帅车帅            
(4星)	 车叔威武！为什么棒子能把生活剧拍得浪漫又有含义，而华语电视剧就只有狗血呢？除了编剧导演本身的功力，不开放的审片机制也需要反思！外国人为了赚中国人的钱学中文，而更多人的人为了更好地了解日本、韩国文化而学日文韩文，成功输出本土文化的日本和韩国比任何一种廉价输出更有影响力也更值得尊重。            
(5星)	 独孤好帅            
(2星)	 很無聊的一部電視劇             
(2星)	 看到12集就没往下看了，感觉2人气场不对啊，车叔还是在市政厅里和女主比较配，孔则是PASTA，那两部都非常好看。            
(4星)	 虽然框架很俗套 但是细节很充足很周全很圆滑 不会觉得腻  总得来说还是不错的剧本            
(5星)	 迷人的大叔            
(5星)	 车大叔的演技太亮眼了 我决定在我的帅哥收藏中再添加一个老男人了哈哈            
(3星)	None
(5星)	 大叔很迷人            
(5星)	 我爱男二。但是男女主角要在一起！车帅撒起娇来还真是。。。可爱！            
(4星)	 很搞笑啊            
(5星)	 木有美女也还是超级好看的一部剧！！            
(5星)	 这么好看的韩剧。。。死命推！！！！！！！！！！从第一集笑到最后一集。尼玛车胜元太对我胃口了！！！！！！！！！！要那么搞笑么！！！！！！！！！！！！！！！！            
(5星)	 最佳爱情的确是这样的            
(4星)	 为生活努力奋斗的人都是值得尊敬的，女主值得拥有这样的爱情。            
(4星)	 满描写现实的一部韩剧，孔孝真的演技可圈可点，但是结尾收的不太好，突然就在电视上表白了，然后就结婚了            
(4星)	 最近对“老男人”情有独钟...嘿嘿~~            
(4星)	 完全拜服于车胜元的眼神之下。            
(4星)	 竟然还是今年的新片..            
(4星)	 就是喜欢老男人            
(4星)	 夸张又恰到好处的演技 厉害 车大叔魅力无限            
(5星)	 超好看            
(4星)	 原来你是喜剧呀。。-o-            
(4星)	 演員和角色之間的關係很微妙，談不上誰成就了誰，只能說兩者結合天衣無縫便是人物躍然紙面的關鍵。當然這部戲的劇本相當精彩，狀況不斷的同時也驚喜連連，讓觀眾驚呼之餘還能欣慰。            
(3星)	 还行吧。            
(5星)	 两个大龄的人演爱情戏真好玩。车帅有点老了，还是很爱他，还是市政厅里最帅了。孔孝真演的真好，过气的演员的挣扎演的到位。赞一个。            
(5星)	 为了这部片子才在豆瓣注册的，可以表现出多喜欢吧。刚开始的时候不是很喜欢，第一集分了好几次才看完，妹妹说很好看一定要让我看下去，果然第二集以后一发不可收，开始每周两集的追剧生活。现在已经完整的看了三遍了，也已经保存在电脑里整部剧集想看的时候可以随时打开观看。            
(NA)	 车大叔搞笑。            
(5星)	 还是不错的，几段独孤真的真心挺感动的            
(4星)	 喜欢大叔的幽默            
(4星)	 我是不是喜欢大叔哇            
(4星)	 看完了、、可见我是有多闲、、            
(NA)	 heartbeat            
(5星)	 很简单的爱情，没有什么复杂的，但是看得很轻松舒适。女主都给P很大妈，呵呵，但是很符合剧中人物的样子呀！            
(NA)	 抵不住大叔的诱惑呀            
(5星)	 真的是最佳爱情            
(3星)	 难道我落入非主流了？8.5的平均分到我这只能给3星了。男猪实在不是我的菜，这么一个老男人装嫩装过了~~女猪，不想提了，也不是我的菜。有作者妄想给人的感动，可是，我真的只是一点点，一点点小小的感动而已。唉，真的真的非主流了？            
(4星)	 前面两集剧情没什么意思，没有办法吸引我，主要是这两个主角儿长相过于平庸，让我失去了继续观看的兴趣，但看评价那么高就耐着性子看了几集，发现后面越来越有趣。要是把女主角换个漂亮点的我就会给满分，这女的真的太平庸了，太平庸了！            
(4星)	 很好，很感人，车胜元大叔真的好喜欢~            
(NA)	 好吧 我无聊了。纯粹是因为。。。。有大叔            
(4星)	 本来没打算看的，女主整个一大妈，后来一下就看进去了，太逗了，最后虐的还挺感人，是好片子！·            
(5星)	 非常喜欢，迷死车大了~~            
(5星)	 真是很好看啊，车胜元太帅了            
(5星)	 叮咚，独孤真就是贤重想演的角色！车大叔是我最稀饭的大叔！            
