http://movie.douban.com/subject/4082304/	鱼跃在花见 魚躍在花見
(3星)	 喜欢看张智霖，胡杏儿还有刘松仁几个在一起，很有爱很可爱！ 谢天华和杨怡太苦逼了，而且杨怡演技真不行，又一张僵硬脸，看到就想快进！            
(3星)	 喜欢刘松仁 在里面很可爱 杨怡和谢天华真的演得我很恶心...            
(4星)	 至今还是很钟意张智霖 看完以后想当想吃寿司 想去日本!!!            
(3星)	 插曲好听。蛮轻松的一部剧。但是老是比赛比赛，看得有点生厌。谢天华演的鱼至嚣还真是嚣张。还好还好。终于看完这部戏，可见，我还是不是很满意这部剧的。结局太狗血。            
(NA)	 看片只是更有食欲了，怪不得看完，胖了几斤。边看边吃东西的下场。            
(4星)	 喜欢张智霖！！！我要吃寿司！            
(4星)	 轻松的电视剧！胡杏儿的发型---我要尝试一番！            
(3星)	 纯是因为谢天华才看的。真心觉得这部剧一般。            
(3星)	 soso            
(3星)	 laughing sir~~~            
(NA)	 喜欢寿司又喜欢港剧而且当下又无聊的人推荐看~这些条件缺一不可~            
(5星)	 TVB的剧、一向很吸引人。这次也是，超想吃~金枪鱼腩寿司、鳗鱼寿司，各种各种~~~话说，里面的音乐也很棒、很好听、也很丰富~            
(4星)	 快进看寿司和风景。眼馋啊…            
(4星)	 胡杏儿啊~张智霖啊~北海道啊~！            
(4星)	 我学会吃生鱼片了            
(5星)	 虽然结局比较老套，但为了我爱的日本料理和依然帅气的大仙果断给上五星，看完很欢乐心情很美好            
(5星)	 每次看片尾是我最饿的时候。。。            
(5星)	 看的我好饿 巨想吃寿司  每部剧总有坏人 唉 没有理想世界            
(5星)	 很久没看到这么好看的剧了！看得想吃日料了！            
(4星)	 剧情还可以推敲下，看做寿司看得我口水直流。不过智霖哥哥好童颜啊~~            
(3星)	 只看张智霖。            
(4星)	 在人生的道路上，能真正的改变，实属不易            
(5星)	 感人~喜欢            
(4星)	None
(4星)	 T-T好想去日本。            
(4星)	 每次看的时候都好想吃日本料理            
(5星)	 不错的港剧！张智霖怎么不见老呢！看了之后对日本料理很感兴趣！            
(3星)	 唯寿司和张智霖的不老为亮点            
(4星)	 突然被张智霖萌住！            
(4星)	 看完很想吃寿司~            
(4星)	 大仙到底是大仙，十多年了一直如此的萌。            
(3星)	 看过之后超级想吃他们做的寿司啊~            
(3星)	 至嚣肯定是个天蝎男！至赢好搞笑啊~~张智霖噶好玩额！            
(4星)	 寿司寿司各种寿司            
(3星)	 香港人嘅中意happy ending啊            
(4星)	 一个字：饿            
(4星)	 北海道 寿司什么太美好了 高级货没有吃过啊！            
(4星)	 纯粹为了不老的张智霖            
(5星)	 很温暖 很温馨            
(4星)	 音乐不错 hold me like the mountain~            
(3星)	 很清新哦，胡杏儿还是很可爱的            
(4星)	 好多吃的~ hoho~张智霖一点没变啊~            
(5星)	 诱人的寿司 魔力电视剧            
(3星)	 日本风光美食篇，不用动脑子的剧情，很轻松，happy ending。            
(NA)	 我梦中情人的电视剧我一定不能错过的啦~还是那么帅，身材还是那么好~据还好，至嚣的转变有点迅速，做人都能这样的的反省的话，世界将会更美好！            
(NA)	 偶像是逼着自己喜欢而喜欢，久了喜欢就变成习惯。久了就真的开始很喜欢他            
(4星)	 TVB的剧情一定都是这么跌宕起伏的么/人在好坏的边界游走还会很容易被接受被原谅么/脱离现实很远的剧情不能阻止我对日餐重燃的爱火啊饿。            
(4星)	 好看！很久没看TVB了，这部剧燃起我的热情啊~~            
(3星)	 在病房里强迫看完的，搞的我越看越想吃寿司！！！！又偏偏不能吃~~~            
(3星)	 张智霖真是不会老啊。。            
(3星)	 完全是奔着大仙去看的...这货逆生长~            
(4星)	 挺搞笑的，YY和动画穿插其中            
(3星)	 这个电视剧名字是啥意思            
(NA)	 剧情发展还真TM快，典型的TVB剧集。仅供消遣。            
(4星)	 太搞笑勒....            
(3星)	 真的是被北海道的海鲜和寿司吸引了~吃客啊吃客            
(3星)	 两大主角 我的最爱            
(4星)	 美景美食            
(5星)	 美景和美食都好赞！配乐有点刻意。。敖佳年再这么演下去就要变成TVB傻子特性演员了。。我想吃寿司了~~~            
(3星)	 寿司好好吃的样子            
(3星)	 剧情就不说了，张智霖看着就喜欢            
(4星)	 寿司看起来真的很诱人，不过张智霖真的变老了，印象里他还是那个文初。。。            
(4星)	 寿司好吃！            
(4星)	 喜欢张智霖、胡杏儿的可以看看            
(3星)	 纯粹是冲着张智霖这三个字去看的，结果就是我越来越喜欢张，越来越不待见胡杏儿和杨怡。。。我这是在嫉妒吗？咳咳，寿司神马的让人木有抵抗力了            
(NA)	 TVB的片子骨子里有励志向上的因子，有埋着求圆满的力～这是HK人和大陆人所受不同的文化熏染所致吗？            
(4星)	 很俗套的TVB剧集 但还是一天看完了            
(2星)	 就是不喜欢谢天华……            
(NA)	 看过之后想吃寿司，觉得张智霖还是那么年轻，还有那令人发指的北海道风光以及禁得起考验的浪漫爱情            
(3星)	 张智霖总是能把人生诠释的淡出鸟来~~感觉还是相当美好的~            
(3星)	 除了画面比较唯美之外，没有什么可圈可点之处。。。            
(4星)	 看完这个，我做的寿司更上一层楼了            
(1星)	 能把一部电视剧拍到这样的一无是处，也是一种能力啊            
(4星)	None
(5星)	 我中意happy ending 個 。。張智霖好靚仔來個。。。            
(5星)	 刚看完，很清心啊~好想吃寿司啊！！！            
(3星)	 胡杏儿真心难看            
(3星)	 不得不概叹里面的美味！            
(4星)	 美食和帅哥，可以看呀            
(4星)	 还是不喜欢胡杏儿。。。。没理由            
(4星)	 大爱北海道和两个男主角啊~~不过两个女主角我都不喜欢~            
(3星)	 张智霖一颗星，慕容澄一颗星，前几集剧情一颗星            
(3星)	 就是板长寿司一广告            
(NA)	 寿司！寿司！            
(3星)	 有一种看小当家真人版的感觉~            
(3星)	 冲着张智霖还有美食去看的，其他就一般般啦。            
(NA)	 假日无聊的产物，张智霖几十年都不变的，谢天华在这里面还是蛮讨厌的，胡杏儿超可爱。            
(4星)	 冲着杨怡来的，这个剧里面两个女主角的衣服都很好看的说。            
(4星)	 laughing哥越来越帅了            
(4星)	 这是一部很适合爱吃日料的吃货童鞋看的TVB，五颗星给北海道的美食+美景+学了很多日料的知识+laughing哥+帮moncler做广告的帅锅张智霖，减一颗星因为 最后女猪失忆+坏人死光或变好的TVB狗血剧情。。。值得推荐            
(4星)	 TVB就是个百科知识大普及窗口，这次轮到做寿司了！支持最爱的美食，多送一颗星！            
(3星)	 爱吃寿司的人，值得一看。            
(NA)	 比较喜欢这一型的鱼儿，轻松努力            
(4星)	 张智霖，不论是多年都没有变化的容貌，还有演技，都没有让人失望，            
(4星)	 流着口水看。。。。。。。。。。。。。            
(4星)	 我要吃寿司！            
(4星)	 为了张智霖，为了寿司~不过还是不喜欢胡杏儿            
(4星)	 四星全给laughing哥和北海道...            
(3星)	 TVB涉及的职业太多了。。。            
(4星)	 寿司 赞~            
(NA)	 看到十几集弃了，估计不会再继续看了，所以也算看完了吧            
(4星)	 让人耳目一新的港剧，风格很日式，包括唯美的画面加短小的体裁并配合漫画式的手法，内核方面又融合了港剧的鲜明特点：快节奏，情节跌宕起伏，人物之间错综复杂的关系以及极强的家庭观念。形式内容结合得较好。整体气氛轻松向上，故事时间发生在冬季，此剧又选在在元旦期间播出，易获得观众主观认可。            
(NA)	 美食美景，看了。            
(NA)	 好想吃寿司！            
(3星)	 配乐五星，剧情二星，延续了TVB一贯的狗血剧情和神配乐            
(3星)	 将太寿司tvb版            
(4星)	 休闲娱乐 大仙真好看            
(5星)	 2012的元旦，唯一看成的事就是看完了这片纸            
(5星)	 看到张智霖那逆时光的颜，没理由不给5星啊            
(NA)	 虽然还是老套的大团圆，但其实大团圆没什么不好，哎，我又想吃寿司了~            
(4星)	 寿司真的有那么多那么多花头噢            
(3星)	 cosplay《深夜食堂》吗！！本尊也太不像了吧！            
(3星)	 音乐插曲什么的绝对独占一星~~            
(NA)	 爹也成了窝在家看TVB的货了 =。= ....            
(5星)	 很轻松很时装，把北海道拍的很干净很明媚，看了之后很想去那里旅行。有别于以往的港剧，多了一些日剧的小温暖和小励志。一直都很爱与美食有关的剧，看了之后除了唾液分泌外，还会觉得生活很美好很幸福，适合冬季看的剧，看过后一扫冬日的萧瑟和阴霾。            
(3星)	 感觉小鱼和羌姜的配乐很好听！            
(4星)	 有帅哥和寿司就够了~            
(NA)	 张智霖几十年如一日的帅着，他都不会老吗TVT            
(4星)	 配乐不错，配上养眼的寿司料理，甭管演员长什么样，北海道的清新是这部片子最大的看点            
(4星)	 不要撞车不要撞车！！！最后还是撞车了！！！不要失忆不要失忆!!!最后还是失忆了！！张智霖怎么越来越嫩啊！！！里面傻傻的的小鱼儿很可爱啊            
(4星)	 总体还不错 值得一看“友达以上 恋人未满”            
(3星)	 风这么大人这么多在家看剧最舒服。幸亏2011破费吃了将太，不然这几天要被这剧馋死了。            
