http://movie.douban.com/subject/4742378/	我的女友是九尾狐 내 여자친구는 구미호
(4星)	 李胜基的微笑一如既往的具有杀伤力~但还是最怀念他在《传闻中的七公主》里虽然不是男一号但非常认真的表现。据说那个时候他应该只有19，20岁吧，和黄太子有着相同年龄的他真的是很本色的演出着。个人觉得本片更大的亮点是他的歌曲~大爱！            
(1星)	 搞笑不是很彻底。。            
(4星)	 男二很帅嘛            
(4星)	 九尾狐好可爱啊。好喜欢，但是又是一部烂尾剧            
(5星)	 和我哥哥一起看的，每次看到想哭都得忍住，偷偷的哭。九尾狐，真的让我挺感动的。让我也想这样的奋不顾身，可我们生活在现实，有太多的无奈。            
(3星)	 太扯了，女主不漂亮，但是还蛮舒服的，看了几集看不下去了            
(4星)	 这狐狸蛮扯的，牵一只回去养            
(4星)	 男二好帅！完全是我的菜！那个Bingling的眼神，而且还姓朴啊！！            
(NA)	 比较无聊，非常无聊的时候可以看            
(5星)	 很舒服            
(5星)	 哦哦哦 超喜欢额~~            
(3星)	 喜欢李胜基~~~            
(5星)	 单纯的挺我敏儿~其实片不咋地            
(3星)	 一开始神幻，接下来搞笑，哦~然后是老套路的爱情，夹杂着男二女二的争夺，最后就是悲情了，哎~~结局嘛，总归会是好的，要不然也太赚眼泪了。            
(4星)	 刚开始看的时候 女主不漂亮 男主不帅 男二阴阳怪气 然后 就找到了它爆红的点 嘿 蛮有诚意的耶 有张国荣的歌发哥的电影 然后 有爱心有温情            
(3星)	 申敏儿真是不同于韩国现在整容脸的款式啊 小美妞！狗血剧真是打发时间的好帮手 有没有！            
(4星)	 冲着东珠老师看下去的。            
(NA)	 一集一集追着看的影片，歌曲好听，我这不好男色的人也感觉男二很帅，虽然阴柔多了些，但仍旧百看不厌，还好结尾不用为他伤心~~~            
(5星)	 星星都是给的【诺】~【诺】太帅了。前边挺好的...就是越往后剧情越无聊...但是【诺】的眼泪...啊~~~~            
(NA)	 可爱又善良的一对            
(3星)	 做选择的那一段不错。臆想教堂抢婚的那一段也不错。剧集长短也还不错            
(5星)	 李胜基在里面好可爱！申敏儿也很自然，剧情也好，看了两遍。            
(3星)	 男二很帅。很妖。            
(3星)	 已经有免疫力？所以不太被催泪~~            
(4星)	 还不错啊            
(3星)	 元素太多，反而有点不伦不类。            
(4星)	 男二太帅了!            
(5星)	 洪氏姐妹的作品风格明显，笑中带泪。让人哭着哭着就笑了。与《豪杰春香》异曲同工。非常好看，从第3集开始哭，一直哭着笑着到最后。超好看。            
(5星)	 还没有韩剧让我有那么喜爱的感觉，太有爱了，申敏儿也好，李胜基也好，帅男二也好。            
(5星)	 DO BI DO BI DO LA FA? TO BI TO BI TO LA FA~            
(3星)	 李胜基是个努力的好青年，可惜不是我的型。最后一集也居然让我差点内牛满面，还好来个莫名其妙的烂尾要不然可能也会让我想很久。            
(4星)	 一度天天想吃牛~            
(3星)	 能看就是了            
(NA)	 看到第一集            
(4星)	 刚刚看完那~~九尾狐还是很可爱的~~还有李胜基哈哈~~~小感动，爱是可以穿越种族的~！            
(4星)	 逗趣，哈哈~~            
(5星)	 太欢乐了~~            
(3星)	 我觉得一般般~~不过ROSE在里面很帅！！！！            
(NA)	 熊啊~            
(3星)	 好看。申敏儿真可爱。            
(4星)	 还是相当优秀的。申敏儿并不是特别漂亮的那种，但是笑的时候很灿烂。还有，东洙老师你太帅了。            
(4星)	 主演居然木有看到诺珉宇的名字，明明是男二号嘛~~觉得男主长的很像国民弟弟俞灏明，其实不是特别喜欢申敏儿的长相，不是特别漂亮，但是看着还算舒服哈，强烈推荐男二号诺珉宇啊，妖孽啊真的，Rose真不愧是第一美人。算是很搞的一部爱情片，打发时间还不错~~            
(4星)	 人与妖之间的爱恋            
(5星)	 让我发现并喜欢上李胜基并且无法自拔的罪魁祸首……            
(4星)	 李胜基可爱阳光o(≧v≦)o，一开始是为他而看的，不过故事还是挺逗的。敏儿一开始看我觉得狐狸居然这么不好看= =不过后来越看越漂漂，酒窝纯真的小狐狸。~~↖(^ω^)↗↖(^ω^)↗            
(2星)	 除了有尾巴爱吃肉，和狐狸基本扯不上关系。不喜欢。            
(4星)	 九尾狐真是太可爱了！男一的演技太做作╮(╯_╰)╭            
(4星)	 驻外生活真无聊 看部韩剧解解闷。 看了前8集 然后直接看结局 还好是喜剧 还好是happyend            
(5星)	 感叹真爱，心疼。。剧里的很多人。            
(4星)	 李胜基也不能拒绝啊 - -            
(4星)	 没有很仔细的看 不过 女一号 真的是LOMOLOMO可爱 。男一女一这对CP很夫妻 。其实还是那句 只要是温暖的 就是好的。这剧 很温暖。            
(5星)	 幽默却又感动的一部好剧！男女主角都好看！            
(2星)	 真有聊＝＝好几年没看韩剧怎么一点儿都没改善啊！            
(4星)	 开始好看，最后有点~~            
(5星)	 很搞笑却又很感人            
(5星)	 惹人怜爱的申小姐。迷死了。最大感受，感情就是这样来的 。            
(4星)	 不是因为无所谓 才喜欢你 而是因为喜欢你 才无所谓 因为我喜欢你 所以才需要你 不是因为需要你 才喜欢你            
(3星)	 霸蛮看完了。。。。            
(3星)	 看了一半坚持不下去了            
(NA)	 很好看呢，            
(5星)	 恩..想看多点像这些电视剧，感觉还好...可惜不多..大家要不开个群..交流下            
(NA)	 狠喜欢敏儿在里面的清新气质            
(5星)	 国民弟弟可爱，小剧场很抽，最后的假想婚礼太欢乐乐，哈哈哈            
(4星)	 每次那首歌一想起总有种想哭的冲动 其实 她最喜欢的不是肉  是一份不在乎她是什么能给她温暖的真情            
(5星)	 东株三三！            
(4星)	 미호야~~            
(NA)	 很喜欢男二号            
(4星)	 女主一直在卖可爱男二一直在卖帅男一一直在卖傻的一部戏            
(3星)	 就喜欢申敏儿会笑的眼睛            
(2星)	 男二呀男二 我always喜欢男二            
(4星)	 我想吃肉！            
(NA)	 感人的一部剧情。。如果真的对爱这么执着，为爱付出，哪怕再大的痛苦都能熬过。。。那么，现实的我们是不是也会一样幸福。。            
(NA)	 喜欢小狐狸的纯真可爱，喜欢她对感情的不顾一切。            
(5星)	 男二很帅很帅很帅！            
(3星)	 没看完....            
(4星)	 蛮好看的            
(4星)	 申敏儿笑起来真的好可爱 。喜欢笑容舒服的女生。            
(5星)	 虽然结局不够满意 但是李仙姬的一首歌 唱碎了我的心            
(4星)	 诺珉宇好帅！为这个也要给四颗。^^            
(NA)	 有点野蛮有点可爱的九尾狐            
(5星)	 2010最爱            
(4星)	 爱rose。            
(NA)	 因为李胜基去看的- -看不下去了。            
(5星)	 太好。。李胜基身材好啊~申敏儿好可爱++            
(2星)	 很无聊            
(5星)	 第一次看韩剧的神话片，好好玩啊！原来韩国人也喜欢周润发李小龙哇 哈哈 配音做的好！            
(4星)	 轻松，有点搞笑，适合消磨时间            
(NA)	 升基在里面好可爱            
(5星)	 那你是什么我都爱你 爱情本来就没有什么界限啊            
(4星)	 嗯，男女主角都满舒服的，而且不是悲剧，没死人            
(3星)	 看了2/3，忘了什么原因导致没看完。后来，莫名的不想看了。            
(3星)	 申敏儿倒是可爱的很，但是这个女子凶起来一副演女鬼的腔调            
(4星)	 喜欢可爱的李胜基。            
(5星)	 很喜欢的一部韩剧。小清新的感觉无处不在~            
(5星)	 九尾狐你笑的怎么那么纯真&gt;.,&lt;            
(4星)	 前半部精彩后半部严重狗血。            
(3星)	 李胜基，演技不错，歌也唱得好 我喜欢。            
(5星)	 像  尾狐 一样，爱过。可那不是我的 大熊。            
(5星)	 哭到不行            
(3星)	 看这个纯粹是因为女主角长的像某个人，个性也很像            
(4星)	 女主清纯的            
(5星)	 强力推荐，老公也看的陷进去了。。            
(4星)	 申敏儿的演技真的好棒            
(4星)	 虽然后面真的拖沓，但是还是感动ING……不过就是不懂最后为什么九尾狐又回来了~            
(3星)	 韩剧就是拖沓            
(4星)	 我喜欢李胜基！我喜欢申敏儿！我喜欢孝敏！洪氏姐妹牛逼！            
(4星)	 挺感人的~诺珉宇啊~            
(5星)	 后面好感人吖！！            
(NA)	 等你看完了再来评价。真心被这部片子打动。            
(3星)	 就歌曲还行 内容不好看            
(4星)	 很喜欢这样的题材！有点魔幻有点搞笑！终究人狐情不了！            
(NA)	 我看过的最好看的韩剧，大爱            
(4星)	 开始好玩；最后很感动！！            
(5星)	 本来就很喜欢李胜基。然后申敏儿是美到不行。就只穿纯白的连衣裙。没有任何修饰都漂亮。最后是我家rose。虽然没什么分量。但是帅啊帅。期待midas的表现啦。            
(3星)	 创意不错，也仅仅是创意不错。。。            
(5星)	 真的挺好看。。。不过结尾有一些意料之中。。诶那打酱油的山神奶奶是干神马吃的！！！            
(3星)	 只能说还行。。辜负我期待。。就诺珉宇可以养养眼。。哎            
(NA)	 稀饭··            
(5星)	 男二长的帅啊，女主也漂亮            
(3星)	 应该是很好的一部剧,估计是心情的原因,看男女主角在那里为生生死死这种问题纠结的时候觉得很拖沓            
(NA)	 李胜基！还有什么好说的么。。。            
(3星)	 看这个会很想吃肉~哈哈            
(5星)	 看着女主角就让人好开心，男2要是再稍微收拾一下头发会更好看            
(4星)	 还挺感动的···诺珉宇巨帅啊··            
(5星)	 웅아,아침이니까 우리 소고기 먹자.웅아,점심으니까 우리 소고기 먹자.웅아.저녁으니까...사라지지 않아 행복하게 잘 먹고 잘 살아.            
