http://movie.douban.com/subject/1482394/	蓝色生死恋 가을동화
(3星)	把初二那年的我感动得一塌糊涂
(4星)	永远的经典
(4星)	经典啊……哈哈~
(3星)	泪目~
(3星)	小时候看得第一部韩剧……
(5星)	经典韩剧.....重看度极高！
(4星)	看的第一步韩剧啊
(5星)	不朽经典
(5星)	童年的催泪弹啊
(4星)	初三中考闲暇时候，跟同学聊天才知道这部连续剧，她绘声绘色地给我描述，听得我感动不已，差点就涕泪涟涟。。后来反复看，还是觉得是经典之作。讲述一段坚毅、勇敢、缠绵的爱情故事。
(5星)	宋慧乔，你太会演戏了`~爱死你了~
(5星)	经典
(3星)	突然想不起来剧情鸟。
(4星)	印象里看过的第一部韩剧
(5星)	韩剧经典 很喜欢里面的音乐
(3星)	有点看不懂，男女主人公没有血缘关系为什么不可以在一起，自己为难自己。
(4星)	韩剧启蒙
(5星)	剧情虽然狗血，但当时看还是很不错的，还有元斌~
(4星)	这是我看过的最早的韩剧，在我心里也是没法取代的最经典的一部。当时哭得简直是稀里哗啦。
(4星)	很多年以后才看的，宋承宪在伊甸之东里更顺眼些，果然男人还是当了兵回来更有味道，乔妹也没有浪漫满屋里漂亮，韩彩英的妆好浓 。还是更喜欢元斌的角色
(4星)	我不喜欢悲剧……
(3星)	雷死我了 = =
(4星)	虐剧巅峰，这部剧里的人互相虐，反正就是想办法折腾。没有血缘关系的两个人相爱，为啥就不能结婚？泰熙和尤美闹得死去活来要把不爱自己的人留在身边有意思么？虐啊虐，虐得这几个人眼泪都没干过，不知道要费多少瓶眼药水儿。不过韩国偶像剧大多都是这个样子，看在宪哥长得颇像某人的面子上，四星吧！
(3星)	第一个接触的
(5星)	经典啊，不知道流了多少眼泪。
(3星)	来生我要变成一颗树
(3星)	加的一星纯粹给元彬的
(5星)	当时看得我呀~内牛满面~~
(NA)	短短一小时，成为永远的
(4星)	三个主演 我已经尖叫了
(5星)	长大后的情节没有什么可说的，韩国式的狗血吧。 我最喜欢的环节：小时候一个个温馨的记忆。那一年初中二年级~哭了一遍又一遍的小时候
(NA)	男女主角都去死好吗！！！
(4星)	当年看的时候哭的稀里哗啦的
(4星)	小学蔓延到初中高中的剧 最早的韩流了吧
(2星)	完全看不进去，漂亮的主角们泪眼汪汪的也无动于衷。
(5星)	哭死。能被韩剧煽动情，说明感情还不是完全死的。。
(4星)	哭。。
(4星)	经典
(3星)	这部片子开始我发现，爱情片中我总喜欢男二号。比如元彬。这片子后半部分没他事了我就没看了。好像。
(5星)	如果想哭，就看吧
(4星)	哥....妈呀骨头都酥了!
(3星)	这两个人很操蛋、、、
(5星)	应该说记忆中的第一部韩剧~
(4星)	催泪的片子，主题曲超好听！！
(4星)	文根英很漂亮啊～
(5星)	小时候最早接触的韩剧，超级棒！赚足眼泪的戏
(4星)	挺不错的杯具
(5星)	元彬。
(3星)	我的泪点比较高，且受不了太缓慢的剧情，所以这个电视剧真没怎么感动我。但是我还是喜欢看帅哥元彬，我就不明白了，韩剧里的男二号总是这么好，可怎么就永远得不到爱情呢？
(3星)	经典吗？一般吧
(4星)	不知道干嘛哭 反正是哭了
(5星)	哭TTTTTTTTTTTTTTTTTTTTTTTTTTT
(4星)	一直没完整的看。。但是乔妹里面真的很美。。
(4星)	完全沦陷在元彬这里！男二元彬简直让无知少女们发疯啊！饭店小开多金！！英俊有风度！！本来风流多情就因为爱上了女主性情大变！！！
(5星)	经典~从小到大看了不下5遍~额，。。。。
(3星)	小时候全家一起看 于是都内牛了
(3星)	2011.2.10又看。。因为芒果台的一不小心爱上你。。。。－－
(4星)	经典的韩剧，宋慧乔在里面超美。宋承宪元彬也不错
(5星)	经典！
(5星)	看的第一部韩剧、想当初我哭的啊。
(3星)	主角们都红了啊- -！
(4星)	恩熙的那声哥
(5星)	哭得稀里哗啦的
(4星)	那时候跟老妈一起看的~哥哥要摸妹妹的咪咪~笑死我了啊~哈哈哈~
(4星)	那是我老学着元彬嘴巴的样子，对谁都叫恩熙。- -！还会学着恩熙的样子糯糯的叫：哥~~- -~我好雷，那是还觉得韩彩英不好看。现在看看多美啊
(5星)	宋承宪！！！
(5星)	看过最感人的电视剧
(5星)	当年看这个把命都哭掉了  ... 
(5星)	了不起的配乐和配角
(5星)	秋天的童话也叫。。。。一共四部。。这个是秋。。。。
(4星)	还是觉得太狗血了啊！！！于是有一颗心是给元彬大叔的。原来你也青涩过啊！！！。
(4星)	那时候一看就哭啊
(5星)	经典
(4星)	只为元彬。
(4星)	初中的时候看  当时哭得稀里哗啦的
(4星)	浪漫韩剧的先河，久久难忘的感动
(5星)	若干年后依旧铭记于心的一部电视剧集。超级希望宋慧乔和宋承宪的再度合作！一等十年啊！
(5星)	每集都哭。
(3星)	这部算经典吧。
(5星)	就是看了这部剧爱上宋承宪的！
(NA)	哎呀呀 眼泪必须多 想来小时候我脆弱的泪腺
(NA)	想必很多人看过吧- -....
(5星)	经典，感人
(4星)	小时候哭死我了。
(5星)	超级催泪弹··
(4星)	里面的歌曲不错
(3星)	文根英小時候真的好乖...
(5星)	我那时候还连清 
(5星)	哇塞，当年全家女人一起看，泪流满面啊~~壮观~
(5星)	白血病女主死掉的劇情看這一部就夠了.
(5星)	我看的第一部韩剧
(NA)	全死了呵呵
(NA)	看了一半。。
(5星)	   没谁没看过吧
(4星)	接触的第一部韩剧吧，和老妈一起哭的稀里哗啦
(5星)	宋慧乔+ 元彬的组合多好...
(NA)	本人看得第一部韩剧啊，那时候那个泪奔啊
(3星)	看得都累呀，不看二遍的电视剧
(4星)	启蒙剧啊启蒙剧
(3星)	小时候最感人。。。
(NA)	哭的我稀里哗啦的
(4星)	小学时看的，据说是催泪弹，不知道是不是自己冷血，看到结局也没有哭。不过从这部戏开始，就一直喜欢着乔妹和元彬。
(4星)	经典韩剧啊，当年赚足眼泪~
(NA)	这个感动多少人哦....
(4星)	人生的第一部韩剧，初中看的～剧情加OST，太催泪了……
(5星)	经典还用说吗
(5星)	纯纯的爱恋、、、
(4星)	听说了结局时立马关掉了，但乔的魅力实在太大。。被三个地方泪到，一是抱住俊熙之后，二是和泰锡拥抱之后，三是芯爱的转变。都是猜到且期待的，这种转变着实感人。比起恩熙，更喜欢俊熙。两个地方绝不会快进，一是恩熙笑时，二是俊熙泰锡对话时。但对病情的叙述，感觉比一公升的眼泪差远了。
(5星)	看一次哭一次
(4星)	实话是的个人觉得唯一的亮点在元彬
(5星)	最早接触的韩剧，也是流泪最多的
(NA)	偶尔还是会拾起小时候那段来看。
(4星)	反正我没哭
(4星)	第一部看的韩剧。。眼泪水哒哒滴
(4星)	第一次接触了 韩国的美男
(NA)	“哥哥”    一个视若生命的称呼
(5星)	经典~不用说！
(3星)	小学看的  和姐姐们
(3星)	超讨厌俊熙 喜欢这里的元彬
(5星)	童年回忆啊~
(4星)	唉當時哭得稀裡嘩啦的
(5星)	人生中看的第一部韩剧，哭得我呀。。。其实更喜欢元彬~~~他一出场就被秒了~
(5星)	classic
(5星)	经典就是经典
(NA)	看过几集，蛮惨的
(3星)	说了悲剧不喜欢的了～
(5星)	泪目。宋大叔和文小姐
(3星)	现在里面所有的人都红了
(5星)	每集都有哭点，MD。。。
(5星)	和妈妈 哭死哭活的
(4星)	印象中最美好的韩剧
(5星)	重看了多遍也不厌，尤其是儿童戏部分。可惜演芯爱的小姑娘已经上了天堂。
(4星)	元彬
(NA)	我几度以为在熙恩熙是恐怖片里的名字
(5星)	喜欢小恩熙~~~看过的第一部韩剧吧。。。=。=
(NA)	再看一遍吧。我觉得边看韩剧边哭不丢人。
(4星)	我的韩剧启蒙入门篇呐，虽然再看已经觉得情节拖沓的不行，可当年真是赚足了我的眼泪。宋承宪点燃了我少女时代的小宇宙哇，人生第一次觉得还有帅哥如此养眼实乃快事，如今仍是，额。。。本人的确是外貌协会的，估计改不了了
(4星)	小时候看的- -
(NA)	宋承宪，你敢不敢别这么帅
(4星)	儿时的我吧就觉得元彬比宋大叔帅啊。
(5星)	初恋谢谢你
(5星)	也是很久了 怀念
(4星)	很经典的一部韩剧 当时看的时候被剧情打动 一直哭 我妈一开始还鄙视了 后来和我一起哭 哈哈 想起来 还真搞笑 不过也算是一个美好的记忆
(NA)	这部电视剧，感觉剧情真的太纠结了。越往下看越看不下去，怎么韩剧的剧情总那么纠结呢
(2星)	看了几集
(5星)	韩剧癌症戏码的鼻祖
(4星)	小时候看的时候哭惨了
(4星)	元斌帅爆了。TT____TT
(4星)	空洞
(4星)	除了元彬其他的亮点在哪里plz 告诉我！！！而且元彬戏份是有多少
(5星)	只因为是我看过的第一部韩剧
(5星)	感动了那时青春期的我~
(5星)	大家都知道经典，不知道赚了多少眼泪。
(3星)	开头跟着哭，后来就天天纳闷女猪脚咋还不死
(4星)	第一部看过的韩剧
(4星)	经典，很喜欢文根英在这里面的表演
(4星)	第一部韩剧  帮助我排了不知多少毒
(4星)	看着文根英哭，我心里也好难过 (&gt;_&lt;)
(4星)	启蒙剧···各种狗血，当年太红了~一眼就看上元彬了····
(5星)	启蒙啊。。。由此喜欢了宋承宪和文根英。。。
(4星)	爱情，直教人生死相许。
(NA)	白血病 哭死了。
(5星)	仍然相信童话
(4星)	想没看过都难额
(3星)	最早看的一部韩剧，断断续续地也没看完，挺假的。
(3星)	当时看得一把鼻涕一把泪啊。。。
(3星)	喜欢他们小时候的故事··
(NA)	人生中第一部韩剧。。
(4星)	看过的第一部韩剧啊，我勒个去，那是我才12，3岁啊。当时最喜欢元斌了，莫名讨厌宋承宪。现在不讨厌宋承宪了，但还是对元斌比较来感。谁能想到宋慧乔能顺风顺雨地红了这么多年啊-_-
(4星)	当年怎么就觉得里面的人都不好看呢
(5星)	东方人独有的细腻
(5星)	哭了多少次，有木有
(1星)	最讨厌的就是哭哭啼啼的悲剧了。。。
(5星)	看的第一部韩剧
(4星)	多年前稀里哗啦的电视剧，所谓悲剧。元彬长大了嗦。。
(4星)	当年强烈希望元彬和宋慧乔的角色是一对
(4星)	小时候电视里不晓得放过多少遍了
(4星)	小时候不懂那些粘稠的爱情  到现在也只是觉得音乐特别好听 听着就想哭的那种
(NA)	小时候的戏份哭死我了，对男主不感冒，不过迷死了元彬。
(4星)	很早以前看的，很好看，很感人。
(3星)	一直都在哭…当然…是恩熙…
(4星)	印象中第一部韩剧啊，全是眼泪堆成的。PS：元彬，直到多年后才发现你不仅长得像木村拓哉，连那些小动作都是
(4星)	绝对韩剧，虽然吧那时候看就看的一个费劲，但是止不住人家名气大
(5星)	煽情的鼻祖，浪漫的经典
(5星)	因为它…… 开启了我的看韩剧生涯……如果看完你没有哭……说明你没有感动细胞……如果看完你哭的很少……说明你的感动细胞死的差不多了
(NA)	哈哈。自此之後。偶像劇裏面男主或女主有一方是白血病的話真尼瑪感人啊。
(4星)	又看了一遍。节奏有点慢。一星给元彬。
(4星)	第一次哭得这么厉害！！
(4星)	看過一點。開創狗血劇先河。
(3星)	我小時候看見它就換臺。因為每次看見、裏面的人都流著兩行眼藥水。最後終於是看完了…真的看完了…對劇情很瞭解、但完全沒跟著流過眼淚。
(3星)	一切狗血的情节都有。
(4星)	哭惨了的
(4星)	看哭了
(4星)	初中时代喜欢看的韩剧
(NA)	.....
(4星)	少数看过的韩剧。
(4星)	小时候哭的....那家伙
(NA)	冒着被指NC的危险补一些当年哈韩的回忆。高中毕业之后，貌似就再也没有看过韩剧了，韩影倒还偶尔看一下。《蓝色生死恋》是中考那个暑假看的，多少算是有些后知后觉了。当时被宋承宪迷得那叫一个七晕八素。也就是这部剧，开启了我看韩剧的高中生涯。
(3星)	还是小学那个sb年纪看滴……它可以概括某一类韩剧的剧情了
(4星)	小时候追车那段，记得当年眼泪止不住了。
(5星)	我看的第一部韩剧，哭到死
(5星)	看的第一部韩剧吖！我妈和我都哭的岔气叻好嗎当时！我哈喜欢宋慧乔的吖！
(NA)	我给你跪下了你别哭了好不好
(5星)	姐从来都不待见韩剧的，但是这一部就算了……
(5星)	如果这部算不上韩剧中的经典，那就没有算得上的了。。
(4星)	韩剧启蒙...电视上一到暑假就没日没夜地重播，中文版看了不下3遍了....
(4星)	还是早期的韩剧能捧人
(3星)	好悲催的恋情。。。
(2星)	在别人都在哭着说感人的时候 我就认定丫是shit
(5星)	韩剧的经典代表作了啊，由此开启了韩剧女猪脚各种疑难杂症缠绕的人生啊~~~~偶家滴小宋也是以此出名啊~~~
(4星)	文根英哭戏很强大，叔眼神很犀利
(5星)	好吧，看的第一部韩剧……当时哭得是泪流不止啊……
(5星)	太美了，太美了
(4星)	韩剧启蒙课
(3星)	小学陪妈妈一起看的。。我的韩剧启蒙片啊哈哈
(5星)	最不做作的韩剧 看不腻
(5星)	我是不记得了~~
(4星)	雖然現在文根英已經長成大姑娘了，可是當年她那句哥哥真是叫碎了多少人的心，直到現在還是會去看小時候的那一段故事，看一遍哭一遍
(4星)	还是小时候的片子呢。记得当时我就被感动的和妈妈一起在电视前内牛满面了。。。“下辈子，我要做一棵树。因为这样的话，就永远不用换地方，永远都在你的身边了”。
