http://movie.douban.com/subject/4307476/	无法坦诚相对 素直になれなくて
(1星)	 我已经想不起来剧情了            
(5星)	 从冬天追到夏天 不容易            
(5星)	 时隔近两年，我终于把结局看掉了，欸，LindaTAT            
(3星)	 为了CP第一次追日剧，每周骂骂咧咧的终于落下帷幕！男配做着男主的事，北川大妈是脑门被夹了。可怜我难得萌上一对，泪奔！            
(2星)	 无法把持的剧情~~~~~~~~            
(4星)	 我就喜欢大团圆结局 多幸福啊            
(3星)	 冲着jae joong来看的 结果发现他就是一蠢花瓶...又蠢又恬不知耻...最后一集猪猪字幕组写的&#34;向所有忍耐到最后一集的观众致敬&#34;真是说到我心坎里去了......            
(3星)	 为毛我看不下去！            
(4星)	 看到瑛太对捷运对面的树里说:偶尔也坦诚些。老娘就不淡定了。            
(NA)	 如果我们多一点坦诚、多一点勇气、那么，就一定会幸福。            
(4星)	 hard to say I love you.hard to tell whether I love you.so,next time,please tell me you love me~&gt;_&lt;            
(4星)	 最后两集太不日剧了！            
(2星)	 耕同学，这真的是瑛太樹里也救不了的破本子啊…             
(3星)	 弃之，围脖自杀事件薄            
(3星)	 原谅我真心的看不下去。北川阿姨可不可以请你连死两次？            
(4星)	 总算是圆满啦！            
(4星)	 是很狗血啊而且果然还有个他俩奔向美好前程时出现几秒西游记开头音效的烂尾简直笑翻了 但有树里瑛太还是好看啊 树里的气质很适合教师啊 男女通吃魅力无边的瑛太他的温柔啊啊啊             
(3星)	 真是让人抓狂的剧情，冲着瑛太和北川编剧才看的，我忍了。。。不过能不能不要搞得某人集万千爱于一身好伐。。。五个人有仨都沦陷了-_-|||            
(NA)	 唯一只有，两个人的组合，LF以后。            
(4星)	 linda的形象太高大了！连主编大人都爱他！天呐！就算剧情有点囧，树里和瑛太就值了。            
(4星)	 哎 狗血了有點            
(4星)	 好勉强的分数吖~            
(2星)	 原本有很多的期待，看过之后全变成无奈····没有完整的故事，没有完整的爱情，有的只是时聚时散的友情，不饱满的人物，生活的阴霾··所以我飘去看泰剧咯···生活太无奈我就要狗血··            
(2星)	 《无法坦诚相对》是微博宣传片吗？^_^            
(NA)	 这狗血的剧情中唯一闪闪发光的是瑛太，瑛太!            
(3星)	 要不是上野树里，我绝对坚持不下来...            
(4星)	 如果不是冲着老金估计是很难看下去。好吧事实证明亲妈也看不下去。。。            
(4星)	 金在中TVT            
(3星)	 我居然每周一集的跟完了这部狗血剧 那个啥 我还是等瑛太下一部戏吧            
(3星)	 其实就是个很无聊的故事     嘛            
(NA)	 野田妹上身            
(4星)	 天雷啊~无比巨大的天雷~怎么会冒出个PC啊~            
(NA)	 = =看完好像DJA太，不DJ上野了            
(3星)	 nakaji和linda谁能当攻，这是个问题。还有让玉山君委身总编大妈真的是太委屈他了。            
(2星)	 我也坚持不下去的            
(1星)	 N角狗血纯爱剧。北川大妈，受不了你了啊！！linda死的也太矫情了！出离愤怒！！！            
(5星)	 我心很激荡            
(4星)	  虽然在期待之中结束，结局很美好，不过还是不想linda死啊~~            
(NA)	 希望在中有个更好的角色            
(4星)	 卡司很有爱            
(NA)	 弃            
(NA)	 总算在一起了            
(3星)	 活蹦乱跳的结局。。            
(NA)	 不要被那张看起来那么欢乐的海报给骗了！此乃虐剧！            
(5星)	 老子就是为了金在中看的，怎样            
(3星)	 我就知道你们会在一起。最深的想念是一遍遍无聊地喊着她的名字。            
(3星)	 每个人都状况百出。。。。。            
(NA)	 你们果然很合拍            
(NA)	 弃。            
(4星)	 在之前展开的一连串的不伦、师生、四角、异国恋的剧情脉络之后，北川阿姨还是不可避免的把它带入了狗血剧的死胡同            
(4星)	 金在中好GAY，喜欢PEACH的衣服，音乐很美好，美好；根本是单相思聚会嘛～瑛太好迷人；OMG，这是什么烂结尾！！？？            
(5星)	 仅仅是因为在中            
(3星)	 泡面头~            
(3星)	 我喜欢瑛太和玉山的这个组合，强力推            
(4星)	 好好的一部励志青春偶像剧 为毛有高丽人呢            
(4星)	 居然追完了？可歌可泣            
(4星)	 要不要这么虐。人人都爱Nakaji.            
(NA)	 大头金首次日剧挑战            
(2星)	 金在囧这个作孽的富二代            
(3星)	 浪费了EITA先生和我家姑娘~~~~            
(2星)	 虽然有上野树里跟瑛太这对黄金搭档,无奈编剧北川悦吏子江郎才尽.剧情狗血烂俗,看不到悠长假期跟橙色岁月里头时时刻刻透露出来的真诚,无论是人物本身的,还是创作者的.            
(3星)	 追前：瑛太X树里！哦~~这种梦想实现的感觉~~陶醉~~追中：这剧正往人人都爱那卡机的方向发展……大妈，多给男女主角点甜蜜桥段啊！！！到尾段了，我要改星评！追完：这算什么瑛太X树里的双主啊！！！！姐愤怒了！！浪费演员的编剧我讨厌你！故事情节也乱七八糟！噱头也都没有落实！神马玩意儿            
(NA)	 树里那是什么发型啊…………这是什么结局啊！！！            
(5星)	 我不管五星一定要的 我家囧哥作孽欧 玉山君更作孽 haru的弟弟其实挺好看的 于是瑛太什么的也是有爱的 以上            
(3星)	 万人迷祝英台的故事。。。            
(5星)	 3星半是给树里和瑛太的,1星是给可怜被喀嚓掉的LINDA(玉山君,这10集也真是难为你了),最后半星给大妈吧,虽然很残忍地虐了大家十集但看在你还是很体察民情地满足了我的CP配对也姑且给你半星吧             
(3星)	 上野树里！            
(3星)	 我发誓我再也不追剧了 失望……本来是黄金组合来着            
(5星)	 人生呀.......五个人  一人一颗~            
(3星)	 NAKAJI的角色不讨喜哦 不过OST真的棒 THE TINGTINGS 后来每次都会K            
(3星)	 。。。故事就这么没了。想说之前那么有心的铺垫，结尾就这么简单。。这剧到后来完全是为了看人。            
(3星)	 你囧到日剧里去了啊。小哥哥。            
(3星)	 剧情啊剧情。。。。。。。            
(3星)	 北川大妈。。编剧能力有待开掘            
(3星)	 我总算看完了...这算什么 连个结局都懒得编？？            
(NA)	 你喜欢的人恰好也喜欢你 这已经是件值得感激的事了 我渐渐懂得 不断包容着对方 同时被对方无条件包容着 爱的激情退却以后 这是我们可以继续走下去的条件……吧             
(3星)	 。。。            
(3星)	 虽然我很偏爱 JURI..但确实表现不佳...这季日剧全弃，只有这个坚持下来了..而瑛太是我坚持看完的动力..            
(3星)	 我还是抵挡不了JURI和EITA的组合诱惑看了。。。            
(3星)	 好无聊的结局 那么多线索全白搭            
(2星)	 瑛太个大众情人……第6话末尾几分钟 “你就不能亲口对我说声加油嘛”的Juri泪汪汪的抱怨表情还有稍微有点害羞的瑛太 实在有爱 还有第9话两人点燃线香花火的时候 瑛太那深情又落寞的表情 啊啊啊 || 然而还是补救不了这白烂剧情。            
(3星)	 瑛太萌……JURI萌            
(NA)	 我还真不敢打分我  这漏洞百出的烂剧 你要是瑛太上野玉山3缺3 你看我还看不看             
(2星)	 比LF還狗血......            
(3星)	 本来想四星的，结果最终话…………            
(3星)	 瑛太这小身板，我还是喜欢瘦子啊。peach属于我家麻美酱的！！            
(5星)	 完全是因为KJJ得搞笑肢体动作和表情 还有瑛太的英姿 上野的演技给5分的            
(5星)	 除了棒子一切都很美好            
(4星)	 北川大妈的烂尾巅峰            
(3星)	 看这个的话我是不有点大龄了.. Juri浪费, 玉山出彩..            
(4星)	 树洞和耳朵。不。是树洞爱树洞！            
(3星)	 真他妈的狗血 = =             
(3星)	 1.也许是预想得太糟糕，所以看着反而蛮轻松愉快的……不过看完了冷静一下，这种剧情又似乎没什么特别让人留恋的地方。。            
(2星)	 无聊不无聊啊，老套不老套啊！！！            
(5星)	 瑛太你就从了我把！！            
(3星)	 瑛太控必看。非瑛太饭非狗血控慎入。。。。            
(5星)	 最后翻译组说：感谢忍受到最后一集的观众……            
(3星)	 三颗星完全是给除了棒子之外的演员的编剧悲剧啊            
(5星)	 终于明白为什么&lt;hard to say i love you&gt;            
(3星)	 上野小盆友还是无法摆脱野田妹啊。。。剧情无语            
(4星)	 瑛太+上野树里 再烂也得给4颗星啊            
(NA)	 两集後 棄~ sorry            
(4星)	 算了。            
(3星)	 总算看完了。北川阿姨你敢不敢再狗血一点。            
(3星)	 终于完了~~~            
(NA)	 即便瑛太加上野树理的完美组合，可各条线又杂又黑暗！弃～            
(2星)	 无法坦诚相对，无法把心里面的说出口，大概只是因为自己也不清楚自己想要什么...            
(4星)	 大家都在友情打分啊。            
(4星)	 这个男女主角真的名不符实。。。囧。。。看到结局有无比的失落感。。。不过看着树里酱和瑛太份上，还是给4星~            
(NA)	 弃剧之一            
(4星)	 考试不合格的老师不一定就是不适合的老师，幸亏春的妈姆没有责备她而是理解她。            
(2星)	 洒狗血为盟的一群人 白瞎了这么好听的OST            
(2星)	 狗血剧情·····枉费我的期待            
(3星)	 这诡异的三观……尼玛的我还是没看完=  =            
(NA)	 狗血收尾，但我还是追了，最后的最后，你们终于牵了手，我看到的不是haru与nakaji而是上野与瑛太。合作多年，你们终于牵了对方的手！虽然你最终娶了他人......            
