http://movie.douban.com/subject/3670446/	泡沫之夏
(NA)	 黄晓明的慢动作太恶心了            
(3星)	 谁能出一个把黄晓明的脸全打上马赛克的版本？？？？？            
(2星)	 冷笑话！            
(5星)	 终于追完了这部剧，我很佩服一点就是夏沫说话的条理性。            
(4星)	 欧辰！！            
(3星)	 开始看的时候很失望的，书和现实本身就存在差距，至于这样美轮美奂的故事可能也不存在于现实吧。给三颗星是因为有些小地方还是感动到了我，不论是看书还是看电视的时候，我都是站在欧辰这边的            
(2星)	 我可以理解大s我可以理解何润东 但是黄晓明同学我、、、、。。            
(4星)	 后面很精彩。。。可惜没有弥补小说的遗憾。。。让我看看孩子出生能咋的啊！！！！！！            
(2星)	 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈嘿嘿雷的我外焦里嫩            
(3星)	 居然闲得蛋疼地追完一部肥皂剧，两个男人很幼稚，泡妞就一句话“你是我的”，女猪整个人生就一演员，什么都虚伪得不行，3颗星            
(NA)	 还行吧，大S怎么搞的那么胖？？浮肿哦            
(NA)	 我是重口味。感谢芒果 我还真的是看完了            
(3星)	 黄晓明太搞笑了！！！            
(5星)	 传中老女人和小女孩看的电视剧····好久没看肥皂剧的我当了一回老女人。            
(5星)	 太特么的好看了！！我会一直追下去的！！教主邪魅的一笑让我顷刻间灰飞烟灭= =这个夏天我找到了新的乐子！            
(NA)	 雷雷更健康            
(2星)	 靠我终于放弃这个烂片了。。。无力地撒花祝贺一下。。。            
(3星)	 大S那跑步姿势和当年流星一模一样            
(2星)	 看到黄巨星的邪魅的笑我怎么就那么难受啊！            
(1星)	 都不忍心把它算偶像剧~大叔大妈们看的吗？？            
(3星)	 何润东是永远的最爱  大S演技有进步            
(NA)	 看了一集受不住了            
(3星)	 最后还是觉得感动。            
(3星)	 好吧 我一直以为这是给年轻人看的 但我姑姑回家一直问我他们三的八卦              
(3星)	 没有风评的那么差，还是蛮喜欢何润东的，对于没有看过原著小说的人来说，故事还是不错的。。如果能不看到黄晓明出现就更好了。。。            
(NA)	 弃            
(4星)	 终于看完了 少爷只愿天上有 人间难得几回闻            
(4星)	 我也想成为很帅气的人            
(4星)	 只因为大S            
(4星)	 大S总是跳不出自己的框框，对情绪的把握总是不够味道。黄晓明绝对诠释出了洛熙的不安全的孩子气，细节上让人动容。何润东的角色超讨好，很容易让人喜欢了。和原著几乎一模一样，轻微的改动让剧情看来更加合理。没想到每周跟着看才一半，居然可以提前出碟，真无敌。            
(5星)	 没想到是部虐剧，合胃口            
(NA)	 专一到失忆都记得她，这点应该已经最难的了吧？            
(3星)	 整部片子灵气太缺，加上还知道原著，剧情没了悬念，整个就没亮点了。            
(2星)	 我老了 受不起惊吓 没有兴趣             
(NA)	 看不下去= =            
(3星)	 就其实还凑合啊。            
(3星)	 也就是看帅哥美女啦，这个剪辑我怀疑没看过小说的看不懂            
(3星)	 实在看不下去了。。。            
(NA)	 民工与教主的光芒刺瞎我的双眼。。。乐好歹这是部你从高考完就开始期待的片子。。我一定陪你一道看完。。            
(NA)	 提神佳作····            
(3星)	 觉得大龄青年演高中生的效果实在是。。。            
(1星)	 我想给0分一刚！挺好的，给了我捏下巴和戴假头套的素材！            
(3星)	 我错了 我手欠····雷死我算了·····洛熙的水仙样··夏沫的白粉浓妆脸···啊 饶了我吧~~~~~            
(5星)	 好吧。。我抽了。。。还是忍不住看了。。。其实很不错            
(4星)	 其实大S演的不错啊~~~ 主要是囧明太囧~ 什么讨饭的发型啊            
(3星)	 黄晓明实在是太颠覆我心目中的洛熙形象了。            
(1星)	 我要的不是爱情，我要的是成功。            
(3星)	 ...其实那书还是挺好看的... = =一颗星都给何润东了两颗星给改编            
(1星)	 ok..我服了。无脑的编剧和无脑的导演和无脑的化妆。            
(3星)	 大S的眼圈超黑的，不知道是不是化妆没有画好。每次看她出镜就以熊猫眼，眼睛周围一圈黑。还有就是尹橙为什么这么壮，还有肌肉的说。本来一个饱受病痛的人为什么长的这么胖，还非常的健壮。实在难以接受            
(5星)	 从去年夏天就开始等了 终于又看到哭的电视剧            
(NA)	 100531 额。。 我这是考前一天的状态么？？？ 因为大S 才想要看。。 不过感觉拍的很粗糙。。。不知道为嘛。。 看情节吧。。额 早就看完了。。            
(4星)	 最后几集飞跃了，结局很有feel。走过路过瞄过酱油过的人，没看到最后没资格批评它。            
(3星)	 主演年龄都在那摆着的。            
(2星)	 剧情拼凑的支离凌乱，不会拍就直接按书的顺序来讲。洛溪是妖娆而深沉的，如同雾气一般不可捉摸。黄晓明只会耍帅摆POSS，太表象。夏沫是倔强而隐忍的，大S的性格与眼底流露出的眼神比较符合。欧辰是霸气而脆弱的，何润东最不像，一个阳光大男孩，别以为你不笑就是酷。看完第一集，弃之···            
(3星)	 看到最后一集还是忍不住哭了，就像当时看书一样。欧辰一定那么一直保护爱着夏沫，一定要。            
(NA)	 越来越矫情了。弃之。            
(5星)	 就是喜欢欧辰啊&gt;__&lt;            
(3星)	 纠结着看完了第一集，大s的脸怎么了            
(3星)	 實在受不了黃曉明。。。不然。。。            
(5星)	 ！            
(2星)	 看不下去。决定放弃了            
(3星)	 老头们挺不容易的~我是来看大S的，哎以后接戏慎重啊~~~            
(3星)	 老是老了点。。。。对读者残忍了点。。。。太可怜了~给个3星~            
(1星)	 黄晓明太囧了囧            
(NA)	 这个剧吧，还是囧囧有神地            
(4星)	 雖然不喜歡絕癥戲碼，不過，蠻好看的呀~~~            
(1星)	 台剧一如既往的很烂。            
(NA)	 偶像剧不是应该找偶像来拍才对吗o(╯□╰)o            
(3星)	 我承认看之前对三位主演的外形年龄都有偏见，后来看下去觉得还好，小明的标准国语就算了，何润东的少爷演得还不错。            
(NA)	 即便人人都爱它也解不了的孤独！            
(3星)	 两颗星送给我心中永远的大S            
(3星)	 尽在不言中            
(3星)	 孤儿命运大作战···忠于原作 除了各位年龄有点大= =            
(1星)	 犀利哥+傻子+弱智+怪脸。雷！黄33岁，徐34岁，何36岁，平均年龄30+！青春偶像剧！！            
(1星)	 销魂            
(4星)	 我果然很喜欢TW的偶像剧~ 顶一下何润东~            
(4星)	 我觉得拍的还是蛮好的 如果黄教主能不在的话更好 结局很完美            
(4星)	 其实还不错啦~~制作辛苦哦            
(NA)	 我记得我爱过            
(4星)	 结局是我想要的，哈哈！            
(3星)	 那图片好惊悚！！！！！！！！！！！！！            
(5星)	 我一定要给五星!!!!!!!估计我以后真的一看到何润东的脸就会哭的。。。他完全拯救了存在黄洛熙的泡沫。。。            
(2星)	 剧情撒狗血OK，只是你不能拍的这么撒狗血，演的更是撒狗血吧。。            
(3星)	 基本上原作即剧本，算是没乱篡改。黄教主保持一贯的风格，另外鼻孔教又出接班人！            
(4星)	 其实原著小说有很多漏洞在电视剧里面都补上了。            
(NA)	 呃，终于断断续续看完了~            
(3星)	 还是很忠实原著的。但是原著实在太梦幻。他们已经尽力了            
(5星)	 看了片花。。非常期待。。            
(NA)	 中年版            
(NA)	 我爱欧辰            
(4星)	 超喜欢何润东！对于黄教主就不予评论了，就是想说您以后别演偶像剧了，行不行？谢谢！            
(5星)	 除了大s有点老其他都挺好的。是书的感觉。黄晓明演的也跟书里的洛熙那么招人烦。演的很到位。。            
(3星)	 哈哈哈哈 我觉得还可以看。。主要是因为已经忘了原著的内容了 所以看电视可以接受            
(4星)	 我的二老公好帅好帅，4颗星都给东东            
(3星)	 偶像剧果然就是要梦幻的。。。            
(4星)	 全看完了电视剧的~我看过原来的书～但是个人觉得大S还是演的很不错的...把夏沫的感觉演出来了~何润东演的欧辰是到后面越来越有感觉的~黄晓明的洛熙刚开始还觉得演的很不错的～但是越到后面...总觉得有点假...有点演过头了的感觉==...            
(4星)	 一集一个半小时。。。好漫长啊好漫长。。。大S演的夏沫还不错            
(4星)	 可以啦            
(2星)	 实在是看不下去了。。。折磨啊            
(4星)	 还是欧辰好~~~            
(3星)	 昨天一口气把剩下的剧情看小说看完了，哎。。。这片就败在演员上。            
(4星)	 虽然主角都是一把年纪，但是制作比台湾其他偶像剧精致的多，哈哈~不管怎样我还是要说，我就是喜欢欧辰！~~耶~~            
(4星)	 改编得不错，尊重原著，一如既往的喜欢欧辰~            
(4星)	 总体还是不错的！我太太太喜欢何润东啦！虽然三个主角的年龄都很大，但演的不错啊！！！            
(5星)	 因为欧辰给满分。。。            
(4星)	 拍成这样已经很不错了！主角们都很努力。            
