http://movie.douban.com/subject/4135704/	来不及说我爱你
(5星)	 很少看电视剧，但是这个却觉得好。            
(3星)	 算是那么多由小说改编的电视剧中很不错的了。穿军装的钟汉良真口水~李小冉也勉强，似乎也找不到比她更合适的人了…《碧甃沉》是匪大的书中我最喜欢的一本，当时看了多么心痛啊…文字的东西和影像的东西总归会有很大的心理差距……            
(3星)	 观前感：我勒个去啊，这也拍成电视剧了！！！！！！！！！好在钟先生秀色可餐o(╯□╰)o 观后感；唯一的亮点就是钟先生了。。。            
(4星)	 虽然剧中的有些台词实在太言情了。但是在一堆劣质的国产剧中，很久没有看到那么般配的男女主角了！            
(5星)	 我遇上你，这样迟            
(5星)	 看了之后完全沦陷了！！！钟汉良你怎么可以这么帅！！！帅惨了帅惨了……我木有语言来形容你的帅了……（忽略这部剧的配乐神曲，其他还是不错的，服装那叫一个多，每一身都帅的英姿飒爽，又有激情戏，圆满了！！！）            
(5星)	 我是来看四少的~帅的要死哦！我可不是疯了，才会发了疯似的喜欢上这部剧，无法控制！            
(5星)	 钟汉良还是这么帅~~来唔及的爱。            
(5星)	   听别人推荐 看后觉得 四少是为静婉而生 静婉是为旧中国百姓而生 信之是打酱油 瑾之是打酱油的妹妹也是打酱油 建章就是自己            
(5星)	 挖 好看            
(3星)	 好可怕的配音啊。。。            
(4星)	 还是狗血了一点。。浪费了具有年代感的两个演员。。太拖沓，压缩成10集差不多。。            
(2星)	 蛋疼            
(3星)	 在看，但也应该不会再看下去了= =……为毛评分那么高？钟汉良你到底是为了什么接了这部剧……顾惜朝啊……曾经沧海难为水啊……戚少商要哭了            
(3星)	 主要是冲着男女主角去看的            
(3星)	 完全看在钟的份上给3星            
(2星)	 太假            
(1星)	 垃圾，羊驼。            
(4星)	 小哇啊。。。。哎。。。帅            
(3星)	 想说，比佳期如梦拍得好，可是也没那么高分吧( ⊙o⊙ ) 很多台词很多情节还是很雷的....            
(NA)	 在苏州台看了两集，直接上网看最后一集。好吧，我承认，我比较花痴。而且还花痴的稀里哗啦。            
(2星)	 后面改得太扯了。            
(3星)	 各方面都很狗血，但钟汉良太帅了~             
(3星)	 终于看完了 幸好是大团圆 快进的我累死            
(5星)	 钟汉良钟汉良！            
(5星)	 套用四少的一句话——总之很无奈             
(4星)	 “人老了，再也承受不住悲悲戚戚的大结局了，更愿意相信好人有好报，有情人终成眷属。”            
(NA)	 HLL被四少秒了            
(4星)	 大概是女人都期待这样的爱情。尤其是乱世            
(4星)	 ...霍 这小台词拿捏得 酸死我了...            
(NA)	 宇宙第一帅——钟汉良！本来没打算看这么长的电视剧，就因为AnnMM说了一句四少怎么那么帅，我一个下午就看完了，不过是快进的，以后有时间慢慢看一遍~~~            
(5星)	 揪心...            
(4星)	 我爱钟汉良啊！！！！！！！！            
(5星)	 完了完了，我彻底沦陷了~~            
(5星)	 哇。哇哇。。哇哇哇。。。哇哇哇哇。。。。!            
(4星)	 演员很棒，但比起剧本，更爱原著。            
(2星)	 真难看。。。多一颗星是给钟汉良的帅的。。。            
(5星)	 其实。战乱的年代。爱一个人不容易。现在和平的年代。一生只爱一人那是奢望。还是回到现在。好好生活。            
(3星)	 甘看了，我一熬夜干活儿不小心也看完了~            
(5星)	 虽然……还是想说 配乐可以更好……            
(4星)	 完全冲着匪大和钟汉良去的            
(3星)	 太压迫，看得人心慌            
(4星)	 实在忍不住要吐槽下剧里那些急救的医生= =就算群演也请有点专业精神吧。。。我勒个去。。在脖子底下按个神马啊。。            
(4星)	   懷表先生實在很殺~~~~~~            
(5星)	 小哇和小冉太给力了！            
(4星)	 太有爱了～～～            
(5星)	 相当深情的一部剧啊，欲罢不能。            
(5星)	 很好看            
(NA)	 我喜欢钟汉良~~~准备开始看  看了几集了  那不帅 帅的吐血 ！！！看完了  好虐 好虐。。。。。。。            
(4星)	 爱情是最不能勉强的事了。不爱你，就是不爱你。            
(2星)	 这剧情真的还可以再扯一点~~~~~P.S.哇，你不能再瘦了，再瘦衣服都撑不起来了。            
(4星)	 看了开头结尾 汉良哥哥这种型我是喜欢的            
(NA)	 少女心作家能把所有历史写成网络小说，电视剧导演能把所有小说翻拍成偶像剧，李小冉能把所有角色演成苦逼女。            
(NA)	 小哇小哇小哇~忽略剧情~            
(5星)	  还是改了五星了 在那些垃圾片里 真是奇葩啊 奇葩啊 看过的最好的改编了 最后是喜剧 我很高兴 男女主都不错 就是背景的配乐差一点            
(3星)	 最后一集，当四少冲着静婉喊大姐时，我想当时静婉脑海里肯定在不停地回响着这一个词：“大姐！！！大姐！！！！大姐！！！。。。”            
(4星)	 结局还是狗血了一把呀            
(4星)	 男女主演的都还行...那啥...程谨之太恶心袅...            
(5星)	 虽然跟小说结局不一样 但是拍的还真不赖            
(4星)	 虐死了，哭得眼睛疼真不爽            
(5星)	 遇上你，这样迟。。。            
(4星)	 我情愿电视剧结局是四少死掉，也不要变得不像四少，那一声大姐叫的真叫微妙            
(4星)	 27集弃之            
(NA)	 什么鬼结局 真雷            
(5星)	 哇！！！            
(3星)	 本来很期待的说。后来军阀混战成了背景花边，点缀着几丝宏大叙事。            
(5星)	 很好看~            
(4星)	 钟汉良好帅，李小冉好美！            
(4星)	 ＝＝当民国偶像剧看吧。。。。。            
(3星)	 小冉铜子皮肤为嘛这么好列？？捏一把！！            
(4星)	 来不及说我爱你。哎哟。我最近刚好迷军阀。军服。军人。这个好。            
(3星)	 我不想睡觉了！让我一口气看完吧~~~~~~~~~            
(5星)	 无条件            
(5星)	 遇上你，那么迟。。。。            
(5星)	 如此深情。            
(NA)	 纯良民            
(5星)	 佳期太让人失望，来不及让人惊喜，我总结的是，看来我完全啃不懂台湾小言导演们的艺术，还是香港导演对我味~            
(NA)	 绿水无忧，因风皱面。青山不老,为雪白头            
(5星)	 刻骨铭心的爱，曾经拥有过的深爱终于变成天长地久的爱~祝福            
(5星)	 太给力啦~ 看得我心都快融化了。钟汉良 李小冉 。 太太太养眼啦。服装造型都很棒。就是配乐不咋滴。            
(3星)	 看完的时候，心里无限怅然，虽然结局是圆满的，可依然不能忘怀那个可恶的程谨之，虽然知道她只是被爱冲昏了头脑，还是无法原谅她的阴谋。哈哈，居然挺喜欢四少的，喜欢他的深情与痴情，但是不能原谅他与谨之结婚，不能原谅他让谨之怀孕了，不能原谅他躺在谨之旁边的时候。。。            
(NA)	 小哇 小哇            
(5星)	 好片子~~~好片子~~~我喜欢钟汉良~~~大帅哥~~~            
(5星)	 好好看啊 感人的爱情... 男女主角都不错...            
(5星)	 用心的作品~大爱~            
(3星)	 还蛮喜欢那个三姐的。结局特和谐了。            
(3星)	 不错            
(4星)	 居然被打动了。。。结尾有点狗血。还觉得挺理解女二的，我杯具了，再这样下去跟女二一个结局。            
(3星)	 有点像在拍张学良的野史。。钟汉良的演技很好！            
(4星)	 我纯粹是想看小哇···我对翻拍无感···我看了第一集第二集以及最后一集。虽然不乏狗血，很多拍的确实假到你哭笑不得。。。但是，结局改成HE，我谢谢了。（我对剧中小冉是各种衣饰由衷喜爱。）            
(3星)	 尹静琬一定是不折不扣的双鱼            
(3星)	 民国偶像剧            
(4星)	 情节紧凑 就是结局很假            
(3星)	 李小冉真美            
(4星)	 only u~~~^^            
(3星)	 要不是小哇。。根本看不下去。。。            
(4星)	 还好这次没有爱上反一号......o(╯□╰)o            
(5星)	 这剧情纠结到            
(NA)	 台词太不生活化了。男女主角演得挺给力，可是为啥要配音呢……另外此剧的配角都相当惨，全是给主角垫脚的~            
(4星)	 还好电视剧不是悲剧！~            
(4星)	 拍的还不错，忠于原著            
(NA)	 纯粹在看静态男人剧照和吻戏            
(5星)	 只要不是芒果台拍的片子都是好的，匪大的书是不错，能够遇到真正诠释角色的演员才能演好，小哇真的很厉害把慕容沣演活了，小冉的气质很适合这样的角色，加上导演就是凤穿牡丹的导演，完全能够让小冉发挥淋漓尽致的~            
(3星)	 后半部拉快进拉完了，我没办法接受他这么“dang&#34;..            
(5星)	 太美啦，四少是心目中的那个王子，静琬是想象中的完美女子，真的很少这么感动，看了好几遍啦            
(NA)	 于是我又看不下去了。坚持了8集，为自己鼓掌！            
