http://movie.douban.com/subject/3227335/	仙剑奇侠传三
(3星)	 说实话就是那些穿越过去的高科技太雷人了！！            
(2星)	 我草，我的楼哥被毁得体无完肤            
(2星)	 只能说剧情太烂了，特效太囧了，部分演员选得还可以。            
(3星)	 语音聊天，视频聊天，隔空传物等等，把很多现代发明意淫成用法术完成，还一本正经。            
(3星)	 墨迹 诡异            
(5星)	 徐长卿和紫萱的结局一开始觉得心酸，后面觉得很好。真的好。            
(NA)	 寒假炒冷饭剧场看完的剧= =你还我雪见，你还我侠气的紫萱！重楼这单纯好骗的娃真让人心酸哟……            
(5星)	 很美，故事描绘风趣不乏真情，人物刻画鲜明~支持~            
(4星)	None
(4星)	 电视台整个寒假不知道重播了多少次。。。这部戏的阵容至今无法超越了吧，仅次于仙剑一和少杨。我到底有多讨厌lss！！！            
(NA)	 额，最近口味重了点。            
(4星)	 还是一好看。            
(NA)	 又看了一遍……每每有长卿和紫萱我就哭得稀里哗啦的。为什么他俩不能在一起啊TUT            
(NA)	 挺好看的            
(NA)	 好腐            
(4星)	 为了霍建华才看的....            
(4星)	 或许是从这部剧开始喜欢上了歌幂这个cp，但如今看来只能存在于这部剧了。            
(3星)	 相比紫萱的痴情，雪见的任性，我更欣赏火鬼王的小儿女情怀。喜欢帅哥就让整个极乐世界的人都知晓，听到赞美便大笑不顾矜持。            
(1星)	 太烂了。            
(NA)	 纯粹是在用眼睛过打游戏的瘾。回想起大学寝室的游戏时光，好想天天打游戏呀TAT            
(3星)	 太腐            
(4星)	 这部片子最让人不喜欢的是杨幂的这一对，原本一部非常水的片子，因为有了唐嫣和霍建华的这段持续三世的眷恋而变得让人揪心。最喜欢反复看的也就是17集左右开始，白豆腐为了救紫萱，把前世的记忆全部恢复，那三生三世的爱恋和情缘~            
(4星)	 看着看着就想翻出仙剑1,2,3出来玩玩了。。            
(4星)	 仙侠剧里非常靠谱加美颜的。            
(4星)	None
(3星)	 霍建华还是帅！景天不如李逍遥。越到后面越是惨不忍睹，胖子割肉让我胆颤心惊，倒是对不圆满结尾有好感。            
(5星)	 霍建华就是我的爱我都不知道为啥~三世情缘第二世里“你心里还有谁”着实把我辛酸到了            
(NA)	 杨幂挺甜            
(3星)	 有点乱            
(4星)	 道长嗲            
(3星)	 游戏好怀念。            
(2星)	 我很想知道仙剑4会不会被唐人也改编成小混混救大江湖啊            
(4星)	 为神马某人和某人都那么喜欢呢。。。            
(NA)	 结局本以为是好的，猜不透···结局这样            
(3星)	None
(1星)	 你家的楼哥长的跟牛魔王似的。。。            
(3星)	 看在仙剑加上服装配乐还挺用心的份上勉强三星 剧情不谈了 无语            
(3星)	 如果是两年前的我一定是给五星。我是说如果。现在。一星诗诗，一星霍霍，一星胡歌，一星剧情。本来是四星，杨幂倒扣一星=三星~            
(3星)	 亮点是龙葵。            
(3星)	 医院里看了几眼，想看搞基的可以尝试下。那年白豆腐跟景兄弟是一大亮点。            
(1星)	  buxihuan   杨幂             
(4星)	 一环套一环的故事很触动人心，但有点为了虐而虐的嫌疑。            
(3星)	 刚出来的时候不喜欢看，前段时间偶然看了几集，竟觉得还行，就看下去了。喜欢龙葵，紫萱也不错，都是等人的那个。好几个镜头戳中泪点了(⊙o⊙)…            
(NA)	 继续悔我肠子。。。            
(5星)	 真的好喜欢，仙剑真的很不容易，能够获得那么多人的喜欢，胡歌真的好帅好帅，就喜欢这种痞痞的，但是内心很善良很专一的男生，大概只有电视里才有了。。            
(NA)	 秉承国产古代剧的狗血，游戏改编的痕迹很清晰，老早就听说了，不过不喜杨幂，所以搁置N年……挺让人意外的发现是霍建华，说不清那儿就很喜欢（小时候谁谁追海豚湾时也没觉得呐……），尤其是睫毛，下垂着，很密，眼神淡定到死……            
(4星)	 景卿景卿~            
(4星)	 白豆腐，嫩豆腐            
(5星)	 看的我眼泪哗啦的，太感人了。            
(4星)	 不得不说，我是去看长卿的啊            
(2星)	 我的重楼啊            
(1星)	 你就扯吧你            
(5星)	 所以说直到初三我都是个傻逼=________,=            
(4星)	 当年没打完的游戏，这次终于看完结局。            
(2星)	 与1相比杨幂更是活生生晃瞎了我的眼...            
(4星)	 剧情不错。结局不好            
(3星)	 很是一般，据说就是这部片子，捧红了杨冥和刘诗诗？很久不看连续剧了，对所谓的红人也没多少感觉，情节很白，比一差远了            
(4星)	 为什么不太按着剧情演呢            
(NA)	 内容饱满            
(NA)	 不得不吐槽重樓。。還有景天的性格被改的好肉腳  不洗翻 (￣▽￣)&#34;　恩 最後說一句 想重溫仙劍系列遊戲~~最愛仙三~！            
(3星)	 只剩长卿的三世情缘可以看啦~            
(5星)	 现在一放假就播  10年中考完事看了一假期 悲哀的是看了好多遍都没有看到紫萱长卿第二世 这部剧让我认识了众主角。。 现在看没有觉得太吵闹怎样 依然欢乐感动并存。。。 最爱的是阳葵兄妹情。。还有夕瑶飞蓬。。。            
(3星)	 其实都几好睇的            
(3星)	 唐雪见真的是一个噪音累赘，蜀山就是一个多啦A梦的百宝袋，紫萱和长卿，诶，真想把编剧关进锁妖塔！            
(4星)	 在电视剧中算不错啦 至少唐人舍得给演员花钱做好衣服            
(2星)	 杨幂你是白痴么。。。            
(5星)	 就是喜欢            
(4星)	 还好吧            
(NA)	 其实开始我就是想看看胡霍诗，不知不觉就看完了，我是白天在电脑上看，晚上在梦里看，这2天做梦全是这个。紫萱好美呀，ss就是个未成年，哈哈。想起老K的博文写她跟老胡说ss是个好女孩，追她吧，老胡就跟ss说：10年后你会变成现在的老k吗？ss说不会。哈哈哈。（注：10年前的老K很像ss。老K是公司老板，            
(5星)	 即便紫萱长卿最终没在一起，即便故事编得欠缺逻辑连贯，即便有很多的即便，我还是要给5颗星            
(3星)	 三世情缘是亮点，其它都雷shi了。游戏中的景天没这么油嘴滑舌好吧              
(5星)	 喜欢胡歌，就这么简单，喜欢他的幽默与率真！            
(3星)	 你有没有发现 演过这部戏的 都 很红（我想知道现在我在说什么东西）            
(5星)	 比仙一好看~~最爱糖糖~~喜欢紫萱和长卿！唐人从来不会让人失望            
(4星)	 确实不怎么喜欢杨函数，但是为了让我哭得稀里哗啦的茂茂，还是给四星吧            
(2星)	 没一个能看的。唯一喜欢的茂茂还是杜撰的。。。完全乱编。。。            
(4星)	None
(3星)	 长卿 紫萱你们现在还相爱吗？你们知道真的相爱该怎么做吗？我邪恶了。。            
(4星)	 总觉得没结尾似的。。            
(5星)	 每年一放假看到霍建华我就不能自已！！！！！            
(4星)	 我也是为白豆腐而来，其他的一般吧            
(4星)	 小葵~            
(5星)	 逻辑很差  感情很真            
(4星)	 感觉真的还不错！            
(5星)	 没玩过游戏，所以觉得故事很精彩。不喜欢有些人非要拿游戏来比较，毕竟媒介不同，表现方式不同，改编是必须的，至于好不好，见仁见智了，反正我觉得很不错。至少卿萱的三世情缘是让我感动的，虽然戏份比起主线的景天雪见少很多，但绝对是全片的亮点，唐嫣和霍建华的亮相都堪称惊艳，五颗星给他们俩。            
(4星)	 四星只为紫萱的那一段~其他的确实不如游戏，还有那个结尾，不喜欢啊。。。            
(NA)	 今天电视里在放仙3 片尾曲听得我心咯噔咯噔的 还记得仙一我跟着哭又跟着笑 我喜欢的阿奴和唐钰小宝、、~哎 傻日子一去不复返            
(5星)	 感人的很、            
(4星)	 复习，《偏爱》，好记星，上课。            
(4星)	 霍建华真的帅啊~剧有点长。            
(3星)	 猛然想到这个片 @54294172  你的女神在这里的龙葵是那么的不给力啊...话说这片把重楼和紫萱都毁了  低分是必须的            
(1星)	 人物性格－扭曲  故事主体－搞乱  某些演员选择－渣 唐人就一面子很光私底为利益趁乱毁游戏公司 还狡辩 狡辩你MP！            
(NA)	 满眼的高科技~            
(2星)	 虽然很多人喜欢徐长卿，但是我是游戏党，真心对徐长卿无爱，还我的重楼            
(3星)	 其实还好，没那么不堪            
(4星)	 结局有点惨。。。其实还行。。。            
(4星)	 看電視劇最主要是興趣，一部劇不管當時多火，我只會等到想看的時候再看。記得大二在電視上看得時候覺得楊冪唐嫣非常漂亮，但自己不喜歡奇幻的所以沒看。11年11月份喜歡胡歌霍建華所以有興趣看，當時看了三集覺得很棒，昨天在火車上看居然沒興趣了。總的來說製作很好，等有興趣再看吧，也許不看了。            
(4星)	 臭豆腐~  白豆腐~~            
(5星)	 只为你而看。            
(3星)	 放假的时候电视台很爱播啊！！！！！            
(4星)	 演员都喜欢啊            
(3星)	 紫萱与长卿，一对苦命的人儿            
(2星)	 对编剧已经不想说什么了。怎么可以这么变态。            
(3星)	 哦我只喜欢龙葵            
(NA)	 这...景卿神马~最有爱了~            
(3星)	 白豆腐果然名不虚传            
(4星)	 腐之前一颗星，腐之后四星……            
