http://movie.douban.com/subject/3619100/	IRIS 아이리스
(4星)	 当初看原来是美男竟然错过了这部，现在看完酣畅啊~~~            
(4星)	 不太了解南北韩的情况，总觉得剧情怪怪。好在不拖沓。            
(4星)	 印象最深：日本雪景戏，那个地方真的很美！            
(5星)	 节奏紧凑，高投资使得画面有如电影场景般恢弘大气。最爱善华。            
(4星)	 这结局着实伤到我了 ，原以为贤俊和胜熙最后终于能在一起了 ，这一枪来的也太突然了吧 ，不能接受啊！            
(2星)	 又是兄弟爱上同一女主、又是兄弟反目……敢再没有新意一点吗            
(3星)	 快进中看完，真心不习惯韩式枪战间谍啊什么的，一星给非韩式结局，两星给帅气金素妍。            
(3星)	 到底是特工片里有爱情剧。。。还是特工背景的爱情剧。。。。韩剧就是韩剧。。。= =            
(3星)	 金素妍把女特工演得冷血但让人心动……金泰熙的角色就是个花瓶……最后那一枪，李秉宪的眼泪看得很心疼。            
(4星)	 演员演的很精彩，拍得很有大片的感觉。剧情感觉前半段很精彩，后面有点拖沓。结局我个人非常喜欢~            
(5星)	 这里面的金素妍真心漂亮啊            
(5星)	 五星给大饼的演技。五星给大饼和泰熙的爱情。五星给素妍的帅气。五星给整个制作团队，按照拍电影的标准拍每一集。            
(NA)	 帅哥美女 大制作             
(NA)	None
(4星)	 全毁结尾了。。            
(5星)	 超爱金素妍 女二完胜女一            
(4星)	 為了看金泰希            
(3星)	 挺好看的，跟美剧虽然有差距，但还不算坑爹            
(3星)	 大饼太男人了，金泰熙依然那么美，但剧情真的一塌糊涂            
(3星)	 看得我好累好累好累啊~~            
(3星)	 钱花的不少，可是太弱智            
(5星)	 最后2集没看。。因为觉得后面的可以想象。。            
(4星)	 金素妍和金泰熙很漂亮 但是 我发现最妖孽的是TOP呀             
(4星)	 结局不好            
(NA)	 很不错的韩国片            
(3星)	 我爱杀手哥            
(4星)	 重口味韩剧No.1 &amp;  朝鲜真特么是最最神秘的国家。。。什么玩意            
(4星)	 无数个疼你的理由，在这看的为数不多的韩剧中比较偏爱的一部，看到后来发现，金素妍成了我看剧的动力。            
(5星)	None
(4星)	 难得看韩剧的我 冲着金泰熙去的 以前不知道 金泰熙 金素妍 看完后却喜欢金素妍善华 那个卑微的爱到尘土里的人             
(4星)	 属于09年寒冬的感动，对韩剧的好感那时开始。            
(5星)	 大愛金泰熙            
(5星)	 火爆开头 精彩过程 狗血结尾 男主角前19集怎么了死不了 到了结局就变成了怎么都活不成..            
(5星)	 大制作，大动作~ 看完觉得李秉宪真棒！            
(5星)	 总是虎头蛇尾，要有九分我就只给九分。            
(3星)	 既然整剧从头到尾的bug就给个哈痞恩丁行了还拽什悲剧结局啊。传说中的二十亿韩元是都花在机票上了么丝毫看不出大制作啊枪扔地上都是塑料动静儿。要不是演员真想给一星。            
(4星)	None
(4星)	 TOP哥万年冰山脸是大亮点，            
(NA)	 各种帅！            
(4星)	 绝对的悲情韩剧，金贤俊和好朋友陈思宇被选为NSS要员且同时爱上公司组长崔胜熙，只可惜贤俊被IRIS的白山选为牺牲品抛弃，贤俊不甘如此开始向NSS白山复仇，过程中北方追杀他的金善华同被国家抛弃并追随他，贤俊与胜熙最终除去所有障碍在一起，贤俊买戒指赶回去的途中被杀，为什么最终两人也不能在一起            
(4星)	 去年这个时候看滴  真的很好~  后来才知道原来这里面有欣姐最喜欢的top            
(3星)	 有点遗憾 虽然不完美 但觉得真是            
(4星)	 前面很大气很电影 后面就流于俗套了            
(5星)	 自认为目前看过最精彩的韩剧,剧情紧凑,主角帅气,7.8分低了吧            
(5星)	 金素妍太TM帅了！！！            
(5星)	 因为TOP，必须五星的好么。            
(5星)	 很强大            
(5星)	 李秉宪真的很实力！赞！            
(3星)	 废话太多。。            
(4星)	 烂尾            
(4星)	 最喜欢的场景就是贤俊和善华两人与敌人的战斗，配合的天衣无缝。而整部剧竟然是一部悲剧，太出乎意料了，即使贤俊不能和我喜欢的善华在一起，那总该跟胜熙有个美好的结局吧，最后一幕贤俊怎么会被谋杀，那个Mrs.Black一直没有现身，是不是还有第二部？主角是不是善华？会不会还有朴时厚？太多疑问了。            
(4星)	 看完就喜欢上大叔了，并且很想去温泉！            
(3星)	 其实金素妍和那个TOP才是亮点啊            
(3星)	 看这个还真不如去看一季《24小时反恐》，比这强多了！            
(3星)	 前半截不错 有半截就...嘿嘿 那个砂糖kiss蛮好的~            
(4星)	 结局太伤身            
(1星)	 烂戏，不是烂在打戏假、女角不够正上，而是烂在宣传绥靖和对北韩不死心上。            
(4星)	 算不错            
(5星)	 真心好看。赚足了我的眼泪啊。但是不得不说结局太狗血了啊啊啊。蛋疼。            
(3星)	 中途弃了，棒子玩起悬疑总是很可笑。            
(1星)	 让人失望的片子!前半部分还相当不错，当重要人物的身份浮出水面后，本应该是高潮到来的时候，居然出现了狗尾续貂的场面……是编剧换人啦，还是突然脑子进水啦？后面的剧情完全在瞎扯嘛，之前的伏笔都是糊弄过去的，主要人物的心理变化过程完全没有合理的交代，武装场面更是弱智，当观众是小学生么？一            
(3星)	 结局是肿么回事？？？？能给说说到底干嘛要这样安排吗？？？好不容易在一起却在最后死了？？？到底死了没？            
(5星)	 美好的一切终究化作记忆。痛苦与悲伤留给了活着的人，灯塔下的等待，而那份情却再也无法靠岸。话说希希的笑容真是迷死了，要是没有烂尾的话，可以给六星了。            
(5星)	 ～            
(5星)	 秉G通过此剧拿奖拿到手软，大赏、百想通通都有。            
(4星)	 出来混都是要还的。爱，既说不出口就埋藏在心底吧！女一女二美暴咯            
(5星)	 I chocolate you.            
(5星)	 看在200亿份上也要加个星            
(5星)	 剧情比国内大多数谍战片要好，大制作，帅哥靓女~ 这个片子感觉金泰熙和金素妍都很抢镜，8错：）            
(4星)	 纯粹是冲着金泰熙去的。。。我真是太爱她飒爽的范儿了！！！！so cool！！！！            
(2星)	 嗯 女猪脚化妆后挺靓的 不过 作为谍战剧 也太拖沓了吧            
(5星)	 让我感动的是金贤俊和崔胜熙坚定又美好的爱情            
(4星)	 T.O.P崔胜贤是这部片中最喜欢看的部分，哈哈。眼线男！            
(5星)	 不一样的韩剧~            
(4星)	  剛開始不錯, 後來就開始犯韓劇通病, 沒後勁, 令人疲勞. 是這兩年韓國動作愛情劇的引導者.             
(5星)	 看过的最好看的韩剧，没有之一。            
(3星)	 四不像            
(4星)	 剧情一般，但金泰熙、金素妍和李秉宪的演技很棒，金泰熙依然漂亮美丽~            
(NA)	 美女啊            
(4星)	 我比较喜欢的韩剧之一，情节紧凑不拖沓，有点像美剧的感觉～            
(3星)	 本来还可以 但讨厌商业的结局 为什么总要拍个没完没了            
(4星)	None
(4星)	 编剧确实有太多坑没填满。。。结局真TM闹心！            
(5星)	None
(5星)	 金泰熙，你总是那么迷人            
(4星)	 为什么最后一定要搞个悲剧呢，棒子真是！总的来说有点24小时的影子，加入了唯美的爱情。。。日本秋田县似乎很美            
(3星)	 也许是部好片 但不是自己喜欢的类型            
(5星)	 介个好看            
(4星)	 电影感觉只是电视剧的缩减版。在看过电视剧之后再看电影。多多少少感觉有点失望。例如最后的结尾也没有更多的修饰。但是整个情节。还是很不错。不枉我高三追剧            
(5星)	 看了第一集就不会想停 amazing            
(4星)	 特务情人            
(4星)	 哈哈 看韩国的这种片子还是觉得怪怪的            
(3星)	 这种题材和制作在韩剧里就算难得的了吧...为了反派而看的。所以在最后被男主角痛打的时候忍不住握拳在心里吼：“揍回去啊！揍死那个猴子脸男主角！”漏洞还是挺多的。            
(4星)	 因为是悲剧，所以减1。            
(5星)	 除了白痴编剧侮辱中国的桥段，其他的还可欣赏！期待iris2!大秉的演技超赞！            
(1星)	 sb剧情            
(5星)	 爱人，敌人，战友，同志，兄弟，父母，还有那些不曾露面的声音。            
(5星)	 很简单的评论：真TMD好睇！            
(4星)	 这部电视剧让我彻底颠覆了对李秉宪的看法，他确实是个很有实力的演员，还有他真的很MAN！            
(4星)	 虎头蛇尾~韩剧永远的诟病            
(4星)	 韩剧比较少见的题材，所有演员各种帅气！            
(5星)	 俊男美女,火爆劇情,難得的棒子電影.            
(5星)	 这是开启了一些列古希腊神话的战争开端。结局太悲惨，人物太华丽，演技太美好。            
(5星)	 很好看的 超级好看！！！            
(NA)	 南棒佳品            
(4星)	 情节紧凑、女主养眼，是个大片!            
(NA)	 喜欢泰熙~~            
(4星)	 很美剧的一个韩剧，停停看看的昨天终于在下班的地铁上补完了，结局相当的纠结啊，是我漏看了什么么？场面做的很火爆很霸气倒是真的，也得对得起投资上去的那么多钱是吧，没有期待的那么好看，但还是佳作，另外我还得吐槽下TOP演的那个杀手，这尼玛忒虎头蛇尾了            
