http://movie.douban.com/subject/1419297/	越狱 Prison Break
(5星)	 因该说是我第一部看的美剧。确实质量非常的高，一连看好几集是绝对没有问题的。高智商的犯罪，环环相扣的剧情，加上快速的剪切，真是超级的好看！            
(5星)	 欧 米勒 你好帅~~~~你好man~~哈哈 不过真的也就第一季好看了 越到后面几季 越觉得它开始变得鸡肋加无聊了。。。            
(4星)	 后面越看越不想看了。。。。。。每次看美剧都会在一瞬间让我特别反感。。。            
(4星)	 我还是喜欢Hywire.            
(5星)	 爱上美剧从越狱开始            
(4星)	 心跳的感觉            
(4星)	 看到第三季  感觉掀不起高潮了！！            
(4星)	 完美的头脑,精致的犯罪计划.            
(5星)	 我看的第一部美剧。我不爱迈克，我爱T-BAG            
(5星)	 作为美剧迷，现在才开始看这个是不是凹凸到一定程度了            
(5星)	 酷得有点不现实。但还是喜欢。            
(4星)	 帅哥往往帅在智商高            
(4星)	 仅看了最后一部~冲着Miller看下来了~            
(5星)	 追寻自由            
(5星)	 classical            
(5星)	 竟然忘加了            
(5星)	 很紧凑，很给力~            
(5星)	 Good luck            
(4星)	 恩，1还是很不错的            
(5星)	 MS还是很有爱的            
(5星)	 迈克尔帅死了！            
(4星)	 这节奏够猛！            
(5星)	 中国电视剧都去死吧            
(4星)	 我想要Miller这样一个肌肉男！            
(5星)	 第一季完全是惊喜的水准之上            
(5星)	 永远的michael!!!!!!!            
(5星)	 帅气！            
(5星)	 第一季的越狱的确是无懈可击。主角米帅带领着我们进入一个前所未有的越狱世界，剧情超级厉害，每一集都有不同的刺激，不同的感动，但是到了后来的几季，越狱开始有点掉色了，变得不那么越狱了，尽管如此，米帅那帅气的眼神，依旧给我留下深刻的印象。            
(5星)	 第一季那叫一个经典啊！震撼！            
(5星)	 我的第一部美剧啊,从此,一发不可收拾......            
(5星)	 美剧的代表作            
(5星)	 前两季非常精彩，第三季纯属凑数。最后一季与特别篇……OTL            
(5星)	 每集都紧张屎我            
(NA)	 第一部之后就开始坑爹了！！！！！！            
(5星)	 即使是现在看也依然觉得相当流弊！            
(4星)	 第一季真是帅            
(4星)	 做头发那的小哥放给我看的。。差不多看完了头发才弄好= = 看的困死我了            
(4星)	 在外面混的都挂了，在里面混的活得好好的。            
(5星)	 情节很吸引人，喜欢天才型的高智商！            
(5星)	 经典            
(NA)	 唯一完整看过的2季的美剧，在第三季的时候放弃了。            
(4星)	 第一季很亮，二三季完全是惯性地看下去的            
(5星)	 啊啊啊这是巨大的坑            
(5星)	 追了4年的美剧...也是第一部看的美剧            
(5星)	 第一季很精彩，但是还是比不过我的Lost            
(5星)	 流连忘返            
(5星)	 啥也不说了，美剧迷的入门必备手册！            
(NA)	 有爱兄弟情            
(NA)	 看完前两季就够了  第三季勉强  第四季实在没有看下去的勇气啊            
(5星)	 除了经典，没什么好说了。            
(5星)	 小时候看的我不光全神贯注而且真的心跳加快 很久都没有出现的感觉了 哎            
(4星)	 主角太有魅力了            
(5星)	 太他妈棒了这季            
(5星)	 大爱Alex            
(4星)	 看完以后希望自己是学建筑的……            
(4星)	 自己还专门去拍了一部关于PB的纪录片            
(5星)	 看的第一部美剧，从此就爱上了            
(NA)	 经典 非常不错的电视剧 人物很有个性 剧情也棒极了            
(5星)	 神作！            
(5星)	 精彩啊。。。。            
(4星)	 没什么可说的了~~            
(5星)	 心脏受不了……OTZ            
(5星)	 没的说，第一部接触的美剧，从头跟到尾！            
(5星)	 确实挺学肖申克的救赎，这是看的第一部美剧，还是很爱麦扣~            
(5星)	None
(5星)	 第一季就是完美。剩下的几季感觉就是编剧不知道怎么结尾            
(5星)	 第一季绝对经典！回味着那些追越狱的日子。。。。            
(NA)	 全部看完，好看。            
(5星)	 逃离。            
(5星)	 能不能暂时把你的勇气给我？            
(5星)	 高中时追得辛苦。            
(5星)	 人权。。。            
(4星)	 话说这也是我看到第一部美剧            
(5星)	 片名已说明一切            
(4星)	None
(5星)	 Scofield太有魅力了  还有那个神经病 真的很可爱 穿着白色病服的样子  好好笑！！            
(5星)	 我滴人生第一部认真追看的剧，回想当年刷YDY的更新页面，历历在目......            
(5星)	 最爱，没有之一。            
(5星)	 为了第一季···            
(5星)	 整个大学都在追啊，辛苦啊，不容易啊。。。。            
(5星)	   至今最好看的一部电视剧            
(5星)	 看的第一部美剧~ 超爱男主！            
(5星)	 学习的最高境界——学以致用啊，萌死人的男主角给我们活生生地展示了……哎呀呀呀好想扑倒。            
(3星)	 第一季不错，后面的~            
(4星)	 S1还是不错滴            
(5星)	 第二遍看，还是觉得不错~            
(NA)	 Michael Scofield 无疑是我所欣赏的男人，那种睿智+冷静，完全就是完美的化身。对于Lincoln，从来不喜欢没有智商只有勇气的笨人，当然在剧中我不止一次讨厌他那火爆的脾气与惹麻烦的速度。            
(3星)	 只对那个背上的纹身有印象            
(5星)	 追的第一部美剧，第四季也看完鸟！Michael灰常帅，男女老幼皆动心！            
(5星)	 米勒哥很靓仔嗫，个个都鸡肉男，不过，还是第一部最棒鸟。后来看了看肖申克的救赎，原来已有先例了，肖也不错哟，棒            
(5星)	 神级剧目，中考前天天晚上在宿舍看不能自拔。            
(3星)	 电视剧版肖申克，编剧编得蛋都碎了吧。            
(NA)	 第一季真的好看，当时看完一集就盼着下个星期快点来，但是后面实在看不下去了。            
(5星)	 最爱。陪我走过高中的革命情感。            
(5星)	 好看的不得了            
(5星)	 是我看过所有电视剧里最精彩的，也是我最喜欢的电视剧......            
(5星)	 紧张，扣人心弦，恨不得一口气看完            
(5星)	 米勒～～～            
(5星)	 基本圆满，唯一不爽的是男主是gay            
(5星)	 这个结局我真的看的很不是感觉。 冥冥之中，我觉得有些悲伤。自由，无价。.Lay It Down Slow            
(5星)	 好看爆了   wentworth帅爆了            
(5星)	 看得我好紧张。。。            
(4星)	None
(4星)	 看过《肖申克的救赎》再来看这个就觉得没什么新鲜的，不过比韩剧、国产剧还是喜欢得多            
(5星)	 这你玛的屌爆了            
(5星)	 作为一个一直很努力的美剧迷，没有看过越狱实在是……我知道我是个落伍的人……最严重的后果就是没有办法把剧里的Michael和现实中那个日渐痴肥的板寸小伙儿联系起来，还我圆寸头！！！            
(4星)	 看了个头和尾，中间全跳过了……            
(4星)	 看了第一季            
(5星)	 我爱micheal            
(5星)	 第一季熬夜看完            
(3星)	 不是我的菜            
(5星)	 amazing...            
(5星)	 第一季太经典啦 M爆帅 大一时啊 哎呀 4人看这个不想睡觉啊 哈哈            
(5星)	 慢慢习惯看着好人坏人一个一个死掉了            
(5星)	 2006            
(5星)	 第一季总是最精彩的            
(5星)	 中国都火半边天了有木有！            
(5星)	 就第一季好看些            
(5星)	 天才！米帅！            
(5星)	 入门            
(5星)	 一群圆寸男人的故事            
(5星)	 不必多说            
(5星)	 本来没打算买这片儿的，因为本来想买的那个片有些毛病拿去退，被老板推荐了这个片儿，结果一看就被彻底的迷上了，用了整整一天的时间看完了这一季，为了它我连春晚都没看。            
(NA)	 强烈推荐第一季！！            
(5星)	 Prison Break带我进入了美剧的世界，第一次让我震惊的发现：原来还有这么好看的电视剧~！电影感觉般的第一季，永远在我心中处于美剧单季排名第一名~！            
(NA)	 那智商，经典            
(5星)	 就看第一季好了！！！！！            
(5星)	 尼玛好看到爆啊！！！看的我都停不下来了！！！第二季最好看。            
