http://movie.douban.com/subject/6013893/	城市猎人 시티헌터
(4星)	 看到最后一集的时候才觉得怎么那么好看 大概是对李敏镐xi没那么有感吧 最后爸爸死的好帅            
(4星)	 冲着李敏镐就扎进去了，依旧电力十足!不后悔!            
(4星)	 让我回想起小时候看这部漫画时的激动。韩国现在越来越喜欢改编日本漫画了，哈，说明咱动漫家族的力量啊。最后鄙视一下把动漫归类为儿童片的中国大佬们。            
(3星)	 能坚持看完的韩剧为数不多阿、            
(5星)	 就是喜欢在不是爱情片的片子里找有爱的片段            
(4星)	 对长腿毫无抵抗力啊~让我想起车胜元大叔，哦哟~~长长的腿啊~~~少女心又被勾起了！！！~果断男人脸是其次啊亲~~只看得到长腿！            
(5星)	 啊~~~可以不这么帅不，李民浩~~~~~            
(4星)	 还是挺好看的啦            
(5星)	 超级好看 主题曲也很好听            
(3星)	 翘臀长腿肌肉花美男！            
(5星)	 李敏镐，你要不要这么帅啊。。。            
(4星)	 很吸引我的韩剧啊。李敏镐。。。。。。。。。。            
(5星)	 看点是 金娜娜的笑容            
(3星)	 我是吃饱了撑的才去看一集集那么长的韩剧啊！而且，是谁告诉我说好看的啊！男女主的面目怎么看完了还觉得模糊啊！怎么回事啊！看别人评论的各种吐槽才最欢乐有木有！而且放到中国，city hunter要累屎了啊！o(╯□╰)o            
(5星)	 节奏较快没有又臭又长。关键是我喜欢里面的几首配乐            
(5星)	 帅气~            
(4星)	 李民浩帅蒙了！            
(4星)	 韩剧里算不错的了。。不过我希望谈情说爱的少点。。。。还有检察官也好帅！            
(4星)	 看在李敏镐很帅的份上。。多给一星。。            
(5星)	 肩宽身高体长完美比啊这男人  我觉得 他是死了             
(4星)	 大帅锅~看花样男子的时候都没觉得他身材那么好~那么帅诶！英雄片..只要帅锅都是好看的....女主角看久了也不耐看......剧情前面的都还可以啊~很好...但到后面结尾那里就麻麻地啦~第二男主角居然被路人甲乙丙杀了...四个人都报复了为嘛总统就不报复呢？还要让养父被杀了...养父真的用心良苦咯~            
(5星)	 only for 敏镐            
(5星)	 近几年看得唯一一部男2从始至终追着男一不放的一部韩剧了=  =) 李民浩...喜欢上了///////////简直衣服架子，穿什么都很气场。            
(4星)	 冲着李民浩也要看！从个人趣向到城市猎人。。。不变的依旧是九分裤！            
(4星)	 超帅！            
(4星)	 周末看了2天看完的…还不错啦~结局没看懂李民浩总是喜欢穿紧身裤…啧啧~小脸儿还是挺精致的            
(5星)	 李民浩在剧中很帅啊~            
(4星)	 李民浩马相是好！纯美男剧！            
(4星)	 男主角太帅了太帅了，这部剧主要就是看他了，动作戏很精彩！            
(5星)	 不用动脑筋的事情真是太爽了…高智商电影神马的都吃bb去吧= =            
(NA)	 黑客帝国=_=            
(5星)	 让人笑到没力气。            
(4星)	 為什麼完全沒有槍戰戲，男主小時候努力練習的槍法完全被導演浪費了Orz            
(NA)	 看帅哥来了喂            
(1星)	 无力欣赏。。。弃            
(3星)	None
(4星)	 非常帅气的动作让李民浩再次红起来            
(5星)	 超级好看！！！~            
(NA)	 李民浩真是一如既往的帅气            
(5星)	 帅气~            
(3星)	 韩剧嘛，看着凑合凑合刺激荷尔蒙啥的就得了，要求不要太高            
(5星)	 民浩欧巴~~~~~~帅呆了~~~超爱的思密达~~~~~~~            
(3星)	 说真的 查第二个的时候就开始腻了。不过挺喜欢看男女主角的=。=            
(3星)	 冲着改编才看的，结果跟漫画一点关系都木有。算是偶正式看的第一部韩剧，看第一集的时候还觉得和想象中的韩剧不一样咧，结果2,3,4,5,6,,,,,,,越来越缓慢啊。幸亏有帅哥美女。            
(3星)	 姐们儿推荐看的.....少年挺帅嗯!            
(5星)	 李敏鎬太帥了            
(3星)	 我承认看帅哥是不错，就是剧情都神马呀，女主打酱油了。。。秃顶大叔的喜感一直没变，我支持你！金检死得有点不值得。。。            
(5星)	 最后两集赚了我好多眼泪啊！            
(5星)	None
(4星)	 冲着编剧去的，看了几集，用来做催泪弹也不错，本人暂时还没解除免疫。男主的打斗设计的很有漫画味道，加分。            
(3星)	 我见过的最惨的男二的死法。。            
(4星)	 思密达,你身材太完美了!!            
(4星)	 犯花痴的电视剧~~~还是和一般的韩剧有不同模式的~~~            
(4星)	 虽说是打斗片，但更吸引人的当属片中不错的浪漫主义。            
(4星)	 情节很喜欢 不是一般的韩剧路线 扭扭捏捏 有内容有情节 男女主角的个性特征也很鲜明 PS李敏镐真的是长得一张漂亮的脸 高子又高腿又长            
(5星)	 大长腿，迷死人~            
(5星)	 李明浩怎么那么帅！            
(5星)	 真心不错。就是这个结局。。。。我不明白为什么润成xi要自己一个人在那边。据说还有第二季的。很好奇第二季要演些什么。难道要演润成xi的宝贝还有润成跟他亲爹 总统的事情吗？金英珠死的时候哭惨了。哎。开始还烦死他老是追着润成不放。            
(4星)	 帅哥美女            
(5星)	 韩剧少有的快节奏            
(5星)	 是不是就是我看的韩剧的极致了。韩国的动作片居然看起来那么舒服。就是觉得结局有点仓促噢。。。            
(5星)	 城市猎人把苹果用得出神入化！！！！！！！！！！！！            
(5星)	 男猪脚很帅气 长腿 大眼 神马的            
(3星)	 把韩剧里面该融合的元素都融合了吧……打斗 爱情 贫穷女和富家男的爱情 复仇 白血病 私生子……越看越没意思，韩剧永远都这样，诶诶诶            
(4星)	 只是给男主角的长相的。            
(5星)	 这是我看过的最好看的韩剧            
(3星)	 李民浩帅帅帅 其余不重要            
(4星)	 这个五星纯粹是给帅哥的，与剧情无关哈！完全无关哈！            
(3星)	 在家我姐放 在学校寝室里放            
(3星)	 还行吧 俊男美女 但是剧情就还好            
(3星)	 狗血啊狗血            
(NA)	 这个片子是在我面临人生第一大挫折时，为了排解心中悲伤看的，帅哥有治愈心灵的功效，呵呵            
(4星)	 韩剧中少有的经典，看完我就不再想看其他韩剧了            
(5星)	 看过让人重新找到内心深处的正义感爱            
(4星)	 李敏镐好帅气~~~看到一半就感觉有点拖沓了            
(3星)	 只有润城这个角色出彩，仅此而已            
(NA)	 李敏镐大头贴十连拍。。。            
(4星)	 我比较喜欢男二号思密达            
(NA)	 无语            
(NA)	 李民浩！！            
(NA)	 泡沫剧，典型的韩剧。            
(3星)	 在iPad上看完的，看的有些觉得，看到一半老婆都不忍看下去了，喜欢剧中的人全部都用iPhone，李润成使iPad很到位，呵呵。            
(2星)	 情节比较烂，背景音乐还行，李民浩初看身手还行，但实在看不下去他走路的样子，忍受着看完了            
(4星)	 看完这部剧倒是认识杨花镇乐队了            
(3星)	 除了看人脸，其他真没啥了。。            
(NA)	 可是看完了            
(5星)	 虽然不是俗套的棒子偶像剧 但是依旧出现了白血病 (#‵′)凸            
(5星)	 里面的男二也很赞~~帅气的检察官~！            
(3星)	 集合了典型的韩剧元素，故事的开头很吸引人，但是部分情节还是没有跳出俗套。            
(4星)	 为什么润城始终没把戒指戴在娜娜的手上呢！            
(4星)	 1、没有两个男人争一个女人，没有两个女人抢一个男人  2、金英珠的死还是挺惋惜的，这么好的一个男人哇 3、 李震彪说：“可以为国家牺牲，但是不能被政党利用。”  很稀饭这句话  4、从韩剧中总是能对比出两个国家的不同，也难怪很多叉叉这么追捧棒子文化了            
(5星)	 这是政治剧吧~~话说守护正义当然是重要的，但政治什么的真的没那么简单啊~虽然剧情相当狗血，但改编的也没那么烂吧……超爱KIDsama型的男一和“洗衣机”型的男二！！！            
(5星)	 大爱。无法超越的。            
(3星)	 这部剧跟准基演的《一枝梅》《狗和狼的时间》有一些难以言表的小雷同，因为太爱《一枝梅》，所以冲淡了《城市猎人》带给我的感觉。知道朴敏英整容后，心理上怎么都不能接受，男女主关系稍加暧昧，我就会联想到朴MM之前的样貌，hold不住。            
(NA)	 很帅，很配。            
(5星)	 从复仇片的角度看，角度挺有深度的，不只是单纯的打打杀杀            
(3星)	 很久没看韩剧，虽然模式依旧，但还是被养眼的男女主给吸引！要是李敏镐兄不穿紧身喇叭裤就更好了！            
(5星)	 cool            
(3星)	 哈哈，居然是澡堂老板家的大女婿和长孙！！            
(5星)	 帅哥美女            
(5星)	 追到瘋了吧。不過還是前部份好看些。            
(4星)	 很养眼的片子。。。            
(3星)	 情节一般啦，但喜欢里面的穿衣风格            
(NA)	 李民浩好帅啊！            
(3星)	 剧情太扯了……不过李敏镐实在是有爱的阳光少年一只啊~~~就算演复仇剧，还是挡不住可爱的帅气@@            
(3星)	 劇情真不怎麼樣、缺乏邏輯性、就是人物美型、動作帥氣。            
(NA)	 好看。。。我喜欢李明浩 嘿嘿            
(5星)	 怎么会有这么帅的男人？怎么会有这么可爱的女人？绝配啊!            
(4星)	None
(3星)	 终于看完了 几度想弃剧 好吧 不是偶的泰普 还是说一句 老李最帅啊哈哈哈            
